DLiP-ID,C001G1
DLiP-Mol-ID,32316
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C17H18N2O5S2/c1-4-24-11-5-8-16-13(9-11)18-17(25-16)19-26(20,21)12-6-7-14(22-2)15(10-12)23-3/h5-10H,4H2,1-3H3,(H,18,19)"
Standard Inchi Key(RDKit),BUDNMBPMBINVOU-UHFFFAOYSA-N
Canonical SMILES(RDKit),CCOc1ccc2sc(NS(=O)(=O)c3ccc(OC)c(OC)c3)nc2c1
SMILES(SDF),
MW(SDF),
MW(RDKit),394.474
MW Monoisotopic(RDKit),394.065713676
MolLogP(RDKit),3.513
XLogP(SDF),
XLogP(CDK),2.524
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),7
HBA Lipinski(RDKit),7
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),86.75
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),7
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),26
QED Weighted(RDKit),0.659838464704461
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,834689.2376160352
qed,0.6598384647044605
Chi0,18.733840039752497
Chi1,12.462188182836208
TPSA,86.75
Chi0n,14.476160025071303
Chi0v,16.109153186926754
Chi1n,7.74776218559107
Chi1v,10.047422014113186
Chi2n,5.203850265329976
Chi2v,7.916901388665859
Chi3n,3.557017193492197
Chi3v,5.9746731404346525
Chi4n,2.364918371911139
Chi4v,4.460991109405226
MolMR,101.14350000000003
MolWt,394.47400000000016
fr_SH,0
Kappa1,18.276450689924566
Kappa2,7.383558098292766
Kappa3,3.679889685387693
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,1
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1030.8093128644828
MolLogP,3.5130000000000017
NOCount,7
fr_Ar_N,1
fr_COO2,0
fr_urea,0
BalabanJ,1.903378762507639
SMR_VSA1,22.628385845729085
SMR_VSA2,0.0
SMR_VSA3,4.9839785209472085
SMR_VSA4,0.0
SMR_VSA5,11.819220675208399
SMR_VSA6,25.548571911520074
SMR_VSA7,36.39820241076966
SMR_VSA8,0.0
SMR_VSA9,17.248535499851716
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
