DLiP-ID,C000FU
MPC5,92
MPC6,94
MPC7,108
MPC8,129
MPC9,148
Mare,1.00712
NaaN,3
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.13606057411299374
RPCG,0.09391344014187075
SIC0,0.29009986968324725
SIC1,0.5975676240118012
SIC2,0.7111557337268708
SIC3,0.8130537500309017
SIC4,0.820141102836324
SIC5,0.8272284556417463
SaaN,13.481372459477619
SaaO,0
SaaS,0
Sare,50.356
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,81.8640972582318
TIC1,168.62928667939897
TIC2,200.68303448440926
TIC3,229.4379219865728
TIC4,231.4379219865728
TIC5,233.4379219865728
Vabc,337.7346391958991
WPol,42
apol,56.21665299999999
bpol,31.273346999999994
nRot,5
ABCGG,16.587988215510094
ATS0Z,1246.0
ATS0d,173.0
ATS0i,8504.94617365923
ATS0m,5001.870755299541
ATS0p,74.20536900182898
ATS0s,260.94444444444446
ATS0v,11180.38389195221
ATS1Z,1412.0
ATS1d,213.0
ATS1i,8090.636781977701
ATS1m,5426.1593516704
ATS1p,92.92126649
ATS1s,178.83333333333334
ATS1v,13966.98442858829
ATS2Z,2073.0
ATS2d,329.0
ATS2i,14667.348519160243
ATS2m,7843.923651340798
ATS2p,135.81118631394298
ATS2s,314.05555555555554
ATS2v,19980.94603187146
ATS3Z,2135.0
ATS3d,363.0
ATS3i,19221.62715597519
ATS3m,7773.3778070432
ATS3p,153.455547482188
ATS3s,369.72222222222223
ATS3v,21736.245486197964
ATS4Z,1906.0
ATS4d,340.0
ATS4i,20728.104415597976
ATS4m,6839.5123413728
ATS4p,141.484484759772
ATS4s,347.0277777777777
ATS4v,19255.518405797484
ATS5Z,1891.0
ATS5d,332.0
ATS5i,18366.44961134707
ATS5m,7004.262144244799
ATS5p,128.594489175772
ATS5s,314.8888888888889
ATS5v,18325.502850926307
ATS6Z,1977.0
ATS6d,327.0
ATS6i,14735.464879203548
ATS6m,7330.378381521599
ATS6p,129.573554056849
ATS6s,302.7777777777778
ATS6v,19186.83291491655
ATS7Z,2057.0
ATS7d,340.0
ATS7i,17483.511080582597
ATS7m,7567.9685714895995
ATS7p,141.766735678792
ATS7s,365.7777777777778
ATS7v,20340.975946759547
ATS8Z,1928.0
ATS8d,338.0
ATS8i,17657.67479882259
ATS8m,6992.5026343408
ATS8p,157.68836531818798
ATS8s,306.33333333333337
ATS8v,21659.24285954766
C1SP1,0
C1SP2,0
C1SP3,4
C2SP1,0
C2SP2,12
C2SP3,0
C3SP2,0
C3SP3,0
C4SP3,0
FCSP3,0.25
GGI10,0.2473217018671564
JGI10,0.009512373148736786
JGT10,0.42038842120884756
Kier1,22.203125
Kier2,10.543388429752065
Kier3,6.491083676268861
MAXsF,13.182482850524949
MID_C,41.43154071860378
MID_N,14.79730700732145
MID_O,0.0
MID_X,3.522117369581756
MID_h,18.319424376903203
MINsF,13.182482850524949
MPC10,168
MWC01,32.0
MWC02,5.030437921392435
MWC03,5.855071922202427
MWC04,6.715383386334681
MWC05,7.556427969440253
MWC06,8.419580362549237
MWC07,9.268703615273097
MWC08,10.134321457134345
MWC09,10.988355823411979
MWC10,11.856153401802652
NaaCH,8
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,7
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,1
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,2
NssPH,0
NssSe,0
NsssB,0
NsssN,2
NsssP,0
SLogP,3.3888000000000007
SRW02,4.174387269895637
SRW03,0.0
SRW04,5.484796933490655
SRW05,0.0
SRW06,6.9782137426306985
SRW07,0.0
SRW08,8.550434525196039
SRW09,0.0
SRW10,10.162191279248889
SaaCH,11.905975094509751
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,1.9101056916180696
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,2.077166302528024
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,6.177430975476611
SssPH,0
SssSe,0
SsssB,0
SsssN,4.333736356292828
SsssP,0
VE1_A,4.629074113937872
VE1_D,5.2876080248901935
VE2_A,0.15962324530820246
VE2_D,0.18233131120311014
VE3_A,2.5970676097014382
VE3_D,2.7300767113954105
VR1_A,259.74578938550206
VR1_D,186.12906001025527
VR2_A,8.95675135812076
VR2_D,6.418243448629492
VR3_A,6.6244141565824455
VR3_D,6.291151041111307
WPath,2368
Xc-3d,2.015855318045498
Xc-4d,0.0
Xc-5d,0.08333333333333333
Xc-6d,0.0
Xp-0d,20.216967702877938
Xp-1d,14.0468465311072
Xp-2d,12.9423889895924
Xp-3d,10.270202658255691
Xp-4d,8.215896374398703
Xp-5d,7.223087174152624
Xp-6d,4.715864710051228
Xp-7d,3.3733086186350882
ZMIC0,97.29309563267505
ZMIC1,58.50056287547417
ZMIC2,41.92498713466372
ZMIC3,36.231030782522055
ZMIC4,35.356505296976124
ZMIC5,34.33622556383919
nAcid,0
nAtom,50
nBase,1
nRing,4
piPC1,3.7376696182833684
piPC2,4.310799125385514
piPC3,4.7978545298175925
piPC4,5.333322475746727
piPC5,5.890434917387996
piPC6,6.0014148779611505
piPC7,6.350667542829288
piPC8,6.8091082882111165
piPC9,7.203591515689787
AATS0Z,24.92
AATS0d,3.46
AATS0i,170.09892347318458
AATS0m,100.03741510599082
AATS0p,1.4841073800365796
AATS0s,5.218888888888889
AATS0v,223.6076778390442
AATS1Z,26.641509433962263
AATS1d,4.018867924528302
AATS1i,152.6535241882585
AATS1m,102.3803651258566
AATS1p,1.753231443207547
AATS1s,3.3742138364779874
AATS1v,263.5280080865715
AATS2Z,23.033333333333335
AATS2d,3.6555555555555554
AATS2i,162.97053910178047
AATS2m,87.15470723711998
AATS2p,1.5090131812660332
AATS2s,3.489506172839506
AATS2v,222.01051146523844
AATS3Z,18.405172413793103
AATS3d,3.1293103448275863
AATS3i,165.70368237909648
AATS3m,67.01187764692413
AATS3p,1.3228926507085172
AATS3s,3.1872605363984676
AATS3v,187.38142660515487
AATS4Z,15.62295081967213
AATS4d,2.7868852459016393
AATS4i,169.90249520981948
AATS4m,56.061576568629505
AATS4p,1.159708891473541
AATS4s,2.8444899817850633
AATS4v,157.83211808030725
AATS5Z,17.839622641509433
AATS5d,3.1320754716981134
AATS5i,173.268392559878
AATS5m,66.0779447570264
AATS5p,1.213155558262
AATS5s,2.970649895178197
AATS5v,172.8821023672293
AATS6Z,22.213483146067414
AATS6d,3.6741573033707864
AATS6i,165.5670211146466
AATS6m,82.36380203956853
AATS6p,1.4558826298522358
AATS6s,3.401997503121099
AATS6v,215.58239230243316
AATS7Z,19.97087378640777
AATS7d,3.3009708737864076
AATS7i,169.74282602507375
AATS7m,73.47542302417087
AATS7p,1.3763760745513787
AATS7s,3.5512405609492994
AATS7v,197.48520336659755
AATS8Z,17.36936936936937
AATS8d,3.045045045045045
AATS8i,159.07815134074406
AATS8m,62.99551922829549
AATS8p,1.4206159037674593
AATS8s,2.7597597597597603
AATS8v,195.1283140499789
AMID_C,1.4286738178828888
AMID_N,0.5102519657697052
AMID_O,0.0
AMID_X,0.12145232308902607
AMID_h,0.6317042888587312
ATS0dv,456.0
ATS0pe,328.062
ATS0se,395.3095159999999
ATS1dv,445.0
ATS1pe,355.331
ATS1se,419.65951199999995
ATS2dv,617.0
ATS2pe,599.8718999999999
ATS2se,716.738656
ATS3dv,585.0
ATS3pe,752.4015999999999
ATS3se,912.466776
ATS4dv,538.0
ATS4pe,764.2296000000001
ATS4se,941.8713040000001
ATS5dv,554.0
ATS5pe,676.5191000000001
ATS5se,829.2125319999999
ATS6dv,550.0
ATS6pe,602.7445
ATS6se,719.0057559999999
ATS7dv,573.0
ATS7pe,686.2006000000001
ATS7se,825.7852680000001
ATS8dv,457.0
ATS8pe,691.7
ATS8se,845.32286
ATSC0Z,380.72
ATSC0c,0.9157377926162844
ATSC0d,28.499999999999993
ATSC0i,123.50885042111673
ATSC0m,1842.7981459076868
ATSC0p,10.999127511380818
ATSC0s,96.53555555555555
ATSC0v,2349.904637067778
ATSC1Z,20.396799999999985
ATSC1c,-0.7120421236784489
ATSC1d,5.770000000000001
ATSC1i,-36.90094429052935
ATSC1m,94.77583265669517
ATSC1p,-1.3844185055731062
ATSC1s,-4.119911111111111
ATSC1v,-90.52234271722625
ATSC2Z,36.26399999999998
ATSC2c,0.6412718031829652
ATSC2d,-5.899999999999999
ATSC2i,20.07363714326614
ATSC2m,171.5295057057893
ATSC2p,0.10637437381098522
ATSC2s,18.240444444444442
ATSC2v,51.455806609596635
ATSC3Z,-121.55040000000002
ATSC3c,-0.7675806183459013
ATSC3d,-0.4599999999999995
ATSC3i,-51.224506456173614
ATSC3m,-588.55631007777
ATSC3p,-3.509851069718101
ATSC3s,-14.680266666666665
ATSC3v,-723.7227236782096
ATSC4Z,56.963200000000015
ATSC4c,0.5540902725877808
ATSC4d,10.879999999999999
ATSC4i,-18.87750426664835
ATSC4m,255.08393839032203
ATSC4p,-0.7074085915845609
ATSC4s,-7.974533333333332
ATSC4v,29.33720209515701
ATSC5Z,172.7536
ATSC5c,-0.02419257568568446
ATSC5d,5.940000000000001
ATSC5i,30.72048491139074
ATSC5m,849.9349750985239
ATSC5p,6.874157650607039
ATSC5s,9.426844444444448
ATSC5v,1578.1887312243302
ATSC6Z,-147.76160000000004
ATSC6c,-0.2972552425374703
ATSC6d,-10.79
ATSC6i,-48.24942248590774
ATSC6m,-706.8812700633599
ATSC6p,-2.3840368793856577
ATSC6s,-24.12995555555556
ATSC6v,-574.1261841625546
ATSC7Z,-112.52320000000002
ATSC7c,0.3595823298677977
ATSC7d,-10.029999999999998
ATSC7i,74.47590122201848
ATSC7m,-516.5025138659288
ATSC7p,2.4650122580746503
ATSC7s,17.8112
ATSC7v,-20.656280616842494
ATSC8Z,-98.9184
ATSC8c,-0.587319649186435
ATSC8d,-16.11
ATSC8i,-22.331138526963763
ATSC8m,-461.2615950870082
ATSC8p,-3.0548814749297586
ATSC8s,-2.6344888888888844
ATSC8v,-661.0449944084942
AXp-0d,0.6971368173406185
AXp-1d,0.4389639540971
AXp-2d,0.29414520430891816
AXp-3d,0.19018893811584614
AXp-4d,0.1190709619478073
AXp-5d,0.07851181711035461
AXp-6d,0.05016877351118328
AXp-7d,0.031234339061436002
GATS1Z,0.7054409321761745
GATS1c,1.858018053103329
GATS1d,0.843429328037074
GATS1i,1.3214167923343385
GATS1m,0.7022754841014975
GATS1p,1.1420232278817775
GATS1s,0.5419028541422264
GATS1v,0.979868925749515
GATS2Z,0.8151222245569797
GATS2c,0.8704265610307517
GATS2d,1.2417153996101367
GATS2i,0.8824025308853854
GATS2m,0.8088869009602956
GATS2p,0.9354918061607056
GATS2s,0.4984986021909666
GATS2v,0.9057606760731073
GATS3Z,1.0756728630326566
GATS3c,1.502414250322818
GATS3d,1.0152752571082884
GATS3i,1.161296717036151
GATS3m,1.0729906089046486
GATS3p,1.0964179348756709
GATS3s,0.9282630861199774
GATS3v,1.0816469141554168
GATS4Z,0.9346828614635255
GATS4c,0.818840765321735
GATS4d,0.7821397756686801
GATS4i,0.8878612566212962
GATS4m,0.9337525528102618
GATS4p,0.9538959978759138
GATS4s,0.7553678420439103
GATS4v,0.9744645130622311
GATS5Z,0.7758636069889424
GATS5c,1.3366620997315797
GATS5d,0.9731876861966239
GATS5i,0.6165593591743158
GATS5m,0.758665672992902
GATS5p,0.5436099850230629
GATS5s,0.41420851443271794
GATS5v,0.6068832910136678
GATS6Z,1.096872041383446
GATS6c,1.8104346083016936
GATS6d,1.3329390892962747
GATS6i,1.1992205455591367
GATS6m,1.0837174387254034
GATS6p,0.9976725906495744
GATS6s,0.7938540688920966
GATS6v,0.9966628278714788
GATS7Z,1.0671145320975892
GATS7c,1.233593351393131
GATS7d,1.1768012263668883
GATS7i,0.6152458975367178
GATS7m,1.0484034812204366
GATS7p,0.7539251880346809
GATS7s,0.5134712341680705
GATS7v,0.8842602045830306
GATS8Z,0.9861471578744114
GATS8c,1.1833100967658328
GATS8d,1.2313892840208633
GATS8i,0.9534727000701476
GATS8m,0.9790140201075783
GATS8p,1.152892680512277
GATS8s,0.5322275153770747
GATS8v,1.1503229909717672
MATS1Z,0.05054177387829213
MATS1c,-0.7335482470453335
MATS1d,0.19099635882158233
MATS1i,-0.28186005679870735
MATS1m,0.04851923857327001
MATS1p,-0.11874170861147985
MATS1s,-0.04026193844351024
MATS1v,-0.036341234949961936
MATS2Z,0.05291727954051969
MATS2c,0.38904380244215525
MATS2d,-0.11500974658869395
MATS2i,0.09029329151007266
MATS2m,0.051711670129563535
MATS2p,0.005372869282430682
MATS2s,0.1049725170026268
MATS2v,0.012164986943140011
MATS3Z,-0.13761403076566361
MATS3c,-0.3612974341257785
MATS3d,-0.006957047791893521
MATS3i,-0.17876879729363432
MATS3m,-0.1376645973147198
MATS3p,-0.13754425874510198
MATS3s,-0.06554788143093804
MATS3v,-0.1327498337339124
MATS4Z,0.06131953606454037
MATS4c,0.2479816592927584
MATS4d,0.1564567155593903
MATS4i,-0.0626407099581623
MATS4m,0.05673035754518748
MATS4p,-0.02635859559116088
MATS4s,-0.03385541573062541
MATS4v,0.005116566558473043
MATS5Z,0.2140353728982226
MATS5c,-0.012461637377621987
MATS5d,0.09831181727904671
MATS5i,0.11732596263438619
MATS5m,0.21755650503197357
MATS5p,0.2947985820082108
MATS5s,0.04606204120705032
MATS5v,0.3167910029459029
MATS6Z,-0.21803985824611444
MATS6c,-0.1823636947331031
MATS6d,-0.21269465799329787
MATS6i,-0.21946943101237046
MATS6m,-0.21550071010558366
MATS6p,-0.12176843663888723
MATS6s,-0.1404265477986545
MATS6v,-0.1372578252766007
MATS7Z,-0.1434726639560812
MATS7c,0.19061627735525835
MATS7d,-0.1708397206608755
MATS7i,0.2927186997895877
MATS7m,-0.13605905574621316
MATS7p,0.10879116466566237
MATS7s,0.08956506794283868
MATS7v,-0.004267118133057415
MATS8Z,-0.11703571611115211
MATS8c,-0.28890191348178457
MATS8d,-0.25462304409672837
MATS8i,-0.08144413436158418
MATS8m,-0.1127500012651111
MATS8p,-0.12510744466149895
MATS8s,-0.012292949472111995
MATS8v,-0.12671493591794347
MAXaaN,4.535891649869825
MINaaN,4.409589159737969
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,4
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,8
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,38.007166330263765
SpAD_D,340.221484725956
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,3.415914085713869
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,967
TMWC10,136.8244358595411
TSRW10,64.35002375046193
VE1_Dt,5.310906154892949
VE2_Dt,0.1831346949963086
VE3_Dt,2.7344732083260856
VR1_Dt,184.52879571800642
VR2_Dt,6.363061921310567
VR3_Dt,6.282516262647015
Xc-3dv,0.7727863805113734
Xc-4dv,0.0
Xc-5dv,0.022360679774997897
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.3180413817439771
Xch-7d,0.5514724075610837
Xp-0dv,15.939226201781445
Xp-1dv,9.298071126918225
Xp-2dv,6.836733926336926
Xp-3dv,4.6104507087786555
Xp-4dv,2.9490712963628423
Xp-5dv,2.104720284082088
Xp-6dv,1.0359976092154104
Xp-7dv,0.5544750961199737
Xpc-4d,3.644461053079701
Xpc-5d,5.177293485412465
Xpc-6d,7.740314557702525
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,4
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,53
nFRing,0
nHBAcc,7
nHBDon,2
nHRing,2
nSpiro,0
naRing,3
piPC10,7.570266045635594
AATS0dv,9.12
AATS0pe,6.561240000000001
AATS0se,7.9061903199999986
AATS1dv,8.39622641509434
AATS1pe,6.7043584905660385
AATS1se,7.918103999999999
AATS2dv,6.855555555555555
AATS2pe,6.665243333333332
AATS2se,7.963762844444444
AATS3dv,5.043103448275862
AATS3pe,6.4862206896551715
AATS3se,7.866092896551724
AATS4dv,4.409836065573771
AATS4pe,6.264177049180329
AATS4se,7.7202565901639355
AATS5dv,5.226415094339623
AATS5pe,6.38225566037736
AATS5se,7.822759735849056
AATS6dv,6.179775280898877
AATS6pe,6.772410112359551
AATS6se,8.07871635955056
AATS7dv,5.563106796116505
AATS7pe,6.662141747572817
AATS7se,8.017332699029128
AATS8dv,4.117117117117117
AATS8pe,6.231531531531532
AATS8se,7.615521261261261
AATSC0Z,7.614400000000001
AATSC0c,0.018314755852325688
AATSC0d,0.5699999999999998
AATSC0i,2.4701770084223345
AATSC0m,36.855962918153736
AATSC0p,0.21998255022761637
AATSC0s,1.930711111111111
AATSC0v,46.998092741355556
AATSC1Z,0.3848452830188676
AATSC1c,-0.013434757050536771
AATSC1d,0.10886792452830191
AATSC1i,-0.6962442318967802
AATSC1m,1.7882232576734938
AATSC1p,-0.026121103878737853
AATSC1s,-0.0777341719077568
AATSC1v,-1.7079687305137028
AATSC2Z,0.40293333333333314
AATSC2c,0.007125242257588502
AATSC2d,-0.06555555555555553
AATSC2i,0.2230404127029571
AATSC2m,1.905883396730992
AATSC2p,0.0011819374867887247
AATSC2s,0.20267160493827158
AATSC2v,0.5717311845510737
AATSC3Z,-1.047848275862069
AATSC3c,-0.0066170742960853565
AATSC3d,-0.003965517241379306
AATSC3i,-0.4415905728980484
AATSC3m,-5.073761293773879
AATSC3p,-0.03025733680791466
AATSC3s,-0.12655402298850574
AATSC3v,-6.2389889972259445
AATSC4Z,0.4669114754098362
AATSC4c,0.004541723545801481
AATSC4d,0.08918032786885245
AATSC4i,-0.15473364152990451
AATSC4m,2.090851954019033
AATSC4p,-0.005798431078561975
AATSC4s,-0.06536502732240436
AATSC4v,0.24046886963243452
AATSC5Z,1.6297509433962265
AATSC5c,-0.00022823184609136284
AATSC5d,0.056037735849056615
AATSC5i,0.2898158953904787
AATSC5m,8.018254482061545
AATSC5p,0.06485054387365131
AATSC5s,0.0889324947589099
AATSC5v,14.888572936078587
