DLiP-ID,J100HD
GATS3dv,0.779041798408041
GATS3pe,0.7346513418557014
GATS3se,0.660869310975668
GATS4dv,0.8626985980613522
GATS4pe,0.7181771201935948
GATS4se,0.6710282989941929
GATS5dv,1.1584998999685863
GATS5pe,0.9945378716089042
GATS5se,0.9769090120971928
GATS6dv,1.4637879434058927
GATS6pe,1.2353631617841814
GATS6se,1.2021158074338896
GATS7dv,1.5453889513238996
GATS7pe,1.3629653211644164
GATS7se,1.2793408173979746
GATS8dv,1.6478755813117645
GATS8pe,1.361309000859186
GATS8se,1.2100278103928268
MATS1dv,0.5785833861223785
MATS1pe,0.20067806080199438
MATS1se,0.16395646744328915
MATS2dv,0.3537663388265905
MATS2pe,0.14946718088474326
MATS2se,0.16241827923491894
MATS3dv,0.14206314265732825
MATS3pe,0.06005110809623344
MATS3se,0.0629103329996784
MATS4dv,0.12043818249479929
MATS4pe,0.1345441020415232
MATS4se,0.09635395091883539
MATS5dv,-0.005367437458359024
MATS5pe,0.023382738929235817
MATS5se,-0.028206701998608825
MATS6dv,-0.245946241646565
MATS6pe,-0.1939937753874956
MATS6se,-0.2025482921231402
MATS7dv,-0.39008939193460623
MATS7pe,-0.3061867785388254
MATS7se,-0.2833354591751731
MATS8dv,-0.6258650222808266
MATS8pe,-0.39607429328336574
MATS8se,-0.3263448858227284
MAXaaCH,2.002542044595616
MAXaaaC,0.5959356103552533
MAXaasC,0.9720004251700682
MAXaasN,1.8119803476946335
MAXsCH3,2.1036837101690997
MDEC-11,0.4814111366353723
MDEC-12,3.004360849594847
MDEC-13,2.0581671068078773
MDEC-22,2.2001093667096363
MDEC-23,6.315593816566595
MDEC-33,2.3811015779522995
MDEN-22,4.023580535599607
MDEN-23,4.837970321995926
MDEN-33,0.6850067105944414
MINaaCH,1.5041790280927185
MINaaaC,0.5959356103552533
MINaasC,0.7419472789115646
MINaasN,1.7083753779289492
MINsCH3,2.0630614157968052
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SddssSe,0
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,116.42
TpiPC10,8.579875254072505
VAdjMat,5.584962500721156
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.045819888974716116
Xch-6dv,0.07752773965245395
Xch-7dv,0.1151737316778567
Xpc-4dv,1.4905980906552696
Xpc-5dv,1.8078422544411685
Xpc-6dv,2.2464209103996295
Zagreb1,114.0
Zagreb2,133.0
fragCpx,70.11
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,2
n5aRing,2
n6ARing,0
n6FRing,0
n6HRing,1
n6aRing,1
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,15
nBondsD,0
nBondsM,15
nBondsO,24
nBondsS,27
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,11
naHRing,3
AATS0are,6.363575609756097
AATS1are,6.694728571428572
AATS2are,6.504790410958904
AATS3are,6.109641860465117
AATS4are,6.066376923076923
AATS5are,6.434837974683544
AATS6are,6.728047887323945
AATS7are,6.539330985915492
AATS8are,6.322015789473685
AATSC0dv,4.097546287115987
AATSC0pe,0.11465342058298628
AATSC0se,0.065637493158834
AATSC1dv,2.370772205592748
AATSC1pe,0.023008426106909154
AATSC1se,0.010761691510155482
AATSC2dv,1.4495739481655123
AATSC2pe,0.017136923553331757
AATSC2se,0.010660728692151584
AATSC3dv,0.5821103027315643
AATSC3pe,0.006885064953031825
AATSC3se,0.004129276551886361
AATSC4dv,0.49350102750856256
AATSC4pe,0.015425941518326984
AATSC4se,0.006324431794261687
AATSC5dv,-0.021993323428826296
AATSC5pe,0.0026809110008358403
AATSC5se,-0.0018514172094669565
AATSC6dv,-1.007776109289014
AATSC6pe,-0.022242049919983905
AATSC6se,-0.013294762138566129
AATSC7dv,-1.598409339564979
AATSC7pe,-0.035105361496761626
AATSC7se,-0.01859742926326552
AATSC8dv,-2.564510898282566
AATSC8pe,-0.04541127252992679
AATSC8se,-0.021420460210609806
ATSC0are,4.656599999999996
ATSC1are,1.1285999999999994
ATSC2are,1.199699999999999
ATSC3are,0.3041999999999993
ATSC4are,1.1402999999999983
ATSC5are,0.27719999999999995
ATSC6are,-1.3085999999999982
ATSC7are,-2.182499999999998
ATSC8are,-2.6450999999999976
BalabanJ,1.919998187601768e-06
Diameter,100000000
GATS1are,0.6665194102380033
GATS2are,0.8996510476513232
GATS3are,0.8064922106058019
GATS4are,0.7844803051606299
GATS5are,1.0841451659465782
GATS6are,1.3371298529483826
GATS7are,1.4437844694763093
GATS8are,1.4585749259116094
HybRatio,0.5
Lipinski,True
MATS1are,0.23659506322822912
MATS2are,0.1446987307454025
MATS3are,0.03114409255580223
MATS4are,0.1103297552853022
MATS5are,0.030894491933866043
MATS6are,-0.16227943618417107
MATS7are,-0.2706517419165165
MATS8are,-0.40858475915339176
MAXssCH2,0.9522731638951878
MAXsssNH,1.3493490885283816
MINssCH2,0.7677432130259512
MINsssNH,1.3493490885283816
NsssssAs,0
RotRatio,0.25
SMR_VSA1,17.306942892030456
SMR_VSA2,0.0
SMR_VSA3,39.78929167856704
SMR_VSA4,0.0
SMR_VSA5,30.071711689019157
SMR_VSA6,20.640100371266954
SMR_VSA7,18.08761513807461
SMR_VSA8,0.0
SMR_VSA9,0.0
SsssssAs,0
VMcGowan,250.8299999999996
mZagreb2,4.916666666666667
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,2
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,1
n9FaRing,1
n9aHRing,0
nBondsKD,6
nBondsKS,36
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.11357560975609746
AATSC1are,0.026871428571428557
AATSC2are,0.016434246575342454
AATSC3are,0.0035372093023255734
AATSC4are,0.012530769230769212
AATSC5are,0.00350886075949367
AATSC6are,-0.018430985915492932
AATSC7are,-0.03073943661971828
AATSC8are,-0.04640526315789469
LabuteASA,143.44318142217864
PEOE_VSA1,17.306942892030456
PEOE_VSA2,0.0
PEOE_VSA3,9.665781456092393
PEOE_VSA4,14.59805822286387
PEOE_VSA5,5.098681808301038
PEOE_VSA6,6.923737199690624
PEOE_VSA7,34.67584383208847
PEOE_VSA8,5.693927994848461
PEOE_VSA9,27.18485677717953
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,1
nAromAtom,14
nAromBond,15
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
PEOE_VSA10,11.353280053433782
PEOE_VSA11,0.0
PEOE_VSA12,5.156436481820707
PEOE_VSA13,5.777653723919194
SlogP_VSA1,17.306942892030456
SlogP_VSA2,60.42939204983399
SlogP_VSA3,12.965578028838586
SlogP_VSA4,0.0
SlogP_VSA5,12.617665194539086
SlogP_VSA6,22.5760836037161
SlogP_VSA7,0.0
SlogP_VSA8,5.777653723919194
SlogP_VSA9,0.0
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,23
EState_VSA1,0.0
EState_VSA2,12.407033161179976
EState_VSA3,5.777653723919194
EState_VSA4,35.38665889008957
EState_VSA5,22.989114755006135
EState_VSA6,4.5153978936156225
EState_VSA7,10.748170003606795
EState_VSA8,51.611172014851235
EState_VSA9,0.0
GhoseFilter,False
SlogP_VSA10,0.0
SlogP_VSA11,0.0
TopoPSA(NO),91.12
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,3.520355725623583
VSA_EState9,41.67204884731671
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
EState_VSA10,0.0
FilterItLogS,-3.9414715318853877
PetitjeanIndex,0.0
TopoShapeIndex,0.0
CDK Descriptors
FMFDescriptor,0.6521739130434783
MDEDescriptor,"0.4814111366353723,3.004360849594847,2.0581671068078773,0.0,2.2001093667096363,6.315593816566595,0.0,2.3811015779522995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.023580535599607,4.837970321995926,0.6850067105944414"
APolDescriptor,48.10227400000001
BCUTDescriptor,"11.98839487373116,34.96885396753279,-0.3585776736744584,0.23083513113550425,2.342996027069617,11.983757725172037"
BPolDescriptor,29.877725999999996
TPSADescriptor,116.42
XLogPDescriptor,0.9379999999999998
VAdjMaDescriptor,5.584962500721157
WeightDescriptor,355.10944040000004
ChiPathDescriptor,"15.526733258565956,10.669035095596021,9.518558146371914,7.709689141471676,6.450691853959173,4.831165300329294,3.6825568587440936,2.6506798478634837,14.894971098257876,8.770971873167127,7.064770555843053,4.5151130026569515,3.034625333283161,2.1528082303882328,1.4904044497877458,0.8730211988869931"
ChiChainDescriptor,"0.0,0.0,0.23570226039551587,0.3735969372995327,0.5155485826237792,0.0,0.0,0.045819888974716116,0.07752773965245394,0.11517373167785669"
AtomCountDescriptor,41
BondCountDescriptor,24
SmallRingDescriptor,"3,3,2,2,0,0,2,1,0,0,0"
ChiClusterDescriptor,"1.4151218658504157,0.0,0.21941609682128765,0.0,1.1146577699233822,0.0,0.08408517252140155,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,1,2,0,3,1,0,0"
ZagrebIndexDescriptor,114.0
LargestChainDescriptor,12
MannholdLogPDescriptor,1.5700000000000003
WeightedPathDescriptor,"45.86535359671615,1.994145808552876,32.61561633568226,0.0,28.44411625000491"
FractionalPSADescriptor,0.3278425937335345
WienerNumbersDescriptor,"2.2000001063E10,30.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"2.965488335714152,4.647734524613429,5.876358467921329,1.6101712465243199,1.8732743109895476,2.172951270459062"
FractionalCSP3Descriptor,0.5
KierHallSmartsDescriptor,"0,0,0,0,0,0,3,0,3,0,0,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,3
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,9
PetitjeanNumberDescriptor,0.999000000999
AcidicGroupCountDescriptor,3
KappaShapeIndicesDescriptor,"19.32638888888889,8.909090909090908,4.7593293672255275"
AromaticAtomsCountDescriptor,14
AromaticBondsCountDescriptor,15
FragmentComplexityDescriptor,1258.11
HBondAcceptorCountDescriptor,6
HybridizationRatioDescriptor,0.5
AutocorrelationDescriptorMass,"40.080525657787106,30.939856745557687,45.35801439153966,44.23004716062412,41.64275412405891"
PetitjeanShapeIndexDescriptor,"999.000999000999,NaN"
RotatableBondsCountDescriptor,6
AutocorrelationDescriptorCharge,"0.41756529224054595,-0.30970578906747676,0.14362130008005755,-0.02474064717627845,-0.02968201618386803"
EccentricConnectivityIndexDescriptor,755359696
AutocorrelationDescriptorPolarizability,"1574.4167150766384,1831.9864655849933,2519.877603767803,2343.32221313724,2184.3290225345027"
