DLiP-ID,T007EZ
AATSC4c,-0.004029297287810088
AATSC4d,-0.05288246685535526
AATSC4i,-0.17205940791665839
AATSC4m,0.43083916881424295
AATSC4p,-0.01484635226456341
AATSC4s,-0.21888569509265282
AATSC4v,-4.769090534113384
AATSC5Z,0.6440345368916794
AATSC5c,0.0034170155030784424
AATSC5d,0.002711574140145563
AATSC5i,-0.047003097256959836
AATSC5m,2.9083992403667764
AATSC5p,-0.015885250538659516
AATSC5s,0.36531755109694103
AATSC5v,-0.442329424286545
AATSC6Z,0.1150379859973187
AATSC6c,0.0005985263652604679
AATSC6d,-0.022642633695814072
AATSC6i,-0.019288513101801984
AATSC6m,0.7371462032250854
AATSC6p,0.006933736156741334
AATSC6s,-0.03328193143781122
AATSC6v,2.001093473200263
AATSC7Z,-1.287438919229664
AATSC7c,-0.0019352884416931804
AATSC7d,-0.02098304110376543
AATSC7i,0.161379478697332
AATSC7m,-5.68121223383156
AATSC7p,0.020712690595166363
AATSC7s,-0.28167456823354886
AATSC7v,1.3389239924680516
AATSC8Z,-1.0394440534834624
AATSC8c,-0.00011462263584478209
AATSC8d,0.0047853624208304074
AATSC8i,0.03282756018997218
AATSC8m,-4.866439707213229
AATSC8p,-0.016946390804696128
AATSC8s,-0.18467259020067153
AATSC8v,-3.480029257553569
ATS0are,361.0868000000001
ATS1are,382.5354
ATS2are,641.3619
ATS3are,777.5617000000002
ATS4are,889.5031
ATS5are,934.4576999999999
ATS6are,873.7230000000001
ATS7are,928.9988999999998
ATS8are,933.6587000000001
ATSC0dv,242.0
ATSC0pe,7.5906839285714245
ATSC0se,5.333609357142857
ATSC1dv,19.805555555555525
ATSC1pe,-0.1377455676020399
ATSC1se,0.21816160586734637
ATSC2dv,24.222222222222193
ATSC2pe,1.3148620535714293
ATSC2se,0.8263748392857143
ATSC3dv,-47.47222222222225
ATSC3pe,-0.6088706313775498
ATSC3se,-0.691730860969388
ATSC4dv,-28.361111111111118
ATSC4pe,-1.5159053252551
ATSC4se,-1.1657106772959187
ATSC5dv,82.36111111111109
ATSC5pe,3.947442825255103
ATSC5se,3.0994952130102025
ATSC6dv,-16.250000000000014
ATSC6pe,-0.4657338966836746
ATSC6se,-0.9133615701530613
ATSC7dv,-107.50000000000004
ATSC7pe,-4.599761033163262
ATSC7se,-3.3244570841836723
ATSC8dv,-8.08333333333334
ATSC8pe,-1.7805530293367318
ATSC8se,-0.5593102640306121
AXp-0dv,0.5888373058107197
AXp-1dv,0.33589618807740534
AXp-2dv,0.1830387778591323
AXp-3dv,0.10507973159648241
AXp-4dv,0.06113728498046185
AXp-5dv,0.03495263254700114
AXp-6dv,0.02108413825743961
AXp-7dv,0.012535346698840285
BertzCT,1407.4201291063177
ECIndex,763
ETA_eta,28.17364507583238
GATS1dv,0.6734720082177708
GATS1pe,0.6838673873511728
GATS1se,0.656261750567041
GATS2dv,0.8692795299938157
GATS2pe,0.8245079284720688
GATS2se,0.875127230580428
GATS3dv,1.019596794390183
GATS3pe,0.966816102949846
GATS3se,1.0073456920679018
GATS4dv,1.0588549730885497
GATS4pe,1.1765283857853646
GATS4se,1.2129208379299867
GATS5dv,0.9287808151444514
GATS5pe,0.9791734478456903
GATS5se,0.983724592668394
GATS6dv,1.0312062228120622
GATS6pe,1.0745540773028317
GATS6se,1.1286778313214447
GATS7dv,1.2636932707355242
GATS7pe,1.4541530050438798
GATS7se,1.5341001171146438
GATS8dv,1.02229188436085
GATS8pe,1.1547959922710225
GATS8se,1.1501498560758674
LogEE_A,4.452358366609346
LogEE_D,206.230352713272
MATS1dv,0.07767972482918542
MATS1pe,-0.017223949372725034
MATS1se,0.03882336125345075
MATS2dv,0.05719532992260258
MATS2pe,0.09898314196298837
MATS2se,0.08853557924056701
MATS3dv,-0.09078766629480384
MATS3pe,-0.03712331711340145
MATS3se,-0.06002312527231978
MATS4dv,-0.047904392297225755
MATS4pe,-0.08163166043821914
MATS4se,-0.08933816548692357
MATS5dv,0.13327810848472002
MATS5pe,0.20365117956573475
MATS5se,0.2275735348970223
MATS6dv,-0.02744766845629489
MATS6pe,-0.02507981908583407
MATS6se,-0.06999854139880769
MATS7dv,-0.17518333139331868
MATS7pe,-0.2389758661629574
MATS7se,-0.2458098091177493
MATS8dv,-0.012900161489503192
MATS8pe,-0.0905928722730165
MATS8se,-0.04049968170081761
MAXaaCH,1.8470251850038557
MAXaaaC,0.4704193087012005
MAXaasC,0.7884174487696314
MAXdssC,-0.553186177248677
MAXsCH3,1.5076180840610163
MAXssNH,2.7659420928865375
MDEC-11,0.14285714285714285
MDEC-12,3.064432814529179
MDEC-13,2.944350702493745
MDEC-22,12.69762765328637
MDEC-23,22.706862881570935
MDEC-33,9.040727495097155
MDEN-22,1.381199369861928
MDEO-11,0.814325284978472
MDEO-12,0.8181888230000269
MDEO-22,0.19999999999999996
MINaaCH,1.4391235774740465
MINaaaC,0.2577168979008808
MINaasC,-0.03835871990363282
MINdssC,-0.553186177248677
MINsCH3,1.4763585399463408
MINssNH,2.551142605190224
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,3.0714285714285716
SM1_Dzi,1.592868280682513
SM1_Dzm,3.0670460142880955
SM1_Dzp,-6.635922732354066
SM1_Dzv,-2.9571131529209076
SddssSe,0
SpAD_Dt,687.1009660725649
SpAbs_A,43.85930501835144
SpAbs_D,412.46070542654394
SpMAD_A,1.289979559363278
SpMAD_D,12.131197218427765
SpMax_A,2.470580881926074
SpMax_D,206.230352713272
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,156.13
TpiPC10,8.68357126638633
VAdjMat,6.20945336562895
VE1_DzZ,5.740277917037928
VE1_Dzi,5.752303990874075
VE1_Dzm,5.740260622506292
VE1_Dzp,5.724345827463378
VE1_Dzv,5.748878970057479
VE2_DzZ,0.168831703442292
VE2_Dzi,0.16918541149629632
VE2_Dzm,0.16883119477959682
VE2_Dzp,0.1683631125724523
VE2_Dzv,0.16908467558992585
VE3_DzZ,2.971283058383923
VE3_Dzi,2.9733759002400024
VE3_Dzm,2.971280045540653
VE3_Dzp,2.9685037085883073
VE3_Dzv,2.9727803056947324
VR1_DzZ,230.37528740185826
VR1_Dzi,229.35115694094657
VR1_Dzm,230.37812662576036
VR1_Dzp,232.7217993272731
VR1_Dzv,229.89137072093783
VR2_DzZ,6.775743747113478
VR2_Dzi,6.745622262969016
VR2_Dzm,6.775827253698834
VR2_Dzp,6.844758803743326
VR2_Dzv,6.761510903556995
VR3_DzZ,6.66348509515059
VR3_Dzi,6.659029697086612
VR3_Dzm,6.663497419416958
VR3_Dzp,6.673619177505166
VR3_Dzv,6.661382327762649
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.06123724356957946
Xch-6dv,0.14616149823156513
Xch-7dv,0.19859755649995933
Xpc-4dv,2.5032569166540353
Xpc-5dv,3.7132216746216864
Xpc-6dv,4.9639213463210865
Zagreb1,178.0
Zagreb2,209.0
fragCpx,247.11
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,3
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,22
nBondsD,3
nBondsM,25
nBondsO,37
nBondsS,34
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,11
naHRing,1
AATS0are,6.447978571428573
AATS1are,6.483650847457627
AATS2are,6.544509183673469
AATS3are,6.426129752066117
AATS4are,6.492723357664234
AATS5are,6.5346692307692305
AATS6are,6.377540145985402
AATS7are,6.542245774647886
AATS8are,6.4390255172413795
AATSC0dv,4.321428571428571
AATSC0pe,0.1355479272959183
AATSC0se,0.09524302423469387
AATSC1dv,0.3356873822975513
AATSC1pe,-0.0023346706373227103
AATSC1se,0.0036976543367346843
AATSC2dv,0.2471655328798183
AATSC2pe,0.013416959730320708
AATSC2se,0.008432396319241984
AATSC3dv,-0.392332415059688
AATSC3pe,-0.005031988689070659
AATSC3se,-0.005716783974953619
AATSC4dv,-0.20701540957015416
AATSC4pe,-0.011065002374124817
AATSC4se,-0.008508837060554152
AATSC5dv,0.5759518259518258
AATSC5pe,0.027604495281504215
AATSC5se,0.021674791699372045
AATSC6dv,-0.11861313868613149
AATSC6pe,-0.0033995174940414205
AATSC6se,-0.006666872774839863
AATSC7dv,-0.7570422535211271
AATSC7pe,-0.03239268333213565
AATSC7se,-0.02341166960692727
AATSC8dv,-0.05574712643678165
AATSC8pe,-0.012279676064391254
AATSC8se,-0.0038573121657283593
AETA_eta,0.8286366198774229
ATSC0are,8.281199999999998
ATSC1are,-0.6161000000000009
ATSC2are,1.613099999999998
ATSC3are,-0.6638000000000011
ATSC4are,-1.7226000000000015
ATSC5are,4.3520999999999965
ATSC6are,-0.7359000000000008
ATSC7are,-4.921900000000003
ATSC8are,-1.7681
BCUTZ-1h,16.013273503073037
BCUTZ-1l,5.694105948942999
BCUTc-1h,0.4662123745875047
BCUTc-1l,-0.5295218589189993
BCUTd-1h,4.043961913873013
BCUTd-1l,0.9714058167644897
BCUTi-1h,14.553597516030708
BCUTi-1l,10.319750256022077
BCUTm-1h,32.06680297169112
BCUTm-1l,11.705125359806612
BCUTp-1h,2.954696443867165
BCUTp-1l,0.7517058691278364
BCUTs-1h,7.014580575044481
BCUTs-1l,0.29891588741172426
BCUTv-1h,24.44199605168166
BCUTv-1l,14.700977651925974
BalabanJ,1.459094231345412
Diameter,13
ETA_beta,47.5
GATS1are,0.7530729190971258
GATS2are,0.8324369089760232
GATS3are,0.9780367799133195
GATS4are,1.1978543608229137
GATS5are,0.9946742203842622
GATS6are,1.0924767241674131
GATS7are,1.4762527612178407
GATS8are,1.1616230448027687
HybRatio,0.17391304347826086
Lipinski,True
LogEE_Dt,343.55048303628246
MATS1are,-0.07061451013813615
MATS2are,0.11130892003229334
MATS3are,-0.037097669799122886
MATS4are,-0.08502734714211532
MATS5are,0.20580578673608654
MATS6are,-0.0363239433193328
MATS7are,-0.23439006254111658
MATS8are,-0.0824581478279843
MAXddssS,-4.10452231355505
MAXssCH2,0.1284515936004036
MAXsssCH,-1.1202239229024948
MINddssS,-4.10452231355505
MINssCH2,0.1284515936004036
MINsssCH,-1.1202239229024948
NsssssAs,0
RotRatio,0.24324324324324326
SM1_Dzpe,1.9615973072215427
SM1_Dzse,1.9462381818622734
SMR_VSA1,22.686060076000857
SMR_VSA2,0.0
SMR_VSA3,13.469174827284988
SMR_VSA4,0.0
SMR_VSA5,17.358145927591746
SMR_VSA6,19.536383686561397
SMR_VSA7,72.29348924477472
SMR_VSA8,0.0
SMR_VSA9,11.49902366656781
SpAD_DzZ,294.01270362757555
SpAD_Dzi,325.70356086624554
SpAD_Dzm,294.0544877974587
SpAD_Dzp,428.7691231968577
SpAD_Dzv,400.5267534647656
SpAbs_Dt,687.1009660725649
SpDiam_A,4.901714812298561
SpDiam_D,286.2784752923777
SpMAD_Dt,20.208851943310734
SpMax_Dt,343.55048303628246
SsssssAs,0
VE1_Dzpe,5.754550320427651
VE1_Dzse,5.754024316885641
VE2_Dzpe,0.16925148001257795
VE2_Dzse,0.16923600932016591
VE3_Dzpe,2.973766333545464
VE3_Dzse,2.9736749228262473
VMcGowan,346.160000000001
VR1_Dzpe,228.79482578794105
VR1_Dzse,228.85442106239307
VR2_Dzpe,6.729259581998266
VR2_Dzse,6.731012384188031
VR3_Dzpe,6.656601076308851
VR3_Dzse,6.656861517138587
mZagreb1,10.8125
mZagreb2,7.5694444444444455
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,1
n9FaRing,1
n9aHRing,0
nBondsKD,13
nBondsKS,46
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.1478785714285714
AATSC1are,-0.010442372881355947
AATSC2are,0.016460204081632634
AATSC3are,-0.005485950413223149
AATSC4are,-0.012573722627737236
AATSC5are,0.03043426573426571
AATSC6are,-0.005371532846715334
AATSC7are,-0.03466126760563382
AATSC8are,-0.012193793103448276
AETA_beta,1.3970588235294117
BCUTdv-1h,6.0228870214410035
BCUTdv-1l,0.6441802346474186
BCUTpe-1h,3.537118392153056
BCUTpe-1l,2.2340635654284107
BCUTse-1h,3.7683960299876036
BCUTse-1l,2.432377119627688
ETA_alpha,16.433333333333337
ETA_dBeta,4.5
ETA_eta_B,0.5068669344032841
ETA_eta_F,41.294207683680355
ETA_eta_L,6.935535383350918
ETA_eta_R,69.46785275951274
ETA_psi_1,0.552071668533035
LabuteASA,200.66291866422736
LogEE_DzZ,146.49062381242146
LogEE_Dzi,162.89862950020168
LogEE_Dzm,146.5107312551412
LogEE_Dzp,212.85144483865687
LogEE_Dzv,199.65455931854615
PEOE_VSA1,14.790514511606428
PEOE_VSA2,4.794537184071822
PEOE_VSA3,8.417796984328938
PEOE_VSA4,13.469174827284988
PEOE_VSA5,0.0
PEOE_VSA6,36.39820241076966
PEOE_VSA7,36.249741388469445
PEOE_VSA8,6.06636706846161
PEOE_VSA9,31.63516870243724
SM1_Dzare,2.122062110474563
SpAD_Dzpe,325.87641185890584
SpAD_Dzse,325.48030036340737
SpAbs_DzZ,291.4832918628697
SpAbs_Dzi,324.204390719721
SpAbs_Dzm,291.5286851974568
SpAbs_Dzp,432.33881240966804
SpAbs_Dzv,402.2662317900133
SpDiam_Dt,461.3587520597887
SpMAD_DzZ,8.647432459634574
SpMAD_Dzi,9.579516496066045
SpMAD_Dzm,8.648661405807609
SpMAD_Dzp,12.610856564613462
SpMAD_Dzv,11.780198631316635
SpMax_DzZ,146.49062381242146
SpMax_Dzi,162.89862950020168
SpMax_Dzm,146.5107312551412
SpMax_Dzp,212.85144483865687
SpMax_Dzv,199.65455931854615
VE1_Dzare,5.754804476170367
VE2_Dzare,0.16925895518148137
VE3_Dzare,2.9738104986176594
VR1_Dzare,228.72943660484563
VR2_Dzare,6.727336370730754
VR3_Dzare,6.656315237113357
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,1
nAromAtom,21
nAromBond,22
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.48333333333333345
AETA_dBeta,0.1323529411764706
AETA_eta_B,0.014907851011861298
AETA_eta_F,1.2145355201082457
AETA_eta_L,0.20398633480443876
AETA_eta_R,2.0431721399856686
BCUTare-1h,3.5811158744732086
BCUTare-1l,2.1814609830704033
ETA_beta_s,21.5
ETA_dPsi_A,0.16192833146696495
ETA_dPsi_B,0.0
ETA_eta_BR,0.8508669344032841
ETA_eta_FL,9.471811244618895
ETA_eta_RL,16.40734662796981
LogEE_Dzpe,162.9958999679006
LogEE_Dzse,162.79739248117022
PEOE_VSA10,33.469749406466065
PEOE_VSA11,0.0
PEOE_VSA12,15.930470882759089
PEOE_VSA13,0.0
SlogP_VSA1,19.512609376058517
SlogP_VSA2,43.33349258821637
SlogP_VSA3,21.238649960405414
SlogP_VSA4,0.0
SlogP_VSA5,5.563451491696996
SlogP_VSA6,71.6255212285955
SlogP_VSA7,0.0
SlogP_VSA8,11.033401435232523
SlogP_VSA9,0.0
SpAD_Dzare,323.86507006381225
SpAbs_Dzpe,324.0302026285798
SpAbs_Dzse,323.64854678047817
SpDiam_DzZ,206.04654082354438
SpDiam_Dzi,228.92751963943277
SpDiam_Dzm,206.07781176097933
SpDiam_Dzp,304.17036833445934
SpDiam_Dzv,286.0514910456137
SpMAD_Dzpe,9.584600348791348
SpMAD_Dzse,9.572950010688452
SpMax_Dzpe,162.9958999679006
SpMax_Dzse,162.79739248117022
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,34
AETA_beta_s,0.6323529411764706
AETA_eta_BR,0.025025498070684826
AETA_eta_FL,0.2785826836652616
AETA_eta_RL,0.48256901846970035
DetourIndex,5572
EState_VSA1,21.97231171190705
EState_VSA2,16.833005816060044
EState_VSA3,22.703110658867637
EState_VSA4,17.291638836895608
EState_VSA5,20.285962151016676
EState_VSA6,30.33183534230805
EState_VSA7,30.33183534230805
EState_VSA8,18.785963431291318
EState_VSA9,9.473725907600098
ETA_beta_ns,26.0
ETA_shape_p,0.12170385395537521
ETA_shape_x,0.050709939148073015
ETA_shape_y,0.27383367139959425
GhoseFilter,False
LogEE_Dzare,161.99494862339068
SlogP_VSA10,5.687386274683562
SlogP_VSA11,11.49902366656781
SpAbs_Dzare,321.8678351363069
SpDiam_Dzpe,230.11508257465982
SpDiam_Dzse,229.86807216376758
SpMAD_Dzare,9.525443237170949
SpMax_Dzare,161.99494862339068
TopoPSA(NO),119.50999999999999
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,34.86288379123384
VSA_EState9,52.23527026902449
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.7647058823529411
EState_VSA10,13.212334168400758
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.016666666666666555
FilterItLogS,-6.476028094162952
SpDiam_Dzare,228.59721238889432
ETA_beta_ns_d,1.5
ETA_epsilon_1,0.649404761904761
ETA_epsilon_2,0.875490196078431
ETA_epsilon_3,0.4416666666666657
ETA_epsilon_4,0.571759259259258
ETA_epsilon_5,0.8435185185185182
AETA_beta_ns_d,0.04411764705882353
ETA_dEpsilon_A,0.20773809523809533
ETA_dEpsilon_B,0.07764550264550307
ETA_dEpsilon_C,-0.13009259259259226
ETA_dEpsilon_D,0.031971677559912814
PetitjeanIndex,0.46153846153846156
TopoShapeIndex,0.8571428571428571
CDK Descriptors
FMFDescriptor,0.7941176470588235
MDEDescriptor,"0.14285714285714285,3.064432814529179,2.944350702493745,0.0,12.69762765328637,22.706862881570935,0.0,9.040727495097155,0.0,0.0,0.814325284978472,0.8181888230000269,0.19999999999999996,0.0,0.0,0.0,1.381199369861928,0.0,0.0"
APolDescriptor,69.35944599999998
BCUTDescriptor,"11.849999999999993,31.973074381173703,-0.3491099085946016,0.24394013081884863,4.879957079478414,12.962910782087148"
BPolDescriptor,41.556554
TPSADescriptor,156.13
ALOGPDescriptor,"3.9256000000000024,15.410335360000019,127.27889999999998"
XLogPDescriptor,3.597
VAdjMaDescriptor,6.20945336562895
WeightDescriptor,498.1031619800001
ChiPathDescriptor,"24.131181265251033,16.40734662796981,14.813477728799175,12.307081483403733,10.223741443746853,8.092922959469794,5.321346405562735,3.7297122755025818,19.407713587534985,11.315091941498421,8.255426880134697,6.017257066802845,4.314010063345596,2.84524877930918,1.624231304212404,1.0005605225608971"
ChiChainDescriptor,"0.0,0.0,0.11785113019775793,0.3895195511812306,0.5359233875188412,0.0,0.0,0.061237243569579464,0.14616149823156513,0.1650952589532825"
AtomCountDescriptor,56
BondCountDescriptor,37
SmallRingDescriptor,"4,4,3,3,0,0,1,3,0,0,0"
ChiClusterDescriptor,"2.615027926863708,0.20412414523193154,0.6018561645719619,0.08333333333333333,0.9136793686719714,0.025499585890087693,0.12281338277509306,0.007361096388933056"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,1,17,1,0,2,0,0"
ZagrebIndexDescriptor,178.0
LargestChainDescriptor,14
MannholdLogPDescriptor,2.78
WeightedPathDescriptor,"69.23318407716722,2.036270119916683,32.035619930998664,13.179044244759355,12.298449788344369"
FractionalPSADescriptor,0.31344912443312084
WienerNumbersDescriptor,"3396.0,54.0"
AminoAcidCountDescriptor,"1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"5.5461620381067895,8.876676100323508,12.67884414038863,1.863729887033974,2.6232628688496775,2.9623008445464003"
FractionalCSP3Descriptor,0.17391304347826086
KierHallSmartsDescriptor,"0,0,0,0,0,0,2,0,1,0,0,11,1,0,0,1,5,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,13
PetitjeanNumberDescriptor,0.46153846153846156
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"27.04601899196494,12.497041420118343,6.865051903114187"
AromaticAtomsCountDescriptor,21
AromaticBondsCountDescriptor,22
FragmentComplexityDescriptor,2359.11
HBondAcceptorCountDescriptor,7
HybridizationRatioDescriptor,0.17391304347826086
AutocorrelationDescriptorMass,"51.56777245971067,52.61431947248897,67.13022332251455,73.24599305114494,81.92167595449516"
PetitjeanShapeIndexDescriptor,"0.8571428571428571,NaN"
RotatableBondsCountDescriptor,10
AutocorrelationDescriptorCharge,"0.7861088120224708,-0.39739348891580967,0.059535633164603065,-0.013785613652275763,-0.23289733626284567"
EccentricConnectivityIndexDescriptor,763
AutocorrelationDescriptorPolarizability,"2735.880328430821,3220.330806150118,4571.813149684095,4660.717943971673,4576.643681606477"
