DLiP-ID,T001JQ
DLiP-Mol-ID,17291
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C14H22N6O4/c15-10(13(22)23)8-19-12(21)11-7-9(24-20-11)3-1-2-4-16-14-17-5-6-18-14/h5-6,9-10H,1-4,7-8,15H2,(H,19,21)(H,22,23)(H2,16,17,18)/t9?,10-/m0/s1"
Standard Inchi Key(RDKit),FLRCFRLFEXWKEC-AXDSSHIGSA-N
Canonical SMILES(RDKit),N[C@@H](CNC(=O)C1=NOC(CCCCNc2ncc[nH]2)C1)C(=O)O
SMILES(SDF),
MW(SDF),
MW(RDKit),338.368
MW Monoisotopic(RDKit),338.170253184
MolLogP(RDKit),-0.335099999999999
XLogP(SDF),
XLogP(CDK),-2.634
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),7
HBA Lipinski(RDKit),10
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),5
HBD Lipinski(RDKit),6
PSA(SDF),
PSA(RDKit),154.72
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,1
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),10
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),24
QED Weighted(RDKit),0.365612401385347
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,330288.27211453277
qed,0.3656124013853474
Chi0,17.363596551749424
Chi1,11.558550648063802
TPSA,154.71999999999997
Chi0n,13.19577769095888
Chi0v,13.19577769095888
Chi1n,7.784965998719237
Chi1v,7.784965998719237
Chi2n,5.484618950805692
Chi2v,5.484618950805692
Chi3n,3.538365240297249
Chi3v,3.538365240297249
Chi4n,2.175003911095242
Chi4v,2.175003911095242
MolMR,86.47430000000003
