DLiP-ID,C003EQ
DLiP-Mol-ID,33920
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C12H15N3O2/c1-7-12(2,3)8-5-9(13)11(15(16)17)6-10(8)14(7)4/h5-6H,1,13H2,2-4H3"
Standard Inchi Key(RDKit),QACQYTPPSNSDRI-UHFFFAOYSA-N
Canonical SMILES(RDKit),C=C1N(C)c2cc([N+](=O)[O-])c(N)cc2C1(C)C
SMILES(SDF),
MW(SDF),
MW(RDKit),233.271
MW Monoisotopic(RDKit),233.11642672
MolLogP(RDKit),2.4181
XLogP(SDF),
XLogP(CDK),3.404
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),72.4
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),1
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),17
QED Weighted(RDKit),0.459029315702565
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Runt-related transcription factor 1/Core-binding factor subunit beta
Common Target Pref Name,Runt-related transcription factor 1/Core-binding factor subunit beta
RDKit Descriptors
Ipc,5352.569172419676
qed,0.45902931570256467
Chi0,12.955665446700477
Chi1,7.763761443659873
TPSA,72.39999999999999
Chi0n,10.150081360683068
Chi0v,10.150081360683068
Chi1n,5.280111423987345
Chi1v,5.280111423987345
Chi2n,4.815993649183101
Chi2v,4.815993649183101
Chi3n,3.502717037224024
Chi3v,3.502717037224024
Chi4n,2.2502963536079275
Chi4v,2.2502963536079275
MolMR,68.07780000000002
MolWt,233.27099999999996
fr_SH,0
Kappa1,11.44554971388371
Kappa2,3.2259352464140743
Kappa3,1.3857834490523553
fr_ArN,1
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,2
fr_NH1,0
fr_NH2,1
fr_N_O,0
fr_azo,0
BertzCT,534.7974332262778
MolLogP,2.418100000000001
NOCount,5
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,2.7206668450003955
SMR_VSA1,4.923311048817671
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,0.0
SMR_VSA5,19.26246486877803
SMR_VSA6,17.681249190689854
SMR_VSA7,40.08647889404012
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,1
fr_oxime,0
fr_quatN,0
LabuteASA,99.67832170987901
NHOHCount,2
PEOE_VSA1,10.633577208012664
PEOE_VSA2,10.114318268765572
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,20.426410082979746
PEOE_VSA7,11.629818560158606
PEOE_VSA8,24.226068833591412
PEOE_VSA9,10.610697323501233
RingCount,2
SMR_VSA10,17.062158824050687
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,233.11642672
NumHDonors,1
PEOE_VSA10,5.687386274683562
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,5.687386274683562
PEOE_VSA14,0.0
SlogP_VSA1,10.633577208012664
SlogP_VSA2,11.97098303149486
SlogP_VSA3,5.41499046939678
SlogP_VSA4,10.114318268765572
SlogP_VSA5,19.410925891078243
SlogP_VSA6,24.40870913357755
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,2
fr_benzene,1
fr_epoxide,0
fr_guanido,0
fr_halogen,0
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,4.923311048817671
EState_VSA2,16.789763018763903
EState_VSA3,0.0
EState_VSA4,16.94787707943639
EState_VSA5,6.06636706846161
