DLiP-ID,T004BS
ATS3s,371.8225308641975
ATS3v,24470.946738224935
ATS4Z,3017.0
ATS4d,374.0
ATS4i,20445.13907947875
ATS4m,11155.398529
ATS4p,182.47311986098
ATS4s,445.71776406035667
ATS4v,23847.045962901815
ATS5Z,2839.0
ATS5d,349.0
ATS5i,19657.4286346349
ATS5m,10563.505489000001
ATS5p,165.298299542678
ATS5s,549.5324074074074
ATS5v,22853.792193193705
ATS6Z,2468.0
ATS6d,358.0
ATS6i,18194.743251080137
ATS6m,9066.817240999999
ATS6p,169.14050668528202
ATS6s,416.4783950617284
ATS6v,23049.804154050235
ATS7Z,2648.0
ATS7d,366.0
ATS7i,19271.100418781127
ATS7m,9692.946462
ATS7p,182.75677225618804
ATS7s,470.34876543209873
ATS7v,24889.675834608915
ATS8Z,2607.0
ATS8d,363.0
ATS8i,19578.437416999433
ATS8m,9531.948473
ATS8p,187.694922404131
ATS8s,419.4135802469135
ATS8v,24936.651281901148
C1SP1,0
C1SP2,1
C1SP3,1
C2SP1,0
C2SP2,16
C2SP3,2
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.13636363636363635
GGI10,0.12294867870625446
JGI10,0.003725717536553166
JGT10,0.40538747390545404
Kier1,24.134948096885815
Kier2,11.421457673155274
Kier3,6.533333333333333
MAXdO,13.169176622439608
MID_C,45.79191999942336
MID_N,8.121345362977667
MID_O,5.285922298501672
MID_X,0.0
MID_h,17.68579727224001
MINdO,12.979569738389184
MPC10,113
MWC01,34.0
MWC02,5.093750200806762
MWC03,5.932245187448011
MWC04,6.807934943699926
MWC05,7.666221925662725
MWC06,8.548110294050959
MWC07,9.416297071867572
MWC08,10.302632731899473
MWC09,11.177410769759877
MWC10,12.067494252484108
NaaCH,13
NaaNH,0
NaaSe,0
NaaaC,2
NaasC,3
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,2
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,2.8973000000000004
SRW02,4.23410650459726
SRW03,0.0
SRW04,5.54907608489522
SRW05,2.3978952727983707
SRW06,7.057036981697891
SRW07,4.59511985013459
SRW08,8.651898894268529
SRW09,6.6052979209482015
SRW10,10.294481794215836
SaaCH,23.517078009743937
SaaNH,0
SaaSe,0
SaaaC,0.7955262369561269
SaasC,1.779397613269367
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.40290839947089974
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,5.406870695809188
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.125645695029741
VE1_D,5.481557955994728
VE2_A,0.1330853450009594
VE2_D,0.17682445019337834
VE3_A,2.5486246511562918
VE3_D,2.832791470585037
VR1_A,906.3692793795519
VR1_D,202.31622245330695
VR2_A,29.237718689662966
VR2_D,6.5263297565582885
VR3_A,7.940848927624726
VR3_D,6.441234042530356
WPath,2737
Xc-3d,2.281694593530374
Xc-4d,0.2041241452319315
Xc-5d,0.5185228312386285
Xc-6d,0.08333333333333333
Xp-0d,21.683587508058327
Xp-1d,15.026806570407933
Xp-2d,13.643427757278175
Xp-3d,11.037365795785536
Xp-4d,9.143002801196085
Xp-5d,7.264033463058059
Xp-6d,4.376997985808928
Xp-7d,3.11762968284734
ZMIC0,99.36033051280734
ZMIC1,66.988564533233
ZMIC2,47.3589398159453
ZMIC3,32.54351714520673
ZMIC4,28.985187131376264
ZMIC5,27.83305369075776
nAcid,0
nAtom,51
nBase,0
nRing,4
piPC1,3.8918202981106265
piPC2,4.513602992462601
piPC3,5.041002830712652
piPC4,5.6051124903578575
piPC5,6.079360949014166
piPC6,6.180954360865641
piPC7,6.538693668196759
piPC8,6.790031323611729
piPC9,6.805415370305314
AATS0Z,33.568627450980394
AATS0d,3.5686274509803924
AATS0i,158.89809014730744
AATS0m,133.38249688235297
AATS0p,1.8399543156270586
AATS0s,5.352344401409398
AATS0v,250.0986318513128
AATS1Z,34.44444444444444
AATS1d,4.2407407407407405
AATS1i,143.76189381808888
AATS1m,133.54541725925927
AATS1p,2.0825089292592596
AATS1s,2.885259487882945
AATS1v,293.1290023327015
AATS2Z,27.155555555555555
AATS2d,3.8333333333333335
AATS2i,149.39711714240696
AATS2m,103.0191894
AATS2p,1.8356978431077557
AATS2s,3.8780178326474624
AATS2v,252.79434943943738
AATS3Z,22.48739495798319
AATS3d,3.235294117647059
AATS3i,155.20009977752602
AATS3m,83.38238436134453
AATS3p,1.5586025293843278
AATS3s,3.124559082892416
AATS3v,205.63820788424314
AATS4Z,23.755905511811022
AATS4d,2.9448818897637796
AATS4i,160.98534708250986
AATS4m,87.83778369291339
AATS4p,1.4367962193777952
AATS4s,3.5095886933886353
AATS4v,187.7720154559198
AATS5Z,23.462809917355372
AATS5d,2.884297520661157
AATS5i,162.45808788954463
AATS5m,87.30169825619835
AATS5p,1.3661016491130413
AATS5s,4.541590143862871
AATS5v,188.87431564622898
AATS6Z,21.46086956521739
AATS6d,3.1130434782608694
AATS6i,158.21515870504467
AATS6m,78.8418890521739
AATS6p,1.4707870146546262
AATS6s,3.621551261406334
AATS6v,200.43307960043683
AATS7Z,21.704918032786885
AATS7d,3.0
AATS7i,157.95983949820595
AATS7m,79.45038083606558
AATS7p,1.4980063299687545
AATS7s,3.855317749443432
AATS7v,204.0137363492534
AATS8Z,20.856
AATS8d,2.904
AATS8i,156.62749933599548
AATS8m,76.255587784
AATS8p,1.501559379233048
AATS8s,3.355308641975308
AATS8v,199.4932102552092
AMID_C,1.477158709658818
AMID_N,0.26197888267669894
AMID_O,0.17051362253231198
AMID_X,0.0
AMID_h,0.5705095894270971
ATS0dv,420.8888888888889
ATS0pe,325.63499999999993
ATS0se,398.6100219999999
ATS1dv,348.0
ATS1pe,352.80199999999996
ATS1se,422.51757999999995
ATS2dv,599.0
ATS2pe,586.9795
ATS2se,706.0070579999998
ATS3dv,529.6666666666666
ATS3pe,748.5159000000001
ATS3se,920.0372659999999
ATS4dv,572.1111111111111
ATS4pe,817.2518
ATS4se,1008.7185189999999
ATS5dv,685.0000000000001
ATS5pe,793.8178
ATS5se,974.7365759999999
ATS6dv,544.6666666666667
ATS6pe,736.1055
ATS6se,905.7651319999999
ATS7dv,595.0
ATS7pe,792.2492
ATS7se,970.5881379999998
ATS8dv,543.3333333333333
ATS8pe,783.2776
ATS8se,967.4433219999999
ATSC0Z,619.9215686274509
ATSC0c,0.7094067528016226
ATSC0d,30.156862745098042
ATSC0i,87.33061319187799
ATSC0m,2786.844846705882
ATSC0p,16.798149056595683
ATSC0s,102.26511942225453
ATSC0v,2600.5421694520446
ATSC1Z,128.7889273356401
ATSC1c,-0.40512497014102716
ATSC1d,4.990772779700112
ATSC1i,-13.371800722019545
ATSC1m,554.7648933702428
ATSC1p,-1.8502135117421021
ATSC1s,-21.90064125383874
ATSC1v,78.58203445654746
ATSC2Z,-15.626297577854725
ATSC2c,0.11497243244457264
ATSC2d,-4.767012687427917
ATSC2i,-4.6255783884048505
ATSC2m,-84.1288920103803
ATSC2p,-1.4307756359787047
ATSC2s,35.681309064414926
ATSC2v,-539.944005150023
ATSC3Z,32.183006535947676
ATSC3c,0.06380911553755687
ATSC3d,-2.66013071895425
ATSC3i,-26.786374201940024
ATSC3m,138.4021051176471
ATSC3p,-1.8911179513533665
ATSC3s,-12.105775437747113
ATSC3v,-463.59151161985005
ATSC4Z,118.76393694732792
ATSC4c,-0.38842052151575407
ATSC4d,-1.9200307574009994
ATSC4i,-11.414742331517228
ATSC4m,491.02877794809706
ATSC4p,0.7734464029574101
ATSC4s,-28.116138854476684
ATSC4v,-86.41808388895598
ATSC5Z,117.6958861976163
ATSC5c,0.3749658503741383
ATSC5d,1.8043060361399468
ATSC5i,5.19869248449995
ATSC5m,547.397571148789
ATSC5p,-0.49687017715686166
ATSC5s,52.532547429526154
ATSC5v,351.44733648746535
ATSC6Z,-104.1368704344483
ATSC6c,-0.10269405164822105
ATSC6d,-1.883121876201462
ATSC6i,-7.1211760795345524
ATSC6m,-427.3160770622838
ATSC6p,-0.37869369813062526
ATSC6s,-16.209228644253642
ATSC6v,221.67614532368717
ATSC7Z,-186.08688965782392
ATSC7c,-0.03663467122949016
ATSC7d,-2.3752402921953104
ATSC7i,10.789138743328186
ATSC7m,-838.8301498650519
ATSC7p,1.0234406154747895
ATSC7s,-39.53247474855352
ATSC7v,-295.6911831879989
ATSC8Z,-79.55286428296806
ATSC8c,0.07381066195319068
ATSC8d,-3.345251826220684
ATSC8i,2.3689644220746233
ATSC8m,-348.68033984775093
ATSC8p,-1.918569592339604
ATSC8s,-9.921915122863478
ATSC8v,-46.86677647002238
AXp-0d,0.699470564776075
AXp-1d,0.4419648991296451
AXp-2d,0.2902856969633654
AXp-3d,0.18395609659642562
AXp-4d,0.11874029611942967
AXp-5d,0.07895688546802238
AXp-6d,0.04917975264953852
AXp-7d,0.0314912089176499
GATS1Z,0.7483025472334683
GATS1c,1.5705893699534341
GATS1d,0.9671651495448635
GATS1i,1.2384419185848066
GATS1m,0.7390155226475311
GATS1p,1.127356507684611
GATS1s,0.7300531216415002
GATS1v,0.8633146946819183
GATS2Z,0.7984881072874495
GATS2c,0.9632704063274944
GATS2d,1.2342869527524925
GATS2i,1.0658617165052653
GATS2m,0.8029665820951446
GATS2p,0.9227736402980898
GATS2s,0.5531959038980903
GATS2v,1.0029611510336667
GATS3Z,0.9197422643146328
GATS3c,1.0453878412120825
GATS3d,1.1703511053315996
GATS3i,1.1105890970309247
GATS3m,0.9214333403338718
GATS3p,1.0103802468351561
GATS3s,0.966180379976777
GATS3v,1.0456825270378929
GATS4Z,1.0650318586821383
GATS4c,1.5489126203287364
GATS4d,1.168431238032827
GATS4i,1.0753464240135304
GATS4m,1.0606098991074755
GATS4p,1.0445313798797387
GATS4s,1.4747877879734095
GATS4v,0.9735521171092884
GATS5Z,0.9705306655067422
GATS5c,1.1868498184631875
GATS5d,1.0413867962041505
GATS5i,0.9855665690488093
GATS5m,0.964664688561124
GATS5p,0.9936016950337844
GATS5s,1.355835328613282
GATS5v,0.8722833013726885
GATS6Z,1.0653521607111425
GATS6c,1.4386457080122927
GATS6d,1.2182676542093063
GATS6i,1.0107661715530691
GATS6m,1.0579481607193222
GATS6p,0.9851564468524147
GATS6s,1.4125847018405029
GATS6v,0.9152215812995051
GATS7Z,1.0362892102774275
GATS7c,1.2619650105418547
GATS7d,1.0600311240913258
GATS7i,0.9228939631004982
GATS7m,1.039731186323692
GATS7p,0.8895297738523875
GATS7s,1.6378307974196744
GATS7v,0.9635513425377936
GATS8Z,1.0404542004048583
GATS8c,0.8863148568859256
GATS8d,1.0080624187256177
GATS8i,0.9555402751651451
GATS8m,1.0384304946939236
GATS8p,1.0374188676784908
GATS8s,1.0823579567674158
GATS8v,0.9923017266579656
MATS1Z,0.19620867071524958
MATS1c,-0.5393492884644266
MATS1d,0.1562996676780811
MATS1i,-0.1446104915853734
MATS1m,0.18800638368356085
MATS1p,-0.10402478667819416
MATS1s,-0.20225800428154248
MATS1v,0.02853880500282991
MATS2Z,-0.014283906882591143
MATS2c,0.09183877203681375
MATS2d,-0.08957520589510193
MATS2i,-0.030014229729541445
MATS2m,-0.01710645602041063
MATS2p,-0.048265606981835185
MATS2s,0.19771559045806048
MATS2v,-0.11765556935747866
MATS3Z,0.02224913244650084
MATS3c,0.03854877853052703
MATS3d,-0.03780419840237787
MATS3i,-0.131453040788244
MATS3m,0.021283993609358995
MATS3p,-0.04824812062793051
MATS3s,-0.05073273763948843
MATS3v,-0.07640025174072493
MATS4Z,0.07693328803914691
MATS4c,-0.2198737097595325
MATS4d,-0.025567512773517088
MATS4i,-0.05248872917806127
MATS4m,0.07075556613005421
MATS4p,0.01848992921588818
MATS4s,-0.11040649040064024
MATS4v,-0.01334464998642415
MATS5Z,0.08002198907551779
MATS5c,0.22278256722473885
MATS5d,0.025217895947296592
MATS5i,0.025090679608550697
MATS5m,0.08278942783328222
MATS5p,-0.012467124765852537
MATS5s,0.21651387723114562
MATS5v,0.05696146645278816
MATS6Z,-0.07449722760077451
MATS6c,-0.06419811940997669
MATS6d,-0.027692655622773805
MATS6i,-0.03616242538179778
MATS6m,-0.06799997887259016
MATS6p,-0.009997674272528992
MATS6s,-0.07029220295054411
MATS6v,0.03780309835357609
MATS7Z,-0.12548429514833745
MATS7c,-0.021587747297594485
MATS7d,-0.03292545140591359
MATS7i,0.0516452773216589
MATS7m,-0.12582634648137767
MATS7p,0.025468980615485866
MATS7s,-0.16159831118343312
MATS7v,-0.047531861170134485
MATS8Z,-0.05235754048582994
MATS8c,0.04245061096186526
MATS8d,-0.045258777633289976
MATS8i,0.011067567819349027
MATS8m,-0.05104754174816693
MATS8p,-0.04659896700745172
MATS8s,-0.03958477135702008
MATS8v,-0.007352945483594376
MAXaaN,4.107912535469458
MAXaaS,0.9452001892964746
MINaaN,4.096945963217365
MINaaS,0.9452001892964746
NddssS,1
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,2
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,7
SM1_Dt,0.0
SddssS,-4.010734586272779
SdssSe,0
SdsssP,0
SpAD_A,40.520392717216566
SpAD_D,365.61448748031233
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0.5181190686151005
SssNH2,0
SsssAs,0
SsssCH,-0.9879969765684053
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,857
TMWC10,142.01209737767942
TSRW10,80.38491330355589
VE1_Dt,5.4406367755919645
VE2_Dt,0.1755044121158698
VE3_Dt,2.8252982198453855
VR1_Dt,206.5250847902707
VR2_Dt,6.662099509363571
VR3_Dt,6.461823992496519
Xc-3dv,1.1480421605132143
Xc-4dv,0.05103103630798288
Xc-5dv,0.17642712701332142
Xc-6dv,0.01473139127471974
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.11785113019775792
Xch-6d,0.42354024205321916
Xch-7d,0.4637546038701379
Xp-0dv,18.065779136202543
Xp-1dv,11.833170599469332
Xp-2dv,9.165954376058915
Xp-3dv,6.790476033830508
Xp-4dv,5.156725451212869
Xp-5dv,3.614691265544752
Xp-6dv,2.1761960319618945
Xp-7dv,1.4068990290420844
Xpc-4d,4.595073393065294
Xpc-5d,7.32895330715781
Xpc-6d,11.281360651212086
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,54
nFRing,1
nHBAcc,6
nHBDon,2
nHRing,1
nSpiro,0
naRing,4
piPC10,7.063238775571543
AATS0dv,8.252723311546841
AATS0pe,6.384999999999999
AATS0se,7.8158827843137235
AATS1dv,6.444444444444445
AATS1pe,6.53337037037037
AATS1se,7.824399629629629
AATS2dv,6.655555555555556
AATS2pe,6.521994444444445
AATS2se,7.844522866666664
AATS3dv,4.450980392156862
AATS3pe,6.290049579831933
AATS3se,7.731405596638655
AATS4dv,4.504811898512686
AATS4pe,6.435053543307086
AATS4se,7.942665503937007
AATS5dv,5.66115702479339
AATS5pe,6.5604776859504135
AATS5se,8.055674181818182
AATS6dv,4.736231884057972
AATS6pe,6.400917391304348
AATS6se,7.876218539130433
AATS7dv,4.877049180327869
AATS7pe,6.493845901639344
AATS7se,7.955640475409835
AATS8dv,4.346666666666666
AATS8pe,6.2662208
AATS8se,7.739546575999999
AATSC0Z,12.155324875048057
AATSC0c,0.01390993632944358
AATSC0d,0.5913110342176087
AATSC0i,1.7123649645466272
AATSC0m,54.644016602076114
AATSC0p,0.32937547169795456
AATSC0s,2.0051984200442066
AATSC0v,50.991022930432244
AATSC1Z,2.3849801358451868
AATSC1c,-0.0075023142618708735
AATSC1d,0.09242171814259467
AATSC1i,-0.24762593929665824
AATSC1m,10.273423951300792
AATSC1p,-0.0342632131804093
AATSC1s,-0.4055674306266433
AATSC1v,1.4552228603064346
AATSC2Z,-0.1736255286428303
AATSC2c,0.0012774714716063628
AATSC2d,-0.05296680763808796
AATSC2i,-0.05139531542672056
AATSC2m,-0.9347654667820033
AATSC2p,-0.015897507066430054
AATSC2s,0.3964589896046103
AATSC2v,-5.999377835000256
AATSC3Z,0.27044543307519053
AATSC3c,0.0005362110549374527
AATSC3d,-0.02235403965507773
AATSC3i,-0.22509558152890777
AATSC3m,1.163042900148295
AATSC3p,-0.015891747490364424
AATSC3s,-0.10172920535921944
AATSC3v,-3.8957269884021013
AATSC4Z,0.9351491098214797
AATSC4c,-0.003058429303273654
AATSC4d,-0.01511835242048031
AATSC4i,-0.08987986087808841
AATSC4m,3.8663683302999767
