DLiP-ID,C004UH
AATSC6c,-0.003982088609146655
AATSC6d,-0.1626984126984127
AATSC6i,0.03720338697995824
AATSC6m,-45.65625865035272
AATSC6p,-0.08963499702692455
AATSC6s,-0.23849812265815287
AATSC6v,-11.250372159623984
AATSC7Z,31.0
AATSC7c,0.0026172067165957987
AATSC7d,0.04629629629629621
AATSC7i,0.2705434850403794
AATSC7m,148.52989926851853
AATSC7p,0.2754177024257499
AATSC7s,0.07915868718258469
AATSC7v,13.426590751448707
AATSC8Z,-45.0
AATSC8c,-0.0023376966463590195
AATSC8d,0.486111111111111
AATSC8i,-0.7608132832353808
AATSC8m,-225.18275950154313
AATSC8p,-0.4903560863318472
AATSC8s,0.3151455635479761
AATSC8v,-33.605589149958206
ATS0are,118.761
ATS1are,126.34289999999999
ATS2are,188.74579999999997
ATS3are,196.5058
ATS4are,175.96
ATS5are,135.3068
ATS6are,89.8308
ATS7are,51.0876
ATS8are,21.736
ATSC0dv,74.79987806736777
ATSC0pe,2.036377777777777
ATSC0se,1.4487284444444437
ATSC1dv,23.81549221832715
ATSC1pe,0.1714567901234563
ATSC1se,-0.015000913580246876
ATSC2dv,4.920963945198052
ATSC2pe,0.809101234567901
ATSC2se,0.7532630864197527
ATSC3dv,-9.36247861945164
ATSC3pe,-0.49647283950617227
ATSC3se,-0.36022176543209866
ATSC4dv,-20.050297210791037
ATSC4pe,-0.9480333333333335
ATSC4se,-0.7793441111111108
ATSC5dv,-34.98462294026995
ATSC5pe,-0.3719753086419757
ATSC5se,-0.14568793827160487
ATSC6dv,-28.733695744212433
ATSC6pe,-0.4918493827160491
ATSC6se,-0.3143230123456788
ATSC7dv,5.499161713153486
ATSC7pe,0.15121111111111174
ATSC7se,0.11170111111111103
ATSC8dv,15.296872089281784
ATSC8pe,0.013127160493827512
ATSC8se,-0.03697320987654315
AXp-0dv,0.6859752582189299
AXp-1dv,0.3414021421658316
AXp-2dv,0.19465188873742117
AXp-3dv,0.09390792320153317
AXp-4dv,0.05117509986934198
AXp-5dv,0.02927932400687021
AXp-6dv,0.016795684402053607
AXp-7dv,0.008994870341090448
BertzCT,429.5873052104766
ECIndex,152
ETA_eta,7.273887884800005
GATS1dv,0.4555389052341591
GATS1pe,0.6300221755978826
GATS1se,0.7864151339425852
GATS2dv,0.7849784766197407
GATS2pe,0.6294360785334683
GATS2se,0.6396638006320859
GATS3dv,0.9613524313933922
GATS3pe,1.0067068626667561
GATS3se,1.005537163233661
GATS4dv,1.226585391696994
GATS4pe,1.451079622132254
GATS4se,1.4824598674883938
GATS5dv,1.4855056014931884
GATS5pe,1.3509403952551915
GATS5se,1.2932856617711352
GATS6dv,1.4604289568350564
GATS6pe,1.1990039503693921
GATS6se,1.1333571809200782
GATS7dv,0.9137861122091767
GATS7pe,0.6320481901415363
GATS7se,0.44326281223166114
GATS8dv,0.266360017686781
GATS8pe,0.8812522507284172
GATS8se,0.8068446191434081
LogEE_A,3.500279080617857
LogEE_D,38.804105816355666
MATS1dv,0.3016321128110335
MATS1pe,0.07976552794406744
MATS1se,-0.009809562218069948
MATS2dv,0.042292539822910924
MATS2pe,0.2554224042378391
MATS2se,0.3342521211704732
MATS3dv,-0.07267763061288099
MATS3pe,-0.14156241298503516
MATS3se,-0.14437559080978382
MATS4dv,-0.17870169247007714
MATS4pe,-0.31036590023680405
MATS4se,-0.3586336298794642
MATS5dv,-0.42093866273264857
MATS5pe,-0.16439865992994118
MATS5se,-0.09050636435507121
MATS6dv,-0.4938954989529402
MATS6pe,-0.3105405021988934
MATS6se,-0.27895468529753487
MATS7dv,0.14703664912931327
MATS7pe,0.14850988137979268
MATS7se,0.15420572646234748
MATS8dv,0.9202678691504234
MATS8pe,0.029008479107784757
MATS8se,-0.11484515616606612
MAXaaCH,1.9320195578231292
MAXaasC,0.9758465608465611
MDEC-22,3.5327755290014426
MDEC-23,6.826465845522131
MDEC-33,2.525064635825322
MDEN-22,1.0
MINaaCH,1.8943364197530863
MINaasC,0.2731254724111869
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.9892857142857143
SM1_Dzi,0.5835848481834738
SM1_Dzm,2.009306757038258
SM1_Dzp,-1.2420609532748628
SM1_Dzv,-0.656011002741034
SddssSe,0
SpAD_Dt,146.64842397450616
SpAbs_A,16.58294322283176
SpAbs_D,77.60821163271136
SpMAD_A,1.2756110171409045
SpMAD_D,5.969862433285488
SpMax_A,2.3424986419606784
SpMax_D,38.804105816355666
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,77.72
TpiPC10,7.463757402633418
VAdjMat,4.807354922057604
VE1_DzZ,3.575447266480846
VE1_Dzi,3.5486643275369043
VE1_Dzm,3.5756007341216893
VE1_Dzp,3.560844298749023
VE1_Dzv,3.5581532388449313
VE2_DzZ,0.2750344051139112
VE2_Dzi,0.27297417904130034
VE2_Dzm,0.275046210317053
VE2_Dzp,0.273911099903771
VE2_Dzv,0.27370409529576395
VE3_DzZ,1.5364545422930524
VE3_Dzi,1.5289355513923668
VE3_Dzm,1.5364974640132965
VE3_Dzp,1.5323619437827838
VE3_Dzv,1.531605921599026
VR1_DzZ,53.075279095553896
VR1_Dzi,54.59156023832623
VR1_Dzm,53.05515423467691
VR1_Dzp,53.72942365179682
VR1_Dzv,54.10076136040894
VR2_DzZ,4.082713776581069
VR2_Dzi,4.1993507875635565
VR2_Dzm,4.0811657103597625
VR2_Dzp,4.133032588599756
VR2_Dzv,4.161597027723764
VR3_DzZ,4.234075530555541
VR3_Dzi,4.262243560880869
VR3_Dzm,4.233696282860291
VR3_Dzp,4.246325042402073
VR3_Dzv,4.2532125234262415
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.020412414523193152
Xch-6dv,0.06537011291463266
Xch-7dv,0.09392153840529194
Xpc-4dv,0.7256616485198727
Xpc-5dv,0.9004520472976159
Xpc-6dv,0.9699784476781195
Zagreb1,66.0
Zagreb2,75.0
fragCpx,40.05
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,1
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,11
nBondsD,0
nBondsM,11
nBondsO,14
nBondsS,8
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,5
naHRing,1
AATS0are,6.597833333333333
AATS1are,6.649626315789473
AATS2are,6.740921428571427
AATS3are,6.3388967741935485
AATS4are,6.517037037037038
AATS5are,6.76534
AATS6are,6.416485714285714
AATS7are,5.6764
AATS8are,5.434
AATSC0dv,4.155548781520432
AATSC0pe,0.11313209876543207
AATSC0se,0.08048491358024687
AATSC1dv,1.2534469588593238
AATSC1pe,0.00902404158544507
AATSC1se,-0.0007895217673814145
AATSC2dv,0.17574871232850184
AATSC2pe,0.02889647266313932
AATSC2se,0.02690225308641974
AATSC3dv,-0.30201543933714964
AATSC3pe,-0.01601525288729588
AATSC3se,-0.011620056949422537
AATSC4dv,-0.742603600399668
AATSC4pe,-0.03511234567901235
AATSC4se,-0.028864596707818917
AATSC5dv,-1.7492311470134976
AATSC5pe,-0.018598765432098784
AATSC5se,-0.007284396913580243
AATSC6dv,-2.0524068388723165
AATSC6pe,-0.03513209876543208
AATSC6se,-0.022451643738977057
AATSC7dv,0.6110179681281651
AATSC7pe,0.016801234567901304
AATSC7se,0.012411234567901226
AATSC8dv,3.824218022320446
AATSC8pe,0.003281790123456878
AATSC8se,-0.009243302469135788
AETA_eta,0.5595298372923081
ATSC0are,2.1236444444444436
ATSC1are,0.25021975308641903
ATSC2are,0.8724864197530848
ATSC3are,-0.4636320987654315
ATSC4are,-1.007022222222222
ATSC5are,-0.5721271604938276
ATSC6are,-0.4911679012345672
ATSC7are,0.12557777777777895
ATSC8are,0.10443456790123518
BCUTZ-1h,35.0004177457714
BCUTZ-1l,5.694329524454755
BCUTc-1h,0.4192231687980432
BCUTc-1l,-0.4779800246499427
BCUTd-1h,3.1462789273216916
BCUTd-1l,0.992941949908842
BCUTi-1h,14.690874022234674
BCUTi-1l,10.346599061611226
BCUTm-1h,79.90417840843617
BCUTm-1l,11.705666811861393
BCUTp-1h,3.058981866388393
BCUTp-1l,0.7503120022117535
BCUTs-1h,3.5252900112779924
BCUTs-1l,1.0438389591832236
BCUTv-1h,26.523890913609932
BCUTv-1l,14.702554008437572
BalabanJ,1.8539467037181732
Diameter,7
ETA_beta,19.0
GATS1are,0.6590730598838144
GATS2are,0.684751094255458
GATS3are,0.9580950479394994
GATS4are,1.4677066329022086
GATS5are,1.4570694769997068
GATS6are,1.168631194053947
GATS7are,0.523934222092001
GATS8are,0.4394803482482943
HybRatio,0.0
Lipinski,True
LogEE_Dt,73.32421198725307
MATS1are,0.11162428485512023
MATS2are,0.26411395205606375
MATS3are,-0.1267659167104361
MATS4are,-0.31613020244722567
MATS5are,-0.2424673517224062
MATS6are,-0.2973669104324997
MATS7are,0.11826629274622358
MATS8are,0.22129672261521213
NsssssAs,0
RotRatio,0.07142857142857142
SM1_Dzpe,0.7312307717754477
SM1_Dzse,0.7473169340944972
SMR_VSA1,4.417150937053347
SMR_VSA2,0.0
SMR_VSA3,10.197363616602075
SMR_VSA4,0.0
SMR_VSA5,5.222755905846688
SMR_VSA6,0.0
SMR_VSA7,28.738187789678854
SMR_VSA8,0.0
SMR_VSA9,11.454175413722904
SpAD_DzZ,49.34615071665623
SpAD_Dzi,55.672411315818565
SpAD_Dzm,49.35496485602924
SpAD_Dzp,71.34626139294478
SpAD_Dzv,64.4604853011027
SpAbs_Dt,146.64842397450616
SpDiam_A,4.607101861070629
SpDiam_D,58.424467611075336
SpMAD_Dt,11.280647998038935
SpMax_Dt,73.32421198725307
SsssssAs,0
VE1_Dzpe,3.553896709094643
VE1_Dzse,3.555490279504411
VE2_Dzpe,0.27337666993035714
VE2_Dzse,0.27349925226957006
VE3_Dzpe,1.5304089304952877
VE3_Dzse,1.5308572308730874
VMcGowan,140.04000000000002
VR1_Dzpe,54.39756265035922
VR1_Dzse,54.32407332101625
VR2_Dzpe,4.184427896181479
VR2_Dzse,4.178774870847404
VR3_Dzpe,4.258683613104311
VR3_Dzse,4.257331732406809
mZagreb1,4.194444444444445
mZagreb2,2.8611111111111107
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,5
nBondsKS,14
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.1179802469135802
AATSC1are,0.013169460688758896
AATSC2are,0.031160229276895886
AATSC3are,-0.014955874153723596
AATSC4are,-0.03729711934156378
AATSC5are,-0.02860635802469138
AATSC6are,-0.0350834215167548
AATSC7are,0.013953086419753217
AATSC8are,0.026108641975308794
AETA_beta,1.4615384615384615
BCUTdv-1h,6.022662184775052
BCUTdv-1l,0.25601379625758924
BCUTpe-1h,3.493171709520111
BCUTpe-1l,2.2412601725274572
BCUTse-1h,3.7054886818890567
BCUTse-1l,2.4374355703059276
ETA_alpha,7.299999999999999
ETA_dBeta,3.0
ETA_eta_B,0.1601933669496063
ETA_eta_F,9.461676741231315
ETA_eta_L,2.547841472382523
ETA_eta_R,16.73556462603132
ETA_psi_1,0.6636363636363636
LabuteASA,88.71319038897866
LogEE_DzZ,24.682612000460402
LogEE_Dzi,27.881096800082535
LogEE_Dzm,24.646378897089228
LogEE_Dzp,35.38650124571665
LogEE_Dzv,32.07885549607272
PEOE_VSA1,4.417150937053347
PEOE_VSA2,0.0
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,10.197363616602075
PEOE_VSA6,34.62510011442395
PEOE_VSA7,18.19910120538483
PEOE_VSA8,10.03617100752941
PEOE_VSA9,0.0
SM1_Dzare,0.7200508675417655
SpAD_Dzpe,54.484815264643686
SpAD_Dzse,54.440700980411286
SpAbs_DzZ,47.96895291445843
SpAbs_Dzi,55.17860875197101
SpAbs_Dzm,47.96390633192583
SpAbs_Dzp,72.01506344470818
SpAbs_Dzv,64.81372199488634
SpDiam_Dt,105.44690195827799
SpMAD_DzZ,3.795857747435095
SpMAD_Dzi,4.282493178139889
SpMAD_Dzm,3.7965357581560957
SpMAD_Dzp,5.488173953303445
SpMAD_Dzv,4.958498869315592
SpMax_DzZ,24.68261200030242
SpMax_Dzi,27.881096800077245
SpMax_Dzm,24.646378896924222
SpMax_Dzp,35.38650124571665
SpMax_Dzv,32.07885549607265
VE1_Dzare,3.5520366295270698
VE2_Dzare,0.2732335868866977
VE3_Dzare,1.529885401911098
VR1_Dzare,54.49186309835202
VR2_Dzare,4.191681776796309
VR3_Dzare,4.260415654042524
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,11
nAromBond,11
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.5615384615384614
AETA_dBeta,0.23076923076923078
AETA_eta_B,0.012322566688431253
AETA_eta_F,0.7278212877870243
AETA_eta_L,0.19598780556788636
AETA_eta_R,1.2873511250793324
BCUTare-1h,3.5470056519191377
BCUTare-1l,2.190543725317078
ETA_beta_s,8.0
ETA_dPsi_A,0.05036363636363639
ETA_dPsi_B,0.0
ETA_eta_BR,0.3321933669496063
ETA_eta_FL,3.7061787230409657
ETA_eta_RL,6.254020195423489
LogEE_Dzpe,27.298656153237136
LogEE_Dzse,27.277836408222562
PEOE_VSA10,0.0
PEOE_VSA11,0.0
PEOE_VSA12,5.890723922025908
PEOE_VSA13,5.222755905846688
SlogP_VSA1,0.0
SlogP_VSA2,10.197363616602075
SlogP_VSA3,0.0
SlogP_VSA4,0.0
SlogP_VSA5,0.0
SlogP_VSA6,38.37809463257889
SlogP_VSA7,0.0
SlogP_VSA8,11.454175413722904
SlogP_VSA9,0.0
SpAD_Dzare,54.42739513361097
SpAbs_Dzpe,53.86608153467985
SpAbs_Dzse,53.80835588233132
SpDiam_DzZ,38.346053792934086
SpDiam_Dzi,42.24270958319506
SpDiam_Dzm,38.30608122832895
SpDiam_Dzp,55.16686871474117
SpDiam_Dzv,48.99648353047495
SpMAD_Dzpe,4.191139635741822
SpMAD_Dzse,4.187746229262407
SpMax_Dzpe,27.29865615322765
SpMax_Dzse,27.27783640821291
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,13
AETA_beta_s,0.6153846153846154
AETA_eta_BR,0.025553335919200483
AETA_eta_FL,0.2850906710031512
AETA_eta_RL,0.4810784765710376
DetourIndex,468
EState_VSA1,0.0
EState_VSA2,5.222755905846688
EState_VSA3,5.890723922025908
EState_VSA4,10.03617100752941
EState_VSA5,0.0
EState_VSA6,0.0
EState_VSA7,24.26546827384644
EState_VSA8,38.75609666256442
EState_VSA9,4.417150937053347
ETA_beta_ns,11.0
ETA_shape_p,0.29680365296803657
ETA_shape_x,0.0
ETA_shape_y,0.27397260273972607
GhoseFilter,False
LogEE_Dzare,27.269086095087758
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SpAbs_Dzare,53.81812132261412
SpDiam_Dzpe,41.381005151357655
SpDiam_Dzse,41.38556399085594
SpMAD_Dzare,4.18672270258546
SpMax_Dzare,27.26908609507793
TopoPSA(NO),38.92
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,6.12152557319224
VSA_EState9,16.730758219954648
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.8461538461538461
EState_VSA10,0.0
ETA_dAlpha_A,0.06153846153846146
ETA_dAlpha_B,0.0
FilterItLogS,-3.744429323095421
SpDiam_Dzare,41.279513192879065
ETA_beta_ns_d,1.0
ETA_epsilon_1,0.6944444444444446
ETA_epsilon_2,0.8461538461538461
ETA_epsilon_3,0.4405405405405409
ETA_epsilon_4,0.5958333333333337
ETA_epsilon_5,0.8071428571428572
AETA_beta_ns_d,0.07692307692307693
ETA_dEpsilon_A,0.2539039039039037
ETA_dEpsilon_B,0.09861111111111098
ETA_dEpsilon_C,-0.15529279279279273
ETA_dEpsilon_D,0.03901098901098898
PetitjeanIndex,0.42857142857142855
TopoShapeIndex,0.75
CDK Descriptors
FMFDescriptor,0.8461538461538461
MDEDescriptor,"0.0,0.0,0.0,0.0,3.5327755290014426,6.826465845522131,0.0,2.525064635825322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0"
APolDescriptor,26.365965
BCUTDescriptor,"11.993842825062883,78.91833728765457,-0.3055055999694497,0.2699451656350953,6.765525981502162,10.037431451072148"
BPolDescriptor,12.272034999999999
TPSADescriptor,77.72
ALOGPDescriptor,"3.2588,10.61977744,57.1619"
XLogPDescriptor,4.077999999999999
VAdjMaDescriptor,4.807354922057604
WeightDescriptor,255.93059592
ChiPathDescriptor,"9.259148545064338,6.25402019542349,5.710161191580325,4.378998521681488,3.588455943625826,2.5745818815990016,1.4683366958488637,0.9120140609356606,8.91767835684609,4.779629990321642,3.698385886011003,2.159882233635263,1.484077896210918,0.9076590442129767,0.45348347885544726,0.22487175852726124"
ChiChainDescriptor,"0.0,0.0,0.11785113019775793,0.26922584527506843,0.295712282374717,0.0,0.0,0.020412414523193152,0.06537011291463266,0.09392153840529194"
AtomCountDescriptor,18
BondCountDescriptor,14
SmallRingDescriptor,"2,2,2,2,0,0,1,1,0,0,0"
ChiClusterDescriptor,"0.9106836025229591,0.0,0.08333333333333333,0.0,0.5787782022852448,0.0,0.015214515486254614,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,1,5,1,0,0,0,0"
ZagrebIndexDescriptor,66.0
LargestChainDescriptor,8
MannholdLogPDescriptor,1.7899999999999998
WeightedPathDescriptor,"26.22000026438951,2.0169230972607313,14.075053532571346,3.0213214134750848,6.013074761938383"
FractionalPSADescriptor,0.3036760795270218
WienerNumbersDescriptor,"245.0,15.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"1.6411384947136192,2.4502819302630283,2.963262506765823,0.7256616485198727,0.9004520472976159,0.937614120069065"
FractionalCSP3Descriptor,0.0
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,0
LargestPiSystemDescriptor,11
PetitjeanNumberDescriptor,0.42857142857142855
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"9.551020408163266,4.022160664819944,2.268431001890359"
AromaticAtomsCountDescriptor,11
AromaticBondsCountDescriptor,11
FragmentComplexityDescriptor,205.05
HBondAcceptorCountDescriptor,2
HybridizationRatioDescriptor,0.0
AutocorrelationDescriptorMass,"63.880273467859325,22.678988787600073,36.912766615770714,31.251321151670773,26.304047813829072"
PetitjeanShapeIndexDescriptor,"0.75,NaN"
RotatableBondsCountDescriptor,1
AutocorrelationDescriptorCharge,"0.21366239073250098,-0.15076673684225836,0.0469901467938966,0.008393475090365591,-0.04210257286023903"
EccentricConnectivityIndexDescriptor,152
AutocorrelationDescriptorPolarizability,"874.4453384948122,983.7570527819821,1287.1580498080448,1024.0582693709716,787.1157835251465"
