DLiP-ID,I000UZ
IC4,5.1573937520432755
IC5,5.1573937520432755
MID,51.25521881430578
Mpe,0.9626724763979664
Mse,1.0027986836071325
NdO,3
NdS,0
NsF,0
NsI,0
NtN,0
SMR,101.31880000000005
SdO,37.4971370441168
SdS,0
Spe,51.98431372549018
SsF,0
SsI,0
Sse,54.15112891478516
StN,0
fMF,0.24074074074074073
nBr,0
nCl,0
AMID,1.9713545697809916
BIC0,0.27696607929568523
BIC1,0.5666665710533969
BIC2,0.7860400055673368
BIC3,0.8668446845473946
BIC4,0.8731148255695718
BIC5,0.8731148255695718
CIC0,4.118879173069222
CIC1,2.4076500627624315
CIC2,1.111835185505699
CIC3,0.6345307871572299
CIC4,0.5974937501201927
CIC5,0.5974937501201927
GGI1,5.5
GGI2,3.555555555555557
GGI3,1.6527777777777777
GGI4,1.5750000000000004
GGI5,1.0555555555555554
GGI6,0.653061224489796
GGI7,0.3941326530612246
GGI8,0.2781635802469135
GGI9,0.14000000000000004
JGI1,0.20370370370370366
JGI2,0.09609609609609614
JGI3,0.04591049382716049
JGI4,0.041447368421052636
JGI5,0.02706552706552705
JGI6,0.017185821697099892
JGI7,0.013137755102040816
JGI8,0.01112654320987654
JGI9,0.008235294117647061
MIC0,17.860621982761813
MIC1,32.602175086631455
MIC2,37.29635799325651
MIC3,38.949786725771986
MIC4,39.54234228132755
MIC5,39.54234228132755
MPC2,37
MPC3,46
MPC4,54
MPC5,55
MPC6,57
MPC7,54
MPC8,56
MPC9,53
Mare,0.9764444444444448
NaaN,0
NaaO,0
NaaS,1
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.1320037610239112
RPCG,0.09278190080619894
SIC0,0.2842815482455934
SIC1,0.581633861329642
SIC2,0.8068015777740711
SIC3,0.8897405402071392
SIC4,0.8961762936468223
SIC5,0.8961762936468223
SaaN,0
SaaO,0
SaaS,1.5782545382001827
Sare,52.728000000000016
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,88.3444497710893
TIC1,180.750821727656
TIC2,250.72482509951953
TIC3,276.49926261033687
TIC4,278.49926261033687
TIC5,278.49926261033687
Vabc,359.9557280626458
WPol,36
apol,58.43620399999997
bpol,35.43379600000001
nRot,7
ABCGG,18.225254375550165
ATS0Z,1320.0
ATS0d,156.0
ATS0i,8968.636582146573
ATS0m,5205.735769000003
ATS0p,77.82897333577198
ATS0s,259.1423182441701
ATS0v,10712.855336100434
ATS1Z,1348.0
ATS1d,196.0
ATS1i,8243.236888285799
ATS1m,5059.285933000001
ATS1p,97.10357264000001
ATS1s,158.23765432098764
ATS1v,13512.527174407502
ATS2Z,1999.0
ATS2d,318.0
ATS2i,15750.763893505915
ATS2m,7348.8782059999985
ATS2p,147.759823177886
ATS2s,268.1296296296295
ATS2v,19720.012643750488
ATS3Z,2111.0
ATS3d,356.0
ATS3i,22080.777790544296
ATS3m,7394.9616670000005
ATS3p,162.87206658092302
ATS3s,401.7407407407407
ATS3v,21337.868257410613
ATS4Z,2157.0
ATS4d,354.0
ATS4i,24029.717347246195
ATS4m,7585.112800999999
ATS4p,158.02154771971502
ATS4s,463.1172839506173
ATS4v,21643.579570090275
ATS5Z,2270.0
ATS5d,353.0
ATS5i,22534.595155967127
ATS5m,8054.856513
ATS5p,163.826811306376
ATS5s,513.179012345679
ATS5v,22436.93038828027
ATS6Z,2257.0
ATS6d,363.0
ATS6i,23956.42495509381
ATS6m,7876.358244000001
ATS6p,185.138869956074
ATS6s,446.83333333333326
ATS6v,24084.46414552024
ATS7Z,2084.0
ATS7d,349.0
ATS7i,28890.347278594563
ATS7m,6926.459475
ATS7p,188.81414669190298
ATS7s,459.34876543209884
ATS7v,23036.23905030202
ATS8Z,1700.0
ATS8d,295.0
ATS8i,26823.585936237214
ATS8m,5659.800987
ATS8p,156.77525808518493
ATS8s,403.21604938271605
ATS8v,18667.826311746754
C1SP1,0
C1SP2,4
C1SP3,5
C2SP1,0
C2SP2,3
C2SP3,5
C3SP2,0
C3SP3,1
C4SP3,0
FCSP3,0.6111111111111112
GGI10,0.09917355371900827
JGI10,0.007083825265643447
JGT10,0.47099242850584777
Kier1,22.290809327846365
Kier2,10.51862673484295
Kier3,6.260869565217392
MAXdO,12.985283866633072
MID_C,36.05787269627031
MID_N,7.898617868051112
MID_O,5.298173127297385
MID_X,0.0
MID_h,15.197346118035467
MINdO,11.941301926118985
MPC10,50
MWC01,27.0
MWC02,4.859812404361672
MWC03,5.68697535633982
MWC04,6.546785410760524
MWC05,7.398174092970465
MWC06,8.261784679514752
MWC07,9.122273893107732
MWC08,9.989344096295811
MWC09,10.854894431499561
MWC10,11.724862456706273
NaaCH,3
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,1
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,3
NdssS,0
NsCH3,3
NsNH2,1
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,2
NssPH,0
NssSe,0
NsssB,0
NsssN,1
NsssP,0
SLogP,0.8433000000000017
SRW02,4.007333185232471
SRW03,0.0
SRW04,5.313205979041787
SRW05,3.044522437723423
SRW06,6.78332520060396
SRW07,5.209486152841421
SRW08,8.332067707289548
SRW09,7.13966033596492
SRW10,9.92842403782616
SaaCH,5.8551358279639025
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,1.068034419384528
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.7333397878843404
SdssS,0
SsCH3,5.311328592280314
SsNH2,5.5993701959311
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,5.630495739579885
SssPH,0
SssSe,0
SsssB,0
SsssN,1.593140589569161
SsssP,0
VE1_A,4.09445767210297
VE1_D,5.01729465933644
VE2_A,0.1574791412347296
VE2_D,0.19297287151294001
VE3_A,2.3651457169570764
VE3_D,2.5684023209827687
VR1_A,269.5397093626076
VR1_D,149.69257842940067
VR2_A,10.366911898561831
VR2_D,5.7574068626692565
VR3_A,6.552227169096025
VR3_D,5.964095158934166
WPath,1767
Xc-3d,1.9428937128833683
Xc-4d,0.0
Xc-5d,0.6807004645676407
Xc-6d,0.0
Xp-0d,19.267220234572104
Xp-1d,12.307438208038285
Xp-2d,11.187720871585924
Xp-3d,8.849780559964602
Xp-4d,6.501337347945133
Xp-5d,4.327117522440556
Xp-6d,2.8944334396841005
Xp-7d,1.648086301555109
ZMIC0,85.86838601084621
ZMIC1,44.091260753481215
ZMIC2,31.086885428485616
ZMIC3,26.23213727905541
ZMIC4,25.119578019155124
ZMIC5,25.119578019155124
nAcid,0
nAtom,54
nBase,1
nRing,2
piPC1,3.5115454388310208
piPC2,3.9367156180185177
piPC3,4.281860935893159
piPC4,4.5597804836892815
piPC5,4.525856379268366
piPC6,4.536623643452981
piPC7,4.568246831883494
piPC8,4.782269798800894
piPC9,4.709530201312334
AATS0Z,24.444444444444443
AATS0d,2.888888888888889
AATS0i,166.08586263234395
AATS0m,96.40251424074079
AATS0p,1.4412772839957773
AATS0s,4.798931819336484
AATS0v,198.3862099277858
AATS1Z,24.509090909090908
AATS1d,3.5636363636363635
AATS1i,149.87703433246907
AATS1m,91.98701696363638
AATS1p,1.7655195025454546
AATS1s,2.8770482603815934
AATS1v,245.68231226195456
AATS2Z,19.99
AATS2d,3.18
AATS2i,157.50763893505916
AATS2m,73.48878205999999
AATS2p,1.47759823177886
AATS2s,2.681296296296295
AATS2v,197.20012643750488
AATS3Z,15.637037037037038
AATS3d,2.637037037037037
AATS3i,163.56131696699478
AATS3m,54.777493829629634
AATS3p,1.2064597524512817
AATS3s,2.9758573388203016
AATS3v,158.05828338822676
AATS4Z,15.083916083916083
AATS4d,2.4755244755244754
AATS4i,168.03998144927408
AATS4m,53.04274686013986
AATS4p,1.1050457882497553
AATS4s,3.238582405249072
AATS4v,151.3537032873446
AATS5Z,16.691176470588236
AATS5d,2.5955882352941178
AATS5i,165.69555261740535
AATS5m,59.226886125
AATS5p,1.2046089066645294
AATS5s,3.7733750907770514
AATS5v,164.97742932559024
AATS6Z,15.14765100671141
AATS6d,2.436241610738255
AATS6i,160.78137553754235
AATS6m,52.861464724832224
AATS6p,1.242542751383047
AATS6s,2.9988814317673373
AATS6v,161.6406989632231
AATS7Z,11.977011494252874
AATS7d,2.0057471264367814
AATS7i,166.03647861261243
AATS7m,39.807238362068965
AATS7p,1.0851387740913965
AATS7s,2.6399354335178096
AATS7v,132.3921784500116
AATS8Z,10.759493670886076
AATS8d,1.8670886075949367
AATS8i,169.76953124200767
AATS8m,35.821525234177216
AATS8p,0.9922484688935755
AATS8s,2.5520003125488357
AATS8v,118.15079944143515
AMID_C,1.386841257548858
AMID_N,0.30379299492504275
AMID_O,0.2037758895114379
AMID_X,0.0
AMID_h,0.5845133122321333
ATS0dv,320.44444444444446
ATS0pe,331.6885999999999
ATS0se,413.4518209999999
ATS1dv,288.6666666666667
ATS1pe,353.91700000000003
ATS1se,426.0130719999999
ATS2dv,401.3333333333333
ATS2pe,623.5023
ATS2se,765.6386699999997
ATS3dv,411.66666666666663
ATS3pe,835.4088000000002
ATS3se,1039.168718
ATS4dv,424.66666666666663
ATS4pe,900.3395
ATS4se,1121.934246
ATS5dv,422.0
ATS5pe,870.4265999999999
ATS5se,1077.1507159999999
ATS6dv,344.6666666666667
ATS6pe,913.9166000000001
ATS6se,1138.1002999999998
ATS7dv,273.3333333333333
ATS7pe,1036.551
ATS7se,1312.888618
ATS8dv,243.0
ATS8pe,915.0224
ATS8se,1174.9539559999998
ATSC0Z,549.3333333333334
ATSC0c,1.0479615604339971
ATSC0d,31.48148148148148
ATSC0i,80.4651077630813
ATSC0m,2524.521379203703
ATSC0p,14.592122633371705
ATSC0s,106.97404486104757
ATSC0v,2707.351186481572
ATSC1Z,24.938271604938276
ATSC1c,-0.6867224261882385
ATSC1d,11.528120713305896
ATSC1i,-6.604140860343614
ATSC1m,115.60810816289474
ATSC1p,0.6753432315259342
ATSC1s,-6.780269234966817
ATSC1v,67.04567964006918
ATSC2Z,71.49382716049382
ATSC2c,-0.027679129426010307
ATSC2d,-4.150891632373119
ATSC2i,-9.53532471604515
ATSC2m,328.0561211227713
ATSC2p,0.28430111587832924
ATSC2s,10.914415476035908
ATSC2v,12.511961177027743
ATSC3Z,-106.55555555555551
ATSC3c,0.8031263980269501
ATSC3d,-3.888888888888892
ATSC3i,-13.698652082612771
ATSC3m,-491.9725130092591
ATSC3p,-6.10098741076648
ATSC3s,5.092919651475892
ATSC3v,-809.0005698453415
ATSC4Z,-33.2716049382716
ATSC4c,-0.8851896132747458
ATSC4d,-1.1083676268861478
ATSC4i,-3.0146495636418846
ATSC4m,-128.89921602091894
ATSC4p,1.815844874143932
ATSC4s,-49.57057497916042
ATSC4v,411.3140526320101
ATSC5Z,-54.17283950617285
ATSC5c,0.04845796486731856
ATSC5d,-12.175582990397807
ATSC5i,26.135930660840042
ATSC5m,-266.81095967969776
ATSC5p,2.863972402006153
ATSC5s,9.862572938482346
ATSC5v,82.54449471767614
ATSC6Z,-112.08641975308643
ATSC6c,0.6760426198533589
ATSC6d,-14.717421124828537
ATSC6i,-16.754503194191138
ATSC6m,-549.7052910065156
ATSC6p,-4.614310319872663
ATSC6s,-3.5917791203539045
ATSC6v,-1098.9345536734786
ATSC7Z,-147.4074074074074
ATSC7c,-0.6203092780608385
ATSC7d,3.115226337448562
ATSC7i,-16.38155234082502
ATSC7m,-698.3222151378603
ATSC7p,-1.7149623262599731
ATSC7s,-41.150318661902254
ATSC7v,-812.5514530916964
ATSC8Z,112.91358024691354
ATSC8c,-0.0046729555310890385
ATSC8d,4.850480109739372
ATSC8i,26.987532749993772
ATSC8m,547.1066764780517
ATSC8p,4.4439674274885315
ATSC8s,14.057189321109961
ATSC8v,1097.38674783937
AXp-0d,0.741046932098927
AXp-1d,0.4558310447421587
AXp-2d,0.30237083436718715
AXp-3d,0.19238653391227395
AXp-4d,0.12039513607305802
AXp-5d,0.07867486404437375
AXp-6d,0.050779534029545624
AXp-7d,0.03052011669546498
GATS1Z,0.8455207413945277
GATS1c,1.7653567093859897
GATS1d,0.9948128342245991
GATS1i,1.4296017107717547
GATS1m,0.8521667433511463
GATS1p,1.0826992260389794
GATS1s,0.6244557267962155
GATS1v,1.0920719692311491
GATS2Z,0.8818325242718446
GATS2c,1.1159542525134833
GATS2d,1.4646705882352942
GATS2i,1.252397714588449
GATS2m,0.8838590060579381
GATS2p,1.0570049873272178
GATS2s,0.5396357108980165
GATS2v,1.048511091975393
GATS3Z,1.0573557173678532
GATS3c,0.9610676403723155
GATS3d,1.259529411764706
GATS3i,1.1197915587666492
GATS3m,1.0580822575894717
GATS3p,1.1457039031001206
GATS3s,0.9549228501710436
GATS3v,1.0963604125785154
GATS4Z,0.9000356439676827
GATS4c,1.74372915611064
GATS4d,1.1125421637186343
GATS4i,0.9654171319294053
GATS4m,0.9084494944992723
GATS4p,0.7533872607726605
GATS4s,1.664810783148923
GATS4v,0.8382273832539069
GATS5Z,0.9140825778126784
GATS5c,1.3716271975307257
GATS5d,1.3678676470588236
GATS5i,0.8743879813623499
GATS5m,0.9288622166824014
GATS5p,0.7526939059210225
GATS5s,1.5222839433243212
GATS5v,0.9030131577602767
GATS6Z,0.9253070632696943
GATS6c,0.7648131792109121
GATS6d,1.2937189103829452
GATS6i,1.0947993596117003
GATS6m,0.9421146654529496
GATS6p,1.0450578609295775
GATS6s,1.0855860700984428
GATS6v,1.1454319970191722
GATS7Z,1.0152640609306995
GATS7c,1.0619977707155583
GATS7d,0.841764705882353
GATS7i,0.9880341237960448
GATS7m,1.0224797624185433
GATS7p,0.9589701200310264
GATS7s,1.1759163736120464
GATS7v,1.0535587518432883
GATS8Z,0.9345793136291015
GATS8c,0.7699813602136646
GATS8d,0.6872635889798958
GATS8i,0.7388142436918029
GATS8m,0.9288013229385848
GATS8p,0.8387086249568785
GATS8s,0.8902975678543016
GATS8v,0.8112787546145234
MATS1Z,0.044571932921447496
MATS1c,-0.6433790983847559
MATS1d,0.3595294117647058
MATS1i,-0.080582326330379
MATS1m,0.04496145031488531
MATS1p,0.04543987741465398
MATS1s,-0.06222997009377257
MATS1v,0.024314048214972895
MATS2Z,0.07027912621359222
MATS2c,-0.014262669981764987
MATS2d,-0.0712000000000001
MATS2i,-0.06399140558942817
MATS2m,0.0701718380623
MATS2p,0.01052092327014828
MATS2s,0.05509546137771119
MATS2v,0.002495597567589878
MATS3Z,-0.07758899676375401
MATS3c,0.30654803700790234
MATS3d,-0.04941176470588239
MATS3i,-0.06809735282004027
MATS3m,-0.07795101551715748
MATS3p,-0.16724057394676006
MATS3s,0.01904357139375731
MATS3v,-0.1195265060380593
MATS4Z,-0.022871545929798353
MATS4c,-0.31896914832735923
MATS4d,-0.013294940353763912
MATS4i,-0.014147736423501414
MATS4m,-0.019280972951329595
MATS4p,0.04699135800842688
MATS4s,-0.17498598289008915
MATS4v,0.05737024117150036
MATS5Z,-0.039156196459166195
MATS5c,0.01836008423140907
MATS5d,-0.1535640138408305
MATS5i,0.1289689676498612
MATS5m,-0.04196424978923732
MATS5p,0.07793009565041666
MATS5s,0.03660721264689462
MATS5v,0.012105935914440452
MATS6Z,-0.07394767707043723
MATS6c,0.23379553598367578
MATS6d,-0.16942755625740236
MATS6i,-0.07546254516486506
MATS6m,-0.07891478100178063
MATS6p,-0.11460295574537492
MATS6s,-0.012168546202655343
MATS6v,-0.14710746991346532
MATS7Z,-0.0832775359892869
MATS7c,-0.18369927220440263
MATS7d,0.030709939148073042
MATS7i,-0.06318179616159482
MATS7m,-0.08584624762612882
MATS7p,-0.036473767445100815
MATS7s,-0.119382122708681
MATS7v,-0.09314312154027635
MATS8Z,0.07025009217156197
MATS8c,-0.0015239929858934754
MATS8d,0.052658227848101306
MATS8i,0.1146284072539932
MATS8m,0.07406783229423404
MATS8p,0.10408522110327773
MATS8s,0.044911416130559594
MATS8v,0.138532537687374
MAXaaS,1.5782545382001827
MINaaS,1.5782545382001827
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,4
NssNH2,0
NsssAs,0
NsssCH,4
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,7
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,32.10327908232578
SpAD_D,282.11769224014074
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,2.3890912225133905
SssNH2,0
SsssAs,0
SsssCH,-1.955315048321592
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,515
TMWC10,127.4449068215566
TSRW10,75.75802503652369
VE1_Dt,5.018434236902326
VE2_Dt,0.19301670141932023
VE3_Dt,2.5686294250790564
VR1_Dt,147.90894267674452
VR2_Dt,5.688805487567096
VR3_Dt,5.9521082772621
Xc-3dv,1.1864632770356196
Xc-4dv,0.0
Xc-5dv,0.2049938748680667
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.2621886974951644
Xch-6d,0.2381448361039201
Xch-7d,0.334931489700965
Xp-0dv,16.343932616546336
Xp-1dv,9.853999991618803
Xp-2dv,8.038022424950444
Xp-3dv,5.37590989744678
Xp-4dv,3.6297606510187514
Xp-5dv,1.986197385589858
Xp-6dv,1.255100843445379
Xp-7dv,0.6779230051341074
Xpc-4d,4.5558679184685165
Xpc-5d,5.830579973761372
Xpc-6d,8.440871554624934
n3Ring,0
n4Ring,0
n5Ring,2
n6Ring,0
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,55
nFRing,0
nHBAcc,5
nHBDon,3
nHRing,2
nSpiro,0
naRing,1
piPC10,4.79682307021093
AATS0dv,5.934156378600823
AATS0pe,6.14238148148148
AATS0se,7.656515203703702
AATS1dv,5.248484848484849
AATS1pe,6.434854545454546
AATS1se,7.745692218181817
AATS2dv,4.013333333333333
AATS2pe,6.235023
AATS2se,7.656386699999997
AATS3dv,3.0493827160493825
AATS3pe,6.1882133333333345
AATS3se,7.697546059259259
AATS4dv,2.9696969696969693
AATS4pe,6.29608041958042
AATS4se,7.845694027972028
AATS5dv,3.1029411764705883
AATS5pe,6.400195588235293
AATS5se,7.920225852941176
AATS6dv,2.313199105145414
AATS6pe,6.1336684563758395
AATS6se,7.638257046979865
AATS7dv,1.5708812260536398
AATS7pe,5.957189655172414
AATS7se,7.545336885057471
AATS8dv,1.5379746835443038
AATS8pe,5.791281012658228
AATS8se,7.436417443037974
AATSC0Z,10.17283950617284
AATSC0c,0.01940669556359254
AATSC0d,0.5829903978052126
AATSC0i,1.4900945882052095
AATSC0m,46.75039591117969
AATSC0p,0.2702244932105871
AATSC0s,1.9810008307601403
AATSC0v,50.136133082992075
AATSC1Z,0.45342312008978686
AATSC1c,-0.01248586229433161
AATSC1d,0.20960219478737993
AATSC1i,-0.12007528836988389
AATSC1m,2.1019656029617226
AATSC1p,0.012278967845926077
AATSC1s,-0.12327762245394214
AATSC1v,1.219012357092167
AATSC2Z,0.7149382716049382
AATSC2c,-0.0002767912942601031
AATSC2d,-0.04150891632373119
AATSC2i,-0.0953532471604515
AATSC2m,3.2805612112277127
AATSC2p,0.0028430111587832924
AATSC2s,0.10914415476035907
AATSC2v,0.12511961177027742
AATSC3Z,-0.7893004115226334
AATSC3c,0.00594908442982926
AATSC3d,-0.02880658436213994
AATSC3i,-0.10147149690824275
AATSC3m,-3.644240837105623
AATSC3p,-0.04519249933901096
AATSC3s,0.037725330751673274
AATSC3v,-5.992596813669196
AATSC4Z,-0.2326685660018993
AATSC4c,-0.006190137155767453
AATSC4d,-0.007750822565637397
AATSC4i,-0.02108146548001318
AATSC4m,-0.9013931190274052
