DLiP-ID,T004TZ
DLiP-Mol-ID,21493
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C14H14ClN5/c15-13-11-4-1-2-5-12(11)14(19-18-13)17-6-3-8-20-9-7-16-10-20/h1-2,4-5,7,9-10H,3,6,8H2,(H,17,19)"
Standard Inchi Key(RDKit),PEDMHJXYRFPUDU-UHFFFAOYSA-N
Canonical SMILES(RDKit),Clc1nnc(NCCCn2ccnc2)c2ccccc12
SMILES(SDF),
MW(SDF),
MW(RDKit),287.754
MW Monoisotopic(RDKit),287.093773128
MolLogP(RDKit),2.9819
XLogP(SDF),
XLogP(CDK),2.705
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),55.63
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),5
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),20
QED Weighted(RDKit),0.73309669540602
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,SOD1 dimer
Common Target Pref Name,SOD1 dimer
RDKit Descriptors
Ipc,75877.05503732793
qed,0.73309669540602
Chi0,13.7862462825598
Chi1,9.843336592900531
TPSA,55.63
Chi0n,10.829591082896085
Chi0v,11.58552002891454
Chi1n,6.449456150126286
Chi1v,6.827420623135514
Chi2n,4.4658406254807055
Chi2v,4.823853712931022
Chi3n,3.086959804989646
Chi3v,3.3661527629617947
Chi4n,2.0891413081575734
Chi4v,2.2917318659785204
MolMR,79.88170000000004
MolWt,287.754
fr_SH,0
Kappa1,12.871765135404022
Kappa2,5.878302341530973
Kappa3,2.723455173166765
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,4
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,695.8605742927354
MolLogP,2.9819000000000013
NOCount,5
fr_Ar_N,4
fr_COO2,0
fr_urea,0
BalabanJ,1.6694376190655402
SMR_VSA1,0.0
SMR_VSA2,0.0
SMR_VSA3,19.74844178534064
SMR_VSA4,0.0
SMR_VSA5,12.965578028838586
SMR_VSA6,11.861545009918906
SMR_VSA7,48.13958530872993
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,121.16464602982961
NHOHCount,1
PEOE_VSA1,9.883888251797686
PEOE_VSA2,0.0
PEOE_VSA3,4.9839785209472085
PEOE_VSA4,0.0
PEOE_VSA5,10.197363616602075
PEOE_VSA6,35.866408164078955
PEOE_VSA7,6.4208216229260096
PEOE_VSA8,36.25564838398089
PEOE_VSA9,6.3273200747645415
RingCount,3
SMR_VSA10,28.191251096997135
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,287.093773128
NumHDonors,1
PEOE_VSA10,0.0
PEOE_VSA11,10.97097259472782
PEOE_VSA12,0.0
PEOE_VSA13,0.0
PEOE_VSA14,0.0
SlogP_VSA1,5.316788604006331
SlogP_VSA2,26.293198191253214
SlogP_VSA3,6.544756405912575
SlogP_VSA4,0.0
SlogP_VSA5,6.4208216229260096
SlogP_VSA6,42.98647549183713
SlogP_VSA7,5.153109816892792
SlogP_VSA8,10.772448428929591
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,1
fr_benzene,1
fr_epoxide,0
fr_guanido,0
fr_halogen,1
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,0.0
EState_VSA2,0.0
EState_VSA3,5.153109816892792
EState_VSA4,36.10064564151578
EState_VSA5,0.0
EState_VSA6,6.196843571613076
EState_VSA7,41.35673156801541
EState_VSA8,20.498130741555613
