DLiP-ID,C004A0
DLiP-Mol-ID,35046
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C21H23Cl2NO4S/c1-13(2)24-21(14-6-8-16(22)9-7-14)19(15-4-3-5-17(23)10-15)11-18(12-20(25)26)29(24,27)28/h3-10,13,18-19,21H,11-12H2,1-2H3,(H,25,26)/t18-,19+,21+/m0/s1"
Standard Inchi Key(RDKit),CJIWXRJWNIPVBG-QKNQBKEWSA-N
Canonical SMILES(RDKit),CC(C)N1[C@H](c2ccc(Cl)cc2)[C@@H](c2cccc(Cl)c2)C[C@@H](CC(=O)O)S1(=O)=O
SMILES(SDF),
MW(SDF),
MW(RDKit),456.391
MW Monoisotopic(RDKit),455.072484576
MolLogP(RDKit),5.1055
XLogP(SDF),
XLogP(CDK),4.832
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),3
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),74.68
RO3 Pass,
Num RO5 Violations,1
Num Lipinski RO5 Violations,1
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),5
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),29
QED Weighted(RDKit),0.679087718219511
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Tumour suppressor p53/oncoprotein Mdm2
Common Target Pref Name,P53/HDM2
RDKit Descriptors
Ipc,1991171.041030298
qed,0.6790877182195109
Chi0,21.344570503761737
Chi1,13.607098036560405
TPSA,74.68
Chi0n,16.12576609152243
Chi0v,18.454120564487067
Chi1n,9.360119788028275
Chi1v,11.619268293174539
Chi2n,7.582070253120505
Chi2v,10.573189352712495
Chi3n,5.2868096934742335
Chi3v,8.21193315364418
Chi4n,4.134752284544861
Chi4v,6.780381630460341
MolMR,114.93860000000006
MolWt,456.3910000000002
fr_SH,0
Kappa1,22.093461057892544
Kappa2,8.639834429023617
Kappa3,4.608481891536874
fr_ArN,0
fr_COO,1
fr_C_O,1
fr_C_S,0
fr_NH0,1
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,991.99561581917
MolLogP,5.1055000000000055
NOCount,5
fr_Ar_N,0
fr_COO2,1
fr_urea,0
BalabanJ,2.1972185047463757
SMR_VSA1,18.318861563241466
SMR_VSA2,0.0
SMR_VSA3,4.305215991296234
SMR_VSA4,0.0
SMR_VSA5,49.940643379672764
SMR_VSA6,0.0
SMR_VSA7,69.70310615856953
SMR_VSA8,0.0
