DLiP-ID,I000B1
DLiP-Mol-ID,17222
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C18H15BrCl2N2O2/c1-18(10-11-3-5-12(19)6-4-11)16(24)23(17(25)22(18)2)15-8-13(20)7-14(21)9-15/h3-9H,10H2,1-2H3/t18-/m1/s1"
Standard Inchi Key(RDKit),FJNJHZQMQRVZEE-GOSISDBHSA-N
Canonical SMILES(RDKit),CN1C(=O)N(c2cc(Cl)cc(Cl)c2)C(=O)[C@@]1(C)Cc1ccc(Br)cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),442.14
MW Monoisotopic(RDKit),439.96939518
MolLogP(RDKit),5.1557
XLogP(SDF),
XLogP(CDK),4.655
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),2
HBA Lipinski(RDKit),4
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),0
HBD Lipinski(RDKit),0
PSA(SDF),
PSA(RDKit),40.62
RO3 Pass,
Num RO5 Violations,1
Num Lipinski RO5 Violations,1
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),3
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),25
QED Weighted(RDKit),0.617162755060383
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,LFA_ICAM
Common Target Pref Name,LFA/ICAM
RDKit Descriptors
Ipc,345937.46557000914
qed,0.6171627550603833
Chi0,18.353006672199015
Chi1,11.719069803356481
TPSA,40.620000000000005
Chi0n,13.593375856469253
Chi0v,16.691230287620865
Chi1n,7.550967378028901
Chi1v,9.099894593604708
Chi2n,6.186898354874613
Chi2v,7.975445444610271
Chi3n,4.4494487053685585
Chi3v,5.41454999887878
Chi4n,2.922287823171763
Chi4v,3.701144122093684
MolMR,103.35800000000002
MolWt,442.14000000000016
fr_SH,0
Kappa1,18.237659309362762
Kappa2,6.631298873889629
Kappa3,3.2828552699989246
fr_ArN,0
fr_COO,0
fr_C_O,2
fr_C_S,0
fr_NH0,2
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,836.4046120747114
MolLogP,5.155700000000003
NOCount,4
fr_Ar_N,0
fr_COO2,0
fr_urea,1
