DLiP-ID,C000B9
DLiP-Mol-ID,30563
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C17H15N3O4/c1-23-13-8-11-12(9-14(13)24-2)18-17(20-16(11)22)19-15(21)10-6-4-3-5-7-10/h3-9H,1-2H3,(H2,18,19,20,21,22)"
Standard Inchi Key(RDKit),STDAUJHFBQBVBF-UHFFFAOYSA-N
Canonical SMILES(RDKit),COc1cc2nc(NC(=O)c3ccccc3)nc(O)c2cc1OC
SMILES(SDF),
MW(SDF),
MW(RDKit),325.324
MW Monoisotopic(RDKit),325.10625596
MolLogP(RDKit),2.6049
XLogP(SDF),
XLogP(CDK),2.667
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),6
HBA Lipinski(RDKit),7
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),93.57
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),4
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),24
QED Weighted(RDKit),0.76564237078596
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,327955.94770807715
qed,0.7656423707859604
Chi0,17.10408352775558
Chi1,11.617723500579766
TPSA,93.57000000000001
Chi0n,13.107837542218846
Chi0v,13.107837542218846
Chi1n,7.112287146275628
Chi1v,7.112287146275628
Chi2n,4.915310453188034
Chi2v,4.915310453188034
Chi3n,3.4422474105217082
Chi3v,3.4422474105217082
Chi4n,2.258629555180717
Chi4v,2.258629555180717
MolMR,88.70200000000001
MolWt,325.3240000000001
fr_SH,0
Kappa1,15.54206613745011
Kappa2,6.411414510481721
Kappa3,2.9142400956048595
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,2
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,897.2262851250075
MolLogP,2.6049000000000007
NOCount,7
fr_Ar_N,2
fr_COO2,0
fr_urea,0
BalabanJ,1.9933966042604587
SMR_VSA1,19.374790486512623
SMR_VSA2,0.0
SMR_VSA3,9.967957041894417
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,19.536383686561397
SMR_VSA7,48.02802097092827
SMR_VSA8,0.0
SMR_VSA9,17.37901200300318
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,1
fr_HOCCN,0
fr_Imine,0
fr_amide,1
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,2
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,137.43699265724067
NHOHCount,2
PEOE_VSA1,14.580253302440804
PEOE_VSA2,10.111325788078153
PEOE_VSA3,4.9839785209472085
PEOE_VSA4,4.9839785209472085
PEOE_VSA5,0.0
PEOE_VSA6,18.19910120538483
PEOE_VSA7,18.19910120538483
PEOE_VSA8,11.629818560158606
PEOE_VSA9,25.122520014636123
RingCount,3
SMR_VSA10,22.758443942419056
