DLiP-ID,P000J0
ATS4p,46.435729744244995
ATS4s,71.90329218106996
ATS4v,5531.817685175072
ATS5Z,348.0
ATS5d,46.0
ATS5i,3306.203247137496
ATS5m,1224.153898
ATS5p,30.758183629395997
ATS5s,40.15432098765432
ATS5v,3412.8794132373714
ATS6Z,277.0
ATS6d,27.0
ATS6i,2664.6422939593053
ATS6m,936.715304
ATS6p,24.684818404245004
ATS6s,27.48148148148148
ATS6v,2351.184446798815
ATS7Z,50.0
ATS7d,12.0
ATS7i,1697.511018500154
ATS7m,94.94352000000002
ATS7p,8.762165449093999
ATS7s,12.493827160493828
ATS7v,688.3729908685951
ATS8Z,2.0
ATS8d,2.0
ATS8i,369.83530404849796
ATS8m,2.032128
ATS8p,0.8892258096979999
ATS8s,2.0
ATS8v,62.16748886186053
C1SP1,0
C1SP2,1
C1SP3,1
C2SP1,0
C2SP2,6
C2SP3,0
C3SP2,0
C3SP3,0
C4SP3,0
FCSP3,0.125
GGI10,0.0
JGI10,0.0
JGT10,0.3786752136752136
Kier1,7.638888888888889
Kier2,3.1640625
Kier3,1.4512471655328798
MID_C,16.631318326751895
MID_N,4.0904396833200884
MID_O,0.0
MID_X,0.0
MID_h,5.8273952734424
MPC10,2
MWC01,12.0
MWC02,4.04305126783455
MWC03,4.875197323201151
MWC04,5.733341276897746
MWC05,6.588926477533519
MWC06,7.454141078146678
MWC07,8.315566483564277
MWC08,9.181838011503471
MWC09,10.045030516645731
MWC10,10.911171712839494
NaaCH,4
NaaNH,1
NaaSe,0
NaaaC,2
NaasC,1
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,1.9926999999999997
SRW02,3.2188758248682006
SRW03,0.0
SRW04,4.48863636973214
SRW05,2.3978952727983707
SRW06,5.968707559985366
SRW07,4.727387818712341
SRW08,7.53955882930103
SRW09,6.823286122355687
SRW10,9.155356063643422
SaaCH,7.960638070042831
SaaNH,3.1577314814814814
SaaSe,0
SaaaC,2.0908333333333338
SaasC,0.925493827160494
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.095914510200334
VE1_D,3.2712334958970337
VE2_A,0.2814467736545758
VE2_D,0.2973848632633667
VE3_A,1.2253935221661718
VE3_D,1.2804773094561195
VR1_A,45.224550170854826
VR1_D,42.655175014983485
VR2_A,4.111322742804984
VR2_D,3.877743183180317
VR3_A,3.9069502645653453
VR3_D,3.848458783192165
WPath,147
Xc-3d,0.5374574785652648
Xc-4d,0.0
Xc-5d,0.08333333333333333
Xc-6d,0.0
Xp-0d,7.681798275874712
Xp-1d,5.398178147766922
Xp-2d,4.550294576187196
Xp-3d,3.91601237709326
Xp-4d,3.190922568680492
Xp-5d,2.479356979463761
Xp-6d,1.4611005465235836
Xp-7d,0.8306577988598915
ZMIC0,37.78843876917074
ZMIC1,26.454922753278773
ZMIC2,21.882520079246397
ZMIC3,19.700709274206456
ZMIC4,19.46408532542292
ZMIC5,19.46408532542292
nAcid,0
nAtom,19
nBase,0
nRing,2
piPC1,2.8903717578961645
piPC2,3.5336865647082343
piPC3,4.187759006861526
piPC4,4.830810617500888
piPC5,5.281933887297512
piPC6,5.449360544517385
piPC7,5.700626458004068
piPC8,5.9834934087043985
piPC9,4.7924922402622245
AATS0Z,34.21052631578947
AATS0d,3.3684210526315788
AATS0i,159.13189461758378
AATS0m,135.9198514736842
AATS0p,1.9314791178311583
AATS0s,2.704638253154606
AATS0v,248.43214487642575
AATS1Z,28.75
AATS1d,4.0
AATS1i,145.80535201505654
AATS1m,109.34759394999996
AATS1p,2.0530868929999997
AATS1s,2.944753086419753
AATS1v,283.14910533686356
AATS2Z,24.875
AATS2d,3.75
AATS2i,149.42101477293156
AATS2m,92.74535334375001
AATS2p,1.8179465104640316
AATS2s,2.871174125514403
AATS2v,245.47832730835367
AATS3Z,20.81081081081081
AATS3d,2.945945945945946
AATS3i,161.86182123654447
AATS3m,76.48996656756756
AATS3p,1.458654117412027
AATS3s,2.6267934601267933
AATS3v,193.29175613120233
AATS4Z,17.34375
AATS4d,2.625
AATS4i,161.14354183138363
AATS4m,60.971067187500005
AATS4p,1.451116554507656
AATS4s,2.246977880658436
AATS4v,172.869302661721
AATS5Z,16.571428571428573
AATS5d,2.1904761904761907
AATS5i,157.4382498636903
AATS5m,58.293042761904765
AATS5p,1.4646754109236189
AATS5s,1.9121105232216344
AATS5v,162.5180672970177
AATS6Z,16.294117647058822
AATS6d,1.588235294117647
AATS6i,156.74366435054736
AATS6m,55.10090023529411
AATS6p,1.4520481414261768
AATS6s,1.616557734204793
AATS6v,138.30496745875382
AATS7Z,5.0
AATS7d,1.2
AATS7i,169.7511018500154
AATS7m,9.494352000000003
AATS7p,0.8762165449093999
AATS7s,1.2493827160493827
AATS7v,68.83729908685952
AATS8Z,1.0
AATS8d,1.0
AATS8i,184.91765202424898
AATS8m,1.016064
AATS8p,0.44461290484899996
AATS8s,1.0
AATS8v,31.083744430930263
AMID_C,1.5119380297047178
AMID_N,0.37185815302909897
AMID_O,0.0
AMID_X,0.0
AMID_h,0.5297632066765818
ATS0dv,129.30864197530866
ATS0pe,115.87960000000001
ATS0se,143.21896100000004
ATS1dv,148.11111111111111
ATS1pe,129.1285
ATS1se,154.635614
ATS2dv,201.22222222222223
ATS2pe,203.47460000000004
ATS2se,245.84679800000004
ATS3dv,132.0
ATS3pe,230.5479
ATS3se,283.71166400000004
ATS4dv,67.44444444444444
ATS4pe,191.996
ATS4se,240.284892
ATS5dv,15.333333333333334
ATS5pe,120.609
ATS5se,153.04638
ATS6dv,3.3333333333333335
ATS6pe,93.59
ATS6se,122.10230800000001
ATS7dv,0.0
ATS7pe,51.61200000000001
ATS7se,69.87513600000001
ATS8dv,0.0
ATS8pe,9.680000000000001
ATS8se,13.436928
ATSC0Z,260.7368421052631
ATSC0c,0.29671542484397756
ATSC0d,10.105263157894738
ATSC0i,34.768618796843775
ATSC0m,1162.994068736842
ATSC0p,6.89963974456379
ATSC0s,6.368023969388491
ATSC0v,1027.9359148913709
ATSC1Z,-33.670360110803315
ATSC1c,-0.18666879454037358
ATSC1d,3.6786703601108046
ATSC1i,-4.241877535916918
ATSC1m,-143.54061882825513
ATSC1p,-0.6881513750406187
ATSC1s,0.08166995352795936
ATSC1v,-12.595453354426036
ATSC2Z,-73.76731301939056
ATSC2c,0.03682367470914939
ATSC2d,0.24376731301939192
ATSC2i,-16.509120221393665
ATSC2m,-326.8406967673133
ATSC2p,-3.040789759054222
ATSC2s,2.1109216468842766
ATSC2v,-336.40137119686574
ATSC3Z,25.301939058171733
ATSC3c,0.07287848040221312
ATSC3d,-3.310249307479224
ATSC3i,-3.3437859568831327
ATSC3m,99.09814956509697
ATSC3p,-0.13142702725627467
ATSC3s,-2.9243848798469623
ATSC3v,-26.299115738735367
ATSC4Z,-43.18836565096952
ATSC4c,-0.11707216813050493
ATSC4d,-7.124653739612189
ATSC4i,6.711644161900502
ATSC4m,-202.36816239889188
ATSC4p,0.2968532047889325
ATSC4s,-2.7267976513613346
ATSC4v,-149.93682748400178
ATSC5Z,13.290858725761773
ATSC5c,0.033257521797277374
ATSC5d,-3.905817174515237
ATSC5i,2.657717338141813
ATSC5m,48.84846539612204
ATSC5p,0.5849000938254951
ATSC5s,-1.9226867737292583
ATSC5v,-131.32758273936363
ATSC6Z,-26.501385041551245
ATSC6c,0.008552663416107362
ATSC6d,1.1163434903047078
ATSC6i,-4.268964466978174
ATSC6m,-114.07998034349028
ATSC6p,-0.7953971838581803
ATSC6s,0.05193536388320219
ATSC6v,-130.63664874398157
ATSC7Z,-16.703601108033236
ATSC7c,-0.00893320472184067
ATSC7d,3.313019390581716
ATSC7i,-0.622032090927584
ATSC7m,-59.2151077562326
ATSC7p,-0.3615241045054691
ATSC7s,1.5636171264683767
ATSC7v,133.28396623476866
ATSC8Z,24.869806094182824
ATSC8c,0.0128041146459832
ATSC8d,0.936288088642659
ATSC8i,2.2321093736352786
ATSC8m,116.600916764543
ATSC8p,0.6857162788184428
ATSC8s,0.5817132294794944
ATSC8v,139.94507557692006
AXp-0d,0.698345297806792
AXp-1d,0.44984817898057683
AXp-2d,0.28439341101169974
AXp-3d,0.1864767798615838
AXp-4d,0.11818231735853674
AXp-5d,0.08264523264879203
AXp-6d,0.05844402186094334
AXp-7d,0.039555133279042455
GATS1Z,0.8888272103350829
GATS1c,1.614129760701836
GATS1d,0.6679687499999999
GATS1i,1.1369644869228424
GATS1m,0.8812365242009712
GATS1p,0.9147821650296086
GATS1s,0.8528954349884076
GATS1v,0.840849238639427
GATS2Z,0.9503116168752525
GATS2c,0.9484978634992405
GATS2d,1.1411132812499998
GATS2i,1.271312491453352
GATS2m,0.949961911574882
GATS2p,1.0810445963984574
GATS2s,0.7455861126542598
GATS2v,1.0400508042426022
GATS3Z,0.6698272758022457
GATS3c,1.105775691548494
GATS3d,1.0831925675675673
GATS3i,1.0455484999596103
GATS3m,0.6909079918526959
GATS3p,0.7463504677292272
GATS3s,1.4633579227642957
GATS3v,0.8660719660279871
GATS4Z,1.0171893924101738
GATS4c,1.326777454058787
GATS4d,1.4472656249999998
GATS4i,0.8445091329203458
GATS4m,1.0260370703532882
GATS4p,0.8913202357966946
GATS4s,1.2671717604743578
GATS4v,1.023026919721494
GATS5Z,0.89910029413461
GATS5c,0.6106532272273412
GATS5d,1.1450892857142856
GATS5i,0.7828240438251017
GATS5m,0.9115384541237134
GATS5p,0.8989167309851813
GATS5s,1.020414506820942
GATS5v,1.128601466745876
GATS6Z,1.7258780783205494
GATS6c,0.4138618228754752
GATS6d,0.5238970588235293
GATS6i,1.010006760083662
GATS6m,1.6847062065353062
GATS6p,1.6152982458309528
GATS6s,0.6448200168127248
GATS6v,1.3089769796904633
GATS7Z,1.7258780783205494
GATS7c,0.5036841409080669
GATS7d,0.17812499999999998
GATS7i,0.8259703941329796
GATS7m,1.679739334803123
GATS7p,1.563639323336653
GATS7s,0.29989512887810577
GATS7v,1.0166625860923595
GATS8Z,0.0
GATS8c,0.049341933537092014
GATS8d,0.0
GATS8i,0.0
GATS8m,0.0
GATS8p,0.0
GATS8s,0.0
GATS8v,0.0
MATS1Z,-0.12267864352038756
MATS1c,-0.5976613952800178
MATS1d,0.3458333333333334
MATS1i,-0.11590289745668261
MATS1m,-0.1172521782806256
MATS1p,-0.09475042618039167
MATS1s,0.01218375688039564
MATS1v,-0.011640492868632994
MATS2Z,-0.16798294307630193
MATS2c,0.07368695736008422
MATS2d,0.014322916666666742
MATS2i,-0.28192923592185726
MATS2m,-0.16686384644795968
MATS2p,-0.26167582457634386
MATS2s,0.19682082446022842
MATS2v,-0.19431008417411583
MATS3Z,0.04983142205588712
MATS3c,0.12612786999713607
MATS3d,-0.16821509009009006
MATS3i,-0.049385892640408144
MATS3m,0.04375623258434296
MATS3p,-0.009781605567186427
MATS3s,-0.23582058763202393
MATS3v,-0.013137931197514097
MATS4Z,-0.09834855672184094
MATS4c,-0.23427026034807164
MATS4d,-0.41861979166666663
MATS4i,0.11461596287196134
MATS4m,-0.1033161730178441
MATS4p,0.025545767151437266
MATS4s,-0.2542446625952737
MATS4v,-0.08660558506512923
MATS5Z,0.046119537843397354
MATS5c,0.10141076684768781
MATS5d,-0.34970238095238104
MATS5i,0.06916010714219718
MATS5m,0.03800211177731459
MATS5p,0.07669897887087851
MATS5s,-0.2731732411847145
MATS5v,-0.11559105211301023
MATS6Z,-0.11359804317366834
MATS6c,0.03221557867153804
MATS6d,0.12346813725490179
MATS6i,-0.13722706698873618
MATS6m,-0.10963181836346789
MATS6p,-0.12884344053412836
MATS6s,0.009115136339313224
MATS6v,-0.14203771278747757
MATS7Z,-0.12171982236576502
MATS7c,-0.057203257904176255
MATS7d,0.6229166666666663
MATS7i,-0.033992174945692594
MATS7m,-0.09674056623439235
MATS7p,-0.0995553136091772
MATS7s,0.4665297358444464
MATS7v,0.24635731875641492
MATS8Z,0.9061364553895842
MATS8c,0.4099520245730471
MATS8d,0.8802083333333329
MATS8i,0.6098901763523633
MATS8m,0.9524629050484061
MATS8p,0.9441514180371245
MATS8s,0.8678164068823181
MATS8v,1.2933473757663538
MAXaaN,4.29925925925926
MAXsSH,4.126877362055934
MINaaN,4.29925925925926
MINsSH,4.126877362055934
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,1
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,4
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,14.603269765998466
SpAD_D,55.21634051617137
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0.661388888888889
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,190
TMWC10,90.14826414816662
TSRW10,55.31970386139656
VE1_Dt,3.3102507119762534
VE2_Dt,0.3009318829069321
VE3_Dt,1.292334110124352
VR1_Dt,40.44389278534944
VR2_Dt,3.6767175259408584
VR3_Dt,3.795225830089143
Xc-3dv,0.215775447589703
Xc-4dv,0.0
Xc-5dv,0.018633899812498248
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.09622504486493763
Xch-6d,0.2874574785652648
Xch-7d,0.4264551241040792
Xp-0dv,6.805362239944884
Xp-1dv,4.0768005533333715
Xp-2dv,2.6749880835141653
Xp-3dv,1.8877220913663992
Xp-4dv,1.2302876849985562
Xp-5dv,0.8374292066202504
Xp-6dv,0.42272271679304385
Xp-7dv,0.19261380504225528
Xpc-4d,1.33938327654387
Xpc-5d,2.089656319888506
Xpc-6d,2.7752071597449235
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,1
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,20
nFRing,1
nHBAcc,2
nHBDon,2
nHRing,1
nSpiro,0
naRing,2
piPC10,3.956189401198791
AATS0dv,6.805717998700456
AATS0pe,6.098926315789474
AATS0se,7.537840052631581
AATS1dv,7.405555555555556
AATS1pe,6.456425
AATS1se,7.7317807
AATS2dv,6.288194444444445
AATS2pe,6.358581250000001
AATS2se,7.682712437500001
AATS3dv,3.5675675675675675
AATS3pe,6.231024324324324
AATS3se,7.667882810810812
AATS4dv,2.107638888888889
AATS4pe,5.999875
AATS4se,7.508902875
AATS5dv,0.7301587301587302
AATS5pe,5.743285714285714
AATS5se,7.287922857142857
AATS6dv,0.19607843137254902
AATS6pe,5.505294117647059
AATS6se,7.182488705882354
AATS7dv,0.0
AATS7pe,5.161200000000001
AATS7se,6.9875136000000015
AATS8dv,0.0
AATS8pe,4.840000000000001
AATS8se,6.718464
AATSC0Z,13.72299168975069
AATSC0c,0.015616601307577766
AATSC0d,0.5318559556786704
AATSC0i,1.8299273050970408
AATSC0m,61.21021414404432
AATSC0p,0.36313893392441
AATSC0s,0.3351591562836048
AATSC0v,54.10189025744057
AATSC1Z,-1.6835180055401657
AATSC1c,-0.009333439727018679
AATSC1d,0.18393351800554023
AATSC1i,-0.21209387679584588
AATSC1m,-7.177030941412757
AATSC1p,-0.03440756875203094
AATSC1s,0.004083497676397968
AATSC1v,-0.6297726677213018
AATSC2Z,-2.305228531855955
AATSC2c,0.0011507398346609185
AATSC2d,0.0076177285318559974
AATSC2i,-0.515910006918552
AATSC2m,-10.213771773978541
AATSC2p,-0.09502467997044443
AATSC2s,0.06596630146513364
AATSC2v,-10.512542849902054
AATSC3Z,0.6838361907613982
AATSC3c,0.0019696886595192736
AATSC3d,-0.08946619749943849
AATSC3i,-0.09037259342927385
AATSC3m,2.6783283666242426
AATSC3p,-0.003552081817737153
AATSC3s,-0.07903742918505303
AATSC3v,-0.7107869118577126
AATSC4Z,-1.3496364265927976
AATSC4c,-0.003658505254078279
AATSC4d,-0.2226454293628809
AATSC4i,0.20973888005939068
AATSC4m,-6.324005074965371
AATSC4p,0.009276662649654141
AATSC4s,-0.0852124266050417
AATSC4v,-4.685525858875056
AATSC5Z,0.6328980345600844
AATSC5c,0.0015836915141560655
AATSC5d,-0.1859912940245351
AATSC5i,0.12655796848294348
AATSC5m,2.326117399815335
AATSC5p,0.027852385420261673
AATSC5s,-0.09155651303472659
AATSC5v,-6.253694416160173
AATSC6Z,-1.5589050024441908
AATSC6c,0.0005030978480063154
AATSC6d,0.06566726413557104
AATSC6i,-0.25111555688106907
AATSC6m,-6.71058707902884
AATSC6p,-0.046788069638716484
AATSC6s,0.0030550214048942464
AATSC6v,-7.684508749645975
AATSC7Z,-1.6703601108033237
AATSC7c,-0.0008933204721840671
