DLiP-ID,C001QI
AATSC5c,-0.0011492013335275193
AATSC5d,0.057019903173749324
AATSC5i,0.18324384813195355
AATSC5m,8.266731419437146
AATSC5p,0.03984421023437667
AATSC5s,0.181205546590162
AATSC5v,10.822939219515252
AATSC6Z,0.06431904555731932
AATSC6c,0.004615799229080682
AATSC6d,-0.06917785154182902
AATSC6i,0.3818355778976498
AATSC6m,0.2207871803785012
AATSC6p,0.021517324032859376
AATSC6s,0.44836382781973755
AATSC6v,1.7956305021474754
AATSC7Z,-0.811408284023669
AATSC7c,-0.002614003634585381
AATSC7d,-0.14040236686390534
AATSC7i,-0.39146421174323154
AATSC7m,-3.8456969289840077
AATSC7p,-0.0407051720336753
AATSC7s,-0.2175016436554897
AATSC7v,-7.649448245321065
AATSC8Z,-1.0612911772498455
AATSC8c,-0.0007926777819320021
AATSC8d,-0.08385586858606375
AATSC8i,-0.15692441020307338
AATSC8m,-5.2116978524624855
AATSC8p,-0.03864572771187575
AATSC8s,-0.2874078816960562
AATSC8v,-8.645294089159004
ATS0are,338.4145
ATS1are,359.84000000000003
ATS2are,628.4029
ATS3are,822.0776999999999
ATS4are,899.7139999999997
ATS5are,908.2518
ATS6are,804.5358
ATS7are,778.71
ATS8are,842.5489000000001
ATSC0dv,244.76923076923077
ATSC0pe,8.291267307692303
ATSC0se,5.41716269230769
ATSC1dv,80.2248520710059
ATSC1pe,0.9711961168639094
ATSC1se,0.6030197677514786
ATSC2dv,64.14201183431956
ATSC2pe,0.6100013683431992
ATSC2se,0.43484543934911113
ATSC3dv,72.36094674556213
ATSC3pe,-0.13116697485206946
ATSC3se,-0.28093175591715946
ATSC4dv,108.25443786982248
ATSC4pe,-0.0043556213017797996
ATSC4se,-0.6708496863905307
ATSC5dv,113.23076923076924
ATSC5pe,2.947076442307689
ATSC5se,1.2858537499999991
ATSC6dv,-2.7810650887573782
ATSC6pe,1.9339754068047412
ATSC6se,2.0144659393491082
ATSC7dv,-89.04142011834318
ATSC7pe,-1.44453679733728
ATSC7se,-1.029780241124257
ATSC8dv,-91.05917159763311
ATSC8pe,-1.5151003698224847
ATSC8se,-0.750045014792898
AXp-0dv,0.5548457493464227
AXp-1dv,0.3008381109395771
AXp-2dv,0.1560861323476473
AXp-3dv,0.08648661168731653
AXp-4dv,0.044764883762563906
AXp-5dv,0.02351316722016469
AXp-6dv,0.012384624406283198
AXp-7dv,0.006476887873568203
BertzCT,1155.0772686514633
ECIndex,681
ETA_eta,25.51474353869786
GATS1dv,0.39777726987029316
GATS1pe,0.4883486372647236
GATS1se,0.4921552894309568
GATS2dv,0.7335544007205479
GATS2pe,0.7053827591450657
GATS2se,0.6734390404299886
GATS3dv,0.7752912458158537
GATS3pe,0.8359586923839418
GATS3se,0.8097395763070917
GATS4dv,0.790753326000419
GATS4pe,0.9077326646656427
GATS4se,0.9428985550411965
GATS5dv,0.8786069367464716
GATS5pe,0.8876330811364871
GATS5se,0.9113718621300049
GATS6dv,1.0104589842252918
GATS6pe,0.9112080496048933
GATS6se,0.8627607714369104
GATS7dv,1.0142941546197362
GATS7pe,0.8999625899260554
GATS7se,0.9040083582783868
GATS8dv,1.0643439777854913
GATS8pe,1.1181231849025395
GATS8se,1.083842405200105
LogEE_A,4.336038250896907
LogEE_D,164.91965682107937
MATS1dv,0.3098794354608307
MATS1pe,0.11074564950582377
MATS1se,0.10524472178566002
MATS2dv,0.1404809268630895
MATS2pe,0.039440417331590635
MATS2se,0.04303230902840172
MATS3dv,0.11916838417649668
MATS3pe,-0.006377011774019245
MATS3se,-0.020904634957256665
MATS4dv,0.15970912773238355
MATS4pe,-0.00018970118674206638
MATS4se,-0.044719217310017115
MATS5dv,0.16821895891663335
MATS5pe,0.12925215423279296
MATS5se,0.08631514473104977
MATS6dv,-0.004803442126187415
MATS6pe,0.0986116583623366
MATS6se,0.15721221335477406
MATS7dv,-0.1513312382149591
MATS7pe,-0.07247713593008782
MATS7se,-0.07907988086014066
MATS8dv,-0.14436616415096107
MATS8pe,-0.07091188541214569
MATS8se,-0.05372964798709162
MAXaaCH,1.6451324833575915
MAXaaaC,0.36146615436298
MAXaasC,0.4133347505668936
MAXaasN,1.2436382747543462
MAXddsN,-0.562058089205629
MAXsCH3,2.1206153392539924
MAXsssN,2.340672488021736
MDEC-12,2.141751429539544
MDEC-13,0.750802375367166
MDEC-22,16.208358810247006
MDEC-23,21.844561015523663
MDEC-33,8.047178596950248
MDEN-23,1.0920483450836267
MDEN-33,1.11903458992738
MDEO-11,0.7211247851537042
MINaaCH,1.200209486381023
MINaaaC,0.08981976754072707
MINaasC,-0.552561919702071
MINaasN,1.2436382747543462
MINddsN,-0.562058089205629
MINsCH3,2.1206153392539924
MINsssN,2.1830371315192743
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.797619047619048
SM1_Dzi,1.9993536784396841
SM1_Dzm,1.8280866026244902
SM1_Dzp,-7.835996551790101
SM1_Dzv,-3.3402662406919283
SddssSe,0
SpAD_Dt,672.2494508169643
SpAbs_A,39.003037372950864
SpAbs_D,329.8393136421587
SpMAD_A,1.3001012457650287
SpMAD_D,10.994643788071956
SpMax_A,2.5085954119074914
SpMax_D,164.91965682107937
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,84.51000000000002
TpiPC10,9.552846266739
VAdjMat,6.044394119358453
VE1_DzZ,5.356889337988356
VE1_Dzi,5.356622735813063
VE1_Dzm,5.356892649961431
VE1_Dzp,5.331830376870169
VE1_Dzv,5.347379446262795
VE2_DzZ,0.1785629779329452
VE2_Dzi,0.17855409119376875
VE2_Dzm,0.17856308833204768
VE2_Dzp,0.17772767922900562
VE2_Dzv,0.17824598154209317
VE3_DzZ,2.776995747893859
VE3_Dzi,2.776945978560794
VE3_Dzm,2.7769963661579
VE3_Dzp,2.7723068781886346
VE3_Dzv,2.7752189064450383
VR1_DzZ,198.5523049743199
VR1_Dzi,198.7487908884948
VR1_Dzm,198.5272499686206
VR1_Dzp,202.2794116012829
VR1_Dzv,200.06333517998894
VR2_DzZ,6.618410165810663
VR2_Dzi,6.62495969628316
VR2_Dzm,6.61757499895402
VR2_Dzp,6.742647053376097
VR2_Dzv,6.668777839332964
VR3_DzZ,6.389664855215105
VR3_Dzi,6.390653958604146
VR3_Dzm,6.38953865881229
VR3_Dzp,6.408262256042771
VR3_Dzv,6.397246280984861
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.11433403899401219
Xch-7dv,0.16307253454720233
Xpc-4dv,1.8539814009929212
Xpc-5dv,2.384816055723417
Xpc-6dv,3.115661475334698
Zagreb1,160.0
Zagreb2,191.0
fragCpx,219.09
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,1
n6FRing,0
n6HRing,2
n6aRing,3
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,17
nBondsD,2
nBondsM,19
nBondsO,33
nBondsS,36
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,9
naHRing,1
AATS0are,6.507971153846153
AATS1are,6.542545454545455
AATS2are,6.478380412371134
AATS3are,6.372695348837209
AATS4are,6.248013888888887
AATS5are,6.351411188811189
AATS6are,6.540941463414634
AATS7are,6.22968
AATS8are,6.287678358208956
AATSC0dv,4.707100591715976
AATSC0pe,0.159447448224852
AATSC0se,0.10417620562130173
AATSC1dv,1.458633674018289
AATSC1pe,0.017658111215707442
AATSC1se,0.01096399577729961
AATSC2dv,0.6612578539620574
AATSC2pe,0.006288673900445353
AATSC2se,0.004482942673702177
AATSC3dv,0.5609375716710243
AATSC3pe,-0.001016798254667205
AATSC3se,-0.0021777655497454223
AATSC4dv,0.751766929651545
AATSC4pe,-3.0247370151248608e-05
AATSC4se,-0.004658678377712018
AATSC5dv,0.7918235610543304
AATSC5pe,0.02060892616998384
AATSC5se,0.008991984265734259
AATSC6dv,-0.02261028527445023
AATSC6pe,0.015723377291095457
AATSC6se,0.016377771864626897
AATSC7dv,-0.7123313609467454
AATSC7pe,-0.01155629437869824
AATSC7se,-0.008238241928994056
AATSC8dv,-0.6795460566987546
AATSC8pe,-0.011306719177779737
AATSC8se,-0.005597350856663417
AETA_eta,0.8504914512899286
ATSC0are,9.150605769230763
ATSC1are,1.0569458210059195
ATSC2are,0.5382411612426078
ATSC3are,-0.29277392751479103
ATSC4are,-0.4488313609467498
ATSC5are,2.838999519230767
ATSC6are,2.5022421227810727
ATSC7are,-1.6258792529585828
ATSC8are,-1.4577956360946753
BCUTZ-1h,9.004071164148915
BCUTZ-1l,5.679261770746136
BCUTc-1h,0.4900359824377145
BCUTc-1l,-0.4204784112017263
BCUTd-1h,3.298156147271086
BCUTd-1l,0.972684848732112
BCUTi-1h,17.424773390213282
BCUTi-1l,10.943457090564534
BCUTm-1h,19.000142739872164
BCUTm-1l,11.693457796056608
BCUTp-1h,2.006249050560254
BCUTp-1l,0.5458470361779235
BCUTs-1h,8.002975698764029
BCUTs-1l,1.3637256792717505
BCUTv-1h,20.90304115466691
BCUTv-1l,13.30411866604226
BalabanJ,1.4979577697382718
Diameter,14
ETA_beta,39.0
GATS1are,0.49697514580457397
GATS2are,0.7145215649683495
GATS3are,0.8410003648692428
GATS4are,0.920184070761744
GATS5are,0.9004726558570726
GATS6are,0.9045494712042332
GATS7are,0.9000709032504155
GATS8are,1.116764088428958
HybRatio,0.3333333333333333
Lipinski,True
LogEE_Dt,336.12472540848216
MATS1are,0.10920525438101544
MATS2are,0.03153251934641059
MATS3are,-0.012897222338501668
MATS4are,-0.01771226906069825
MATS5are,0.11281913870771479
MATS6are,0.11560529270844529
MATS7are,-0.0739148627192611
MATS8are,-0.06182232670128234
MAXssCH2,0.9868838742411005
MINssCH2,0.3829921737213404
NsssssAs,0
RotRatio,0.15151515151515152
SM1_Dzpe,1.9413803257413138
SM1_Dzse,1.76029936621724
SMR_VSA1,9.313726096492491
SMR_VSA2,0.0
SMR_VSA3,19.35089763043952
SMR_VSA4,0.0
SMR_VSA5,13.4684936056032
SMR_VSA6,32.72378202956288
SMR_VSA7,74.5743171661665
SMR_VSA8,0.0
SMR_VSA9,5.687386274683562
SpAD_DzZ,248.49036371269378
SpAD_Dzi,236.55550088477872
SpAD_Dzm,248.4106863211218
SpAD_Dzp,377.04738068049306
SpAD_Dzv,329.35808751998724
SpAbs_Dt,672.2494508169648
SpDiam_A,5.017190823814982
SpDiam_D,228.02710864394462
SpMAD_Dt,22.408315027232145
SpMax_Dt,336.12472540848216
SsssssAs,0
VE1_Dzpe,5.356921018883342
VE1_Dzse,5.356877502440343
VE2_Dzpe,0.17856403396277806
VE2_Dzse,0.17856258341467812
VE3_Dzpe,2.777001661923309
VE3_Dzse,2.7769935384845654
VMcGowan,293.8800000000008
VR1_Dzpe,198.54504693051473
VR1_Dzse,198.56586791570112
VR2_Dzpe,6.618168231017157
VR2_Dzse,6.618862263856704
VR3_Dzpe,6.389628299726779
VR3_Dzse,6.38973316204321
mZagreb1,9.722222222222221
mZagreb2,6.61111111111111
n10ARing,0
n10FRing,1
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,1
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,9
nBondsKS,46
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.17597318786982236
AATSC1are,0.019217196745562173
AATSC2are,0.005548877950954719
AATSC3are,-0.0022695653295720236
AATSC4are,-0.0031168844510190957
AATSC5are,0.019853143491124246
AATSC6are,0.020343431892529046
AATSC7are,-0.013007034023668663
AATSC8are,-0.010879071911154293
AETA_beta,1.3
BCUTdv-1h,7.005191155396088
BCUTdv-1l,0.9880092474829263
BCUTpe-1h,3.988680949112676
BCUTpe-1l,2.2232221892301838
BCUTse-1h,4.009967653787797
BCUTse-1l,2.4185218880819432
ETA_alpha,13.785714285714286
ETA_dBeta,-2.0
ETA_eta_B,0.44064801413676413
ETA_eta_F,32.65218797328684
ETA_eta_L,6.682745592403844
ETA_eta_R,58.1669315119847
ETA_psi_1,0.5219037317468904
LabuteASA,171.8678935189081
LogEE_DzZ,124.26895544310742
LogEE_Dzi,118.25868587098782
LogEE_Dzm,124.23139023888915
LogEE_Dzp,186.8882126956358
LogEE_Dzv,164.0109905118552
PEOE_VSA1,4.899909730850478
PEOE_VSA2,24.375864831479227
PEOE_VSA3,9.374393568622029
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,19.056471336613843
PEOE_VSA7,24.743857611297404
PEOE_VSA8,38.31175976057352
PEOE_VSA9,28.058378661494864
SM1_Dzare,2.175725521796865
SpAD_Dzpe,245.5602258538699
SpAD_Dzse,248.972986620235
SpAbs_DzZ,246.93242720475726
SpAbs_Dzi,234.84606777727822
SpAbs_Dzm,246.82634459884724
SpAbs_Dzp,381.6124219430616
SpAbs_Dzv,331.36224726440236
SpDiam_Dt,466.0787912063955
SpMAD_DzZ,8.283012123756459
SpMAD_Dzi,7.885183362825957
SpMAD_Dzm,8.28035621070406
SpMAD_Dzp,12.568246022683102
SpMAD_Dzv,10.978602917332909
SpMax_DzZ,124.26895544310742
SpMax_Dzi,118.25868587098782
SpMax_Dzm,124.23139023888915
SpMax_Dzp,186.8882126956358
SpMax_Dzv,164.0109905118552
VE1_Dzare,5.35699148824403
VE2_Dzare,0.17856638294146768
VE3_Dzare,2.7770148166621853
VR1_Dzare,198.51984530641136
VR2_Dzare,6.617328176880378
VR3_Dzare,6.389501360152769
n10AHRing,0
n10FARing,0
n10FHRing,1
n10FaRing,1
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,16
nAromBond,17
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.45952380952380956
AETA_dBeta,-0.06666666666666667
AETA_eta_B,0.014688267137892138
AETA_eta_F,1.0884062657762281
AETA_eta_L,0.22275818641346146
AETA_eta_R,1.9388977170661568
BCUTare-1h,4.107726667236121
BCUTare-1l,2.174667840596804
ETA_beta_s,20.5
ETA_dPsi_A,0.19209626825310955
ETA_dPsi_B,0.0
ETA_eta_BR,0.7846480141367641
ETA_eta_FL,7.790819955832488
ETA_eta_RL,14.473565548236332
LogEE_Dzpe,122.80101242549492
LogEE_Dzse,124.5095396426682
PEOE_VSA10,11.641625339045822
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,11.24665316973557
SlogP_VSA1,5.559266895052007
SlogP_VSA2,56.99799070882006
SlogP_VSA3,6.544756405912575
SlogP_VSA4,15.931539109811467
SlogP_VSA5,12.748141697690551
SlogP_VSA6,47.25910666330309
SlogP_VSA7,0.0
SlogP_VSA8,16.590311206764618
SlogP_VSA9,0.0
SpAD_Dzare,241.55294013000332
SpAbs_Dzpe,243.8776962382275
SpAbs_Dzse,247.44739383618003
SpDiam_DzZ,175.42418144847733
SpDiam_Dzi,166.51194984320037
SpDiam_Dzm,175.40180335337666
SpDiam_Dzp,261.4347746070655
SpDiam_Dzv,231.6199356038322
SpMAD_Dzpe,8.185340861795662
SpMAD_Dzse,8.299099554007833
SpMax_Dzpe,122.80101242549492
SpMax_Dzse,124.5095396426682
n10FAHRing,0
n10FaHRing,1
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,30
AETA_beta_s,0.6833333333333333
AETA_eta_BR,0.026154933804558803
AETA_eta_FL,0.2596939985277496
AETA_eta_RL,0.48245218494121106
DetourIndex,4954
EState_VSA1,16.299798784915573
EState_VSA2,16.76099676383192
EState_VSA3,17.88586162152876
EState_VSA4,32.72378202956288
EState_VSA5,34.898934990099406
EState_VSA6,12.13273413692322
EState_VSA7,0.0
EState_VSA8,21.707535182338788
EState_VSA9,0.0
ETA_beta_ns,18.5
ETA_shape_p,0.12953367875647667
ETA_shape_x,0.0
ETA_shape_y,0.36994818652849737
GhoseFilter,True
LogEE_Dzare,120.79629557820162
SlogP_VSA10,10.077801322358383
SlogP_VSA11,0.0
SpAbs_Dzare,239.67246106120479
SpDiam_Dzpe,173.31406950251534
SpDiam_Dzse,175.7543920646052
SpMAD_Dzare,8.051764671000111
SpMax_Dzare,120.79629557820162
TopoPSA(NO),84.51000000000002
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,15.846167436709916
VSA_EState9,60.82049922995675
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.6166666666666667
EState_VSA10,19.299270500512215
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.04047619047619045
FilterItLogS,-5.044688615406177
SpDiam_Dzare,170.45358054542024
ETA_beta_ns_d,1.5
ETA_epsilon_1,0.6348901098901097
ETA_epsilon_2,0.8804761904761901
ETA_epsilon_3,0.44285714285714245
ETA_epsilon_4,0.5720982142857136
ETA_epsilon_5,0.8804761904761901
AETA_beta_ns_d,0.05
ETA_dEpsilon_A,0.1920329670329673
ETA_dEpsilon_B,0.06279189560439613
ETA_dEpsilon_C,-0.12924107142857116
ETA_dEpsilon_D,0.0
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.7666666666666667
MDEDescriptor,"0.0,2.141751429539544,0.750802375367166,0.0,16.208358810247006,21.844561015523663,0.0,8.047178596950248,0.0,0.0,0.7211247851537042,0.0,0.0,0.0,0.0,0.0,0.0,1.0920483450836267,1.11903458992738"
APolDescriptor,60.092445999999974
BCUTDescriptor,"11.994290644334683,18.99840825042976,-0.32998339904502355,0.24584535576560634,3.8279538629496446,11.559687989123393"
BPolDescriptor,34.727554
TPSADescriptor,84.51000000000002
ALOGPDescriptor,"4.491300000000001,20.171775690000008,101.996"
XLogPDescriptor,3.122
VAdjMaDescriptor,6.044394119358453
WeightDescriptor,411.17066796
ChiPathDescriptor,"21.250347897697548,14.473565548236335,13.129629769998866,11.315742172556364,9.318143440606349,7.956878677943282,5.76683267151146,4.240394985407473,16.47451478857,9.926779804457587,7.326254077656561,5.539260825170857,3.81968874719818,2.74819938120179,1.6405229269704096,1.0221319828314965"
ChiChainDescriptor,"0.0,0.0,0.0,0.28006896957329525,0.5437520345994028,0.0,0.0,0.0,0.11433403899401218,0.16805474937507944"
AtomCountDescriptor,52
BondCountDescriptor,33
SmallRingDescriptor,"4,3,3,2,0,0,0,4,0,0,0"
ChiClusterDescriptor,"2.0530106120096074,0.0,0.5745670200355855,0.0,0.862157521310791,0.0,0.09112194772889398,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,2,11,1,7,0,0,0"
ZagrebIndexDescriptor,160.0
LargestChainDescriptor,15
MannholdLogPDescriptor,2.7800000000000002
WeightedPathDescriptor,"61.526655065226336,2.050888502174211,26.670692433361857,7.475502972040327,16.63905757523889"
FractionalPSADescriptor,0.20553508940531093
WienerNumbersDescriptor,"2370.0,52.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"5.116473115323651,7.899053693901731,11.872331174603822,1.829220410560949,2.386731132762436,2.832412241478663"
FractionalCSP3Descriptor,0.3333333333333333
KierHallSmartsDescriptor,"0,0,0,0,0,0,1,0,6,0,0,7,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,2
HBondDonorCountDescriptor,0
LargestPiSystemDescriptor,20
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"23.168044077134986,10.29244001810774,5.16796875"
AromaticAtomsCountDescriptor,16
AromaticBondsCountDescriptor,17
FragmentComplexityDescriptor,2155.09
HBondAcceptorCountDescriptor,4
HybridizationRatioDescriptor,0.3333333333333333
AutocorrelationDescriptorMass,"35.625352752047895,37.01498348095629,53.340486086038695,59.40671549497914,57.11273758990268"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,5
AutocorrelationDescriptorCharge,"0.5723013325424019,-0.28863496647648623,-0.04604122859194015,0.26291491645968096,-0.3702564234680482"
EccentricConnectivityIndexDescriptor,681
AutocorrelationDescriptorPolarizability,"2065.1408092646243,2471.4275420728472,3552.2835118621533,3872.656521058503,3575.0705012492494"
