DLiP-ID,C100MK
DLiP-Mol-ID,35856
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C22H16FN3O4S/c23-17-5-1-2-6-18(17)24-20(28)13-26-21(29)19(31-22(26)30)12-15-4-3-11-25(15)14-7-9-16(27)10-8-14/h1-12,27H,13H2,(H,24,28)/b19-12-"
Standard Inchi Key(RDKit),USROBXIWJTVBRX-UNOMPAQXSA-N
Canonical SMILES(RDKit),O=C(CN1C(=O)S/C(=C\c2cccn2-c2ccc(O)cc2)C1=O)Nc1ccccc1F
SMILES(SDF),
MW(SDF),
MW(RDKit),437.452
MW Monoisotopic(RDKit),437.084555212
MolLogP(RDKit),3.997
XLogP(SDF),
XLogP(CDK),2.786
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),6
HBA Lipinski(RDKit),7
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),91.64
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),5
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),31
QED Weighted(RDKit),0.589067484106989
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Keap1/Nrf2
Common Target Pref Name,KEAP1/NRF2
RDKit Descriptors
Ipc,13460913.292471379
qed,0.5890674841069894
Chi0,21.957454678884098
Chi1,14.918723993369941
TPSA,91.64000000000001
Chi0n,15.987908432826615
Chi0v,16.80440501375434
Chi1n,9.187026542458087
Chi1v,10.003523123385817
Chi2n,6.6153317341940685
Chi2v,7.60852313755517
Chi3n,4.510408024172699
Chi3v,5.417799747477012
Chi4n,3.026611752212718
Chi4v,3.8495685093895045
MolMR,115.1405
MolWt,437.4520000000001
fr_SH,0
Kappa1,20.423895860663517
Kappa2,8.485672300109405
Kappa3,4.359096320156859
fr_ArN,0
fr_COO,0
fr_C_O,3
fr_C_S,0
fr_NH0,2
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1203.4749012293626
MolLogP,3.9970000000000017
NOCount,7
fr_Ar_N,1
fr_COO2,0
fr_urea,0
BalabanJ,1.5055494561934206
SMR_VSA1,23.880553994730988
SMR_VSA2,0.0
SMR_VSA3,9.467009378641833
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,11.861545009918906
SMR_VSA7,83.2767996060136
SMR_VSA8,0.0
SMR_VSA9,11.436898107967467
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,1
fr_HOCCN,0
fr_Imine,0
fr_amide,3
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,1
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,180.336083274331
NHOHCount,2
PEOE_VSA1,14.99041564663839
PEOE_VSA2,19.28352128306594
PEOE_VSA3,4.39041504767482
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,12.13273413692322
PEOE_VSA7,66.36884160391787
PEOE_VSA8,17.5781578411451
PEOE_VSA9,10.592522788573609
RingCount,4
SMR_VSA10,40.578862502783856
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
