DLiP-ID,J100FA
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,9.606343483090798
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,100.10559832047461
TIC1,213.00297121768412
TIC2,278.5852504206835
TIC3,324.6389982256938
TIC4,334.1487732300207
TIC5,334.1487732300207
Vabc,416.5861799992034
WPol,57
apol,69.594618
bpol,37.02738200000002
nRot,8
ABCGG,21.275062431020707
ATS0Z,1634.0
ATS0d,208.0
ATS0i,9671.813056530576
ATS0m,6469.520489000002
ATS0p,97.10525152607399
ATS0s,319.60502400548694
ATS0v,13831.696936448236
ATS1Z,1890.0
ATS1d,259.0
ATS1i,9153.167439583656
ATS1m,7259.046517000003
ATS1p,122.27525573600005
ATS1s,192.72530864197532
ATS1v,17414.481576225844
ATS2Z,2672.0
ATS2d,412.0
ATS2i,16562.852147915637
ATS2m,10143.74643
ATS2p,184.50053920333897
ATS2s,402.4861111111111
ATS2v,25851.947052693595
ATS3Z,2949.0
ATS3d,468.0
ATS3i,20822.35004733865
ATS3m,10751.763749999995
ATS3p,225.95558392879195
ATS3s,438.1604938271603
ATS3v,30514.890244369613
ATS4Z,2930.0
ATS4d,492.0
ATS4i,27254.89525681759
ATS4m,10399.681086
ATS4p,235.28484805752703
ATS4s,548.9290123456791
ATS4v,31394.641861958167
ATS5Z,2925.0
ATS5d,478.0
ATS5i,26397.730687216517
ATS5m,10583.162404000002
ATS5p,232.92391945916802
ATS5s,515.6234567901234
ATS5v,31072.966794815613
ATS6Z,2916.0
ATS6d,477.0
ATS6i,27384.71357084185
ATS6m,10398.325288000005
ATS6p,231.29756093231907
ATS6s,556.4876543209879
ATS6v,30973.96962845506
ATS7Z,2757.0
ATS7d,454.0
ATS7i,27220.777787727384
ATS7m,9864.489061
ATS7p,215.8643854014131
ATS7s,531.7854938271606
ATS7v,28906.08919477242
ATS8Z,2653.0
ATS8d,408.0
ATS8i,24704.24623055468
ATS8m,9523.525872
ATS8p,203.207594528621
ATS8s,494.5401234567899
ATS8v,26843.68786083136
C1SP1,0
C1SP2,1
C1SP3,2
C2SP1,0
C2SP2,14
C2SP3,1
C3SP2,4
C3SP3,1
C4SP3,0
FCSP3,0.24
GGI10,0.2431404958677686
JGI10,0.007151191054934372
JGT10,0.5173508392152225
Kier1,27.04601899196494
Kier2,11.588477366255145
Kier3,6.297163261257687
MAXdO,12.993404135387847
MID_C,51.541094652504164
MID_N,8.297580756541912
MID_O,6.8851187048697176
MID_X,0.0
MID_h,17.405474870094835
MINdO,11.722421934307446
MPC10,166
MWC01,37.0
MWC02,5.209486152841421
MWC03,6.07073772800249
MWC04,6.9650803456014065
MWC05,7.847371836159788
MWC06,8.743372131273969
MWC07,9.632924771891735
MWC08,10.529826972514458
MWC09,11.422573970539215
MWC10,12.319959210907435
NaaCH,11
NaaNH,0
NaaSe,0
NaaaC,2
NaasC,5
NaasN,1
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,3
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,1
NsssP,0
SLogP,3.7040200000000025
SRW02,4.31748811353631
SRW03,0.0
SRW04,5.673323267171493
SRW05,2.3978952727983707
SRW06,7.21890970761906
SRW07,4.727387818712341
SRW08,8.848365694942547
SRW09,6.803505257608338
SRW10,10.522045876105
SaaCH,19.64602285591385
SaaNH,0
SaaSe,0
SaaaC,1.5477548843244613
SaasC,3.590128880095113
SaasN,1.664987632827987
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.9211655234639882
SdssS,0
SsCH3,5.2649508936630145
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,1.3117696032856565
SsssP,0
VE1_A,5.045762178299825
VE1_D,5.74572987362723
VE2_A,0.14840476994999485
VE2_D,0.16899205510668325
VE3_A,2.8423241499930416
VE3_D,2.9722323798710946
VR1_A,324.4109586469809
VR1_D,231.288578637944
VR2_A,9.541498783734731
VR2_D,6.802605254057177
VR3_A,7.005786534572025
VR3_D,6.66744162064311
WPath,3527
Xc-3d,3.077630319949767
Xc-4d,0.16666666666666666
Xc-5d,1.1690309598861477
Xc-6d,0.20118446353109126
Xp-0d,24.457454678884094
Xp-1d,16.16274092922623
Xp-2d,15.448650951603561
Xp-3d,12.746883089381207
Xp-4d,9.974787140043277
Xp-5d,8.167527412328266
Xp-6d,5.40804812056205
Xp-7d,4.056200951570855
ZMIC0,109.73506345867479
ZMIC1,62.970086516073785
ZMIC2,36.73614317550044
ZMIC3,27.875960789022006
ZMIC4,27.170071420116653
ZMIC5,27.170071420116653
nAcid,1
nAtom,60
nBase,0
nRing,4
piPC1,3.9512437185814275
piPC2,4.617592705986649
piPC3,5.1740288410046915
piPC4,5.721745175030374
piPC5,6.245864488072746
piPC6,6.510421087695777
piPC7,6.9387011648946855
piPC8,7.302493791479926
piPC9,7.527514480534924
AATS0Z,27.233333333333334
AATS0d,3.466666666666667
AATS0i,161.1968842755096
AATS0m,107.82534148333337
AATS0p,1.6184208587678997
AATS0s,5.326750400091449
AATS0v,230.52828227413727
AATS1Z,30.0
AATS1d,4.111111111111111
AATS1i,145.28837205688345
AATS1m,115.22296058730164
AATS1p,1.9408770751746038
AATS1s,3.0591318832059575
AATS1v,276.4203424797753
AATS2Z,24.74074074074074
AATS2d,3.814814814814815
AATS2i,153.35974211032996
AATS2m,93.92357805555555
AATS2p,1.7083383259568423
AATS2s,3.7267232510288064
AATS2v,239.36988011753328
AATS3Z,21.369565217391305
AATS3d,3.391304347826087
AATS3i,150.88659454593224
AATS3m,77.91133152173909
AATS3p,1.6373593038318257
AATS3s,3.175076042225799
AATS3v,221.12239307514213
AATS4Z,17.03488372093023
AATS4d,2.86046511627907
AATS4i,158.45869335359063
AATS4m,60.46326212790698
AATS4p,1.367935163125157
AATS4s,3.191447746195809
AATS4v,182.52698756952424
AATS5Z,17.410714285714285
AATS5d,2.8452380952380953
AATS5i,157.12934932866975
AATS5m,62.995014309523825
AATS5p,1.3864519015426668
AATS5s,3.0691872427983538
AATS5v,184.95813568342626
AATS6Z,16.85549132947977
AATS6d,2.7572254335260116
AATS6i,158.29314202798759
AATS6m,60.10592652023124
AATS6p,1.336980120996064
AATS6s,3.216691643473918
AATS6v,179.04028686968243
AATS7Z,16.31360946745562
AATS7d,2.6863905325443787
AATS7i,161.0696910516413
AATS7m,58.36975775739645
AATS7p,1.2773040556296633
AATS7s,3.1466597267879326
AATS7v,171.04194789806166
AATS8Z,17.227272727272727
AATS8d,2.6493506493506493
AATS8i,160.41718331529012
AATS8m,61.84107709090909
AATS8p,1.319529834601435
AATS8s,3.211299502966168
AATS8v,174.30966143396986
AMID_C,1.5159145486030636
AMID_N,0.244046492839468
AMID_O,0.20250349131969758
AMID_X,0.0
AMID_h,0.5119257314733775
ATS0dv,480.44444444444446
ATS0pe,379.3597
ATS0se,466.1502209999999
ATS1dv,424.0
ATS1pe,410.8378
ATS1se,491.8833479999997
ATS2dv,695.0
ATS2pe,696.1699999999998
ATS2se,842.3460799999997
ATS3dv,607.6666666666666
ATS3pe,871.2035000000004
ATS3se,1064.75059
ATS4dv,624.6666666666666
ATS4pe,1073.25
ATS4se,1327.9624460000002
ATS5dv,647.3333333333333
ATS5pe,1025.3425
ATS5se,1272.4631579999998
ATS6dv,665.0
ATS6pe,1069.3324999999995
ATS6se,1327.508292
ATS7dv,644.0
ATS7pe,1041.8721999999998
ATS7se,1296.1891600000001
ATS8dv,569.6666666666667
ATS8pe,955.5506
ATS8se,1184.949094
ATSC0Z,575.6000000000001
ATSC0c,0.8795786085606963
ATSC0d,41.33333333333333
ATSC0i,94.84616790800084
ATSC0m,2652.414264183333
ATSC0p,16.381737283308595
ATSC0s,121.62199788523093
ATSC0v,3028.34215526149
ATSC1Z,120.12000000000006
ATSC1c,-0.5000158122443716
ATSC1d,15.666666666666664
ATSC1i,-1.0944069671120071
ATSC1m,519.9565519241669
ATSC1p,-0.840255458461729
ATSC1s,-20.150595779035193
ATSC1v,53.81868890122276
ATSC2Z,158.71999999999997
ATSC2c,0.15701464662802914
ATSC2d,-6.333333333333339
ATSC2i,31.78672596272751
ATSC2m,733.9036498200003
ATSC2p,5.281369044903222
ATSC2s,53.207790066300895
ATSC2v,721.6798291877865
ATSC3Z,-316.08
ATSC3c,-0.04859610395754119
ATSC3d,-15.333333333333337
ATSC3i,-38.78705690923252
ATSC3m,-1430.2461746716663
ATSC3p,-8.029589659290675
ATSC3s,-9.419738368770012
ATSC3v,-1200.7751958442766
ATSC4Z,-239.32000000000008
ATSC4c,-0.08591093449561452
ATSC4d,-5.222222222222221
ATSC4i,-10.053005999962998
ATSC4m,-1112.3672090088885
ATSC4p,-1.4900012029873198
ATSC4s,-55.691515393994806
ATSC4v,-847.5551547529933
ATSC5Z,37.92000000000005
ATSC5c,0.1646190035574991
ATSC5d,-3.6666666666666674
ATSC5i,-11.10145528021374
ATSC5m,180.4047644533332
ATSC5p,-1.6053668907343794
ATSC5s,9.822321959304984
ATSC5v,-40.52557985375799
ATSC6Z,-139.07999999999996
ATSC6c,-0.20762614752421577
ATSC6d,-2.4444444444444438
ATSC6i,-23.282671374386645
ATSC6m,-619.928669745278
ATSC6p,-3.4293897914924303
ATSC6s,-23.018188609777468
ATSC6v,-415.63070410602154
ATSC7Z,17.760000000000012
ATSC7c,-0.06145669048464643
ATSC7d,-3.2222222222222205
ATSC7i,-5.265943947175198
ATSC7m,100.81869991694421
ATSC7p,1.21593874327771
ATSC7s,-20.68683296658285
ATSC7v,292.08839517861054
ATSC8Z,-6.439999999999996
ATSC8c,0.40119246073063913
ATSC8d,-5.888888888888886
ATSC8i,2.237519609872814
ATSC8m,-36.4484276205555
ATSC8p,-0.41194653411554044
ATSC8s,-3.869936604557234
ATSC8v,-311.96401658926385
AXp-0d,0.7193369023201204
AXp-1d,0.4368308359250333
AXp-2d,0.2860861287333993
AXp-3d,0.17953356463917192
AXp-4d,0.11207626000048626
AXp-5d,0.07358132803899338
AXp-6d,0.04544578252573151
AXp-7d,0.028767382635254288
GATS1Z,0.810251828319931
GATS1c,1.5133369118388
GATS1d,0.8496543778801845
GATS1i,1.1890389233729965
GATS1m,0.8027029834204744
GATS1p,1.1967034631657008
GATS1s,0.7382415625999709
GATS1v,0.9565477302765776
GATS2Z,0.7545266774766425
GATS2c,0.7805384872295119
GATS2d,1.3547267025089609
GATS2i,0.9272200537295125
GATS2m,0.7522100322106084
GATS2p,0.8152424201203315
GATS2s,0.47170443077125124
GATS2v,0.821257208492599
GATS3Z,1.3930580314429302
GATS3c,0.846090915710471
GATS3d,1.3550140252454421
GATS3i,1.2618244140809938
GATS3m,1.3625634627635705
GATS3p,1.4086169466459604
GATS3s,0.8710711888394139
GATS3v,1.1772013176949432
GATS4Z,1.089080958999305
GATS4c,0.8272548899157826
GATS4d,1.0332192423105777
GATS4i,1.016440984867267
GATS4m,1.0927334844922583
GATS4p,0.9954957563870488
GATS4s,1.2818745457244485
GATS4v,1.068812832331041
GATS5Z,0.9100079833879344
GATS5c,0.7614733124606231
GATS5d,1.0068404377880187
GATS5i,1.0089098823037717
GATS5m,0.9132525005305521
GATS5p,1.0238914834258455
GATS5s,0.7937580103869514
GATS5v,1.0151670601898315
GATS6Z,1.0753794984474605
GATS6c,1.115240145849917
GATS6d,1.0396233451426442
GATS6i,1.0415703809122425
GATS6m,1.0715776839315048
GATS6p,1.0762798990073277
GATS6s,1.1231040720570709
GATS6v,1.0414170940377037
GATS7Z,0.9261547507925867
GATS7c,1.0416602877585537
GATS7d,1.0135522046192023
GATS7i,0.9704790212123893
GATS7m,0.9302042580693056
GATS7p,0.9098307842658981
GATS7s,1.0974595445040016
GATS7v,0.948027809257999
GATS8Z,0.9877440141512412
GATS8c,0.879337931537261
GATS8d,1.0334886887306245
GATS8i,0.9746121017679396
GATS8m,0.9893502052747692
GATS8p,0.9845708233762591
GATS8s,0.9609884629200928
GATS8v,1.0212073975211045
MATS1Z,0.19874913134120922
MATS1c,-0.5414019063629479
MATS1d,0.36098310291858676
MATS1i,-0.010989293216795946
MATS1m,0.18669659668367192
MATS1p,-0.048849720877189605
MATS1s,-0.157792536981598
MATS1v,0.016925397317667
MATS2Z,0.15319280364450616
MATS2c,0.09917289755435717
MATS2d,-0.08512544802867392
MATS2i,0.18618877906215986
MATS2m,0.15371816363894297
MATS2p,0.17910761618822205
MATS2s,0.24304717801183848
MATS2v,0.13239363912068897
MATS3Z,-0.23875275704746643
MATS3c,-0.024021435543639478
MATS3d,-0.16129032258064524
MATS3i,-0.17780304843713418
MATS3m,-0.23444533959034042
MATS3p,-0.21311084889507734
MATS3s,-0.03367432283976394
MATS3v,-0.17239669275783243
MATS4Z,-0.1450377361539829
MATS4c,-0.034071918469055204
MATS4d,-0.044073518379594896
MATS4i,-0.03697421451468893
MATS4m,-0.1462950483074527
MATS4p,-0.03172849451302077
MATS4s,-0.15973486005542578
MATS4v,-0.0976305713672917
MATS5Z,0.0235282438201132
MATS5c,0.0668416679286242
MATS5d,-0.031682027649769594
MATS5i,-0.04180248442999813
MATS5m,0.024291180261347817
MATS5p,-0.03499905463040264
MATS5s,0.028843237155448807
MATS5v,-0.0047793216995628395
MATS6Z,-0.08380096968431028
MATS6c,-0.08186768960120668
MATS6d,-0.020510908073839266
MATS6i,-0.08513696552680411
MATS6m,-0.08105979741578426
MATS6p,-0.07260424960703066
MATS6s,-0.0656393328500676
MATS6v,-0.04760009594561487
MATS7Z,0.010954352751540974
MATS7c,-0.024806132339932247
MATS7d,-0.027677037602595905
MATS7i,-0.019711559672277352
MATS7m,0.013494732612331424
MATS7p,0.02635216405420404
MATS7s,-0.0603874123704646
MATS7v,0.03424316561348032
MATS8Z,-0.004359087750331666
MATS8c,0.17770867710140428
MATS8d,-0.05550900712191033
MATS8i,0.009191313747214616
MATS8m,-0.005353871858438012
MATS8p,-0.009797413234000399
MATS8s,-0.012397161159051696
MATS8v,-0.040135630591342494
MAXaaN,4.153166018464748
MAXsOH,9.606343483090798
MINaaN,4.024156115654114
MINsOH,9.606343483090798
NddssS,1
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,2
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,8
SM1_Dt,0.0
SddssS,-3.658506894907507
SdssSe,0
SdsssP,0
SpAD_A,43.496350291994524
SpAD_D,428.8226745221447
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0.06181672803674054
SssNH2,0
SsssAs,0
SsssCH,-0.41732154873478877
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,1142
TMWC10,149.7413331197319
TSRW10,84.50892100849346
VE1_Dt,5.73700965219621
VE2_Dt,0.16873557800577088
VE3_Dt,2.970713539687046
VR1_Dt,230.9918010986232
VR2_Dt,6.793876502900682
VR3_Dt,6.666157648434462
Xc-3dv,1.84293941270573
Xc-4dv,0.04564354645876384
Xc-5dv,0.503721022536195
Xc-6dv,0.047489376704649755
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.09622504486493763
Xch-6d,0.470452644456812
Xch-7d,0.604740111533467
Xp-0dv,20.02797451293158
Xp-1dv,12.225151175487753
Xp-2dv,10.416590407149961
Xp-3dv,7.853409302209707
Xp-4dv,5.222935833879061
Xp-5dv,3.7003900418463807
Xp-6dv,2.266601510341035
Xp-7dv,1.4471728467294938
Xpc-4d,7.112564685556517
Xpc-5d,9.89464606732047
Xpc-6d,14.83363116254892
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,63
nFRing,1
nHBAcc,6
nHBDon,1
nHRing,1
nSpiro,0
naRing,4
piPC10,7.843588187571497
AATS0dv,8.007407407407408
AATS0pe,6.322661666666666
AATS0se,7.769170349999998
AATS1dv,6.73015873015873
AATS1pe,6.521234920634921
AATS1se,7.807672190476186
AATS2dv,6.435185185185185
AATS2pe,6.4460185185185175
AATS2se,7.799500740740738
AATS3dv,4.403381642512077
AATS3pe,6.313068840579713
AATS3se,7.715583985507247
AATS4dv,3.631782945736434
AATS4pe,6.2398255813953485
AATS4se,7.720711895348838
AATS5dv,3.853174603174603
AATS5pe,6.103229166666667
AATS5se,7.574185464285713
AATS6dv,3.8439306358381504
AATS6pe,6.181112716763003
AATS6se,7.673458335260116
AATS7dv,3.8106508875739644
AATS7pe,6.164924260355028
AATS7se,7.669758343195267
AATS8dv,3.6991341991341997
AATS8pe,6.204874025974026
AATS8se,7.694474636363637
AATSC0Z,9.593333333333335
AATSC0c,0.014659643476011603
AATSC0d,0.6888888888888888
AATSC0i,1.5807694651333473
AATSC0m,44.20690440305555
AATSC0p,0.27302895472180994
AATSC0s,2.027033298087182
AATSC0v,50.47236925435816
AATSC1Z,1.9066666666666676
AATSC1c,-0.007936758924513836
AATSC1d,0.24867724867724864
AATSC1i,-0.01737153916050805
AATSC1m,8.253278601970903
AATSC1p,-0.013337388229551253
AATSC1s,-0.3198507266513523
AATSC1v,0.854264903194012
AATSC2Z,1.4696296296296294
AATSC2c,0.0014538393206298993
AATSC2d,-0.05864197530864203
AATSC2i,0.2943215366919214
AATSC2m,6.7954041650000025
AATSC2p,0.04890156523058539
AATSC2s,0.4926647228361194
AATSC2v,6.682220640627652
AATSC3Z,-2.2904347826086955
AATSC3c,-0.00035214568085174775
AATSC3d,-0.11111111111111115
AATSC3i,-0.28106562977704724
AATSC3m,-10.364102715012075
AATSC3p,-0.05818543231370055
AATSC3s,-0.06825897368673922
AATSC3v,-8.701269535103453
AATSC4Z,-1.3913953488372097
AATSC4c,-0.0004994821773000844
AATSC4d,-0.030361757105943146
