DLiP-ID,T001MB
AATSC5p,-0.034770083764567555
AATSC5s,-0.13507189887575127
AATSC5v,-0.7910917265177134
AATSC6Z,-1.7140181811088138
AATSC6c,-0.0020878273404211344
AATSC6d,-0.03136826499161172
AATSC6i,0.5504251984344632
AATSC6m,-7.8158474330985905
AATSC6p,0.07191555885128956
AATSC6s,-0.6433006858536626
AATSC6v,4.252193134141627
AATSC7Z,-2.8343584205831256
AATSC7c,0.001150004853774817
AATSC7d,-0.14315226066951503
AATSC7i,-0.4245596906420559
AATSC7m,-13.137406919491518
AATSC7p,-0.10370681073118679
AATSC7s,0.11186385874134762
AATSC7v,-16.352068739743988
AATSC8Z,-0.9512309312941368
AATSC8c,-0.000581590696365329
AATSC8d,-0.02395536654832036
AATSC8i,0.033169338401785695
AATSC8m,-4.624976059859162
AATSC8p,-0.0016978397971848477
AATSC8s,-0.2039771725770496
AATSC8v,-4.803799205267879
ATS0are,227.35340000000002
ATS1are,241.3406
ATS2are,446.27889999999996
ATS3are,561.051
ATS4are,622.439
ATS5are,526.4810000000001
ATS6are,440.805
ATS7are,334.33900000000006
ATS8are,396.87200000000007
ATSC0dv,131.8011695906433
ATSC0pe,4.048876315789471
ATSC0se,2.568528342105262
ATSC1dv,8.087103724222834
ATSC1pe,0.15069272853185214
ATSC1se,0.5132761488919663
ATSC2dv,66.01415820252386
ATSC2pe,3.5048027700830975
ATSC2se,2.6222254570637107
ATSC3dv,-9.81809787626962
ATSC3pe,-0.23256246537396486
ATSC3se,-0.4118495831024931
ATSC4dv,-18.18621114188981
ATSC4pe,-1.5709436980609468
ATSC4se,-1.3691796114958448
ATSC5dv,-16.44475223145583
ATSC5pe,-1.195972714681447
ATSC5se,-1.3643395637119107
ATSC6dv,-101.14312096029548
ATSC6pe,-3.8582978531856
ATSC6se,-2.231455218144043
ATSC7dv,-31.632810095413973
ATSC7pe,-0.07605006925207444
ATSC7se,0.09394383725761782
ATSC8dv,-52.11388119421359
ATSC8pe,-1.2298636426592728
ATSC8se,-0.5035015076177283
AXp-0dv,0.6531133200733827
AXp-1dv,0.4095044419445906
AXp-2dv,0.2428088201695436
AXp-3dv,0.14995753272431353
AXp-4dv,0.09504774737546756
AXp-5dv,0.057179864217670386
AXp-6dv,0.03914318933766261
AXp-7dv,0.023591498480773795
BertzCT,519.7928236281302
ECIndex,287
ETA_eta,15.466148262012586
GATS1dv,0.7765949700903999
GATS1pe,0.6626232262805892
GATS1se,0.46153243036963393
GATS2dv,0.8345963237396594
GATS2pe,0.5154530276503688
GATS2se,0.4054829697329138
GATS3dv,0.9943204668049987
GATS3pe,0.9284551334255834
GATS3se,0.9514846693972653
GATS4dv,1.1801389153334993
GATS4pe,1.4195609474695505
GATS4se,1.5498889269251381
GATS5dv,1.3158572498746302
GATS5pe,1.5887425525788104
GATS5se,1.8543352975182659
GATS6dv,1.8091223711065754
GATS6pe,2.0830004697145608
GATS6se,2.2000766343536258
GATS7dv,0.8144222713879835
GATS7pe,0.4973811469392938
GATS7se,0.37302600100837724
GATS8dv,1.0635952550871828
GATS8pe,0.974320580192275
GATS8se,0.8713557185514631
LogEE_A,3.8090608686426295
LogEE_D,70.28523556720049
MATS1dv,0.05978506954636154
MATS1pe,0.03626408933339357
MATS1se,0.19470885868730078
MATS2dv,0.26434367635893946
MATS2pe,0.4568568840520834
MATS2se,0.53881138933708
MATS3dv,-0.030113680346950677
MATS3pe,-0.023219927290736252
MATS3se,-0.06482014698034877
MATS4dv,-0.05090604261023668
MATS4pe,-0.14314378020399857
MATS4se,-0.1966628973174506
MATS5dv,-0.055130663045564375
MATS5pe,-0.13051844975226973
MATS5se,-0.23470549431592783
MATS6dv,-0.41071667381161575
MATS6pe,-0.5100191568585654
MATS6se,-0.46497441991595323
MATS7dv,-0.15457885815443892
MATS7pe,-0.012097529466193076
MATS7se,0.023556757881840272
MATS8dv,-0.2116213118626569
MATS8pe,-0.16257273076058518
MATS8se,-0.10491598465779685
MAXaaCH,1.9802152620307383
MAXaasC,1.1327967267153776
MAXsCH3,1.9959478650658304
MAXssNH,2.6816203703703705
MAXsssN,1.53749716553288
MDEC-11,0.25
MDEC-12,3.1361159021587173
MDEC-13,2.94168275343288
MDEC-22,8.131911119403846
MDEC-23,6.692202780412116
MDEC-33,1.6509636244473134
MDEN-23,0.4999999999999999
MDEO-11,0.4999999999999999
MINaaCH,1.825558626228269
MINaasC,0.6723828420256996
MINsCH3,1.9177152620307383
MINssNH,2.6816203703703705
MINsssN,1.53749716553288
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.4107142857142856
SM1_Dzi,0.7098670474021058
SM1_Dzm,1.408890217594701
SM1_Dzp,-2.7768142340074573
SM1_Dzv,-1.279059337431441
SddssSe,0
SpAD_Dt,233.59362162615878
SpAbs_A,22.406896814135045
SpAbs_D,140.57047113440098
SpMAD_A,1.2448276007852803
SpMAD_D,7.809470618577832
SpMax_A,2.3847764101793327
SpMax_D,70.28523556720049
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,57.790000000000006
TpiPC10,6.967114394500803
VAdjMat,5.247927513443585
VE1_DzZ,4.145141758284207
VE1_Dzi,4.170390029365296
VE1_Dzm,4.14514457143043
VE1_Dzp,4.182791307206134
VE1_Dzv,4.1853528326566485
VE2_DzZ,0.23028565323801148
VE2_Dzi,0.23168833496473867
VE2_Dzm,0.23028580952391278
VE2_Dzp,0.23237729484478523
VE2_Dzv,0.23251960181425824
VE3_DzZ,2.0097236527318882
VE3_Dzi,2.0157962285608573
VE3_Dzm,2.0097243313926993
VE3_Dzp,2.0187654654186105
VE3_Dzv,2.019377674168294
VR1_DzZ,88.42967082430386
VR1_Dzi,87.26022596459026
VR1_Dzm,88.42947136297322
VR1_Dzp,86.34634827698622
VR1_Dzv,86.17580937469968
VR2_DzZ,4.912759490239103
VR2_Dzi,4.8477903313661255
VR2_Dzm,4.912748409054068
VR2_Dzp,4.797019348721457
VR2_Dzv,4.787544965261094
VR3_DzZ,5.0699942210391375
VR3_Dzi,5.05668142214947
VR3_Dzm,5.069991965443773
VR3_Dzp,5.046153178814653
VR3_Dzv,5.04417616948258
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.10311320272044389
Xch-7dv,0.15696523669577145
Xpc-4dv,2.007117161279769
Xpc-5dv,2.6837928560308146
Xpc-6dv,3.4305084025477925
Zagreb1,92.0
Zagreb2,105.0
fragCpx,55.05
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,1
n6FRing,0
n6HRing,1
n6aRing,1
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,6
nBondsD,2
nBondsM,8
nBondsO,19
nBondsS,31
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,5
naHRing,0
AATS0are,5.9829842105263165
AATS1are,6.1882205128205126
AATS2are,6.198318055555555
AATS3are,5.9686276595744685
AATS4are,6.043097087378641
AATS5are,6.121872093023257
AATS6are,6.208521126760563
AATS7are,5.666762711864408
AATS8are,5.5897464788732405
AATSC0dv,3.468451831332718
AATSC0pe,0.10654937673130187
AATSC0se,0.06759285110803322
AATSC1dv,0.20736163395443163
AATSC1pe,0.003863916116201337
AATSC1se,0.013160926894665801
AATSC2dv,0.9168633083683869
AATSC2pe,0.04867781625115413
AATSC2se,0.03641979801477376
AATSC3dv,-0.10444784974754916
AATSC3pe,-0.0024740687805740944
AATSC3se,-0.004381378543643543
AATSC4dv,-0.1765651567173768
AATSC4pe,-0.015251880563698512
AATSC4se,-0.013293005936852861
AATSC5dv,-0.19121804920297478
AATSC5pe,-0.013906659473040081
AATSC5se,-0.015864413531533846
AATSC6dv,-1.4245509994407815
AATSC6pe,-0.05434222328430422
AATSC6se,-0.03142894673442314
AATSC7dv,-0.5361493236510843
AATSC7pe,-0.0012889842246114312
AATSC7se,0.0015922684280952172
AATSC8dv,-0.7339983266790646
AATSC8pe,-0.017322023136046097
AATSC8se,-0.007091570529827159
AETA_eta,0.8592304590006993
ATSC0are,4.229021052631575
ATSC1are,-0.1921268698060967
ATSC2are,4.118902216066476
ATSC3are,-0.2811783933518022
ATSC4are,-1.753720221606651
ATSC5are,-1.3516581717451563
ATSC6are,-4.003891966759006
ATSC7are,0.1281357340720245
ATSC8are,-1.169944598337946
BCUTZ-1h,16.01323232132662
BCUTZ-1l,5.686236161280392
BCUTc-1h,0.4722573369759898
BCUTc-1l,-0.3537016527445632
BCUTd-1h,4.043680764744076
BCUTd-1l,0.9716168015803374
BCUTi-1h,14.545044368954613
BCUTi-1l,10.328448993404477
BCUTm-1h,32.06659865721032
BCUTm-1l,11.697720923361336
BCUTp-1h,2.952018289061109
BCUTp-1l,0.760730215946678
BCUTs-1h,7.014203766246123
BCUTs-1l,0.30044078547668707
BCUTv-1h,24.44036122726161
BCUTv-1l,14.70214893160325
BalabanJ,1.8977104845862665
Diameter,10
ETA_beta,20.25
GATS1are,0.7271374270567816
GATS2are,0.47057843561046997
GATS3are,0.9284484855061381
GATS4are,1.4641016036090606
GATS5are,1.6539709355724754
GATS6are,2.1563068114153663
GATS7are,0.41207376893605013
GATS8are,0.9365632673271391
HybRatio,0.5384615384615384
Lipinski,True
LogEE_Dt,116.79681081307939
MATS1are,-0.04426569115672293
MATS2are,0.5140350524211288
MATS3are,-0.026878055163969045
MATS4are,-0.15299133507524548
MATS5are,-0.14122519160170402
MATS6are,-0.5067196564442806
MATS7are,0.019514705385408528
MATS8are,-0.14806441578605375
MAXddssS,-3.38840513983371
MAXssCH2,1.1206145561989718
MINddssS,-3.38840513983371
MINssCH2,0.6252403785588309
NsssssAs,0
RotRatio,0.15789473684210525
SM1_Dzpe,0.8514381884944923
SM1_Dzse,0.8488716908216677
SMR_VSA1,8.417796984328938
SMR_VSA2,0.0
SMR_VSA3,4.305215991296234
SMR_VSA4,0.0
SMR_VSA5,33.10993926815928
SMR_VSA6,17.811607676277237
SMR_VSA7,29.32600418877882
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,94.53313539374076
SpAD_Dzi,110.29627221212186
SpAD_Dzm,94.53998485155445
SpAD_Dzp,137.8988045122833
SpAD_Dzv,138.7976641820955
SpAbs_Dt,233.59362162615872
SpDiam_A,4.769552820358664
SpDiam_D,105.24196255505358
SpMAD_Dt,12.977423423675488
SpMax_Dt,116.79681081307939
SsssssAs,0
VE1_Dzpe,4.169648888920295
VE1_Dzse,4.168773933766247
VE2_Dzpe,0.23164716049557196
VE2_Dzse,0.23159855187590261
VE3_Dzpe,2.0156184978681795
VE3_Dzse,2.015408636800718
VMcGowan,207.45999999999964
VR1_Dzpe,87.14834827867912
VR1_Dzse,87.17847662788179
VR2_Dzpe,4.841574904371062
VR2_Dzse,4.843248701548989
VR3_Dzpe,5.055398484062947
VR3_Dzse,5.055744137688186
mZagreb1,6.756944444444445
mZagreb2,3.9027777777777772
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,1
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,5
nBondsKS,34
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.11129002770083092
AATSC1are,-0.004926329995028121
AATSC2are,0.0572069752231455
AATSC3are,-0.0029912595037425768
AATSC4are,-0.017026409918511176
AATSC5are,-0.015716955485408794
AATSC6are,-0.05639284460223951
AATSC7are,0.0021717921029156696
AATSC8are,-0.016478092934337267
AETA_beta,1.125
BCUTdv-1h,6.017567132727452
BCUTdv-1l,0.6449208835528469
BCUTpe-1h,3.537812550013385
BCUTpe-1l,2.235416274997245
BCUTse-1h,3.7691586694433843
BCUTse-1l,2.4313429093258727
ETA_alpha,8.8
ETA_dBeta,-1.25
ETA_eta_B,0.42621313222538326
ETA_eta_F,13.027921857055249
ETA_eta_L,4.9670957824301905
ETA_eta_R,28.494070119067835
ETA_psi_1,0.5789473684210529
LabuteASA,109.18601602359898
LogEE_DzZ,46.9596114620286
LogEE_Dzi,55.18757316424994
LogEE_Dzm,46.96265973539528
LogEE_Dzp,68.43638593831051
LogEE_Dzv,69.18565553480919
PEOE_VSA1,0.0
PEOE_VSA2,4.722094864452088
PEOE_VSA3,0.0
PEOE_VSA4,12.72301297562517
PEOE_VSA5,0.0
PEOE_VSA6,24.117007251546227
PEOE_VSA7,38.31893620539187
PEOE_VSA8,13.08951281182515
PEOE_VSA9,5.687386274683562
SM1_Dzare,0.9181739123801387
SpAD_Dzpe,111.48180087274181
SpAD_Dzse,111.04941743977017
SpAbs_DzZ,93.4785927688373
SpAbs_Dzi,109.74103415721709
SpAbs_Dzm,93.48664609275909
SpAbs_Dzp,139.64958611062858
SpAbs_Dzv,139.65037040704988
SpDiam_Dt,167.03909972496746
SpMAD_DzZ,5.251840855207821
SpMAD_Dzi,6.127570678451215
SpMAD_Dzm,5.252221380641914
SpMAD_Dzp,7.661044695126851
SpMAD_Dzv,7.71098134344975
SpMax_DzZ,46.9596114620286
SpMax_Dzi,55.18757316424994
SpMax_Dzm,46.96265973539528
SpMax_Dzp,68.43638593831051
SpMax_Dzv,69.18565553480919
VE1_Dzare,4.169356566844864
VE2_Dzare,0.23163092038027022
VE3_Dzare,2.0155483882904606
VR1_Dzare,87.17273635269648
VR2_Dzare,4.842929797372026
VR3_Dzare,5.055678290424043
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,6
nAromBond,6
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.48888888888888893
AETA_dBeta,-0.06944444444444445
AETA_eta_B,0.023678507345854624
AETA_eta_F,0.7237734365030694
AETA_eta_L,0.2759497656905661
AETA_eta_R,1.5830038955037686
BCUTare-1h,3.581527057910746
BCUTare-1l,2.18556857501276
ETA_beta_s,10.75
ETA_dPsi_A,0.1350526315789471
ETA_dPsi_B,0.0
ETA_eta_BR,0.5982131322253832
ETA_eta_FL,3.520904647717522
ETA_eta_RL,8.488000430147713
LogEE_Dzpe,55.788202557953944
LogEE_Dzse,55.57186825826406
PEOE_VSA10,0.0
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,4.722094864452088
SlogP_VSA2,25.812525787450323
SlogP_VSA3,10.209329170397666
SlogP_VSA4,13.847474399381248
SlogP_VSA5,30.38936785217202
SlogP_VSA6,18.19910120538483
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,110.82759961477007
SpAbs_Dzpe,110.7636352084854
SpAbs_Dzse,110.32472736979611
SpDiam_DzZ,68.68915219511771
SpDiam_Dzi,82.66682529233555
SpDiam_Dzm,68.69397546363199
SpDiam_Dzp,105.00644540931899
SpDiam_Dzv,106.57462805420168
SpMAD_Dzpe,6.1934333818189895
SpMAD_Dzse,6.169412079987231
SpMax_Dzpe,55.788202557953944
SpMax_Dzse,55.57186825826406
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,18
AETA_beta_s,0.5972222222222222
AETA_eta_BR,0.03323406290141018
AETA_eta_FL,0.19560581376208455
AETA_eta_RL,0.4715555794526507
DetourIndex,1015
EState_VSA1,10.209329170397666
EState_VSA2,0.0
EState_VSA3,18.776899086508713
EState_VSA4,30.38936785217202
EState_VSA5,4.305215991296234
EState_VSA6,0.0
EState_VSA7,32.046575604766076
EState_VSA8,4.722094864452088
EState_VSA9,0.0
ETA_beta_ns,9.5
ETA_shape_p,0.18939393939393936
ETA_shape_x,0.0946969696969697
ETA_shape_y,0.21590909090909088
GhoseFilter,True
LogEE_Dzare,55.464809469183926
SlogP_VSA10,5.687386274683562
SlogP_VSA11,0.0
SpAbs_Dzare,110.06278784706852
SpDiam_Dzpe,83.7954555882188
SpDiam_Dzse,83.4033956576048
SpMAD_Dzare,6.157088867487226
SpMax_Dzare,55.464809469183926
TopoPSA(NO),49.410000000000004
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,25.95143424036281
VSA_EState9,19.353637566137568
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.5277777777777778
EState_VSA10,8.417796984328938
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.011111111111111072
FilterItLogS,-3.4201277971393678
SpDiam_Dzare,83.27157870734999
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.5578947368421054
ETA_epsilon_2,0.8444444444444441
ETA_epsilon_3,0.4384615384615388
ETA_epsilon_4,0.5227272727272729
ETA_epsilon_5,0.8157894736842103
AETA_beta_ns_d,0.027777777777777776
ETA_dEpsilon_A,0.11943319838056665
ETA_dEpsilon_B,0.035167464114832514
ETA_dEpsilon_C,-0.08426573426573414
ETA_dEpsilon_D,0.028654970760233822
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.7777777777777778
MDEDescriptor,"0.25,3.1361159021587173,2.94168275343288,0.0,8.131911119403846,6.692202780412116,0.0,1.6509636244473134,0.0,0.0,0.4999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.4999999999999999,0.0"
APolDescriptor,42.91986
BCUTDescriptor,"11.849999999999998,31.972071888885864,-0.2025294551908002,0.2841533808259882,6.159333172615658,11.401552358680036"
BPolDescriptor,30.980139999999995
TPSADescriptor,57.790000000000006
ALOGPDescriptor,"0.49010000000000004,0.24019801000000005,67.2824"
XLogPDescriptor,2.3560000000000003
VAdjMaDescriptor,5.247927513443585
WeightDescriptor,268.12454904
ChiPathDescriptor,"13.173362107437434,8.488000430147713,8.183226991554397,6.1077801126638915,4.757818128452776,3.710059240512152,1.8983227936678853,1.271904803188479,11.143284951291406,6.6998625028432075,5.302064805355404,3.6557894453040243,2.579957628892687,1.743245294507675,0.8047213812036721,0.44218802122987033"
ChiChainDescriptor,"0.0,0.0,0.0,0.17010345435994295,0.23522632222840603,0.0,0.0,0.0,0.10311320272044389,0.10852271552284748"
AtomCountDescriptor,38
BondCountDescriptor,19
SmallRingDescriptor,"2,1,2,1,0,0,0,2,0,0,0"
ChiClusterDescriptor,"1.8858584446063515,0.20412414523193154,0.46631284272709594,0.10206207261596577,0.7283659604199413,0.02280752297933222,0.1203409832421648,0.01140376148966611"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,0,4,2,4,3,0,0"
ZagrebIndexDescriptor,92.0
LargestChainDescriptor,11
MannholdLogPDescriptor,2.34
WeightedPathDescriptor,"35.86627082174422,1.9925706012080124,14.83777821244793,4.97176370667284,6.394250799102258"
FractionalPSADescriptor,0.21553416204115888
WienerNumbersDescriptor,"613.0,26.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"3.3461954868390484,4.707506137830875,6.570960960520598,1.2844733307132812,1.6253927952210636,1.874667462327556"
FractionalCSP3Descriptor,0.5384615384615384
KierHallSmartsDescriptor,"0,0,0,0,0,0,2,0,5,0,0,3,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,11
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"14.409972299168976,5.969821673525377,3.75"
AromaticAtomsCountDescriptor,6
AromaticBondsCountDescriptor,6
FragmentComplexityDescriptor,1215.05
HBondAcceptorCountDescriptor,4
HybridizationRatioDescriptor,0.5384615384615384
AutocorrelationDescriptorMass,"26.39665171208486,28.838255244890135,36.02237907146461,35.83496621327043,32.16678630117467"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,3
AutocorrelationDescriptorCharge,"0.22170917419141928,-0.2189197579342645,0.21603551403213542,-0.10480318620558382,0.0043220048257687415"
EccentricConnectivityIndexDescriptor,287
AutocorrelationDescriptorPolarizability,"1400.7202261662185,1598.9130756451373,2211.4004726534995,2086.89481002526,1684.7577178083188"
