DLiP-ID,C101IW
DLiP-Mol-ID,26498
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C24H22N2O6S2/c1-31-17-7-11-19(12-8-17)33(27,28)25-23-15-16-24(22-6-4-3-5-21(22)23)26-34(29,30)20-13-9-18(32-2)10-14-20/h3-16,25-26H,1-2H3"
Standard Inchi Key(RDKit),XLLVCULLOGKYOO-UHFFFAOYSA-N
Canonical SMILES(RDKit),COc1ccc(S(=O)(=O)Nc2ccc(NS(=O)(=O)c3ccc(OC)cc3)c3ccccc23)cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),498.582
MW Monoisotopic(RDKit),498.091928424
MolLogP(RDKit),4.4586
XLogP(SDF),
XLogP(CDK),4.504
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),6
HBA Lipinski(RDKit),8
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),110.8
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),8
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),4
nAtoms(SDF),
Heavy Atoms(RDKit),34
QED Weighted(RDKit),0.371150158523211
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Keap1/Nrf2
Common Target Pref Name,KEAP1/NRF2
RDKit Descriptors
Ipc,39925502.323613614
qed,0.3711501585232111
Chi0,24.346724214874854
