DLiP-ID,T007XU
DLiP-Mol-ID,26282
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C15H14N2O4/c18-11-7-4-8-12(19)13(11)14(20)17-15(21)16-9-10-5-2-1-3-6-10/h1-8,18-19H,9H2,(H2,16,17,20,21)"
Standard Inchi Key(RDKit),ZFGAWPWKHQXCEA-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=C(NCc1ccccc1)NC(=O)c1c(O)cccc1O
SMILES(SDF),
MW(SDF),
MW(RDKit),286.287
MW Monoisotopic(RDKit),286.095356928
MolLogP(RDKit),1.7374
XLogP(SDF),
XLogP(CDK),4.131
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),4
HBD Lipinski(RDKit),4
PSA(SDF),
PSA(RDKit),98.66
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),3
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),21
QED Weighted(RDKit),0.690329709601268
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Cyclophilins
Common Target Pref Name,Cyclophilins
RDKit Descriptors
Ipc,53744.78799738202
qed,0.6903297096012683
Chi0,15.242276208189782
Chi1,10.07538740046941
TPSA,98.66000000000001
Chi0n,11.036832706631198
Chi0v,11.036832706631198
Chi1n,6.217269205529621
Chi1v,6.217269205529621
Chi2n,4.293664485865789
Chi2v,4.293664485865789
Chi3n,2.7704883187280127
Chi3v,2.7704883187280127
Chi4n,1.748937397397159
Chi4v,1.748937397397159
MolMR,75.91550000000001
MolWt,286.28700000000003
fr_SH,0
Kappa1,14.390392615597808
Kappa2,6.424109609986007
Kappa3,3.725670077569588
fr_ArN,0
fr_COO,0
fr_C_O,2
fr_C_S,0
fr_NH0,0
fr_NH1,2
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,635.7281228346429
MolLogP,1.7373999999999996
NOCount,6
fr_Ar_N,0
fr_COO2,0
fr_urea,1
BalabanJ,1.9502754731921867
SMR_VSA1,19.802129157825057
SMR_VSA2,0.0
SMR_VSA3,10.633577208012662
SMR_VSA4,0.0
