DLiP-ID,C000SP
NumAliphaticCarbocycles,0
NumAromaticHeterocycles,0
NumSaturatedCarbocycles,0
NumAliphaticHeterocycles,1
NumSaturatedHeterocycles,1
Mordred Descriptors
MW,442.0657136760004
MZ,0.7986111111111112
Mi,1.1084605945963546
Mm,0.7675325396164627
Mp,0.7370543163672654
Mv,0.6945933832010315
SZ,38.333333333333336
Si,53.206108540625024
Sm,36.84156190159021
Sp,35.37860718562874
Sv,33.34048239364951
nB,0
nC,21
nF,0
nH,18
nI,0
nN,2
nO,5
nP,0
nS,2
nX,0
ABC,23.01260553859589
AMW,9.209702368250008
IC0,1.774400909497148
IC1,3.846107876085149
IC2,4.766541406655651
IC3,5.360902344426084
IC4,5.402569011092751
IC5,5.402569011092751
MID,60.420018062863925
Mpe,0.9933823529411766
Mse,1.0234128429230394
NdO,3
NdS,1
NsF,0
NsI,0
NtN,0
SMR,119.52100000000003
SdO,35.904628510271415
SdS,5.288128428343074
Spe,47.682352941176475
SsF,0
SsI,0
Sse,49.12381646030589
StN,0
fMF,0.4583333333333333
nBr,0
nCl,0
AMID,2.014000602095464
BIC0,0.2991872356677831
BIC1,0.6485041668808127
BIC2,0.8037013166080226
BIC3,0.9039183560654932
BIC4,0.9109439018442225
BIC5,0.9109439018442225
CIC0,3.8105615912240083
CIC1,1.7388546246360073
CIC2,0.8184210940655055
CIC3,0.2240601562950717
CIC4,0.18239348962840474
CIC5,0.18239348962840474
GGI1,7.0
GGI2,3.333333333333335
GGI3,2.513888888888889
GGI4,1.4544444444444449
GGI5,1.0836111111111109
GGI6,0.7495691609977324
GGI7,0.36716978458049887
GGI8,0.348726064499874
GGI9,0.2437577160493828
JGI1,0.21875
JGI2,0.07575757575757579
JGI3,0.057133838383838384
JGI4,0.03827485380116959
JGI5,0.029286786786786787
JGI6,0.02082136558327034
JGI7,0.011844186599370931
JGI8,0.0116242021499958
JGI9,0.008405438484461474
MIC0,21.0420429760944
MIC1,41.25247941818699
MIC2,50.20504061830956
MIC3,51.26261477691549
MIC4,51.30461477691549
MIC5,51.30461477691549
MPC2,44
MPC3,55
MPC4,67
MPC5,78
MPC6,77
MPC7,82
MPC8,85
MPC9,91
Mare,1.0051666666666665
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,1
NsSH,0
NssO,1
NssS,1
NtCH,0
NtsC,0
RNCG,0.1738142263588301
RPCG,0.11730306870474728
SIC0,0.31771044286654193
SIC1,0.6886541987683036
SIC2,0.8534598765954423
SIC3,0.9598815289688802
SIC4,0.9673420386251738
SIC5,0.9673420386251738
SaaN,0
SaaO,0
SaaS,0
Sare,48.24799999999999
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,9.020334834391464
SsSH,0
SssO,5.120735775530305
SssS,1.188076735323759
StCH,0
StsC,0
TIC0,85.17124365586311
TIC1,184.61317805208714
TIC2,228.79398751947122
TIC3,257.32331253245206
TIC4,259.32331253245206
TIC5,259.32331253245206
Vabc,386.864428281881
WPol,44
apol,59.08227399999999
bpol,28.367726
nRot,7
ABCGG,17.8870769941436
ATS0Z,1704.0
ATS0d,170.0
ATS0i,7555.595383359183
ATS0m,6775.754996
ATS0p,89.025952287282
ATS0s,295.10048010973935
ATS0v,12215.499041291107
ATS1Z,1545.0
ATS1d,207.0
ATS1i,7203.406643577851
ATS1m,5970.105932999999
ATS1p,101.035189246
ATS1s,178.29320987654324
ATS1v,14557.712070264584
ATS2Z,2451.0
ATS2d,307.0
ATS2i,12141.036421061195
ATS2m,9409.649875
ATS2p,149.18715345224498
ATS2s,307.74451303155007
ATS2v,20722.305246612912
ATS3Z,2468.0
ATS3d,323.0
ATS3i,15448.496696828024
ATS3m,9224.872614
ATS3p,165.00197981479198
ATS3s,353.2530864197531
ATS3v,22654.759140258982
ATS4Z,2344.0
ATS4d,308.0
ATS4i,16683.88186476591
ATS4m,8536.021784
ATS4p,161.268365889339
ATS4s,373.00925925925924
ATS4v,21268.176696052695
ATS5Z,2204.0
ATS5d,284.0
ATS5i,15583.928479116295
ATS5m,8055.250639999999
ATS5p,151.349974813584
ATS5s,353.30864197530866
ATS5v,19746.02136258939
ATS6Z,2279.0
ATS6d,260.0
ATS6i,14216.133735194246
ATS6m,8534.591021
ATS6p,132.666561225886
ATS6s,365.7006172839506
ATS6v,18113.479220772264
ATS7Z,1896.0
ATS7d,240.0
ATS7i,12406.73420762581
ATS7m,6998.090645999999
ATS7p,124.73243336248999
ATS7s,321.39814814814815
ATS7v,16462.184105400855
ATS8Z,1839.0
ATS8d,225.0
ATS8i,11946.108232996
ATS8m,6839.227707999999
ATS8p,122.77198992933899
ATS8s,264.0493827160494
ATS8v,16010.887734382299
C1SP1,0
C1SP2,3
C1SP3,1
C2SP1,0
C2SP2,12
C2SP3,1
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.14285714285714285
GGI10,0.2105907560453015
JGI10,0.008099644463280826
JGT10,0.4799978920097499
Kier1,24.638671875
Kier2,11.743801652892563
Kier3,6.997685950413223
MAXdO,12.661503001567937
MAXdS,5.288128428343074
MID_C,43.50786054070586
MID_N,4.2317223391793615
MID_O,8.869238606814465
MID_X,0.0
MID_h,16.912157522158054
MINdO,11.019571568892184
MINdS,5.288128428343074
MPC10,96
MWC01,32.0
MWC02,5.030437921392435
MWC03,5.860786223465865
MWC04,6.7226297948554485
MWC05,7.569927655242652
MWC06,8.434463543817241
MWC07,9.28868933838716
MWC08,10.155063057844572
MWC09,11.013715451376466
MWC10,11.881678178129773
NaaCH,8
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,4
NaasN,0
NdCH2,0
NddsN,0
NdsCH,1
NdssC,5
NdssS,0
NsCH3,1
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,1
NsssP,0
SLogP,3.623400000000001
SRW02,4.174387269895637
SRW03,0.0
SRW04,5.484796933490655
SRW05,2.3978952727983707
SRW06,6.9726062513017535
SRW07,4.844187086458591
SRW08,8.536407410340042
SRW09,6.985641817639208
SRW10,10.14033675090645
SaaCH,13.2340479255033
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,2.0185723516162932
SaasN,0
SdCH2,0
SddsN,0
SdsCH,1.7462400897519599
SdssC,-0.7919457688687754
SdssS,0
SsCH3,1.582485256191988
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.6358815423596127
SssPH,0
SssSe,0
SsssB,0
SsssN,1.3914763374485597
SsssP,0
VE1_A,3.9809230353435217
VE1_D,5.390517224567059
VE2_A,0.13269743451145072
VE2_D,0.17968390748556864
VE3_A,2.480125999503555
VE3_D,2.7832536290161407
VR1_A,587.4860162121406
VR1_D,187.8193650742616
VR2_A,19.582867207071352
VR2_D,6.260645502475387
VR3_A,7.474464732211046
VR3_D,6.334092965537647
WPath,2944
Xc-3d,2.1319493505706193
Xc-4d,0.0
Xc-5d,0.43768417652838054
Xc-6d,0.0
Xp-0d,21.672997628507925
Xp-1d,14.367412398353684
Xp-2d,12.981691224011707
Xp-3d,10.498792772794468
Xp-4d,8.212651890966198
Xp-5d,6.26520406829165
Xp-6d,4.120096145456132
Xp-7d,2.806738850194982
ZMIC0,97.67988452572979
ZMIC1,54.08340590734062
ZMIC2,31.385401304382018
ZMIC3,27.61033880558394
ZMIC4,27.460965368053895
ZMIC5,27.460965368053895
nAcid,1
nAtom,48
nBase,0
nRing,3
piPC1,3.784189633918261
piPC2,4.31748811353631
piPC3,4.791649752930709
piPC4,5.260096153727839
piPC5,5.720721528713124
piPC6,5.829496936194419
piPC7,6.1040954443746696
piPC8,6.265420026971795
piPC9,6.476876204420451
AATS0Z,35.5
AATS0d,3.5416666666666665
AATS0i,157.40823715331632
AATS0m,141.16156241666667
AATS0p,1.8547073393183748
AATS0s,6.147926668952903
AATS0v,254.4895633602314
AATS1Z,30.9
AATS1d,4.14
AATS1i,144.06813287155703
AATS1m,119.40211865999999
AATS1p,2.0207037849200002
AATS1s,3.565864197530865
AATS1v,291.1542414052917
AATS2Z,30.25925925925926
AATS2d,3.7901234567901234
AATS2i,149.8893385316197
AATS2m,116.16851697530863
AATS2p,1.841816709286975
AATS2s,3.799314975698149
AATS2v,255.83092897052978
AATS3Z,24.435643564356436
AATS3d,3.198019801980198
AATS3i,152.95541283988143
AATS3m,91.33537241584159
AATS3p,1.633682968463287
AATS3s,3.4975553110866646
AATS3v,224.30454594315825
AATS4Z,21.906542056074766
AATS4d,2.878504672897196
AATS4i,155.9241295772515
AATS4m,79.77590452336449
AATS4p,1.5071809896199908
AATS4s,3.486067843544479
AATS4v,198.76800650516537
AATS5Z,22.04
AATS5d,2.84
AATS5i,155.83928479116295
AATS5m,80.5525064
AATS5p,1.5134997481358399
AATS5s,3.5330864197530865
AATS5v,197.46021362589389
AATS6Z,25.322222222222223
AATS6d,2.888888888888889
AATS6i,157.9570415021583
AATS6m,94.82878912222222
AATS6p,1.4740729025098445
AATS6s,4.063340192043896
AATS6v,201.26088023080294
AATS7Z,23.7
AATS7d,3.0
AATS7i,155.08417759532261
AATS7m,87.47613307499998
AATS7p,1.5591554170311248
AATS7s,4.0174768518518515
AATS7v,205.77730131751068
AATS8Z,23.883116883116884
AATS8d,2.9220779220779223
AATS8i,155.14426276618184
AATS8m,88.82113906493505
AATS8p,1.594441427653753
AATS8s,3.429212762546096
AATS8v,207.93360694002985
AMID_C,1.4502620180235288
AMID_N,0.1410574113059787
AMID_O,0.29564128689381547
AMID_X,0.0
AMID_h,0.5637385840719351
ATS0dv,444.8888888888889
ATS0pe,314.63650000000007
ATS0se,383.932738
ATS1dv,412.0
ATS1pe,332.18999999999994
ATS1se,395.778106
ATS2dv,552.7777777777778
ATS2pe,533.9541
ATS2se,643.875885
ATS3dv,504.66666666666663
ATS3pe,651.9692
ATS3se,795.669288
ATS4dv,471.66666666666663
ATS4pe,685.4523999999999
ATS4se,845.070584
ATS5dv,491.0
ATS5pe,633.3036999999999
ATS5se,783.537722
ATS6dv,461.0
ATS6pe,586.626
ATS6se,721.742882
ATS7dv,396.3333333333333
ATS7pe,513.1314
ATS7se,631.860366
ATS8dv,374.3333333333333
ATS8pe,491.4217
ATS8se,605.959636
ATSC0Z,601.9166666666666
ATSC0c,1.3624692392874567
ATSC0d,29.916666666666664
ATSC0i,77.6605304183166
ATSC0m,2696.3843706666667
ATSC0p,16.302721016217916
ATSC0s,115.12819358710564
ATSC0v,2407.661400021244
ATSC1Z,9.670138888888859
ATSC1c,-0.8584583985921886
ATSC1d,7.836805555555557
ATSC1i,-4.502153111935476
ATSC1m,50.29356688888872
ATSC1p,0.604876824044337
ATSC1s,-8.12906968021262
ATSC1v,66.9973985305137
ATSC2Z,194.72395833333323
ATSC2c,0.3352588769530407
ATSC2d,-4.984374999999997
ATSC2i,1.1599176899573571
ATSC2m,826.6901802499999
ATSC2p,3.290901712377224
ATSC2s,24.05463525591564
ATSC2v,168.90624568573597
ATSC3Z,-23.86631944444446
ATSC3c,-0.1830485843559327
ATSC3d,-10.907986111111109
ATSC3i,-4.567448812214625
ATSC3m,-123.09660019444449
ATSC3p,-0.5866705922883664
ATSC3s,-21.902085208762003
ATSC3v,-281.49289243837126
ATSC4Z,-173.02256944444443
ATSC4c,0.016909842763125314
ATSC4d,-1.5642361111111107
ATSC4i,-1.8959609826320198
ATSC4m,-792.3758470277778
ATSC4p,-2.3442418605506474
ATSC4s,-35.94674452374828
ATSC4v,-655.6956065805034
ATSC5Z,-147.9097222222222
ATSC5c,0.11098496131126948
ATSC5d,0.1319444444444441
ATSC5i,-14.49575285833338
ATSC5m,-623.5034883888891
ATSC5p,-3.3281277108507847
ATSC5s,-2.108833804869687
ATSC5v,-221.074233147857
ATSC6Z,114.36458333333333
ATSC6c,-0.22769396753304932
ATSC6d,-1.8020833333333335
ATSC6i,-11.962413242756883
ATSC6m,512.1225646666666
ATSC6p,-0.4835412063516764
ATSC6s,-0.5684451088820257
ATSC6v,186.45461597764904
ATSC7Z,-66.9861111111111
ATSC7c,0.027458745140652524
ATSC7d,0.26388888888888906
ATSC7i,-6.522509168057928
ATSC7m,-296.8213377777778
ATSC7p,-2.085612618020653
ATSC7s,34.209855109739365
ATSC7v,-271.9797675881895
ATSC8Z,13.175347222222214
ATSC8c,0.059381728060761196
ATSC8d,2.1336805555555554
ATSC8i,8.43109279966515
ATSC8m,73.91465213888884
ATSC8p,2.618117812871884
ATSC8s,-9.609164684070644
ATSC8v,126.91506733773934
AXp-0d,0.7224332542835975
AXp-1d,0.44898163744855263
AXp-2d,0.295038436909357
AXp-3d,0.1908871413235358
AXp-4d,0.12257689389501787
AXp-5d,0.08032312908066218
AXp-6d,0.05350774214878093
AXp-7d,0.03422852256335344
GATS1Z,0.6356029350685312
GATS1c,1.574311318647982
GATS1d,0.8169359331476324
GATS1i,1.0755624792981435
GATS1m,0.6365696352429235
GATS1p,0.7781809202992596
GATS1s,0.633524693000232
GATS1v,0.8122990021033532
GATS2Z,0.6203331948867046
GATS2c,0.8352237342817138
GATS2d,1.2122150005158363
GATS2i,1.0252758467327132
GATS2m,0.6305140999417523
GATS2p,0.7729180443120645
GATS2s,0.5084020746552752
GATS2v,0.8492398519704345
GATS3Z,0.868973288025189
GATS3c,0.9782345107586569
GATS3d,1.1666069113875177
GATS3i,1.0245116980593838
GATS3m,0.8756329070459062
GATS3p,0.9181560303706814
GATS3s,0.9431723195706303
GATS3v,0.989103155122313
GATS4Z,1.1537443343628415
GATS4c,0.9026229760890321
GATS4d,0.9984119959388749
GATS4i,1.0077853191629214
GATS4m,1.1528105594433073
GATS4p,1.0772224645140693
GATS4s,1.177211285535196
GATS4v,1.1015155772142475
GATS5Z,1.2836992939221932
GATS5c,0.8222581744135276
GATS5d,0.9818941504178273
GATS5i,1.1045352655948397
GATS5m,1.2643165106509362
GATS5p,1.218076192089808
GATS5s,1.029282850850827
GATS5v,1.067618828060764
GATS6Z,0.9773501315242975
GATS6c,1.0550826812866996
GATS6d,1.0386258124419685
GATS6i,1.1048835057350863
GATS6m,0.9709643826783004
GATS6p,1.047789552569301
GATS6s,1.2283220647447541
GATS6v,0.9270415708841181
GATS7Z,1.1746746504222623
GATS7c,0.8516210546816051
GATS7d,1.0309888579387188
GATS7i,1.0709799131207431
GATS7m,1.1632488596106574
GATS7p,1.1571359644770356
GATS7s,0.8053301351727967
GATS7v,1.06091960182886
GATS8Z,1.0617382064149337
GATS8c,0.8817011895578508
GATS8d,0.9181347900010853
GATS8i,0.9277502309073469
GATS8m,1.051008253317994
GATS8p,0.9601347756142736
GATS8s,0.9796804718416707
GATS8v,0.9680242712864805
MATS1Z,0.01542295445105907
MATS1c,-0.6048724175816981
MATS1d,0.2514763231197772
MATS1i,-0.055653328198730374
MATS1m,0.017906135615745222
MATS1p,0.03561870135082986
MATS1s,-0.0677844987387881
MATS1v,0.02671368265850242
MATS2Z,0.19170755969869904
MATS2c,0.14581755048443124
MATS2d,-0.09873104302073658
MATS2i,0.00885081041017104
MATS2m,0.18168421480060068
MATS2p,0.11962199290320936
MATS2s,0.12381501199692883
MATS2v,0.04157253592017072
MATS3Z,-0.018843819865857567
MATS3c,-0.06384979867148959
MATS3d,-0.17328111641247687
MATS3i,-0.0279507328979905
MATS3m,-0.021696222239038814
MATS3p,-0.017102282898219957
MATS3s,-0.09041149225108436
MATS3v,-0.055563793299826254
MATS4Z,-0.12895074275969418
MATS4c,0.005567629446315029
MATS4d,-0.023455600968422145
MATS4i,-0.010951825185523326
MATS4m,-0.13182776453062825
MATS4p,-0.06450595062237656
MATS4s,-0.1400668411510877
MATS4v,-0.12216992950510146
MATS5Z,-0.11795098989339609
MATS5c,0.0391001718741701
MATS5d,0.0021169916434540335
MATS5i,-0.08959456411797768
MATS5m,-0.11099369870352385
MATS5p,-0.09798985700725575
MATS5s,-0.00879228792529948
MATS5v,-0.04407415092090401
MATS6Z,0.10133370252434354
MATS6c,-0.08912992615363699
MATS6d,-0.032126276694521824
MATS6i,-0.08215181759775356
MATS6m,0.10129566001799603
MATS6p,-0.015818748485667736
MATS6s,-0.002633331726061543
MATS6v,0.041302511164513715
MATS7Z,-0.06677280908209884
MATS7c,0.012092197467157298
MATS7d,0.005292479108635101
MATS7i,-0.05039246422545343
MATS7m,-0.06604874460929848
MATS7p,-0.07675820309796957
MATS7s,0.1782874587562583
MATS7v,-0.06777857573804763
MATS8Z,0.013645083975971414
MATS8c,0.02716918669528673
MATS8d,0.04445971855442608
MATS8i,0.06767589832982432
MATS8m,0.01708831528978416
MATS8p,0.10011049322175616
MATS8s,-0.05203007575806132
MATS8v,0.032860055044251095
MAXsOH,9.020334834391464
MAXssO,5.120735775530305
MAXssS,1.188076735323759
MINsOH,9.020334834391464
MINssO,5.120735775530305
MINssS,1.188076735323759
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,2
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,9
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,37.80492188900313
SpAD_D,407.2882303949867
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0.16133798213704464
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,737
TMWC10,137.95739116451162
TSRW10,79.53625879283072
VE1_Dt,5.39804662458461
VE2_Dt,0.17993488748615366
VE3_Dt,2.784649440607986
VR1_Dt,187.41713514141236
VR2_Dt,6.247237838047079
VR3_Dt,6.33194909047923
Xc-3dv,1.0856328032676275
Xc-4dv,0.0
Xc-5dv,0.18221221957016154
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.07856742013183861
Xch-6d,0.4349126180414549
Xch-7d,0.6363212951699841
Xp-0dv,17.58727608071828
Xp-1dv,10.122548407620485
Xp-2dv,7.966407276902183
Xp-3dv,5.620682874727659
Xp-4dv,4.019669060980304
Xp-5dv,2.5932523377996444
Xp-6dv,1.458616494947796
Xp-7dv,0.8827508838235818
Xpc-4d,4.625686646714546
Xpc-5d,6.4732537552480345
Xpc-6d,8.788484328339456
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,50
nFRing,0
nHBAcc,6
nHBDon,2
nHRing,1
nSpiro,0
naRing,2
piPC10,6.554022431401788
AATS0dv,9.268518518518519
AATS0pe,6.554927083333335
AATS0se,7.998598708333333
AATS1dv,8.24
AATS1pe,6.643799999999999
AATS1se,7.91556212
AATS2dv,6.824417009602195
AATS2pe,6.592025925925927
AATS2se,7.949085
AATS3dv,4.996699669966996
AATS3pe,6.455140594059406
AATS3se,7.877913742574258
AATS4dv,4.40809968847352
AATS4pe,6.4060971962616815
AATS4se,7.897855925233645
AATS5dv,4.91
AATS5pe,6.333036999999999
AATS5se,7.835377220000001
AATS6dv,5.122222222222222
AATS6pe,6.518066666666666
AATS6se,8.019365355555555
AATS7dv,4.954166666666667
AATS7pe,6.4141425
AATS7se,7.898254575
AATS8dv,4.861471861471861
AATS8pe,6.382099999999999
AATS8se,7.869605662337663
AATSC0Z,12.539930555555555
AATSC0c,0.02838477581848868
AATSC0d,0.6232638888888888
AATSC0i,1.6179277170482624
AATSC0m,56.17467438888889
AATSC0p,0.33964002117120656
AATSC0s,2.3985040330647007
AATSC0v,50.159612500442584
AATSC1Z,0.19340277777777717
AATSC1c,-0.01716916797184377
AATSC1d,0.15673611111111113
AATSC1i,-0.09004306223870952
AATSC1m,1.0058713377777744
AATSC1p,0.01209753648088674
AATSC1s,-0.1625813936042524
AATSC1v,1.3399479706102742
AATSC2Z,2.4039994855967066
AATSC2c,0.0041389984809017365
AATSC2d,-0.06153549382716046
AATSC2i,0.014319971480955027
AATSC2m,10.20605160802469
AATSC2p,0.040628416202187954
AATSC2s,0.29697080562858813
AATSC2v,2.0852622924164934
AATSC3Z,-0.23630019251925208
AATSC3c,-0.0018123622213458682
AATSC3d,-0.1079998624862486
AATSC3i,-0.04522226546747154
AATSC3m,-1.2187782197469752
AATSC3p,-0.00580861972562739
AATSC3s,-0.2168523287996238
AATSC3v,-2.7870583409739726
AATSC4Z,-1.6170333592938733
AATSC4c,0.00015803591367406837
AATSC4d,-0.014619029075804773
AATSC4i,-0.01771926151992542
