DLiP-ID,P000KH
AATSC5Z,-1.2864000000000002
AATSC5c,-0.0007449790976032488
AATSC5d,0.005066666666666677
AATSC5i,0.11447611029807044
AATSC5m,-5.91550604385965
AATSC5p,0.007120472830641757
AATSC5s,-0.3245834849469352
AATSC5v,-2.33007041808594
AATSC6Z,0.4493377049180327
AATSC6c,-0.004455981006878352
AATSC6d,-0.0317639344262295
AATSC6i,-0.18553258268322353
AATSC6m,1.8120302909836075
AATSC6p,-0.021173274415974743
AATSC6s,-0.09704639524162902
AATSC6v,-2.6591792722639283
AATSC7Z,0.8361396825396825
AATSC7c,0.005183338805379669
AATSC7d,-0.06985396825396822
AATSC7i,-0.0690630428930764
AATSC7m,3.737595273809524
AATSC7p,0.0031015364115828596
AATSC7s,0.2949483593528861
AATSC7v,-1.4849128631809805
AATSC8Z,-0.026400000000000187
AATSC8c,-0.0011393357036194797
AATSC8d,-0.15926666666666664
AATSC8i,-0.043852722189961606
AATSC8m,-0.2389140875
AATSC8p,-0.004736737963816666
AATSC8s,-0.10165375514403291
AATSC8v,-2.5833411093830563
ATS0are,320.70320000000004
ATS1are,343.48269999999997
ATS2are,575.352
ATS3are,724.496
ATS4are,740.6198
ATS5are,726.5009
ATS6are,756.8037999999999
ATS7are,792.2229
ATS8are,757.0167
ATSC0dv,212.27555555555557
ATSC0pe,6.5376499999999975
ATSC0se,4.488952499999998
ATSC1dv,47.8368
ATSC1pe,-0.07588699999999907
ATSC1se,0.24027092999999905
ATSC2dv,90.69617777777779
ATSC2pe,2.712478999999999
ATSC2se,1.6085099899999988
ATSC3dv,-26.986133333333335
ATSC3pe,-2.535437999999999
ATSC3se,-2.0378269800000015
ATSC4dv,-49.08711111111111
ATSC4pe,-1.0798849999999989
ATSC4se,-0.9458928500000016
ATSC5dv,-82.30826666666667
ATSC5pe,-2.7739459999999974
ATSC5se,-1.6864055600000003
ATSC6dv,-18.134577777777782
ATSC6pe,-0.29830800000000013
ATSC6se,-0.09158047999999869
ATSC7dv,25.52782222222222
ATSC7pe,4.129155999999999
ATSC7se,3.1702313600000003
ATSC8dv,-60.91466666666667
ATSC8pe,-1.3187899999999995
ATSC8se,-1.0220168000000003
AXp-0dv,0.5736070277546726
AXp-1dv,0.332335616748184
AXp-2dv,0.18240229223314994
AXp-3dv,0.0951281882670088
AXp-4dv,0.04494549350239809
AXp-5dv,0.02381287762457255
AXp-6dv,0.012120869588231017
AXp-7dv,0.006596582971552301
BertzCT,1375.4061926722486
ECIndex,598
ETA_eta,23.54923104348637
GATS1dv,0.5373982869463606
GATS1pe,0.6694491947874063
GATS1se,0.6219474175978339
GATS2dv,0.6556091086468534
GATS2pe,0.59221405279377
GATS2se,0.6448277074525077
GATS3dv,1.0719491960135674
GATS3pe,1.2302418491353928
GATS3se,1.3103713435929654
GATS4dv,1.1224905009075796
GATS4pe,1.1233447465998785
GATS4se,1.1834315040525942
GATS5dv,1.1345867337830777
GATS5pe,1.1490434421618048
GATS5se,1.163504167839258
GATS6dv,0.9315271211560601
GATS6pe,0.8238255637302871
GATS6se,0.7867983723355959
GATS7dv,0.9070437214149789
GATS7pe,0.6814099017910784
GATS7se,0.6394189772929579
GATS8dv,1.0852311984422764
GATS8pe,1.061526759105591
GATS8se,1.0627238964249828
LogEE_A,4.340006081943576
LogEE_D,163.27276293111055
MATS1dv,0.21259657752709382
MATS1pe,-0.010950648846903919
MATS1se,0.050495229940447015
MATS2dv,0.24003191856249786
MATS2pe,0.23309057639083972
MATS2se,0.20130694137503322
MATS3dv,-0.05675350099002793
MATS3pe,-0.1731343776870457
MATS3se,-0.20266291245006512
MATS4dv,-0.10054017838448975
MATS4pe,-0.07181712349105628
MATS4se,-0.09161552965186556
MATS5dv,-0.17006252493173388
MATS5pe,-0.18609790711588106
MATS5se,-0.1647715277458403
MATS6dv,-0.035012057737099464
MATS6pe,-0.018700508141179236
MATS6se,-0.008361189744502054
MATS7dv,0.04772140700284413
MATS7pe,0.2506334796530815
MATS7se,0.2802498617350747
MATS8dv,-0.11956681043507389
MATS8pe,-0.08405097142449248
MATS8se,-0.09486407649297551
MAXaaCH,1.8851047863538843
MAXaaNH,3.222728804484757
MAXaaaC,0.6154262461157305
MAXaasC,0.6748639587007643
MAXsCH3,1.7940904247501468
MAXssNH,2.554669705845301
MDEC-11,0.09999999999999998
MDEC-12,2.862566845947418
MDEC-13,3.6410162961631043
MDEC-22,10.62962070059703
MDEC-23,20.730905796920794
MDEC-33,13.159880055150852
MDEN-22,1.4777634292681385
MDEO-11,0.5129927840030091
MDEO-12,0.42857142857142866
MINaaCH,1.5602695499496095
MINaaNH,2.4359362907748547
MINaaaC,0.4909287735155792
MINaasC,0.3939485964138745
MINsCH3,1.5653928734538403
MINssNH,2.554669705845301
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.196428571428571
SM1_Dzi,1.506634590074004
SM1_Dzm,2.192421732756463
SM1_Dzp,-5.977766399049397
SM1_Dzv,-2.71569755003435
SddssSe,0
SpAD_Dt,635.8036429981654
SpAbs_A,38.647950463967334
SpAbs_D,326.54552586222087
SpMAD_A,1.2882650154655777
SpMAD_D,10.884850862074035
SpMax_A,2.5223766526402622
SpMax_D,163.27276293111055
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,125.31999999999998
TpiPC10,9.554184365840461
VAdjMat,6.044394119358453
VE1_DzZ,5.394792854374293
VE1_Dzi,5.379201976023497
VE1_Dzm,5.39479129523773
VE1_Dzp,5.377052564277173
VE1_Dzv,5.377851353059938
VE2_DzZ,0.1798264284791431
VE2_Dzi,0.17930673253411655
VE2_Dzm,0.17982637650792432
VE2_Dzp,0.17923508547590578
VE2_Dzv,0.17926171176866462
VE3_DzZ,2.7840464907882954
VE3_Dzi,2.7811523202454382
VE3_Dzm,2.7840462017805745
VE3_Dzp,2.7807526622107797
VE3_Dzv,2.7809012063150083
VR1_DzZ,194.82870085604358
VR1_Dzi,196.98170889502356
VR1_Dzm,194.82881682088404
VR1_Dzp,197.49193079253115
VR1_Dzv,197.56958985434784
VR2_DzZ,6.494290028534786
VR2_Dzi,6.566056963167452
VR2_Dzm,6.494293894029468
VR2_Dzp,6.583064359751038
VR2_Dzv,6.585652995144928
VR3_DzZ,6.3707330040137675
VR3_Dzi,6.381723164846822
VR3_Dzm,6.37073359922795
VR3_Dzp,6.384310015427949
VR3_Dzv,6.384703164640202
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.03125
Xch-6dv,0.152810902692587
Xch-7dv,0.1839378524461052
Xpc-4dv,2.1582115654264578
Xpc-5dv,2.7623725699952737
Xpc-6dv,3.3861948389746295
Zagreb1,162.0
Zagreb2,192.0
fragCpx,219.09
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,1
n6aRing,3
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,22
nBondsD,3
nBondsM,25
nBondsO,33
nBondsS,28
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,9
naHRing,2
AATS0are,6.414064000000001
AATS1are,6.480805660377358
AATS2are,6.464629213483146
AATS3are,6.468714285714285
AATS4are,6.4401721739130435
AATS5are,6.372814912280702
AATS6are,6.203309836065573
AATS7are,6.287483333333333
AATS8are,6.3084725
AATSC0dv,4.245511111111111
AATSC0pe,0.13075299999999995
AATSC0se,0.08977904999999996
AATSC1dv,0.9025811320754716
AATSC1pe,-0.0014318301886792277
AATSC1se,0.004533413773584888
AATSC2dv,1.0190581772784022
AATSC2pe,0.03047729213483145
AATSC2se,0.01807314595505617
AATSC3dv,-0.24094761904761905
AATSC3pe,-0.02263783928571428
AATSC3se,-0.018194883750000012
AATSC4dv,-0.42684444444444447
AATSC4pe,-0.009390304347826077
AATSC4se,-0.008225155217391318
AATSC5dv,-0.7220023391812865
AATSC5pe,-0.024332859649122785
AATSC5se,-0.014793031228070179
AATSC6dv,-0.14864408014571953
AATSC6pe,-0.0024451475409836077
AATSC6se,-0.0007506596721311368
AATSC7dv,0.20260176366843033
AATSC7pe,0.03277107936507936
AATSC7se,0.02516056634920635
AATSC8dv,-0.5076222222222222
AATSC8pe,-0.010989916666666662
AATSC8se,-0.00851680666666667
AETA_eta,0.7849743681162124
ATSC0are,7.102231999999997
ATSC1are,-0.3634059199999996
ATSC2are,3.0254750399999994
ATSC3are,-2.799791679999998
ATSC4are,-1.068277599999999
ATSC5are,-2.8014169599999987
ATSC6are,-0.5598180800000003
ATSC7are,4.800471359999999
ATSC8are,-1.5460247999999988
BCUTZ-1h,16.013122729916244
BCUTZ-1l,5.67965489830113
BCUTc-1h,0.47718507066617183
BCUTc-1l,-0.4938912927179213
BCUTd-1h,4.038958428064661
BCUTd-1l,0.9712027705655494
BCUTi-1h,14.690888093237799
BCUTi-1l,10.32016287393057
BCUTm-1h,32.06654416469422
BCUTm-1l,11.692149978457508
BCUTp-1h,2.954390915069486
BCUTp-1l,0.7481190226531628
BCUTs-1h,7.01457894674037
BCUTs-1l,0.2980199559850208
BCUTv-1h,24.441824332082533
BCUTv-1l,14.701014625580822
BalabanJ,1.501399802104584
Diameter,12
ETA_beta,43.0
GATS1are,0.7207036769541084
GATS2are,0.5981563181574784
GATS3are,1.2530743856297568
GATS4are,1.133059113762008
GATS5are,1.1475220722803958
GATS6are,0.8295006622623681
GATS7are,0.661316752254784
GATS8are,1.0709862054632964
HybRatio,0.14285714285714285
Lipinski,True
LogEE_Dt,317.9018214990827
MATS1are,-0.04827155372915239
MATS2are,0.23931984742989046
MATS3are,-0.17598791478509848
MATS4are,-0.0653975428765394
MATS5are,-0.17300077625214258
MATS6are,-0.03230444166626245
MATS7are,0.26821835056654764
MATS8are,-0.09070064171375981
MAXddssS,-3.4555998884606383
MAXssCH2,-0.04718511191590147
MINddssS,-3.4555998884606383
MINssCH2,-0.04718511191590147
NsssssAs,0
RotRatio,0.18181818181818182
SM1_Dzpe,1.69124847001224
SM1_Dzse,1.626387277483714
SMR_VSA1,13.154659938128987
SMR_VSA2,0.0
SMR_VSA3,15.181342137549283
SMR_VSA4,0.0
SMR_VSA5,13.847474399381248
SMR_VSA6,10.474948471198877
SMR_VSA7,70.77551219327825
SMR_VSA8,0.0
SMR_VSA9,22.75640315311327
SpAD_DzZ,220.48583031681514
SpAD_Dzi,238.43508424947333
SpAD_Dzm,220.5277501875186
SpAD_Dzp,322.52849600328045
SpAD_Dzv,289.4226850385745
SpAbs_Dt,635.8036429981653
SpDiam_A,4.941558029227149
SpDiam_D,215.54465106965426
SpMAD_Dt,21.193454766605512
SpMax_Dt,317.9018214990827
SsssssAs,0
VE1_Dzpe,5.381332709408289
VE1_Dzse,5.3827086335197105
VE2_Dzpe,0.1793777569802763
VE2_Dzse,0.17942362111732368
VE3_Dzpe,2.7815483476687826
VE3_Dzse,2.7818039996260877
VMcGowan,300.06000000000057
VR1_Dzpe,196.7096263844377
VR1_Dzse,196.56454262134753
VR2_Dzpe,6.556987546147924
VR2_Dzse,6.552151420711584
VR3_Dzpe,6.380340952288291
VR3_Dzse,6.379603127223204
mZagreb1,9.8125
mZagreb2,6.499999999999999
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,1
n9FaRing,1
n9aHRing,0
nBondsKD,12
nBondsKS,41
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.14204463999999994
AATSC1are,-0.006856715471698106
AATSC2are,0.0339941015730337
AATSC3are,-0.02499813999999998
AATSC4are,-0.009289370434782599
AATSC5are,-0.02457383298245613
AATSC6are,-0.004588672786885248
AATSC7are,0.03809897904761904
AATSC8are,-0.01288353999999999
AETA_beta,1.4333333333333333
BCUTdv-1h,6.022878983055038
BCUTdv-1l,0.639753298787809
BCUTpe-1h,3.536962444141785
BCUTpe-1l,2.226665177110296
BCUTse-1h,3.768237768071287
BCUTse-1l,2.422418957944154
ETA_alpha,14.26666666666667
ETA_dBeta,5.0
ETA_eta_B,0.5380716855905288
ETA_eta_F,34.77804447570756
ETA_eta_L,6.083546008767657
ETA_eta_R,58.32727551919393
ETA_psi_1,0.5501285347043704
LabuteASA,172.52469776343585
LogEE_DzZ,109.9307897232683
LogEE_Dzi,119.2672146429662
LogEE_Dzm,109.95131663268141
LogEE_Dzp,160.07540018777695
LogEE_Dzv,144.25872626094824
PEOE_VSA1,9.720841474747257
PEOE_VSA2,9.51663204852391
PEOE_VSA3,13.516478792629975
PEOE_VSA4,5.098681808301038
PEOE_VSA5,0.0
PEOE_VSA6,18.19910120538483
PEOE_VSA7,44.179309741689295
PEOE_VSA8,22.330989975693814
PEOE_VSA9,23.02984938767312
SM1_Dzare,1.8609379886947037
SpAD_Dzpe,235.30068677519444
SpAD_Dzse,235.3080560109608
SpAbs_DzZ,218.59925284378215
SpAbs_Dzi,237.12933427140928
SpAbs_Dzm,218.64441531115082
SpAbs_Dzp,326.1285667746034
SpAbs_Dzv,291.2331500719309
SpDiam_Dt,444.4713288971517
SpMAD_DzZ,7.349527677227171
SpMAD_Dzi,7.947836141649111
SpMAD_Dzm,7.35092500625062
SpMAD_Dzp,10.750949866776015
SpMAD_Dzv,9.647422834619151
SpMax_DzZ,109.9307897232683
SpMax_Dzi,119.2672146429662
SpMax_Dzm,109.95131663268141
SpMax_Dzp,160.07540018777695
SpMax_Dzv,144.25872626094824
VE1_Dzare,5.380619688993843
VE2_Dzare,0.1793539896331281
VE3_Dzare,2.781415840036507
VR1_Dzare,196.7587192066944
VR2_Dzare,6.55862397355648
VR3_Dzare,6.380590491154945
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,1
nAromAtom,21
nAromBond,22
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4755555555555556
AETA_dBeta,0.16666666666666666
AETA_eta_B,0.017935722853017626
AETA_eta_F,1.159268149190252
AETA_eta_L,0.2027848669589219
AETA_eta_R,1.9442425173064644
BCUTare-1h,3.580984786911731
BCUTare-1l,2.177339398861003
ETA_beta_s,19.0
ETA_dPsi_A,0.16387146529562957
ETA_dPsi_B,0.0
ETA_eta_BR,0.8820716855905287
ETA_eta_FL,8.29259586801491
ETA_eta_RL,14.376141876782567
LogEE_Dzpe,117.70671833659762
LogEE_Dzse,117.70824091472986
PEOE_VSA10,11.49902366656781
PEOE_VSA11,0.0
PEOE_VSA12,10.023291153407584
PEOE_VSA13,5.559266895052007
SlogP_VSA1,15.018224713304145
SlogP_VSA2,29.35199272862501
SlogP_VSA3,10.023291153407584
SlogP_VSA4,6.923737199690624
SlogP_VSA5,12.617665194539086
SlogP_VSA6,59.52231730337778
SlogP_VSA7,0.0
SlogP_VSA8,22.02982791547505
SlogP_VSA9,0.0
SpAD_Dzare,233.56714986893056
SpAbs_Dzpe,233.75249577945007
SpAbs_Dzse,233.8054420256944
SpDiam_DzZ,148.33104521264943
SpDiam_Dzi,158.96624964727366
SpDiam_Dzm,148.35754600102416
SpDiam_Dzp,222.69877132282514
SpDiam_Dzv,193.0556014512648
SpMAD_Dzpe,7.843356225839814
SpMAD_Dzse,7.843601867032026
SpMax_Dzpe,117.70671833659762
SpMax_Dzse,117.70824091472986
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,30
AETA_beta_s,0.6333333333333333
AETA_eta_BR,0.02940238951968429
AETA_eta_FL,0.2764198622671637
AETA_eta_RL,0.4792047292260856
DetourIndex,4629
EState_VSA1,10.023291153407584
EState_VSA2,11.312120501798795
EState_VSA3,44.91016585157488
EState_VSA4,0.0
EState_VSA5,0.0
EState_VSA6,38.243419176379156
EState_VSA7,30.33183534230805
EState_VSA8,19.903437002001372
EState_VSA9,4.736862953800049
ETA_beta_ns,24.0
ETA_shape_p,0.14018691588785043
ETA_shape_x,0.05841121495327102
ETA_shape_y,0.3154205607476635
GhoseFilter,True
LogEE_Dzare,116.8456062007551
SlogP_VSA10,5.687386274683562
SlogP_VSA11,11.49902366656781
SpAbs_Dzare,231.88315997999428
SpDiam_Dzpe,157.48329781864578
SpDiam_Dzse,157.47493913705958
SpMAD_Dzare,7.785571662297685
SpMax_Dzare,116.8456062007551
TopoPSA(NO),116.93999999999998
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,24.09596949707339
VSA_EState9,53.77629705805393
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.8
EState_VSA10,13.212334168400758
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.02444444444444436
FilterItLogS,-6.914391021138957
SpDiam_Dzare,156.46372260108802
ETA_beta_ns_d,1.5
ETA_epsilon_1,0.6386666666666668
ETA_epsilon_2,0.8644444444444442
ETA_epsilon_3,0.44285714285714245
ETA_epsilon_4,0.556565656565656
ETA_epsilon_5,0.813131313131313
AETA_beta_ns_d,0.05
ETA_dEpsilon_A,0.19580952380952438
ETA_dEpsilon_B,0.08210101010101079
ETA_dEpsilon_C,-0.11370851370851359
ETA_dEpsilon_D,0.0513131313131312
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.7333333333333333
MDEDescriptor,"0.09999999999999998,2.862566845947418,3.6410162961631043,0.0,10.62962070059703,20.730905796920794,0.0,13.159880055150852,0.0,0.0,0.5129927840030091,0.42857142857142866,0.0,0.0,0.0,0.0,1.4777634292681385,0.0,0.0"
APolDescriptor,60.80385999999998
BCUTDescriptor,"11.850000000000021,31.9720725274327,-0.3093598974422467,0.25249084385607146,4.981838181084288,11.859295336776423"
BPolDescriptor,33.19414
TPSADescriptor,125.31999999999998
ALOGPDescriptor,"4.0045,16.03602025,109.19939999999997"
XLogPDescriptor,3.7189999999999994
VAdjMaDescriptor,6.044394119358453
WeightDescriptor,424.1205262800001
ChiPathDescriptor,"21.302754140504845,14.37614187678257,13.59087458141932,11.065178645564663,9.356561978587598,7.623568325177661,5.2604363215212775,4.218872343913766,16.595456022610698,9.727102658962716,7.246140642761656,5.012374266178502,3.3922012550853977,2.279409223337074,1.2622429155077541,0.8226387199264755"
ChiChainDescriptor,"0.0,0.0,0.07856742013183861,0.46298965411661713,0.7658867094726145,0.0,0.0,0.03125,0.15281090269258696,0.18393785244610522"
AtomCountDescriptor,50
BondCountDescriptor,33
SmallRingDescriptor,"4,4,3,3,0,0,1,3,0,0,0"
ChiClusterDescriptor,"2.7727856606830827,0.25,0.381648254281417,0.0,0.9554580892974668,0.03606186020065962,0.11514469224951743,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,2,13,3,3,0,0,0"
ZagrebIndexDescriptor,162.0
LargestChainDescriptor,13
MannholdLogPDescriptor,2.7800000000000002
WeightedPathDescriptor,"61.3762835038962,2.04587611679654,26.12447760660458,10.570619357352609,12.208618329501611"
FractionalPSADescriptor,0.2954820439821509
WienerNumbersDescriptor,"2358.0,49.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"5.216551727192517,8.597193240636955,11.943748702274334,1.7440727513883654,2.3553494276252835,2.7100577474621597"
FractionalCSP3Descriptor,0.14285714285714285
KierHallSmartsDescriptor,"0,0,0,0,0,0,2,0,1,0,0,9,0,0,0,0,6,2,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,3
LargestPiSystemDescriptor,27
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"23.168044077134986,9.868055555555555,5.333333333333333"
AromaticAtomsCountDescriptor,21
AromaticBondsCountDescriptor,22
FragmentComplexityDescriptor,1939.09
HBondAcceptorCountDescriptor,5
HybridizationRatioDescriptor,0.14285714285714285
AutocorrelationDescriptorMass,"40.66555038571971,44.08320527745602,57.92706934075956,58.37404501961564,57.81682944256133"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,6
AutocorrelationDescriptorCharge,"0.5296435499612165,-0.21779731616865428,-0.033480291479891046,-0.03418412519593987,0.06328515175160926"
EccentricConnectivityIndexDescriptor,598
AutocorrelationDescriptorPolarizability,"2317.2475299368775,2750.2540913551607,3997.4448721918793,4048.7315494409995,3930.8471621404196"
