DLiP-ID,T001KU
AATSC4m,1.2959672650388117
AATSC4p,-0.012154411996624762
AATSC4s,-0.04085594217121566
AATSC4v,-0.5364874738094036
AATSC5Z,-0.23912012032286123
AATSC5c,0.0001863882742679933
AATSC5d,-0.011129302067392802
AATSC5i,0.11268684704191699
AATSC5m,-1.1015623035104796
AATSC5p,0.011226437938186952
AATSC5s,-0.021741735096334956
AATSC5v,0.7434741574143743
AATSC6Z,0.2272565868232453
AATSC6c,3.270177933752447e-05
AATSC6d,-0.07753769180269812
AATSC6i,0.0886196624760977
AATSC6m,1.0936363242808957
AATSC6p,0.005754089910904091
AATSC6s,-0.008163901664485152
AATSC6v,1.9031127072107965
AATSC7Z,-0.7931571752731378
AATSC7c,-2.8693526190866305e-05
AATSC7d,-0.06491180045520124
AATSC7i,-0.1798615754150022
AATSC7m,-3.820161005489444
AATSC7p,-0.030079144207433788
AATSC7s,0.004414305248051784
AATSC7v,-6.59164882717113
AATSC8Z,-0.21530539078286934
AATSC8c,0.00016283829942983333
AATSC8d,-0.007211370160330472
AATSC8i,0.05158799573973191
AATSC8m,-0.9848176311554365
AATSC8p,0.007770406950688544
AATSC8s,0.006720472292034327
AATSC8v,0.40894606581727067
ATS0are,409.4247
ATS1are,458.60400000000004
ATS2are,863.9179999999998
ATS3are,1244.1328
ATS4are,1370.887
ATS5are,1355.21
ATS6are,1322.0749
ATS7are,1456.7549999999997
ATS8are,1520.9979999999998
ATSC0dv,224.63768115942025
ATSC0pe,6.430881159420288
ATSC0se,3.88023524637681
ATSC1dv,57.63495064062174
ATSC1pe,0.036237597143471925
ATSC1se,-0.13809130770846675
ATSC2dv,16.55723587481621
ATSC2pe,0.2690155849611623
ATSC2se,0.36197262339844294
ATSC3dv,12.890569208149552
ATSC3pe,0.4204344255408601
ATSC3se,0.3418276958622132
ATSC4dv,6.817685360218439
ATSC4pe,0.7136897080445309
ATSC4se,-0.044788701533292924
ATSC5dv,-25.12812434362528
ATSC5pe,-0.7851185465238175
ATSC5se,-0.08594033606385859
ATSC6dv,-26.40873766015542
ATSC6pe,0.01800002100399972
ATSC6se,-0.25874092669607474
ATSC7dv,-73.66078554925437
ATSC7pe,-1.6730391724427462
ATSC7se,-0.7557234219701783
ATSC8dv,-56.368620037807176
ATSC8pe,-1.1854504725897934
ATSC8se,-0.4818097290485196
AXp-0dv,0.5804340787870061
AXp-1dv,0.3351994970967334
AXp-2dv,0.19092543872430293
AXp-3dv,0.10754415453925835
AXp-4dv,0.060500559543948736
AXp-5dv,0.03419174840876939
AXp-6dv,0.018249439513307767
AXp-7dv,0.010318121141377513
BertzCT,1096.874574840094
ECIndex,799
ETA_eta,40.719390544806956
GATS1dv,0.6238273757628597
GATS1pe,0.756096629222407
GATS1se,0.7521297950338575
GATS2dv,0.927314856883235
GATS2pe,0.8070812588985398
GATS2se,0.7196739641746349
GATS3dv,0.9490163583549918
GATS3pe,0.8609724293065143
GATS3se,0.793310097325202
GATS4dv,1.0367481655821682
GATS4pe,1.0092386099725135
GATS4se,1.0436035900806704
GATS5dv,1.1838110599078342
GATS5pe,1.362497271914155
GATS5se,1.4309899504268173
GATS6dv,1.0683072472153914
GATS6pe,1.0584220697523785
GATS6se,1.0996075385468465
GATS7dv,1.114691168693813
GATS7pe,1.2370319930499285
GATS7se,1.3124400897696051
GATS8dv,1.086159436410827
GATS8pe,1.1795779586730686
GATS8se,1.2215408206376945
LogEE_A,4.492016348871166
LogEE_D,198.39881880107953
MATS1dv,0.23923278116826516
MATS1pe,0.005254196122174961
MATS1se,-0.03318376484121994
MATS2dv,0.03581508405270331
MATS2pe,0.02032673864424255
MATS2se,0.04532923767962253
MATS3dv,0.018765326402690727
MATS3pe,0.021379346233308814
MATS3se,0.028808180318639458
MATS4dv,0.008987678250034612
MATS4pe,0.0328648852019629
MATS4se,-0.003418248134367237
MATS5dv,-0.03445708525345621
MATS5pe,-0.03760675190260039
MATS5se,-0.0068224453221242265
MATS6dv,-0.036375524374367134
MATS6pe,0.000866057556870619
MATS6se,-0.02063247372249754
MATS7dv,-0.0927284505552618
MATS7pe,-0.07356900629028479
MATS7se,-0.05507621549643736
MATS8dv,-0.06633815350389322
MATS8pe,-0.048732816663026236
MATS8se,-0.03282661430369468
MAXaaCH,2.154786231865264
MAXaasC,1.32144804526749
MAXaasN,1.8686493764172336
MAXdssC,0.048049650415721734
MAXssNH,3.3636781934996223
MAXsssN,2.372262849584278
MDEC-22,23.40806278611215
MDEC-23,39.12523887390211
MDEC-33,15.351597815724308
MDEN-23,0.47140452079103173
MDEN-33,0.33333333333333337
MDEO-11,0.45856606309931985
MINaaCH,1.6169890033607566
MINaasC,1.0095657077110003
MINaasN,1.8686493764172336
MINdssC,0.048049650415721734
MINssNH,3.3636781934996223
MINsssN,2.372262849584278
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.1785714285714288
SM1_Dzi,1.1951513140078474
SM1_Dzm,1.1752972727426438
SM1_Dzp,-4.80142824756291
SM1_Dzv,-2.1549573189043634
SddssSe,0
SpAD_Dt,973.8022000275623
SpAbs_A,45.534709023042836
SpAbs_D,396.79763760215906
SpMAD_A,1.339256147736554
SpMAD_D,11.670518753004679
SpMax_A,2.615173400996752
SpMax_D,198.39881880107953
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,74.57
TpiPC10,8.580426173208064
VAdjMat,6.285402218862249
VE1_DzZ,5.739988299162022
VE1_Dzi,5.7375449755674435
VE1_Dzm,5.739998906554244
VE1_Dzp,5.750525992402629
VE1_Dzv,5.749163940763372
VE2_DzZ,0.16882318526947124
VE2_Dzi,0.16875132281080715
VE2_Dzm,0.1688234972515954
VE2_Dzp,0.16913311742360673
VE2_Dzv,0.16909305708127564
VE3_DzZ,2.971232603477998
VE3_Dzi,2.9708068458569126
VE3_Dzm,2.9712344514577964
VE3_Dzp,2.973066759187202
VE3_Dzv,2.9728298742531662
VR1_DzZ,243.79291248808752
VR1_Dzi,244.31833584850648
VR1_Dzm,243.79209767891805
VR1_Dzp,242.9961597557749
VR1_Dzv,242.78619957643048
VR2_DzZ,7.170379779061398
VR2_Dzi,7.185833407309014
VR2_Dzm,7.170355814085825
VR2_Dzp,7.14694587516985
VR2_Dzv,7.140770575777367
VR3_DzZ,6.7200945772380525
VR3_Dzi,6.722247461709165
VR3_Dzm,6.72009123501402
VR3_Dzp,6.7168210713636105
VR3_Dzv,6.7159566505447605
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.17456381081817152
Xch-6dv,0.5366544063552731
Xch-7dv,0.7717525512334853
Xpc-4dv,3.2511212791240065
Xpc-5dv,5.390981858205387
Xpc-6dv,7.740756457027229
Zagreb1,192.0
Zagreb2,236.0
fragCpx,399.06
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,3
n5FRing,0
n5HRing,2
n5aRing,0
n6ARing,1
n6FRing,0
n6HRing,1
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,2
nBondsA,12
nBondsD,2
nBondsM,14
nBondsO,39
nBondsS,60
nBondsT,0
nFARing,2
nFHRing,1
nFaRing,0
nHetero,6
naHRing,1
AATS0are,5.933691304347826
AATS1are,6.197351351351352
AATS2are,6.0839295774647875
AATS3are,5.896363981042654
AATS4are,5.883635193133047
AATS5are,6.050044642857143
AATS6are,5.928586995515696
AATS7are,5.970307377049179
AATS8are,5.827578544061302
AATSC0dv,3.2556185675278297
AATSC0pe,0.09320117622348244
AATSC0se,0.05623529342575087
AATSC1dv,0.7788506843327262
AATSC1pe,0.0004896972586955666
AATSC1se,-0.0018660987528171184
AATSC2dv,0.11660025263955077
AATSC2pe,0.0018944759504307203
AATSC2se,0.0025491029816791756
AATSC3dv,0.06109274506232015
AATSC3pe,0.00199258021583346
AATSC3se,0.001620036473280631
AATSC4dv,0.02926045218977871
AATSC4pe,0.0030630459572726647
AATSC4se,-0.00019222618683816705
AATSC5dv,-0.11217912653404143
AATSC5pe,-0.0035049935112670427
AATSC5se,-0.0003836622145707973
AATSC6dv,-0.11842483255675076
AATSC6pe,8.071758297757722e-05
AATSC6se,-0.0011602732138837433
AATSC7dv,-0.3018884653657966
AATSC7pe,-0.006856717919847321
AATSC7se,-0.003097227139222042
AATSC8dv,-0.2159717242827861
AATSC8pe,-0.00454195583367737
AATSC8se,-0.0018460142875422207
AETA_eta,1.1976291336707927
ATSC0are,6.638843478260866
ATSC1are,-0.06489735349715366
ATSC2are,0.44318733459358683
ATSC3are,0.5833482041587947
ATSC4are,0.4541155009451831
ATSC5are,-0.6412744801512079
ATSC6are,-0.15915066162570066
ATSC7are,-1.6066421550094365
ATSC8are,-1.1399340264650282
BCUTZ-1h,8.023590063936153
BCUTZ-1l,5.689155211379168
BCUTc-1h,0.43383398054224953
BCUTc-1l,-0.442101338967805
BCUTd-1h,3.2618482957458146
BCUTd-1l,0.9771303511778049
BCUTi-1h,14.551444017345228
BCUTi-1l,10.949455211379162
BCUTm-1h,16.011462094819482
BCUTm-1l,11.700155211379181
BCUTp-1h,1.9939365635130504
BCUTp-1l,0.748632507014074
BCUTs-1h,7.009367786855912
BCUTs-1l,1.1464155106459735
BCUTv-1h,20.90180251957263
BCUTv-1l,14.701767813088782
BalabanJ,1.2210403530915492
Diameter,13
ETA_beta,35.75
GATS1are,0.7623995606953614
GATS2are,0.7893732348522696
GATS3are,0.8453106819633857
GATS4are,1.0300599629054967
GATS5are,1.4021270144710156
GATS6are,1.078995406023082
GATS7are,1.257740175871988
GATS8are,1.1918869579867326
HybRatio,0.5714285714285714
Lipinski,True
LogEE_Dt,486.90110001378116
MATS1are,-0.009114900415701689
MATS2are,0.03243811860708105
MATS3are,0.02873439589815347
MATS4are,0.020256623990949157
MATS5are,-0.029754496124726304
MATS6are,-0.007417545970561186
MATS7are,-0.06843621667051282
MATS8are,-0.045393730105595595
MAXssCH2,1.2978171140196615
MAXsssCH,0.5716317828529227
MINssCH2,-0.033679295792390596
MINsssCH,-0.3521324640967498
NsssssAs,0
RotRatio,0.1282051282051282
SM1_Dzpe,1.2597154222766218
SM1_Dzse,1.1662733799930698
SMR_VSA1,9.901064578912528
SMR_VSA2,0.0
SMR_VSA3,14.783797982648164
SMR_VSA4,17.75371813848418
SMR_VSA5,69.61603025383855
SMR_VSA6,13.151638370425493
SMR_VSA7,69.63920453659756
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,347.6434113079117
SpAD_Dzi,336.39696100077566
SpAD_Dzm,347.7007462457841
SpAD_Dzp,450.7055947083723
SpAD_Dzv,418.1793344281482
SpAbs_Dt,973.8022000275616
SpDiam_A,4.987363004900043
SpDiam_D,277.38217274387193
SpMAD_Dt,28.641241177281245
SpMax_Dt,486.90110001378116
SsssssAs,0
VE1_Dzpe,5.739462970046865
VE1_Dzse,5.7400613496728985
VE2_Dzpe,0.1688077344131431
VE2_Dzse,0.16882533381390877
VE3_Dzpe,2.9711410783513688
VE3_Dzse,2.9712453299927972
VMcGowan,357.6700000000015
VR1_Dzpe,243.8717092011353
VR1_Dzse,243.78229981480314
VR2_Dzpe,7.172697329445156
VR2_Dzse,7.170067641611857
VR3_Dzpe,6.720417736680952
VR3_Dzse,6.720051044781855
mZagreb1,8.944444444444445
mZagreb2,7.36111111111111
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,1
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,2
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,1
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,7
nBondsKS,67
nFAHRing,1
nFaHRing,0
nG12Ring,0
AATSC0are,0.09621512287334588
AATSC1are,-0.0008769912634750494
AATSC2are,0.0031210375675604705
AATSC3are,0.0027646834320322025
AATSC4are,0.0019489935662883396
AATSC5are,-0.0028628325006750353
AATSC6are,-0.0007136800969762361
AATSC7are,-0.006584598995940313
AATSC8are,-0.00436756331978938
AETA_beta,1.0514705882352942
BCUTdv-1h,6.0233321128128745
BCUTdv-1l,1.8243926687109415
BCUTpe-1h,3.492660294218336
BCUTpe-1l,2.2391552113791633
BCUTse-1h,3.7052688519646515
BCUTse-1l,2.435155211379161
ETA_alpha,16.200000000000003
ETA_dBeta,-8.75
ETA_eta_B,0.278851971588292
ETA_eta_F,26.710875756628724
ETA_eta_L,10.605640454755358
ETA_eta_R,67.43026630143568
ETA_psi_1,0.5934065934065939
LabuteASA,200.52578192982324
LogEE_DzZ,173.8563695195021
LogEE_Dzi,168.20555832077798
LogEE_Dzm,173.88494068973745
LogEE_Dzp,224.60744432771816
LogEE_Dzv,208.7727617259999
PEOE_VSA1,14.990415646638393
PEOE_VSA2,14.488984098994122
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,49.59430021108608
PEOE_VSA7,48.794462589721036
PEOE_VSA8,49.33434276111888
PEOE_VSA9,12.083681658295921
SM1_Dzare,1.4141461144718472
SpAD_Dzpe,344.9253707630615
SpAD_Dzse,348.03041862901534
SpAbs_DzZ,346.5960867315057
SpAbs_Dzi,335.34241572370996
SpAbs_Dzm,346.65626963359034
SpAbs_Dzp,454.01631690299905
SpAbs_Dzv,419.70048077090416
SpDiam_Dt,672.6460364221552
SpMAD_DzZ,10.22480621493858
SpMAD_Dzi,9.894028264728696
SpMAD_Dzm,10.22649253664071
SpMAD_Dzp,13.256046903187421
SpMAD_Dzv,12.299392189063182
SpMax_DzZ,173.8563695195021
SpMax_Dzi,168.20555832077798
SpMax_Dzm,173.88494068973745
SpMax_Dzp,224.60744432771816
SpMax_Dzv,208.7727617259999
VE1_Dzare,5.7387130032021165
VE2_Dzare,0.16878567656476814
VE3_Dzare,2.97101040134353
VR1_Dzare,243.9619416078673
VR2_Dzare,7.175351223760803
VR3_Dzare,6.720787667732701
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,1
n12FHRing,1
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,12
nAromBond,12
nG12ARing,0
nG12FRing,1
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4764705882352942
AETA_dBeta,-0.25735294117647056
AETA_eta_B,0.008201528576126235
AETA_eta_F,0.7856139928420213
AETA_eta_L,0.3119306016104517
AETA_eta_R,1.983243126512814
BCUTare-1h,3.546832452083657
BCUTare-1l,2.1891552113791617
ETA_beta_s,22.25
ETA_dPsi_A,0.12059340659340612
ETA_dPsi_B,0.0
ETA_eta_BR,0.794851971588292
ETA_eta_FL,6.029721136029446
ETA_eta_RL,16.635361590784804
LogEE_Dzpe,172.49957002151692
LogEE_Dzse,174.04951147274272
PEOE_VSA10,0.0
PEOE_VSA11,0.0
PEOE_VSA12,5.907179729351506
PEOE_VSA13,5.559266895052007
SlogP_VSA1,10.876055499058339
SlogP_VSA2,45.71603653155545
SlogP_VSA3,24.180936835836416
SlogP_VSA4,17.75371813848418
SlogP_VSA5,54.966779922020464
SlogP_VSA6,47.25910666330309
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,341.18705566985756
SpAbs_Dzpe,343.8138571551706
SpAbs_Dzse,346.99298424734286
SpDiam_DzZ,245.68832062586233
SpDiam_Dzi,236.72445487667937
SpDiam_Dzm,245.7312909567504
SpDiam_Dzp,321.79358158797305
SpDiam_Dzv,298.8088639917583
SpMAD_Dzpe,10.144863845972397
SpMAD_Dzse,10.236188783206334
SpMax_Dzpe,172.49957002151692
SpMax_Dzse,174.04951147274272
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,1
n12FaHRing,0
nG12AHRing,0
nG12FARing,1
nG12FHRing,1
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,34
AETA_beta_s,0.6544117647058824
AETA_eta_BR,0.02337799916436153
AETA_eta_FL,0.1773447392949837
AETA_eta_RL,0.4892753409054354
DetourIndex,8108
EState_VSA1,0.0
EState_VSA2,48.034663168683096
EState_VSA3,12.462662452073968
EState_VSA4,25.080327646613057
EState_VSA5,43.23101109802404
EState_VSA6,6.06636706846161
EState_VSA7,16.699833784714574
EState_VSA8,34.48216660870325
EState_VSA9,0.0
ETA_beta_ns,13.5
ETA_shape_p,0.061728395061728385
ETA_shape_x,0.0
ETA_shape_y,0.38888888888888884
GhoseFilter,False
LogEE_Dzare,170.63026945652908
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SpAbs_Dzare,339.9392796865002
SpDiam_Dzpe,243.59287101304852
SpDiam_Dzse,245.98608804482768
SpMAD_Dzare,10.034913402054634
SpMax_Dzare,170.63026945652908
TopoPSA(NO),74.57
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,1.8686493764172336
VSA_EState9,69.96468395691609
nBridgehead,0
nG12FAHRing,1
nG12FaHRing,0
AETA_beta_ns,0.39705882352941174
EState_VSA10,14.69560176298435
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.0235294117647058
FilterItLogS,-4.493621520135355
SpDiam_Dzare,240.73809193656453
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.5478260869565209
ETA_epsilon_2,0.8029411764705878
ETA_epsilon_3,0.4478260869565208
ETA_epsilon_4,0.5164556962025305
ETA_epsilon_5,0.7749999999999997
AETA_beta_ns_d,0.014705882352941176
ETA_dEpsilon_A,0.10000000000000009
ETA_dEpsilon_B,0.031370390753990396
ETA_dEpsilon_C,-0.06862960924600969
ETA_dEpsilon_D,0.027941176470588136
PetitjeanIndex,0.46153846153846156
TopoShapeIndex,0.8571428571428571
CDK Descriptors
FMFDescriptor,0.8823529411764706
MDEDescriptor,"0.0,0.0,0.0,0.0,23.40806278611215,39.12523887390211,0.0,15.351597815724308,0.0,0.0,0.45856606309931985,0.0,0.0,0.0,0.0,0.0,0.0,0.47140452079103173,0.33333333333333337"
APolDescriptor,78.32375499999998
BCUTDescriptor,"11.900000000000002,15.996940400156955,-0.3954414192582809,0.23078813730829995,5.142793132096985,12.411995838520559"
BPolDescriptor,44.79824499999999
TPSADescriptor,74.57
ALOGPDescriptor,"0.366000000000002,0.13395600000000146,119.02479999999998"
XLogPDescriptor,4.202
VAdjMaDescriptor,6.285402218862249
WeightDescriptor,461.26784226
ChiPathDescriptor,"23.23347556082299,16.635361590784807,15.120882221279748,13.546476038836486,12.428216196143687,10.31030169341992,7.736870517604538,6.183451451593481,19.734758678758208,13.072780386772603,10.88275000728527,8.926164826758445,7.381068264361744,5.504871493811871,3.6133890236349377,2.5795302853443776"
ChiChainDescriptor,"0.0,0.0,0.23894249490673466,0.8593560895307462,1.5166253616059937,0.0,0.0,0.17456381081817154,0.5366544063552731,0.771752551233485"
AtomCountDescriptor,69
BondCountDescriptor,39
SmallRingDescriptor,"6,2,3,2,0,0,3,3,0,0,0"
ChiClusterDescriptor,"2.1156221842502223,0.0,0.596041515254478,0.0,1.3444545720986647,0.0,0.298384084218736,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,2,8,2,3,10,3,0"
ZagrebIndexDescriptor,192.0
LargestChainDescriptor,14
MannholdLogPDescriptor,3.88
WeightedPathDescriptor,"71.31282865991042,2.0974361370561887,17.959948314386963,7.692054723974805,10.267893590412156"
FractionalPSADescriptor,0.16166312317511955
WienerNumbersDescriptor,"3248.0,59.0"
AminoAcidCountDescriptor,"1,0,0,0,0,0,0,0,1,0,2,1,2,0,0,0,0,0,2,0"
ChiPathClusterDescriptor,"5.625728633446143,10.46438405609168,15.46424800727525,3.2511212791240083,5.390981858205384,7.0281038177377875"
FractionalCSP3Descriptor,0.5714285714285714
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,10,0,0,7,6,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,1
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,7
PetitjeanNumberDescriptor,0.46153846153846156
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"24.34319526627219,10.400738688827332,4.607925678618087"
AromaticAtomsCountDescriptor,12
AromaticBondsCountDescriptor,12
FragmentComplexityDescriptor,4354.06
HBondAcceptorCountDescriptor,5
HybridizationRatioDescriptor,0.5714285714285714
AutocorrelationDescriptorMass,"37.40334801045228,41.32573139684125,61.09738232369622,64.25988537135194,64.86511238718359"
PetitjeanShapeIndexDescriptor,"0.8571428571428571,NaN"
RotatableBondsCountDescriptor,6
AutocorrelationDescriptorCharge,"0.5481161873326021,-0.29078933481295544,0.007714557493535535,0.19754842475019155,-0.3420709123157125"
EccentricConnectivityIndexDescriptor,799
AutocorrelationDescriptorPolarizability,"2835.207031965173,3496.904104667227,5274.463024772194,5342.723294965073,5106.962778469525"
