DLiP-ID,T006O5
DLiP-Mol-ID,24316
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C24H21FN4O3/c25-18-7-2-4-9-20(18)29-22(26-19-8-3-1-6-17(19)23(29)30)16-27-11-13-28(14-12-27)24(31)21-10-5-15-32-21/h1-10,15H,11-14,16H2"
Standard Inchi Key(RDKit),VKPNBQLSTNGFJP-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=C(c1ccco1)N1CCN(Cc2nc3ccccc3c(=O)n2-c2ccccc2F)CC1
SMILES(SDF),
MW(SDF),
MW(RDKit),432.455
MW Monoisotopic(RDKit),432.159768752
MolLogP(RDKit),3.0758
XLogP(SDF),
XLogP(CDK),3.013
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),6
HBA Lipinski(RDKit),7
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),0
HBD Lipinski(RDKit),0
PSA(SDF),
PSA(RDKit),71.58
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),4
nRings(SDF),
nRings(RDKit),5
Aromatic Rings(RDKit),4
nAtoms(SDF),
Heavy Atoms(RDKit),32
QED Weighted(RDKit),0.495729003711607
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,HIF-1a/p300
Common Target Pref Name,HIF-1a/p300
RDKit Descriptors
Ipc,37650095.847660206
qed,0.495729003711607
Chi0,22.078775022443736
Chi1,15.614193540729632
TPSA,71.58000000000001
Chi0n,17.277950593419273
Chi0v,17.277950593419273
Chi1n,10.42343227941399
Chi1v,10.42343227941399
Chi2n,7.682804554492876
Chi2v,7.682804554492876
Chi3n,5.69501931780631
Chi3v,5.69501931780631
Chi4n,4.03142755757023
Chi4v,4.03142755757023
MolMR,117.18650000000002
MolWt,432.4550000000002
fr_SH,0
Kappa1,20.141053310939196
Kappa2,8.392696728444596
Kappa3,3.6908452424466343
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,4
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1324.839378205665
MolLogP,3.075800000000002
NOCount,7
fr_Ar_N,2
fr_COO2,0
fr_urea,0
BalabanJ,1.444003027416366
SMR_VSA1,13.602103168799989
SMR_VSA2,0.0
SMR_VSA3,19.35089763043952
SMR_VSA4,0.0
SMR_VSA5,6.544756405912575
SMR_VSA6,26.1790256236503
SMR_VSA7,94.68251051729928
SMR_VSA8,0.0
SMR_VSA9,5.687386274683562
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,1
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,1
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,182.86292125219632
NHOHCount,0
PEOE_VSA1,9.317060667903824
PEOE_VSA2,19.056083746785475
PEOE_VSA3,9.374393568622029
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,24.26546827384644
PEOE_VSA7,36.39820241076966
PEOE_VSA8,26.1790256236503
PEOE_VSA9,29.398230608316254
RingCount,5
