DLiP-ID,C000KM
Sv,28.69792876043151
nB,0
nC,18
nF,0
nH,16
nI,0
nN,4
nO,3
nP,0
nS,1
nX,0
ABC,20.332405652511895
AMW,8.764150270761915
IC0,1.7777093863948294
IC1,3.581416079660429
IC2,4.251456780852721
IC3,4.766968315481369
IC4,4.9754180179138325
IC5,5.118275160770976
MID,53.791697039156354
Mpe,0.9912231559290383
Mse,1.0196216141227066
NdO,0
NdS,0
NsF,0
NsI,0
NtN,0
SMR,99.32780000000002
SdO,0
SdS,0
Spe,41.63137254901961
SsF,0
SsI,0
Sse,42.82410779315368
StN,0
fMF,0.5
nBr,0
nCl,0
AMID,2.0689114245829368
BIC0,0.30890428105267476
BIC1,0.6223259930474829
BIC2,0.7387558452279817
BIC3,0.828333883796911
BIC4,0.8645552178115375
BIC5,0.8893788382217434
CIC0,3.614608036383931
CIC1,1.8109013431183318
CIC2,1.1408606419260394
CIC3,0.6253491072973913
CIC4,0.41689940486492816
CIC5,0.2740422620077849
GGI1,4.0
GGI2,3.333333333333335
GGI3,2.3194444444444446
GGI4,1.408888888888889
GGI5,0.9169444444444445
GGI6,0.6195011337868481
GGI7,0.4306264172335601
GGI8,0.27816358024691357
GGI9,0.11875000000000005
JGI1,0.1379310344827586
JGI2,0.08130081300813012
JGI3,0.05154320987654322
JGI4,0.032020202020202025
JGI5,0.02236449864498645
JGI6,0.01822062158196612
JGI7,0.014354213907785332
JGI8,0.011126543209876542
JGI9,0.0059375000000000035
MIC0,19.820378801342066
MIC1,36.70059929440343
MIC2,43.1432213557719
MIC3,46.146333820446735
MIC4,46.88040350145103
MIC5,47.024403501451026
MPC2,41
MPC3,59
MPC4,81
MPC5,102
MPC6,111
MPC7,135
MPC8,158
MPC9,169
Mare,1.0040000000000002
NaaN,2
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,1
NsBr,0
NsCl,0
NsLi,0
NsOH,1
NsSH,0
NssO,2
NssS,1
NtCH,0
NtsC,0
RNCG,0.20636435484686746
RPCG,0.11926835038197865
SIC0,0.3296744696232558
SIC1,0.6641701144171255
SIC2,0.7884285081017851
SIC3,0.884029618758026
SIC4,0.9226864125053506
SIC5,0.9491791301361177
SaaN,8.387446145124716
SaaO,0
SaaS,0
Sare,42.168000000000006
SdNH,0
SdSe,0
SddC,0
SdsN,4.726658163265306
SsBr,0
SsCl,0
SsLi,0
SsOH,10.154789289210736
SsSH,0
SssO,10.987799445790968
SssS,1.5172068688586544
StCH,0
StsC,0
TIC0,74.66379422858283
TIC1,150.41947534573802
TIC2,178.56118479581428
TIC3,200.21266925021752
TIC4,208.96755675238097
TIC5,214.96755675238097
Vabc,302.89697437619515
WPol,45
apol,50.434687999999994
bpol,24.833312
nRot,4
ABCGG,16.581685169867416
ATS0Z,1308.0
ATS0d,156.0
ATS0i,6749.624757855585
ATS0m,5193.543001000001
ATS0p,72.493618477584
ATS0s,168.3923182441701
ATS0v,10339.850402929267
ATS1Z,1378.0
ATS1d,195.0
ATS1i,6624.739873790647
ATS1m,5326.242875000003
ATS1p,87.05913263600003
ATS1s,159.10802469135803
ATS1v,12766.619667043982
ATS2Z,2029.0
ATS2d,304.0
ATS2i,11186.322719749798
ATS2m,7746.594621999999
ATS2p,125.897490919943
ATS2s,233.67283950617292
ATS2v,18283.39303867756
ATS3Z,2297.0
ATS3d,330.0
ATS3i,12556.097058753594
ATS3m,8790.370089000004
ATS3p,139.09616945224496
ATS3s,277.8827160493827
ATS3v,20229.99909596568
ATS4Z,2292.0
ATS4d,326.0
ATS4i,14143.603406728693
ATS4m,8640.908365000005
ATS4p,141.52687928339597
ATS4s,324.43518518518516
ATS4v,20393.267690773366
ATS5Z,2435.0
ATS5d,325.0
ATS5i,16262.165417157694
ATS5m,9068.976283
ATS5p,149.464897565641
ATS5s,326.0061728395062
ATS5v,20650.5876485891
ATS6Z,2118.0
ATS6d,295.0
ATS6i,15801.177654592831
ATS6m,7704.754995999998
ATS6p,145.25027443933897
ATS6s,262.64814814814815
ATS6v,19023.9353397446
ATS7Z,1655.0
ATS7d,255.0
ATS7i,14280.246117776984
ATS7m,5888.262296999999
ATS7p,125.58985199698
ATS7s,235.16666666666677
ATS7v,16176.405593250427
ATS8Z,1253.0
ATS8d,211.0
ATS8i,11326.797693462768
ATS8m,4521.174912999999
ATS8p,98.43439181533896
ATS8s,210.81481481481484
ATS8v,13565.532692098237
C1SP1,0
C1SP2,1
C1SP3,1
C2SP1,0
C2SP2,11
C2SP3,0
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.16666666666666666
GGI10,0.06989082746658504
JGI10,0.0053762174974296174
JGT10,0.380174854229678
Kier1,19.322235434007133
Kier2,8.566329565734682
Kier3,3.8058029301924736
MID_C,37.58440120307593
MID_N,8.541914147718344
MID_O,5.591012490293801
MID_X,0.0
MID_h,16.207295836080426
MPC10,183
MWC01,29.0
MWC02,4.948759890378168
MWC03,5.831882477283517
MWC04,6.732210706467206
MWC05,7.632885505395133
MWC06,8.540323608805092
MWC07,9.446755465483632
MWC08,10.357202996593003
MWC09,11.266423722828764
MWC10,12.17858325058756
NaaCH,7
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,7
NaasN,1
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,2
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,3.0260000000000016
SRW02,4.07753744390572
SRW03,0.0
SRW04,5.407171771460119
SRW05,2.3978952727983707
SRW06,6.955592608396297
SRW07,4.727387818712341
SRW08,8.602820277383675
SRW09,6.842683282238422
SRW10,10.299541850890105
SaaCH,12.601410565361231
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,4.020851179978164
SaasN,1.643287037037037
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0.7854360355253214
SdssS,0
SsCH3,3.2349977181975738
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.466578741850806
VE1_D,5.028602306324218
VE2_A,0.17179149007118483
VE2_D,0.19340778101246991
VE3_A,2.4521341784621797
VE3_D,2.5706535190195243
VR1_A,202.59806524609465
VR1_D,159.32592508217832
VR2_A,7.792233278695948
VR2_D,6.127920195468397
VR3_A,6.266735487172012
VR3_D,6.026463392469706
WPath,1584
Xc-3d,1.4217283286371567
Xc-4d,0.0
Xc-5d,0.44204420438669256
Xc-6d,0.0
Xp-0d,18.0956473593183
Xp-1d,12.723876650462413
Xp-2d,11.008776696350003
Xp-3d,10.068742600745464
Xp-4d,8.802097016858243
Xp-5d,7.214481898515997
Xp-6d,4.8763940023575225
Xp-7d,3.7209226423359327
ZMIC0,82.69310266222016
ZMIC1,49.034140425987516
ZMIC2,34.38013196058594
ZMIC3,28.009574729180127
ZMIC4,26.448106016106685
ZMIC5,25.673525335224856
nAcid,0
nAtom,42
nBase,0
nRing,4
piPC1,3.676300671907076
piPC2,4.307437777682809
piPC3,4.961970122114975
piPC4,5.583731243588371
piPC5,6.082218910376446
piPC6,6.387930954752446
piPC7,6.838572657350908
piPC8,7.257553507418852
piPC9,7.62451979911162
AATS0Z,31.142857142857142
AATS0d,3.7142857142857144
AATS0i,160.70535137751392
AATS0m,123.65578573809526
AATS0p,1.7260385351805714
AATS0s,4.009340910575479
AATS0v,246.18691435545875
AATS1Z,30.622222222222224
AATS1d,4.333333333333333
AATS1i,147.21644163979215
AATS1m,118.36095277777784
AATS1p,1.9346473919111118
AATS1s,3.5357338820301782
AATS1v,283.70265926764404
AATS2Z,27.794520547945204
AATS2d,4.164383561643835
AATS2i,153.23729753081915
AATS2m,106.11773454794519
AATS2p,1.7246231632868902
AATS2s,3.2009978014544234
AATS2v,250.45743888599398
AATS3Z,28.01219512195122
AATS3d,4.024390243902439
AATS3i,153.1231348628487
AATS3m,107.19963523170736
AATS3p,1.6962947494176215
AATS3s,3.3888136103583255
AATS3v,246.70730604836194
AATS4Z,25.466666666666665
AATS4d,3.6222222222222222
AATS4i,157.15114896365213
AATS4m,96.0100929444445
AATS4p,1.5725208809266218
AATS4s,3.604835390946502
AATS4v,226.59186323081516
AATS5Z,24.10891089108911
AATS5d,3.217821782178218
AATS5i,161.01153878373955
AATS5m,89.7918443861386
AATS5p,1.4798504709469404
AATS5s,3.2277838895000612
AATS5v,204.46126384741683
AATS6Z,21.612244897959183
AATS6d,3.010204081632653
AATS6i,161.2365066795187
AATS6m,78.6199489387755
AATS6p,1.482145657544275
AATS6s,2.680083144368859
AATS6v,194.12178918106733
AATS7Z,18.59550561797753
AATS7d,2.865168539325843
AATS7i,160.4522035705279
AATS7m,66.16025052808988
AATS7p,1.411121932550337
AATS7s,2.6423220973782784
AATS7v,181.75736621629693
AATS8Z,17.40277777777778
AATS8d,2.9305555555555554
AATS8i,157.31663463142732
AATS8m,62.794096013888876
AATS8p,1.3671443307685966
AATS8s,2.9279835390946505
AATS8v,188.41017627914218
AMID_C,1.4455538924259972
AMID_N,0.32853515952762863
AMID_O,0.21503894193437698
AMID_X,0.0
AMID_h,0.6233575321569395
ATS0dv,394.44444444444446
ATS0pe,273.60859999999997
ATS0se,332.8302529999999
ATS1dv,415.0
ATS1pe,303.5167
ATS1se,360.0095439999998
ATS2dv,587.3333333333334
ATS2pe,485.71110000000004
ATS2se,585.0882539999999
ATS3dv,629.0
ATS3pe,546.8450999999999
ATS3se,656.3247399999999
ATS4dv,621.0
ATS4pe,606.8610000000001
ATS4se,728.9693619999999
ATS5dv,499.6666666666667
ATS5pe,666.8383
ATS5se,811.8765039999998
ATS6dv,420.66666666666663
ATS6pe,627.2752
ATS6se,772.7178719999998
ATS7dv,428.0
ATS7pe,550.9998999999999
ATS7se,686.0876219999999
ATS8dv,302.0
ATS8pe,447.17050000000006
ATS8se,550.89106
ATSC0Z,430.2857142857143
ATSC0c,1.1714954222533063
ATSC0d,25.619047619047617
ATSC0i,71.34232538752909
ATSC0m,1961.9557409761906
ATSC0p,11.93033862859962
ATSC0s,39.83212489385329
ATSC0v,2035.1769016476974
ATSC1Z,28.122448979591844
ATSC1c,-0.4626914426468518
ATSC1d,15.7891156462585
ATSC1i,1.9915551168138617
ATSC1m,131.59577140646232
ATSC1p,0.1991652926417454
ATSC1s,-2.841902055746851
ATSC1v,13.130069565360188
ATSC2Z,34.551020408163296
ATSC2c,-0.23054143110389044
ATSC2d,9.09070294784581
ATSC2i,-5.814983739375422
ATSC2m,183.67295894614466
ATSC2p,0.7490531093735708
ATSC2s,-4.307309114775308
ATSC2v,466.6365078825287
ATSC3Z,92.91836734693878
ATSC3c,-0.19868021517817408
ATSC3d,-5.684807256235827
ATSC3i,-25.730417023007654
ATSC3m,418.8846491893422
ATSC3p,-1.342319587512347
ATSC3s,-2.855175449237764
ATSC3v,-48.81797651476644
ATSC4Z,-10.040816326530578
ATSC4c,0.5621518127894294
ATSC4d,-11.27891156462585
ATSC4i,-22.1140396936493
ATSC4m,-62.75639844897974
ATSC4p,-1.1136083625708006
ATSC4s,5.168423336412755
ATSC4v,-523.9739796637591
ATSC5Z,29.122448979591812
ATSC5c,0.1407514078974086
ATSC5d,-6.321995464852607
ATSC5i,0.7550929548349399
ATSC5m,95.00832708106566
ATSC5p,0.805892042691631
ATSC5s,-6.147773329725123
ATSC5v,-249.01835755851204
ATSC6Z,-135.71428571428572
ATSC6c,-0.7411609039210842
ATSC6d,1.9365079365079372
ATSC6i,14.612200615354157
ATSC6m,-623.9504916587305
ATSC6p,0.8719302150454129
ATSC6s,-20.56442833191805
ATSC6v,-169.30246570314088
ATSC7Z,-215.36734693877548
ATSC7c,0.2195631105571083
ATSC7d,-2.573696145124716
ATSC7i,13.671007910188253
ATSC7m,-904.6711866638325
ATSC7p,-4.13433955681824
ATSC7s,23.32036399379139
ATSC7v,187.65669239636884
ATSC8Z,-30.918367346938794
ATSC8c,-0.03566320692084654
ATSC8d,-16.537414965986386
ATSC8i,-20.630340397084385
ATSC8m,-143.2704925068026
ATSC8p,-2.9399661300180613
ATSC8s,-0.3217901701146846
ATSC8v,-325.2938260526058
AXp-0d,0.6959864368968577
AXp-1d,0.4387543672573246
AXp-2d,0.26850674869146346
AXp-3d,0.17065665424992313
AXp-4d,0.10866786440565732
AXp-5d,0.0707302146913333
AXp-6d,0.04393147749871642
AXp-7d,0.02756238994322913
GATS1Z,0.6871145049431903
GATS1c,1.3022465875208136
GATS1d,0.4801115241635688
GATS1i,1.0536621839946438
GATS1m,0.6836008694849037
GATS1p,0.8985631818028043
GATS1s,0.8839663381382661
GATS1v,0.8475262020956581
GATS2Z,0.9554658080008731
GATS2c,1.1680395471453144
GATS2d,0.8988389265162704
GATS2i,1.0997323156987193
GATS2m,0.9332345189599793
GATS2p,1.0034654412796344
GATS2s,0.8578004565685875
GATS2v,0.778165881993029
GATS3Z,0.7570551128818062
GATS3c,1.1051220197968294
GATS3d,1.2783457249070633
GATS3i,1.2396291305340075
GATS3m,0.754811672898982
GATS3p,0.9946103077364898
GATS3s,0.986246494694895
GATS3v,0.896513846327253
GATS4Z,0.8210436033643206
GATS4c,0.9011472822351373
GATS4d,1.280297397769517
GATS4i,1.1958264312222024
GATS4m,0.8298539179164574
GATS4p,0.8961788622423463
GATS4s,0.9858020999032454
GATS4v,0.9773637673505327
GATS5Z,1.0056868236624459
GATS5c,1.0406302891455539
GATS5d,1.0616327431999706
GATS5i,1.0506246599667037
GATS5m,1.004947935850348
GATS5p,0.9574815287394922
GATS5s,1.0384207905367195
GATS5v,0.964500415500692
GATS6Z,1.385043160690571
GATS6c,1.1808382527894485
GATS6d,0.873672331386086
GATS6i,0.9760304385248191
GATS6m,1.361062145736481
GATS6p,1.1237818223782345
GATS6s,1.0270507059807474
GATS6v,1.019361990185327
GATS7Z,1.7119275706164105
GATS7c,0.6385272553195489
GATS7d,1.0699114489787394
GATS7i,0.9407091709076787
GATS7m,1.653221276783761
GATS7p,1.5034434602879234
GATS7s,0.485161471595213
GATS7v,1.0430913750092006
GATS8Z,0.8086035487678913
GATS8c,0.8628327574397613
GATS8d,1.444780049566295
GATS8i,1.078313391658609
GATS8m,0.8300705063529413
GATS8p,0.988759870338437
GATS8s,0.9777857865686002
GATS8v,1.0924086040940693
MATS1Z,0.06100044267374946
MATS1c,-0.3686274297510822
MATS1d,0.5752168525402724
MATS1i,0.026054446159360267
MATS1m,0.0626021868965572
MATS1p,0.015581083844511838
MATS1s,-0.06659052023374162
MATS1v,0.0060214576847912515
MATS2Z,0.04619876657752556
MATS2c,-0.11322304202820475
MATS2d,0.20415542088913796
MATS2i,-0.04689512242214003
MATS2m,0.053861996417779966
MATS2p,0.03612320457477628
MATS2s,-0.062215557253372834
MATS2v,0.13191767204037202
MATS3Z,0.11060635506753476
MATS3c,-0.08686592803473689
MATS3d,-0.11365490978329859
MATS3i,-0.18472896717856183
MATS3m,0.10935551169379443
MATS3p,-0.057628669749175375
MATS3s,-0.036714258687216964
MATS3v,-0.012286071748430733
MATS4Z,-0.010889774236387746
MATS4c,0.22393387771885223
MATS4d,-0.20545229244114008
MATS4i,-0.14465305320947147
MATS4m,-0.014927104961918684
MATS4p,-0.04355986185398333
MATS4s,0.06055240328637729
MATS4v,-0.12014738881508912
MATS5Z,0.028144846357145654
MATS5c,0.04996202914733204
MATS5d,-0.10261695314512863
MATS5i,0.004401301034411037
MATS5m,0.020137260192206713
MATS5p,0.02809001773765128
MATS5s,-0.06418185841936495
MATS5v,-0.05088117313429693
MATS6Z,-0.13517359134889018
MATS6c,-0.2711409548522066
MATS6d,0.03239511417950081
MATS6i,0.08777919220151077
MATS6m,-0.1362963230939023
MATS6p,0.0313221937373012
MATS6s,-0.22126176927419985
MATS6v,-0.03565203571655939
MATS7Z,-0.23620126236626524
MATS7c,0.08844597273263052
MATS7d,-0.04740821185414142
MATS7i,0.09043000552506504
MATS7m,-0.2176009745941349
MATS7p,-0.16353573067184954
MATS7s,0.276287434373705
MATS7v,0.0435132153485505
MATS8Z,-0.041915670650730444
MATS8c,-0.017758103851980376
MATS8d,-0.3765489467162328
MATS8i,-0.1686847907782974
MATS8m,-0.042597522572409424
MATS8p,-0.1437495024993972
MATS8s,-0.004712551315480184
MATS8v,-0.093237463392196
MAXaaN,4.204722694633409
MAXdsN,4.726658163265306
MAXsOH,10.154789289210736
MAXssO,5.493899722895484
MAXssS,1.5172068688586544
MINaaN,4.182723450491308
MINdsN,4.726658163265306
MINsOH,10.154789289210736
MINssO,5.493899722895484
MINssS,1.5172068688586544
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,1
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,6
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,34.7764803668631
SpAD_D,251.31196864022655
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0.6067842183169563
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,1094
TMWC10,131.93502762382207
TSRW10,75.31063032578506
VE1_Dt,5.060017893882741
VE2_Dt,0.1946160728416439
VE3_Dt,2.5768814646610205
VR1_Dt,155.00837750229346
VR2_Dt,5.961860673165133
VR3_Dt,5.998990608888014
Xc-3dv,0.6186010649266197
Xc-4dv,0.0
Xc-5dv,0.120861142230488
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.09622504486493763
Xch-6d,0.4110544158647976
Xch-7d,0.6790694533445606
Xp-0dv,15.025868095333037
Xp-1dv,8.869704093010887
Xp-2dv,6.450534447277825
Xp-3dv,4.962696115440256
Xp-4dv,3.6325936195898603
Xp-5dv,2.6438944181411803
Xp-6dv,1.5658293255078926
Xp-7dv,1.0180834403177952
Xpc-4d,4.1460063589832865
Xpc-5d,7.397088622379781
Xpc-6d,11.88124542581579
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,45
nFRing,1
nHBAcc,8
nHBDon,1
nHRing,2
nSpiro,0
naRing,3
piPC10,7.9920282704010805
AATS0dv,9.391534391534393
AATS0pe,6.514490476190476
AATS0se,7.924529833333331
AATS1dv,9.222222222222221
AATS1pe,6.744815555555556
AATS1se,8.000212088888883
AATS2dv,8.045662100456621
AATS2pe,6.653576712328768
AATS2se,8.014907589041094
AATS3dv,7.670731707317073
AATS3pe,6.668842682926828
AATS3se,8.003960243902437
AATS4dv,6.9
AATS4pe,6.7429000000000014
AATS4se,8.099659577777777
AATS5dv,4.947194719471947
AATS5pe,6.602359405940594
AATS5se,8.038381227722772
AATS6dv,4.29251700680272
AATS6pe,6.400767346938776
AATS6se,7.884876244897957
AATS7dv,4.808988764044944
AATS7pe,6.19101011235955
AATS7se,7.7088496853932575
AATS8dv,4.194444444444445
AATS8pe,6.210701388888889
AATS8se,7.651264722222223
AATSC0Z,10.244897959183673
AATSC0c,0.027892748148888244
AATSC0d,0.6099773242630385
AATSC0i,1.6986267949411686
AATSC0m,46.71323192800454
AATSC0p,0.2840556816333243
AATSC0s,0.9483839260441259
AATSC0v,48.45659289637375
AATSC1Z,0.6249433106575966
AATSC1c,-0.010282032058818929
AATSC1d,0.3508692365835222
AATSC1i,0.04425678037364137
AATSC1m,2.9243504756991627
AATSC1p,0.004425895392038787
AATSC1s,-0.06315337901659669
AATSC1v,0.29177932367467085
AATSC2Z,0.47330164942689446
AATSC2c,-0.0031581017959437046
AATSC2d,0.12453017736775081
AATSC2i,-0.07965731149829346
AATSC2m,2.516067930769105
AATSC2p,0.010261001498268094
AATSC2s,-0.05900423444897683
AATSC2v,6.3922809298976535
AATSC3Z,1.1331508213041315
AATSC3c,-0.002422929453392367
AATSC3d,-0.06932691775897351
AATSC3i,-0.31378557345131286
AATSC3m,5.108349380357832
AATSC3p,-0.016369751067223746
AATSC3s,-0.034819212795582484
AATSC3v,-0.5953411770093469
AATSC4Z,-0.11156462585033976
AATSC4c,0.006246131253215882
AATSC4d,-0.1253212396069539
AATSC4i,-0.24571155215165888
