DLiP-ID,C002VE
AATSC5d,-0.06668718129066292
AATSC5i,-0.08200165983121872
AATSC5m,-6.069802624142783
AATSC5p,-0.014636741241039464
AATSC5s,-0.5576241134751773
AATSC5v,-4.480188920121043
AATSC6Z,-1.2307692307692308
AATSC6c,0.0024897830585800516
AATSC6d,-0.04643084188538734
AATSC6i,-0.0011962938557418556
AATSC6m,-5.783985238942872
AATSC6p,-0.004708592635839071
AATSC6s,-0.16063797313797312
AATSC6v,-4.567770980318673
AATSC7Z,-0.047619047619047616
AATSC7c,-0.0022038277822931268
AATSC7d,-0.004722550177095636
AATSC7i,-0.06129495771792189
AATSC7m,-0.292225770661157
AATSC7p,-0.011255537502054616
AATSC7s,0.19345238095238104
AATSC7v,-2.1629058178311285
AATSC8Z,0.1643835616438356
AATSC8c,0.0017714444501877075
AATSC8d,0.027255745499830186
AATSC8i,-0.021746763123125668
AATSC8m,0.7819160596626287
AATSC8p,-0.0023408110353779193
AATSC8s,-0.14316971080669727
AATSC8v,0.49724300226588103
ATS0are,282.79999999999995
ATS1are,290.65000000000003
ATS2are,479.7999999999999
ATS3are,600.7300000000001
ATS4are,607.38
ATS5are,597.8700000000002
ATS6are,580.46
ATS7are,523.8700000000001
ATS8are,449.6700000000001
ATSC0dv,200.0
ATSC0pe,7.139972727272725
ATSC0se,5.293662545454545
ATSC1dv,73.0
ATSC1pe,-0.4872675619834708
ATSC1se,-0.47223523966942166
ATSC2dv,78.0
ATSC2pe,1.3864516528925606
ATSC2se,0.6023246942148758
ATSC3dv,19.0
ATSC3pe,0.31061280991735485
ATSC3se,0.047823834710743106
ATSC4dv,-22.0
ATSC4pe,1.1996082644628105
ATSC4se,0.9513529256198341
ATSC5dv,-112.0
ATSC5pe,-3.313919008264462
ATSC5se,-2.4274190743801647
ATSC6dv,-64.0
ATSC6pe,-1.6246935950413208
ATSC6se,-0.7551762644628102
ATSC7dv,13.0
ATSC7pe,0.5228793388429753
ATSC7se,0.4516064132231404
ATSC8dv,21.0
ATSC8pe,-0.015254752066116192
ATSC8se,-0.12743431404958672
AXp-0dv,0.5693853564316693
AXp-1dv,0.3118706932523823
AXp-2dv,0.15689563908409437
AXp-3dv,0.08115724444401932
AXp-4dv,0.04440189499799651
AXp-5dv,0.02441613154697742
AXp-6dv,0.013035786620567693
AXp-7dv,0.007810010723438206
BertzCT,743.9624145626476
ECIndex,522
ETA_eta,19.50068104101671
GATS1dv,0.43477777777777776
GATS1pe,0.7773621351862675
GATS1se,0.8374088420178247
GATS2dv,0.6874342105263157
GATS2pe,0.6754434800422421
GATS2se,0.7313407342060092
GATS3dv,0.9812234042553191
GATS3pe,0.9933296777759147
GATS3se,1.0308985058362927
GATS4dv,1.0544148936170212
GATS4pe,0.9515858953456767
GATS4se,0.9772571584608003
GATS5dv,1.2751329787234043
GATS5pe,1.2592296594060208
GATS5se,1.2796759081949078
GATS6dv,1.1777747252747253
GATS6pe,1.1918459044307501
GATS6se,1.1736165134958216
GATS7dv,0.9367857142857141
GATS7pe,0.9516661334210292
GATS7se,0.941932120322969
GATS8dv,0.9012328767123287
GATS8pe,0.9686504326291244
GATS8se,0.9673307838866654
LogEE_A,4.079298617319806
LogEE_D,127.76811173306531
MATS1dv,0.3568888888888889
MATS1pe,-0.06672846131743988
MATS1se,-0.0872252659227026
MATS2dv,0.22578947368421054
MATS2pe,0.11242095264862019
MATS2se,0.06587391879562562
MATS3dv,0.044468085106382976
MATS3pe,0.020363275285172865
MATS3se,0.004228759307191164
MATS4dv,-0.05148936170212766
MATS4pe,0.07864438472490638
MATS4se,0.08412212368521516
MATS5dv,-0.26212765957446804
MATS5pe,-0.21725519000974683
MATS5se,-0.21464131986330592
MATS6dv,-0.15472527472527475
MATS6pe,-0.11002368830702777
MATS6se,-0.06897685084624502
MATS7dv,0.03404761904761905
MATS7pe,0.038359975303966704
MATS7se,0.044686592359926884
MATS8dv,0.06328767123287671
MATS8pe,-0.0012877703364083926
MATS8se,-0.014509750645645258
MAXaaCH,1.5223884322247416
MAXaasC,0.6021365752453418
MAXdssC,-0.366100061938355
MAXsCH3,1.9519376565827684
MDEC-11,0.07142857142857142
MDEC-12,2.815885251813439
MDEC-13,2.4237288002903923
MDEC-22,6.101200650023184
MDEC-23,18.273929828347903
MDEC-33,8.442719658568311
MDEO-11,0.9425777253158624
MDEO-12,1.46324407009617
MDEO-22,0.33333333333333337
MINaaCH,1.171037990622226
MINaasC,-0.28284688862791274
MINdssC,-0.588970671550938
MINsCH3,1.6872627956785118
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.5
SM1_Dzi,1.0388051152698072
SM1_Dzm,1.4955934745921624
SM1_Dzp,-6.493765586034913
SM1_Dzv,-2.393966868348154
SddssSe,0
SpAD_Dt,361.18470354914507
SpAbs_A,29.663860260300314
SpAbs_D,255.53622346613088
SpMAD_A,1.2359941775125132
SpMAD_D,10.647342644422116
SpMax_A,2.3945785663689745
SpMax_D,127.76811173306531
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,96.97000000000001
TpiPC10,7.876602881594896
VAdjMat,5.643856189774724
VE1_DzZ,4.809345583494052
VE1_Dzi,4.807528606567935
VE1_Dzm,4.809328873553863
VE1_Dzp,4.772526010423121
VE1_Dzv,4.791449939768954
VE2_DzZ,0.20038939931225216
VE2_Dzi,0.20031369194033063
VE2_Dzm,0.2003887030647443
VE2_Dzp,0.19885525043429672
VE2_Dzv,0.19964374749037309
VE3_DzZ,2.4460297588878364
VE3_Dzi,2.445651886221141
VE3_Dzm,2.4460262844090477
VE3_Dzp,2.4383444640192806
VE3_Dzv,2.4423018043850373
VR1_DzZ,133.42932298210724
VR1_Dzi,133.65567717983785
VR1_Dzm,133.43148468977952
VR1_Dzp,137.23108556018235
VR1_Dzv,135.29812760448817
VR2_DzZ,5.5595551242544685
VR2_Dzi,5.56898654915991
VR2_Dzm,5.55964519540748
VR2_Dzp,5.717961898340931
VR2_Dzv,5.6374219835203405
VR3_DzZ,5.769040659139779
VR3_Dzi,5.7707356570002855
VR3_Dzm,5.769056860152518
VR3_Dzp,5.797134998120677
VR3_Dzv,5.782949433591487
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.034020690871988585
Xch-6dv,0.061899939985562036
Xch-7dv,0.08172710785900796
Xpc-4dv,1.0626990905818439
Xpc-5dv,1.3370621598849908
Xpc-6dv,1.5478671855544868
Zagreb1,118.0
Zagreb2,136.0
fragCpx,73.06
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,1
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,11
nBondsD,2
nBondsM,13
nBondsO,25
nBondsS,32
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,6
naHRing,1
AATS0are,6.427272727272726
AATS1are,6.45888888888889
AATS2are,6.3131578947368405
AATS3are,6.390744680851065
AATS4are,6.461489361702127
AATS5are,6.360319148936172
AATS6are,6.378681318681319
AATS7are,6.23654761904762
AATS8are,6.159863013698631
AATSC0dv,4.545454545454546
AATSC0pe,0.16227210743801648
AATSC0se,0.1203105123966942
AATSC1dv,1.6222222222222222
AATSC1pe,-0.01082816804407713
AATSC1se,-0.01049411643709826
AATSC2dv,1.0263157894736843
AATSC2pe,0.01824278490648106
AATSC2se,0.007925324923879944
AATSC3dv,0.20212765957446807
AATSC3pe,0.003304391594865477
AATSC3se,0.0005087641990504586
AATSC4dv,-0.23404255319148937
AATSC4pe,0.012761790047476709
AATSC4se,0.01012077580446632
AATSC5dv,-1.1914893617021276
AATSC5pe,-0.03525445753472832
AATSC5se,-0.025823607174257072
AATSC6dv,-0.7032967032967034
AATSC6pe,-0.017853775769684846
AATSC6se,-0.008298640268822089
AATSC7dv,0.15476190476190477
AATSC7pe,0.006224754033844944
AATSC7se,0.0053762668240850044
AATSC8dv,0.2876712328767123
AATSC8pe,-0.0002089692063851533
AATSC8se,-0.0017456755349258455
AETA_eta,0.8125283767090296
ATSC0are,7.799999999999997
ATSC1are,-0.5999999999999996
ATSC2are,1.2999999999999992
ATSC3are,0.22999999999999998
ATSC4are,1.3800000000000003
ATSC5are,-3.629999999999999
ATSC6are,-1.5399999999999991
ATSC7are,0.6199999999999996
ATSC8are,-0.08000000000000056
BCUTZ-1h,8.030627671980637
BCUTZ-1l,5.686258380547247
BCUTc-1h,0.49804963862915574
BCUTc-1l,-0.5242472777856667
BCUTd-1h,3.214472132823002
BCUTd-1l,0.9772367343525811
BCUTi-1h,13.644498099989292
BCUTi-1l,10.94682728346548
BCUTm-1h,16.016039533360445
BCUTm-1l,11.698180011327212
BCUTp-1h,1.994237093249433
BCUTp-1l,0.7396737010770368
BCUTs-1h,7.009361011516181
BCUTs-1l,1.3602337286795065
BCUTv-1h,20.899466384061117
BCUTv-1l,14.700350949308051
BalabanJ,1.8389257897054034
Diameter,14
ETA_beta,28.5
GATS1are,0.7962962962962964
GATS2are,0.692004048582996
GATS3are,1.0081423895253683
GATS4are,0.9594653573376978
GATS5are,1.2691216584833607
GATS6are,1.187073823612285
GATS7are,0.9473519536019537
GATS8are,0.9681419037583422
HybRatio,0.3333333333333333
Lipinski,True
LogEE_Dt,180.59235177457253
MATS1are,-0.0752136752136752
MATS2are,0.0964912280701754
MATS3are,0.013802509547190402
MATS4are,0.08281505728314244
MATS5are,-0.21783960720130935
MATS6are,-0.09546351084812621
MATS7are,0.04163614163614162
MATS8are,-0.006181945907973351
MAXssCH2,0.798660461161814
MINssCH2,-0.1078321050642479
NsssssAs,0
RotRatio,0.28
SM1_Dzpe,1.552325581395349
SM1_Dzse,1.4909688013136289
SMR_VSA1,28.95614304867845
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,0.0
SMR_VSA5,33.10993926815928
SMR_VSA6,6.606881964512918
SMR_VSA7,46.91286609498932
SMR_VSA8,0.0
SMR_VSA9,11.49902366656781
SpAD_DzZ,204.0324614307221
SpAD_Dzi,208.3977482237484
SpAD_Dzm,204.0740440966672
SpAD_Dzp,270.65364087674936
SpAD_Dzv,241.98383261018594
SpAbs_Dt,361.18470354914496
SpDiam_A,4.773787715661977
SpDiam_D,192.44756959927292
SpMAD_Dt,15.049362647881045
SpMax_Dt,180.59235177457253
SsssssAs,0
VE1_Dzpe,4.809542978383648
VE1_Dzse,4.809311322028121
VE2_Dzpe,0.2003976240993187
VE2_Dzse,0.2003879717511717
VE3_Dzpe,2.446070802068315
VE3_Dzse,2.446022634927336
VMcGowan,247.87999999999994
VR1_Dzpe,133.4036572491849
VR1_Dzse,133.43375346123474
VR2_Dzpe,5.558485718716038
VR2_Dzse,5.559739727551448
VR3_Dzpe,5.768848286120678
VR3_Dzse,5.769073863277174
mZagreb1,9.38888888888889
mZagreb2,5.527777777777777
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,7
nBondsKS,38
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.17727272727272722
AATSC1are,-0.013333333333333326
AATSC2are,0.017105263157894724
AATSC3are,0.0024468085106382977
AATSC4are,0.01468085106382979
AATSC5are,-0.038617021276595734
AATSC6are,-0.016923076923076912
AATSC7are,0.007380952380952375
AATSC8are,-0.0010958904109589118
AETA_beta,1.1875
BCUTdv-1h,6.029633385226263
BCUTdv-1l,0.9871884611233273
BCUTpe-1h,3.50450263154201
BCUTpe-1l,2.2343659531691835
BCUTse-1h,3.7173283457169637
BCUTse-1l,2.4304251299023956
ETA_alpha,11.000000000000002
ETA_dBeta,-0.5
ETA_eta_B,0.4582861043418056
ETA_eta_F,22.562912597894883
ETA_eta_L,5.770374128468086
ETA_eta_R,42.06359363891159
ETA_psi_1,0.5140186915887853
LabuteASA,139.22742043879717
LogEE_DzZ,102.07873071536105
LogEE_Dzi,104.24215765834379
LogEE_Dzm,102.09933844310828
LogEE_Dzp,134.51509974012035
LogEE_Dzv,120.69267044654944
PEOE_VSA1,19.367068680534807
PEOE_VSA2,4.794537184071822
PEOE_VSA3,4.794537184071822
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,13.344558822616634
PEOE_VSA7,37.10711151969846
PEOE_VSA8,6.06636706846161
PEOE_VSA9,18.591155079135923
SM1_Dzare,1.714285714285714
SpAD_Dzpe,203.53887575506684
SpAD_Dzse,204.11768801076246
SpAbs_DzZ,202.65746143072204
SpAbs_Dzi,207.4455102014178
SpAbs_Dzm,202.7030834116243
SpAbs_Dzp,275.52396506627565
SpAbs_Dzv,243.77930776144706
SpDiam_Dt,264.666122027227
SpMAD_DzZ,8.501352559613421
SpMAD_Dzi,8.683239509322851
SpMAD_Dzm,8.503085170694467
SpMAD_Dzp,11.277235036531223
SpMAD_Dzv,10.082659692091081
SpMax_DzZ,102.07873071536105
SpMax_Dzi,104.24215765834379
SpMax_Dzm,102.09933844310828
SpMax_Dzp,134.51509974012035
SpMax_Dzv,120.69267044654944
VE1_Dzare,4.8101415767951465
VE2_Dzare,0.20042256569979777
VE3_Dzare,2.4461952548835475
VR1_Dzare,133.32426921837353
VR2_Dzare,5.555177884098897
VR3_Dzare,5.768253012620771
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,11
nAromBond,11
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4583333333333334
AETA_dBeta,-0.020833333333333332
AETA_eta_B,0.019095254347575235
AETA_eta_F,0.9401213582456202
AETA_eta_L,0.24043225535283694
AETA_eta_R,1.7526497349546497
BCUTare-1h,3.557943676630185
BCUTare-1l,2.1847013702588916
ETA_beta_s,14.5
ETA_dPsi_A,0.19998130841121464
ETA_dPsi_B,0.0
ETA_eta_BR,0.6302861043418055
ETA_eta_FL,5.685553329563204
ETA_eta_RL,11.45592745803129
LogEE_Dzpe,101.83411811009157
LogEE_Dzse,102.12096770543596
PEOE_VSA10,17.25927108544225
PEOE_VSA11,5.783244946364939
PEOE_VSA12,5.760247418874442
PEOE_VSA13,0.0
SlogP_VSA1,0.0
SlogP_VSA2,28.572486988511116
SlogP_VSA3,17.578506199652068
SlogP_VSA4,0.0
SlogP_VSA5,52.50476821159377
SlogP_VSA6,28.682619210899787
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,202.01336267327372
SpAbs_Dzpe,202.11591063878777
SpAbs_Dzse,202.75096660955836
SpDiam_DzZ,154.82786572415569
SpDiam_Dzi,157.9317304940928
SpDiam_Dzm,154.85734887406772
SpDiam_Dzp,200.0461637943253
SpDiam_Dzv,182.05549570497905
SpMAD_Dzpe,8.480786489794452
SpMAD_Dzse,8.504903667115103
SpMax_Dzpe,101.83411811009157
SpMax_Dzse,102.12096770543596
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,24
AETA_beta_s,0.6041666666666666
AETA_eta_BR,0.026261921014241896
AETA_eta_FL,0.23689805539846684
AETA_eta_RL,0.4773303107513038
DetourIndex,2113
EState_VSA1,5.969305287951849
EState_VSA2,41.63367111094312
EState_VSA3,17.744520533497447
EState_VSA4,6.4208216229260096
EState_VSA5,24.26546827384644
EState_VSA6,6.923737199690624
EState_VSA7,6.923737199690624
EState_VSA8,0.0
EState_VSA9,9.154013890853395
ETA_beta_ns,14.0
ETA_shape_p,0.21212121212121207
ETA_shape_x,0.0
ETA_shape_y,0.3636363636363636
GhoseFilter,True
LogEE_Dzare,101.07810990806543
SlogP_VSA10,0.0
SlogP_VSA11,11.49902366656781
SpAbs_Dzare,200.44193410184505
SpDiam_Dzpe,154.47802517125479
SpDiam_Dzse,154.88829524481432
SpMAD_Dzare,8.417223444719738
SpMax_Dzare,101.07810990806543
TopoPSA(NO),96.97000000000001
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,5.305081648400101
VSA_EState9,59.028251684933224
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.5833333333333334
EState_VSA10,19.802129157825057
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.041666666666666595
FilterItLogS,-4.376473018446106
SpDiam_Dzare,153.39823434345945
ETA_beta_ns_d,1.0
ETA_epsilon_1,0.6227272727272729
ETA_epsilon_2,0.8916666666666663
ETA_epsilon_3,0.4371428571428575
ETA_epsilon_4,0.5629629629629632
ETA_epsilon_5,0.8461538461538459
AETA_beta_ns_d,0.041666666666666664
ETA_dEpsilon_A,0.1855844155844154
ETA_dEpsilon_B,0.05976430976430969
ETA_dEpsilon_C,-0.12582010582010572
ETA_dEpsilon_D,0.04551282051282035
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.5416666666666666
MDEDescriptor,"0.07142857142857142,2.815885251813439,2.4237288002903923,0.0,6.101200650023184,18.273929828347903,0.0,8.442719658568311,0.0,0.0,0.9425777253158624,1.46324407009617,0.33333333333333337,0.0,0.0,0.0,0.0,0.0,0.0"
APolDescriptor,49.82785999999999
BCUTDescriptor,"11.996163358696187,16.000800604232904,-0.38645319012510115,0.3168416528352147,4.413883296577058,9.85089782594454"
BPolDescriptor,27.612139999999997
TPSADescriptor,96.97000000000001
ALOGPDescriptor,"2.0784000000000002,4.319746560000001,86.44830000000002"
XLogPDescriptor,3.373
VAdjMaDescriptor,5.643856189774724
WeightDescriptor,332.12598851999996
ChiPathDescriptor,"17.689869965382485,11.45592745803129,10.056684441809201,8.080154045789817,6.5703412937897605,4.512872962061917,3.167097724316119,1.9518673279154433,13.665248554360064,7.796767331309557,5.33445172885921,3.4897615110928313,2.3533004348938147,1.4405517612716676,0.8082187704751967,0.46079063268285403"
ChiChainDescriptor,"0.0,0.0,0.11785113019775793,0.20693027063286604,0.3948487851733933,0.0,0.0,0.034020690871988585,0.061899939985562036,0.08172710785900796"
AtomCountDescriptor,44
BondCountDescriptor,25
SmallRingDescriptor,"2,2,2,2,0,0,1,1,0,0,0"
ChiClusterDescriptor,"1.6163492836352826,0.0,0.4281523501253911,0.0,0.5594246498858317,0.0,0.0756404744970479,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,1,9,2,3,3,0,0"
ZagrebIndexDescriptor,118.0
LargestChainDescriptor,15
MannholdLogPDescriptor,2.78
WeightedPathDescriptor,"47.61005628952228,1.9837523453967616,16.11470102796992,16.11470102796992,0.0"
FractionalPSADescriptor,0.29196751639976126
WienerNumbersDescriptor,"1475.0,35.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"3.767491292491222,5.6349744886311335,7.322976520622635,1.0626990905818443,1.3370621598849912,1.443743873048859"
FractionalCSP3Descriptor,0.3333333333333333
KierHallSmartsDescriptor,"0,0,0,0,0,0,2,0,4,0,0,4,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,10
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"20.3136,9.629757785467127,5.497025419145484"
AromaticAtomsCountDescriptor,11
AromaticBondsCountDescriptor,11
FragmentComplexityDescriptor,1473.06
HBondAcceptorCountDescriptor,3
HybridizationRatioDescriptor,0.3333333333333333
AutocorrelationDescriptorMass,"28.646814213245676,27.656735817060508,39.09166473826427,40.866133773805224,40.97269478647873"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,8
AutocorrelationDescriptorCharge,"0.6578309141430518,-0.26833964727160703,-0.1067482948918468,0.043490313439884645,0.12481181848675944"
EccentricConnectivityIndexDescriptor,522
AutocorrelationDescriptorPolarizability,"1320.0384434276825,1508.6877136170983,2037.4320809986377,1997.102324277731,1811.275269833141"
