DLiP-ID,C0014D
DLiP-Mol-ID,31811
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C11H10N2O3S/c1-16-8-4-6(2-3-7(8)14)5-9-10(15)13-11(12)17-9/h2-5,14H,1H3,(H2,12,13,15)/b9-5-"
Standard Inchi Key(RDKit),ICKPGBPIOPGQTC-UITAMQMPSA-N
Canonical SMILES(RDKit),COc1cc(/C=C2\SC(=N)NC2=O)ccc1O
SMILES(SDF),
MW(SDF),
MW(RDKit),250.279
MW Monoisotopic(RDKit),250.04121318
MolLogP(RDKit),1.53947
XLogP(SDF),
XLogP(CDK),1.118
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),3
HBD Lipinski(RDKit),3
PSA(SDF),
PSA(RDKit),82.41
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),2
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),17
QED Weighted(RDKit),0.695220631844518
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,8343.123329094844
qed,0.6952206318445175
Chi0,12.41384908344359
Chi1,8.096555450524585
TPSA,82.41
Chi0n,8.98135954365005
Chi0v,9.797856124577777
Chi1n,4.763735810043779
Chi1v,5.5802323909715055
Chi2n,3.3251849275081438
Chi2v,4.377383768831386
Chi3n,2.1644125549775484
Chi3v,2.9937585117862264
Chi4n,1.3769152782799354
Chi4v,2.079294288245757
