DLiP-ID,P0008K
AATSC5Z,-1.7204301075268817
AATSC5c,-0.002018752662813819
AATSC5d,0.03548498178263574
AATSC5i,0.3064331130708152
AATSC5m,-7.76658086181463
AATSC5p,0.03799608876552887
AATSC5s,-0.6475010827588179
AATSC5v,-0.7799426918202577
AATSC6Z,0.23076923076923078
AATSC6c,-0.0024229530982277972
AATSC6d,-0.059310008173644575
AATSC6i,-0.04598241942500761
AATSC6m,1.322904801017165
AATSC6p,-0.011704570451778078
AATSC6s,0.06901262113541153
AATSC6v,1.2296168097627884
AATSC7Z,0.4639175257731959
AATSC7c,0.005349108792399017
AATSC7d,-0.06922020107352816
AATSC7i,-0.07464046818556642
AATSC7m,1.6952908607821444
AATSC7p,-0.009574192720732289
AATSC7s,-0.01618279022814608
AATSC7v,-4.581359527343163
AATSC8Z,0.7021276595744681
AATSC8c,-0.00415969258210187
AATSC8d,-0.1150760506418147
AATSC8i,-0.08699500770897024
AATSC8m,3.1362522027431003
AATSC8p,-0.016221583028225094
AATSC8s,-0.09296447762754216
AATSC8v,0.8002799671165151
ATS0are,283.6654999999999
ATS1are,295.7078
ATS2are,495.91840000000013
ATS3are,600.2507999999999
ATS4are,597.6399
ATS5are,606.6426
ATS6are,578.8123999999999
ATS7are,614.0373999999999
ATS8are,606.5777999999998
ATSC0dv,184.96969696969697
ATSC0pe,5.958243181818181
ATSC0se,4.233382977272726
ATSC1dv,9.986225895316805
ATSC1pe,-0.3873996900826446
ATSC1se,0.025530887396694023
ATSC2dv,60.98989898989903
ATSC2pe,3.2113448863636362
ATSC2se,2.4031018124999983
ATSC3dv,-11.24517906336087
ATSC3pe,-1.5784545971074386
ATSC3se,-1.164787950929752
ATSC4dv,31.29201101928376
ATSC4pe,-0.14125588842975456
ATSC4se,-1.105075315082644
ATSC5dv,-97.47382920110192
ATSC5pe,-4.120418543388429
ATSC5se,-2.725972111053717
ATSC6dv,30.75206611570247
ATSC6pe,0.9647584194214867
ATSC6se,0.4532713651859502
ATSC7dv,-5.087235996326903
ATSC7pe,1.4084888946280998
ATSC7se,1.0343920046487605
ATSC8dv,-46.3443526170799
ATSC8pe,-0.21168997933884318
ATSC8se,0.2793479121900825
AXp-0dv,0.620847897138174
AXp-1dv,0.3899544658905217
AXp-2dv,0.229165035285362
AXp-3dv,0.13971961180550832
AXp-4dv,0.07738677141787124
AXp-5dv,0.042263736094340004
AXp-6dv,0.024057934181780656
AXp-7dv,0.012757809194964602
BertzCT,1098.6545823934553
ECIndex,531
ETA_eta,22.274798621958265
GATS1dv,0.6651239624290084
GATS1pe,0.6520148515141302
GATS1se,0.5875896550896933
GATS2dv,0.6724201148349249
GATS2pe,0.4571948205119513
GATS2se,0.4454550328592361
GATS3dv,0.9906506518590055
GATS3pe,1.0729543865216844
GATS3se,1.0679284909983207
GATS4dv,0.9193027127891953
GATS4pe,1.009735378799079
GATS4se,1.1109141603754562
GATS5dv,1.3069175509801434
GATS5pe,1.443560844476161
GATS5se,1.4474120115906046
GATS6dv,0.8345095271700776
GATS6pe,0.8102587514471812
GATS6se,0.8129893862777028
GATS7dv,0.9913948602234803
GATS7pe,0.8598890106878971
GATS7se,0.867053295083287
GATS8dv,1.2042577010308322
GATS8pe,1.191888975490768
GATS8se,1.1945116203099175
LogEE_A,4.218972935358273
LogEE_D,144.53172935098024
MATS1dv,0.05164111915208844
MATS1pe,-0.06219219558329037
MATS1se,0.005768636795993762
MATS2dv,0.1884166510640955
MATS2pe,0.3079857878877725
MATS2se,0.32437439350194175
MATS3dv,-0.028157549837897467
MATS3pe,-0.12269954176507471
MATS3se,-0.12743489971583294
MATS4dv,0.07918769694096654
MATS4pe,-0.01109719350909191
MATS4se,-0.12218816468972146
MATS5dv,-0.24932002987640747
MATS5pe,-0.3271845866084531
MATS5se,-0.3046516798175702
MATS6dv,0.0803868477525096
MATS6pe,0.07829096332037437
MATS6se,0.05177045822455182
MATS7dv,-0.012475622992978514
MATS7pe,0.10722996015943029
MATS7se,0.11083541151267062
MATS8dv,-0.1172792169766599
MATS8pe,-0.016630560968274477
MATS8se,0.030887495390175268
MAXaaCH,1.6889826625094482
MAXaaNH,2.6907214768623495
MAXaasC,0.5893778344671206
MAXdssC,-0.16617958448811576
MAXsCH3,1.8955181444070333
MAXssNH,2.760967183169564
MDEC-12,1.5345237047845564
MDEC-13,1.0493038809533033
MDEC-22,7.349666278321256
MDEC-23,16.110323469879315
MDEC-33,5.961562984643604
MDEN-22,0.646330407009565
MDEO-11,0.8908987181403395
MINaaCH,1.5110591352524072
MINaaNH,2.6907214768623495
MINaasC,0.18834434866947536
MINdssC,-0.16617958448811576
MINsCH3,1.8955181444070333
MINssNH,2.5259930870496348
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,3.3035714285714284
SM1_Dzi,1.1075840140767714
SM1_Dzm,3.3006389591401524
SM1_Dzp,-4.611308718798613
SM1_Dzv,-2.081215171447985
SddssSe,0
SpAD_Dt,438.08008373170867
SpAbs_A,33.477852618355776
SpAbs_D,289.0634587019605
SpMAD_A,1.2399204673465103
SpMAD_D,10.706054025998537
SpMax_A,2.422950337642063
SpMax_D,144.53172935098024
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,172.99
TpiPC10,8.710659445968705
VAdjMat,5.857980995127572
VE1_DzZ,5.08807939238813
VE1_Dzi,5.09478639375909
VE1_Dzm,5.088074705466199
VE1_Dzp,5.09718310975308
VE1_Dzv,5.099890260827629
VE2_DzZ,0.18844738490326407
VE2_Dzi,0.1886957923614478
VE2_Dzm,0.18844721131356293
VE2_Dzp,0.18878455962048443
VE2_Dzv,0.18888482447509738
VE3_DzZ,2.620152202776234
VE3_Dzi,2.621469514126832
VE3_Dzm,2.62015128161842
VE3_Dzp,2.6219398287284097
VE3_Dzv,2.6224707950242805
VR1_DzZ,163.9061834207031
VR1_Dzi,164.19701739583803
VR1_Dzm,163.906734555747
VR1_Dzp,164.4396912834626
VR1_Dzv,164.09457306032442
VR2_DzZ,6.070599385951966
VR2_Dzi,6.081371014660668
VR2_Dzm,6.070619798361
VR2_Dzp,6.090358936424541
VR2_Dzv,6.0775767800120155
VR3_DzZ,6.092545984837344
VR3_Dzi,6.094318805404671
VR3_Dzm,6.092549347334755
VR3_Dzp,6.095795657657164
VR3_Dzv,6.093694699629092
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.20623947784607638
Xch-6dv,0.24867239416215167
Xch-7dv,0.29517753789097145
Xpc-4dv,2.7936383410603574
Xpc-5dv,3.528184603688497
Xpc-6dv,3.7594396660572746
Zagreb1,140.0
Zagreb2,161.0
fragCpx,139.1
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,2
n5aRing,2
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,1
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,16
nBondsD,4
nBondsM,20
nBondsO,29
nBondsS,26
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,10
naHRing,2
AATS0are,6.446943181818179
AATS1are,6.42843043478261
AATS2are,6.440498701298703
AATS3are,6.318429473684209
AATS4are,6.357871276595745
AATS5are,6.52303870967742
AATS6are,6.3605758241758235
AATS7are,6.330282474226803
AATS8are,6.452955319148934
AATSC0dv,4.203856749311295
AATSC0pe,0.13541461776859504
AATSC0se,0.09621324948347104
AATSC1dv,0.21709186728949575
AATSC1pe,-0.00842173239310097
AATSC1se,0.0005550192912324788
AATSC2dv,0.792076610258429
AATSC2pe,0.04170577774498229
AATSC2se,0.031209114448051925
AATSC3dv,-0.11837030593011443
AATSC3pe,-0.016615311548499354
AATSC3se,-0.012260925799260547
AATSC4dv,0.3328937342476996
AATSC4pe,-0.0015027222173378146
AATSC4se,-0.011756120373219617
AATSC5dv,-1.0481056903344292
AATSC5pe,-0.044305575735359454
AATSC5se,-0.02931152807584642
AATSC6dv,0.33793479248024694
AATSC6pe,0.010601740872763589
AATSC6se,0.00498100401303242
AATSC7dv,-0.05244573192089591
AATSC7pe,0.014520504068330926
AATSC7se,0.010663835099471757
AATSC8dv,-0.4930250278412755
AATSC8pe,-0.002252021056796204
AATSC8se,0.0029717862998944944
AETA_eta,0.8249925415540098
ATSC0are,6.511297727272725
ATSC1are,-0.6974998966942145
ATSC2are,3.657851704545453
ATSC3are,-2.023354183884297
ATSC4are,-0.4423633264462815
ATSC5are,-4.264031559917352
ATSC6are,0.9355183367768587
ATSC7are,1.7732095557851233
ATSC8are,-0.5647428719008258
BCUTZ-1h,16.014027922583097
BCUTZ-1l,5.690059821075238
BCUTc-1h,0.47404038381596736
BCUTc-1l,-0.3620116793741276
BCUTd-1h,4.043820239515691
BCUTd-1l,0.9713069943596507
BCUTi-1h,14.548367071407466
BCUTi-1l,10.300566996966452
BCUTm-1h,32.06753495966613
BCUTm-1l,11.702342853293839
BCUTp-1h,2.9613676008121983
BCUTp-1l,0.7495214911853988
BCUTs-1h,7.015027092083125
BCUTs-1l,0.2986765649744288
BCUTv-1h,24.44673541051329
BCUTv-1l,14.700860388443315
BalabanJ,1.6341219337485549
Diameter,12
ETA_beta,36.25
GATS1are,0.7047014042922326
GATS2are,0.4532724016104477
GATS3are,1.0962484437015243
GATS4are,1.034305207812545
GATS5are,1.4509208171796952
GATS6are,0.8213735443100068
GATS7are,0.8460625176728099
GATS8are,1.2329176894048546
HybRatio,0.17647058823529413
Lipinski,True
LogEE_Dt,219.04004186585433
MATS1are,-0.10246403131510565
MATS2are,0.3210114268421665
MATS3are,-0.1439240691129252
MATS4are,-0.03180067835820882
MATS5are,-0.3098293704509827
MATS6are,0.0694697977899099
MATS7are,0.12353028729493229
MATS8are,-0.04059831670198404
MAXddssS,-3.732703714201729
MAXssCH2,0.6956730679466971
MINddssS,-3.732703714201729
MINssCH2,0.356912389566836
NsssssAs,0
RotRatio,0.2413793103448276
SM1_Dzpe,1.553320073439413
SM1_Dzse,1.6288364926908716
SMR_VSA1,13.212334168400758
SMR_VSA2,0.0
SMR_VSA3,4.9839785209472085
SMR_VSA4,0.0
SMR_VSA5,23.97455962306472
SMR_VSA6,10.038883468458419
SMR_VSA7,50.75946066436801
SMR_VSA8,0.0
SMR_VSA9,11.257379486545457
SpAD_DzZ,193.5072973002645
SpAD_Dzi,220.53349055498492
SpAD_Dzm,193.52447625274812
SpAD_Dzp,266.1218259108131
SpAD_Dzv,263.34920341158795
SpAbs_Dt,438.08008373170856
SpDiam_A,4.811015677269317
SpDiam_D,197.8242092721727
SpMAD_Dt,16.22518828635958
SpMax_Dt,219.04004186585433
SsssssAs,0
VE1_Dzpe,5.09569803809392
VE1_Dzse,5.095951302966949
VE2_Dzpe,0.18872955696644148
VE2_Dzse,0.18873893714692402
VE3_Dzpe,2.621648434833371
VE3_Dzse,2.621698135301785
VMcGowan,285.88000000000034
VR1_Dzpe,163.9408266536969
VR1_Dzse,163.8929088345857
VR2_Dzpe,6.07188246865544
VR2_Dzse,6.070107734614286
VR3_Dzpe,6.092757322638564
VR3_Dzse,6.092464992629384
mZagreb1,9.340277777777779
mZagreb2,5.9027777777777795
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,2
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,10
nBondsKS,36
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.1479840392561983
AATSC1are,-0.015163041232482924
AATSC2are,0.04750456759149939
AATSC3are,-0.021298465093518917
AATSC4are,-0.00470599283453491
AATSC5are,-0.045849801719541415
AATSC6are,0.010280421283262184
AATSC7are,0.018280510884382713
AATSC8are,-0.006007902892561977
AETA_beta,1.3425925925925926
BCUTdv-1h,6.024040362262028
BCUTdv-1l,0.6424225974357182
BCUTpe-1h,3.5370346760103937
BCUTpe-1l,2.237169451334828
BCUTse-1h,3.768329305723358
BCUTse-1l,2.4333532696234417
ETA_alpha,13.533333333333335
ETA_dBeta,2.75
ETA_eta_B,0.5448717368640654
ETA_eta_F,27.404512165649788
ETA_eta_L,6.389980994218858
ETA_eta_R,49.67931078760805
ETA_psi_1,0.5646731571627263
LabuteASA,163.68927897069966
LogEE_DzZ,96.24552339371839
LogEE_Dzi,110.30776690764345
LogEE_Dzm,96.25258553072587
LogEE_Dzp,131.88969070616548
LogEE_Dzv,131.44335557563306
PEOE_VSA1,10.30076712495354
PEOE_VSA2,14.31116923259573
PEOE_VSA3,8.417796984328938
PEOE_VSA4,0.0
PEOE_VSA5,11.336785877934737
PEOE_VSA6,24.32689014608697
PEOE_VSA7,36.06635266723836
PEOE_VSA8,23.05172215977248
PEOE_VSA9,11.381314269532023
SM1_Dzare,1.6260899083828546
SpAD_Dzpe,221.1293299163117
SpAD_Dzse,220.18492894610168
SpAbs_DzZ,191.18256185052903
SpAbs_Dzi,219.5079498012102
SpAbs_Dzm,191.2018043926124
SpAbs_Dzp,268.5026798790092
SpAbs_Dzv,264.9679263227142
SpDiam_Dt,293.9383301832561
SpMAD_DzZ,7.166936937046834
SpMAD_Dzi,8.167907057592034
SpMAD_Dzm,7.167573194546226
SpMAD_Dzp,9.856363922622707
SpMAD_Dzv,9.753674200429183
SpMax_DzZ,96.24552339371839
SpMax_Dzi,110.30776690764345
SpMax_Dzm,96.25258553072587
SpMax_Dzp,131.88969070616548
SpMax_Dzv,131.44335557563306
VE1_Dzare,5.095160458811999
VE2_Dzare,0.18870964662266662
VE3_Dzare,2.6215429325770927
VR1_Dzare,163.9714682072871
VR2_Dzare,6.073017341010633
VR3_Dzare,6.092944211353379
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,16
nAromBond,16
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.5012345679012347
AETA_dBeta,0.10185185185185185
AETA_eta_B,0.02018043469866909
AETA_eta_F,1.0149819320611033
AETA_eta_L,0.23666596274884658
AETA_eta_R,1.8399744736151131
BCUTare-1h,3.581041294832474
BCUTare-1l,2.1865945254695585
ETA_beta_s,16.75
ETA_dPsi_A,0.1493268428372737
ETA_dPsi_B,0.0
ETA_eta_BR,0.8028717368640654
ETA_eta_FL,6.4793608312901725
ETA_eta_RL,12.86934182550903
LogEE_Dzpe,110.6221953312462
LogEE_Dzse,110.1527917505579
PEOE_VSA10,4.2091791775220795
PEOE_VSA11,0.0
PEOE_VSA12,5.907179729351506
PEOE_VSA13,10.023291153407584
SlogP_VSA1,14.91184606551473
SlogP_VSA2,19.30895523462765
SlogP_VSA3,14.817828337479405
SlogP_VSA4,0.0
SlogP_VSA5,19.765380445542643
SlogP_VSA6,50.09567724483378
SlogP_VSA7,0.0
SlogP_VSA8,11.257379486545457
SlogP_VSA9,0.0
SpAD_Dzare,220.39259588768223
SpAbs_Dzpe,219.69107058905314
SpAbs_Dzse,218.6767470084249
SpDiam_DzZ,131.99681322793987
SpDiam_Dzi,151.91353923390744
SpDiam_Dzm,132.00923282378906
SpDiam_Dzp,184.88296668306592
SpDiam_Dzv,183.47058352803526
SpMAD_Dzpe,8.189975182085618
SpMAD_Dzse,8.154997368374136
SpMax_Dzpe,110.6221953312462
SpMax_Dzse,110.1527917505579
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,27
AETA_beta_s,0.6203703703703703
AETA_eta_BR,0.029735990254224645
AETA_eta_FL,0.2399763270848212
AETA_eta_RL,0.4766422898336678
DetourIndex,2867
EState_VSA1,10.023291153407584
EState_VSA2,14.989321503929897
EState_VSA3,35.473795281764595
EState_VSA4,22.673571755869474
EState_VSA5,6.06636706846161
EState_VSA6,35.02559381477827
EState_VSA7,6.923737199690624
EState_VSA8,15.022861989405627
EState_VSA9,0.0
ETA_beta_ns,19.5
ETA_shape_p,0.13546798029556648
ETA_shape_x,0.06157635467980295
ETA_shape_y,0.2586206896551724
GhoseFilter,True
LogEE_Dzare,110.25652349600345
SlogP_VSA10,11.374772549367124
SlogP_VSA11,0.0
SpAbs_Dzare,218.88695708362394
SpDiam_Dzpe,152.50178184300628
SpDiam_Dzse,151.75923871315425
SpMAD_Dzare,8.162688736580824
SpMax_Dzare,110.25652349600345
TopoPSA(NO),108.13
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,25.20197899314557
VSA_EState9,47.16357215660088
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.7222222222222222
EState_VSA10,18.00687135247258
ETA_dAlpha_A,0.0012345679012346292
ETA_dAlpha_B,0.0
FilterItLogS,-5.5204517882581365
SpDiam_Dzare,151.9984570967752
ETA_beta_ns_d,1.5
ETA_epsilon_1,0.6606060606060606
ETA_epsilon_2,0.887654320987654
ETA_epsilon_3,0.44025974025974035
ETA_epsilon_4,0.5833333333333334
ETA_epsilon_5,0.8288888888888887
AETA_beta_ns_d,0.05555555555555555
ETA_dEpsilon_A,0.2203463203463203
ETA_dEpsilon_B,0.07727272727272727
ETA_dEpsilon_C,-0.14307359307359302
ETA_dEpsilon_D,0.05876543209876528
PetitjeanIndex,0.4166666666666667
TopoShapeIndex,0.7142857142857143
CDK Descriptors
FMFDescriptor,0.6666666666666666
MDEDescriptor,"0.0,1.5345237047845564,1.0493038809533033,0.0,7.349666278321256,16.110323469879315,0.0,5.961562984643604,0.0,0.0,0.8908987181403395,0.0,0.0,0.0,0.0,0.0,0.646330407009565,0.0,0.0"
APolDescriptor,56.46348099999997
BCUTDescriptor,"11.850000000000016,31.974074811987066,-0.2803748175342169,0.2672312705177871,4.900501063396944,13.141146383319418"
BPolDescriptor,33.516518999999995
TPSADescriptor,172.98999999999998
ALOGPDescriptor,"2.4405000000000006,5.956040250000003,100.89079999999998"
XLogPDescriptor,1.981
VAdjMaDescriptor,5.857980995127573
WeightDescriptor,423.03811916000006
ChiPathDescriptor,"19.440946820939047,12.86934182550903,12.181176071422552,9.133168637036642,7.837331481575099,5.093330305005026,3.891065268132596,2.631582080005173,16.150138412701214,10.195612493459551,7.9348297999164785,5.561788052381594,3.9670985356718735,2.120949467951297,1.3790398913049662,0.7993331585259149"
ChiChainDescriptor,"0.0,0.0,0.2621886974951644,0.3261026773344155,0.4951437851451611,0.0,0.0,0.20623947784607638,0.1764585472660645,0.20010825535663437"
AtomCountDescriptor,44
BondCountDescriptor,29
SmallRingDescriptor,"3,3,3,3,0,0,2,1,0,0,0"
ChiClusterDescriptor,"2.513746275936178,0.20412414523193154,0.4317950458626713,0.10206207261596577,0.962629020227692,0.025499585890087693,0.1484512780840907,0.01803093010032981"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,4,8,1,1,2,0,0"
ZagrebIndexDescriptor,140.0
LargestChainDescriptor,13
MannholdLogPDescriptor,2.23
WeightedPathDescriptor,"54.32954826451848,2.012205491278462,28.594347000162763,9.998220613767206,9.144866399334795"
FractionalPSADescriptor,0.4089229602842771
WienerNumbersDescriptor,"1878.0,37.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"4.3311164507092,6.875041539050048,8.414700471733216,1.8017182577549873,2.3533297454052136,2.3174507006885703"
FractionalCSP3Descriptor,0.17647058823529413
KierHallSmartsDescriptor,"0,0,0,0,0,0,1,0,2,0,0,7,0,0,0,1,5,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,3
LargestPiSystemDescriptor,24
PetitjeanNumberDescriptor,0.4166666666666667
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"21.702734839476815,9.666864961332541,5.9904"
AromaticAtomsCountDescriptor,16
AromaticBondsCountDescriptor,16
FragmentComplexityDescriptor,1414.1
HBondAcceptorCountDescriptor,6
HybridizationRatioDescriptor,0.17647058823529413
AutocorrelationDescriptorMass,"49.56107616134325,46.0702738172589,65.46058060453797,56.561371479595614,54.18964744825614"
PetitjeanShapeIndexDescriptor,"0.7142857142857143,NaN"
RotatableBondsCountDescriptor,8
AutocorrelationDescriptorCharge,"0.525706094285804,-0.3121382478983994,0.10654696039182006,-0.011686468621914052,-0.015797918544589905"
EccentricConnectivityIndexDescriptor,531
AutocorrelationDescriptorPolarizability,"2399.022228873401,2796.750741776103,3906.816173322384,3518.7459989756185,3635.814844255858"
