DLiP-ID,C1026Q
DLiP-Mol-ID,40920
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C24H30F3N5OS/c1-31(2)10-11-33-19-5-3-4-17(12-19)15-32-8-6-18(7-9-32)30-22-21-13-20(14-24(25,26)27)34-23(21)29-16-28-22/h3-5,12-13,16,18H,6-11,14-15H2,1-2H3,(H,28,29,30)"
Standard Inchi Key(RDKit),FGWGLQMPNQASED-UHFFFAOYSA-N
Canonical SMILES(RDKit),CN(C)CCOc1cccc(CN2CCC(Nc3ncnc4sc(CC(F)(F)F)cc34)CC2)c1
SMILES(SDF),
MW(SDF),
MW(RDKit),493.599
MW Monoisotopic(RDKit),493.21231624
MolLogP(RDKit),4.813
XLogP(SDF),
XLogP(CDK),3.947
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),7
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),53.52
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),9
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),34
QED Weighted(RDKit),0.461710049731959
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,41722071.002500966
qed,0.46171004973195945
Chi0,24.131181265251033
Chi1,16.248134695380315
TPSA,53.52
Chi0n,19.437550515775
Chi0v,20.254047096702735
Chi1n,11.405493271403904
Chi1v,12.221989852331628
Chi2n,8.939671841100118
Chi2v,10.054871712389362
Chi3n,5.7954009070725565
Chi3v,6.838449925749047
Chi4n,4.071817446409737
Chi4v,5.09817687090698
MolMR,129.58670000000004
MolWt,493.59900000000016
fr_SH,0
Kappa1,24.686908095818133
Kappa2,10.878280422852997
Kappa3,7.035927524444424
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,4
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1079.900822178274
MolLogP,4.813000000000004
NOCount,6
fr_Ar_N,2
fr_COO2,0
fr_urea,0
BalabanJ,1.3029973872876905
SMR_VSA1,17.908108096824506
SMR_VSA2,0.0
SMR_VSA3,19.76777650359537
SMR_VSA4,0.0
SMR_VSA5,38.02536062128204
