DLiP-ID,C000HB
Mm,0.9391305096764746
Mp,0.7601144744992776
Mv,0.749108501723085
SZ,27.666666666666675
Si,32.38342708453594
Sm,27.234784780617762
Sp,22.04331976047905
Sv,21.724146549969465
nB,0
nC,13
nF,0
nH,8
nI,0
nN,2
nO,4
nP,0
nS,0
nX,2
ABC,16.050927526471597
AMW,11.240900417103456
IC0,1.9577838800988066
IC1,3.5814447879326106
IC2,4.1852301329094015
IC3,4.789015477886191
IC4,4.85798099512757
IC5,4.85798099512757
MID,41.67378731922648
Mpe,1.0400270453008793
Mse,1.0596981188939396
NdO,2
NdS,0
NsF,0
NsI,0
NtN,0
SMR,79.17640000000002
SdO,22.638004163378444
SdS,0
Spe,30.160784313725497
SsF,0
SsI,0
Sse,30.731245447924252
StN,0
fMF,0.4827586206896552
nBr,0
nCl,2
AMID,1.9844660628203084
BIC0,0.37305848357919635
BIC1,0.6824493628690649
BIC2,0.797501513156979
BIC3,0.9125536634448929
BIC4,0.9256951401639807
BIC5,0.9256951401639807
CIC0,2.9001971150287655
CIC1,1.2765362071949613
CIC2,0.6727508622181704
CIC3,0.06896551724138078
CIC4,1.7763568394002505e-15
CIC5,1.7763568394002505e-15
GGI1,5.5
GGI2,3.1111111111111125
GGI3,1.625
GGI4,1.586666666666667
GGI5,0.673611111111111
GGI6,0.3665306122448979
GGI7,0.3055555555555556
GGI8,0.1841773746535651
GGI9,0.12562500000000004
JGI1,0.25
JGI2,0.10035842293906817
JGI3,0.05078125
JGI4,0.05876543209876543
JGI5,0.02806712962962963
JGI6,0.019291084854994634
JGI7,0.01608187134502924
JGI8,0.012278491643571008
JGI9,0.013958333333333336
MIC0,26.215708902048696
MIC1,43.73398469957877
MIC2,50.986050478095
MIC3,54.72901093341781
MIC4,54.79852817479713
MIC5,54.79852817479713
MPC2,31
MPC3,38
MPC4,45
MPC5,55
MPC6,49
MPC7,49
MPC8,45
MPC9,45
Mare,1.0468965517241378
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,2
NsLi,0
NsOH,1
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.26775917419535367
RPCG,0.15477299664774705
SIC0,0.40300361036043836
SIC1,0.7372290652278604
SIC2,0.8615163659773635
SIC3,0.9858036667268663
SIC4,0.9999999999999997
SIC5,0.9999999999999997
SaaN,0
SaaO,0
SaaS,0
Sare,30.359999999999992
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,11.62697358080565
SsLi,0
SsOH,9.627816364965536
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,56.77573252286539
TIC1,103.8618988500457
TIC2,121.37167385437264
TIC3,138.88144885869954
TIC4,140.88144885869954
TIC5,140.88144885869954
Vabc,253.37624244168293
WPol,32
apol,36.812343999999996
bpol,11.649655999999998
nRot,3
ABCGG,13.589950820636922
ATS0Z,1408.0
ATS0d,114.0
ATS0i,4628.271969827792
ATS0m,5813.231187000002
ATS0p,54.31021923879201
ATS0s,262.0939262307575
ATS0v,8114.523049315703
ATS1Z,1057.0
ATS1d,137.0
ATS1i,4435.439967257849
ATS1m,4167.140244000001
ATS1p,61.440486146
ATS1s,125.76337448559673
ATS1v,9314.517055640337
ATS2Z,1608.0
ATS2d,193.0
ATS2i,6751.216832931999
ATS2m,6330.804258999998
ATS2p,90.50616864999996
ATS2s,237.9279835390947
ATS2v,13486.334529180433
ATS3Z,1853.0
ATS3d,208.0
ATS3i,9301.023445751169
ATS3m,7119.453297
ATS3p,100.61750248169797
ATS3s,261.9362139917695
ATS3v,14738.038635705847
ATS4Z,1728.0
ATS4d,172.0
ATS4i,9730.593601620514
ATS4m,6554.287544000001
ATS4p,86.929871591396
ATS4s,317.5329218106995
ATS4v,12760.061442052927
ATS5Z,1744.0
ATS5d,140.0
ATS5i,8008.822960194933
ATS5m,6850.765903
ATS5p,70.22689037994301
ATS5s,238.55144032921814
ATS5v,10697.08796810557
ATS6Z,1092.0
ATS6d,125.0
ATS6i,5776.994764817828
ATS6m,4172.019298
ATS6p,63.319810637698
ATS6s,161.20164609053504
ATS6v,9074.364000301824
ATS7Z,1243.0
ATS7d,116.0
ATS7i,5842.304870997237
ATS7m,4828.968191999999
ATS7p,65.121734537698
ATS7s,157.843621399177
ATS7v,9252.684936602775
ATS8Z,1238.0
ATS8d,93.0
ATS8i,5748.172739998265
ATS8m,4824.837053
ATS8p,56.37957353139602
ATS8s,212.81085200426764
ATS8v,7607.70208899973
C1SP1,0
C1SP2,1
C1SP3,0
C2SP1,0
C2SP2,11
C2SP3,0
C3SP2,1
C3SP3,0
C4SP3,0
FCSP3,0.0
GGI10,0.07029894908682788
JGI10,0.008787368635853485
JGT10,0.558369384480245
Kier1,17.355371900826448
Kier2,7.513007284079085
Kier3,4.487534626038781
MAXdO,12.035888290501386
MID_C,27.12807594804094
MID_N,4.04363478614966
MID_O,6.964529245853273
MID_X,3.5375473391826127
MID_h,14.545711371185547
MINdO,10.602115872877057
MPC10,47
MWC01,22.0
MWC02,4.672828834461906
MWC03,5.501258210544727
MWC04,6.368187186350492
MWC05,7.217443431696533
MWC06,8.081784206935001
MWC07,8.938137870372788
MWC08,9.801288700215881
MWC09,10.66066531275321
MWC10,11.52340041066421
NaaCH,6
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,6
NaasN,0
NdCH2,0
NddsN,1
NdsCH,0
NdssC,1
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,3.859500000000001
SRW02,3.8066624897703196
SRW03,0.0
SRW04,5.1298987149230735
SRW05,0.0
SRW06,6.639875833826536
SRW07,0.0
SRW08,8.234564993267135
SRW09,0.0
SRW10,9.871738854221547
SaaCH,7.653782053684652
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,0.022140567098180464
SaasN,0
SdCH2,0
SddsN,-0.5969459185061639
SdsCH,0
SdssC,-0.6335619803476946
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.4485641849332325
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.242221389748171
VE1_D,4.51614966548334
VE2_A,0.20201054236896054
VE2_D,0.21505474597539714
VE3_A,2.1870243894553694
VE3_D,2.249597131628695
VR1_A,109.18630257788892
VR1_D,108.95503809489837
VR2_A,5.199347741804234
VR2_D,5.188335147376113
VR3_A,5.43499296590423
VR3_D,5.432872647317028
WPath,980
Xc-3d,1.7985313459359813
Xc-4d,0.0
Xc-5d,0.4769678865942999
Xc-6d,0.0
Xp-0d,15.568549621822843
Xp-1d,9.87991785310972
Xp-2d,9.326861544815364
Xp-3d,7.256009856599481
Xp-4d,5.4779141297156855
Xp-5d,4.522231448807527
Xp-6d,2.4442675098474074
Xp-7d,1.6294664161265047
ZMIC0,69.96018556762176
ZMIC1,46.239765575987406
ZMIC2,34.15768106189348
ZMIC3,28.00485542004938
ZMIC4,27.807753282454378
ZMIC5,27.807753282454378
nAcid,0
nAtom,29
nBase,0
nRing,2
piPC1,3.4339872044851463
piPC2,4.04305126783455
piPC3,4.5591262474866845
piPC4,5.051457288616511
piPC5,5.561162284713799
piPC6,5.58114392002342
piPC7,5.759296017919446
piPC8,5.809455441496072
piPC9,6.043078102706436
AATS0Z,48.55172413793103
AATS0d,3.9310344827586206
AATS0i,159.5955851664756
AATS0m,200.45624782758628
AATS0p,1.8727661806480003
AATS0s,9.037721594164053
AATS0v,279.811139631576
AATS1Z,35.233333333333334
AATS1d,4.566666666666666
AATS1i,147.84799890859497
AATS1m,138.90467480000004
AATS1p,2.048016204866667
AATS1s,4.192112482853224
AATS1v,310.4839018546779
AATS2Z,34.95652173913044
AATS2d,4.195652173913044
AATS2i,146.76558332460868
AATS2m,137.6261795434782
AATS2p,1.9675254054347817
AATS2s,5.172347468241189
AATS2v,293.18118541696595
AATS3Z,30.883333333333333
AATS3d,3.466666666666667
AATS3i,155.01705742918614
AATS3m,118.65755495
AATS3p,1.6769583746949661
AATS3s,4.365603566529491
AATS3v,245.6339772617641
AATS4Z,28.8
AATS4d,2.8666666666666667
AATS4i,162.17656002700858
AATS4m,109.23812573333335
AATS4p,1.4488311931899331
AATS4s,5.292215363511659
AATS4v,212.66769070088213
AATS5Z,35.59183673469388
AATS5d,2.857142857142857
AATS5i,163.44536653459048
AATS5m,139.81154904081635
AATS5p,1.433201844488633
AATS5s,4.8683967414126155
AATS5v,218.30791771644022
AATS6Z,29.513513513513512
AATS6d,3.3783783783783785
AATS6i,156.13499364372507
AATS6m,112.75727832432433
AATS6p,1.7113462334512972
AATS6s,4.356801245690136
AATS6v,245.2530810892385
AATS7Z,32.71052631578947
AATS7d,3.0526315789473686
AATS7i,153.74486502624308
AATS7m,127.07811031578946
AATS7p,1.7137298562552106
AATS7s,4.153779510504658
AATS7v,243.49170885796775
AATS8Z,34.388888888888886
AATS8d,2.5833333333333335
AATS8i,159.6714649999518
AATS8m,134.02325147222223
AATS8p,1.5660992647610006
AATS8s,5.911412555674101
AATS8v,211.3250580277703
AMID_C,1.2918131403829018
AMID_N,0.1925540374356981
AMID_O,0.3316442498025368
AMID_X,0.16845463519917203
AMID_h,0.692652922437407
ATS0dv,345.2098765432099
ATS0pe,209.0413
ATS0se,249.73580600000005
ATS1dv,312.22222222222223
ATS1pe,210.27970000000002
ATS1se,247.28890800000002
ATS2dv,445.1111111111111
ATS2pe,318.8307000000001
ATS2se,377.08725200000003
ATS3dv,434.0
ATS3pe,414.3139000000001
ATS3se,497.532194
ATS4dv,411.7777777777777
ATS4pe,423.6971
ATS4se,512.53611
ATS5dv,300.55555555555554
ATS5pe,350.2705
ATS5se,424.64989800000006
ATS6dv,254.55555555555554
ATS6pe,254.33620000000002
ATS6se,306.727554
ATS7dv,227.77777777777777
ATS7pe,260.68600000000004
ATS7se,315.1551620000001
ATS8dv,231.6049382716049
ATS8pe,248.32880000000003
ATS8se,303.460647
ATSC0Z,457.79310344827604
ATSC0c,0.903983471400843
ATSC0d,20.758620689655178
ATSC0i,43.18540239376383
ATSC0m,2123.385266689655
ATSC0p,7.580954729332136
ATSC0s,109.48928622108699
ATSC0v,1222.3178877672426
ATSC1Z,-9.268727705112966
ATSC1c,-0.4233172582411471
ATSC1d,2.1462544589774066
ATSC1i,10.029752132678459
ATSC1m,-40.63457326516039
ATSC1p,1.3315025094986195
ATSC1s,-10.434947137455673
ATSC1v,114.75273145339926
ATSC2Z,7.0178359096313905
ATSC2c,0.12100265433695655
ATSC2d,-6.961950059453033
ATSC2i,-12.963229464264465
ATSC2m,28.412941181926485
ATSC2p,-0.7324656762319383
ATSC2s,30.262078860763538
ATSC2v,-230.18915761845403
ATSC3Z,-142.15814506539832
ATSC3c,-0.16215619273649423
ATSC3d,-6.121284185493461
ATSC3i,-24.23080631576416
ATSC3m,-661.0156018751488
ATSC3p,-3.6049961056181443
ATSC3s,-3.69184635328459
ATSC3v,-511.0619741029399
ATSC4Z,-146.9512485136742
ATSC4c,0.02332713725054549
ATSC4d,-2.6730083234244937
ATSC4i,-7.985011894936881
ATSC4m,-672.2820347027351
ATSC4p,-0.665571463007874
ATSC4s,-21.884020328025596
ATSC4v,-236.48953318848478
ATSC5Z,166.9013079667063
ATSC5c,0.00877400896788165
ATSC5d,5.2699167657550525
ATSC5i,16.949194115488734
ATSC5m,764.6856606967895
ATSC5p,0.07880006746676393
ATSC5s,-50.169489711571686
ATSC5v,421.3052893318479
ATSC6Z,-99.80499405469675
ATSC6c,0.09425562939832696
ATSC6d,-1.6920332936979787
ATSC6i,11.128095757386628
ATSC6m,-458.1168540523187
ATSC6p,0.7332575001178244
ATSC6s,-6.300028670841887
ATSC6v,-19.501669999959766
ATSC7Z,-13.349583828775268
ATSC7c,-0.1830291443971316
ATSC7d,-3.890606420927467
ATSC7i,-5.649958714891787
ATSC7m,-62.61456921403088
ATSC7p,-0.5359859223419036
ATSC7s,-17.80554826098297
ATSC7v,-175.43637410275636
ATSC8Z,42.04994054696789
ATSC8c,-0.05842107806938496
ATSC8d,2.5410225921522
ATSC8i,-10.180854164876973
ATSC8m,188.38532576456606
ATSC8p,-0.22225235037106783
ATSC8s,50.28478392026099
ATSC8v,-159.11342217301527
AXp-0d,0.7413595058010878
AXp-1d,0.44908717514135094
AXp-2d,0.3008665014456569
AXp-3d,0.1909476278052495
AXp-4d,0.12173142510479301
AXp-5d,0.08222238997831867
AXp-6d,0.04988301040504913
AXp-7d,0.03325441665564295
GATS1Z,0.4994978407150746
GATS1c,1.3315153439472451
GATS1d,0.921705426356589
GATS1i,0.9126506984491519
GATS1m,0.4990141777640016
GATS1p,0.5801112479259415
GATS1s,0.645774814159426
GATS1v,0.6439149254452649
GATS2Z,0.5883614760863013
GATS2c,0.7499715771811075
GATS2d,1.2608695652173911
GATS2i,1.2395548135689476
GATS2m,0.5900877006470379
GATS2p,0.8678516746002193
GATS2s,0.4618901522981978
GATS2v,0.9182787262461488
GATS3Z,1.0469066988048605
GATS3c,0.9825699536199023
GATS3d,1.1127906976744184
GATS3i,1.2763947326107978
GATS3m,1.0477347134159172
GATS3p,1.147283865029776
GATS3s,0.7136908829797969
GATS3v,1.1318205529114649
GATS4Z,1.1493547253188707
GATS4c,1.1273573994832429
GATS4d,1.0003875968992246
GATS4i,1.051202029128891
GATS4m,1.147679770786901
GATS4p,1.022487186108609
GATS4s,1.1651324763868414
GATS4v,1.0858225865666828
GATS5Z,0.9349201566736965
GATS5c,1.121214802643771
GATS5d,0.8395823445657331
GATS5i,0.6808455759159321
GATS5m,0.9368434852218603
GATS5p,1.0401630017276353
GATS5s,1.4464575124157975
GATS5v,0.8400646948371358
GATS6Z,1.1025870703484437
GATS6c,0.7977637417598716
GATS6d,1.0389692017598993
GATS6i,0.7847702943068031
GATS6m,1.101611510685538
GATS6p,0.8789785124408281
GATS6s,0.8000706556050133
GATS6v,0.9865947930049261
GATS7Z,1.0550617655920453
GATS7c,1.017105122596615
GATS7d,1.0471236230110157
GATS7i,1.0010853829250927
GATS7m,1.0552240460166595
GATS7p,1.0591907507009346
GATS7s,0.9151049312384535
GATS7v,1.114922940155041
GATS8Z,1.3107570888152384
GATS8c,0.9249149360946562
GATS8d,0.7680878552971574
GATS8i,1.023473900969314
GATS8m,1.3122109436856846
GATS8p,1.1631038758433923
GATS8s,0.5326921819329301
GATS8v,1.2363818542129763
MATS1Z,-0.019571658129958824
MATS1c,-0.4526705364781967
MATS1d,0.09994462901439637
MATS1i,0.2245070446070277
MATS1m,-0.01849880382324234
MATS1p,0.16978324478514914
MATS1s,-0.09212879099274311
MATS1v,0.09075187519965003
MATS2Z,0.009664382933570873
MATS2c,0.08438681070548963
MATS2d,-0.2114329048100534
MATS2i,-0.189241509774385
MATS2m,0.008435824943453137
MATS2p,-0.0609120956199529
MATS2s,0.17424779872387464
MATS2v,-0.11872464028743959
MATS3Z,-0.15008913327307413
MATS3c,-0.08670013958830346
MATS3d,-0.14252491694352157
MATS3i,-0.27119248025448245
MATS3m,-0.15046297968231628
MATS3p,-0.2298410749823335
MATS3s,-0.016297415625528926
MATS3v,-0.202085963033967
MATS4Z,-0.15514964346690763
MATS4c,0.012472333135647426
MATS4d,-0.06223698781838313
MATS4i,-0.08936868020114772
MATS4m,-0.15302748958014692
MATS4p,-0.04243434834697654
MATS4s,-0.09660558450002861
MATS4v,-0.0935135413777077
MATS5Z,0.21577067102827865
MATS5c,0.005744331596770201
MATS5d,0.15024747440504432
MATS5i,0.2322811678247111
MATS5m,0.2131356337418554
MATS5p,0.006151833942859517
MATS5s,-0.2711876933072575
MATS5v,0.20399271682335146
MATS6Z,-0.17087530434924214
MATS6c,0.0817227705925441
MATS6d,-0.06388614528149411
MATS6i,0.2019668803709529
MATS6m,-0.16910005306951634
MATS6p,0.07581041682078714
MATS6s,-0.045099027311292984
MATS6v,-0.012505006149089263
MATS7Z,-0.022254245888901212
MATS7c,-0.15451625049863738
MATS7d,-0.143031998601154
MATS7i,-0.09984416861262209
MATS7m,-0.022504066299626497
MATS7p,-0.053956513751542645
MATS7s,-0.12410752864027667
MATS7v,-0.109534234310428
MATS8Z,0.07399317063372497
MATS8c,-0.05206004920356555
MATS8d,0.0986064968623108
MATS8i,-0.18990777388245106
MATS8m,0.07146835203927653
MATS8p,-0.02361663167357632
MATS8s,0.36996484720050593
MATS8v,-0.10486200232990157
MAXsCl,5.868339177234679
MAXsOH,9.627816364965536
MINsCl,5.758634403570971
MINsOH,9.627816364965536
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,6
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,26.046686164272955
SpAD_D,192.90045495346158
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,447
TMWC10,115.76499416399473
TSRW10,54.68274088600861
VE1_Dt,4.5283304246837615
VE2_Dt,0.21563478212779816
VE3_Dt,2.2522906566170526
VR1_Dt,107.80882090898224
VR2_Dt,5.133753376618202
VR3_Dt,5.422296826470595
Xc-3dv,0.7344731510476438
Xc-4dv,0.0
Xc-5dv,0.09346946271021238
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.13608276348795434
Xch-7d,0.33080408779623893
Xp-0dv,11.87356310263003
Xp-1dv,6.430798487171307
Xp-2dv,4.927561388622772
Xp-3dv,3.1952775933217685
Xp-4dv,2.0184129293724435
Xp-5dv,1.3462303691811022
Xp-6dv,0.6066060481498861
Xp-7dv,0.30132586233256936
Xpc-4d,3.8090462371355507
Xpc-5d,4.989083815575996
Xpc-6d,7.672529576658026
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,30
nFRing,0
nHBAcc,4
nHBDon,2
nHRing,0
nSpiro,0
naRing,2
piPC10,6.398438932350861
AATS0dv,11.903788846317582
AATS0pe,7.208320689655173
AATS0se,8.611579517241381
AATS1dv,10.407407407407408
AATS1pe,7.009323333333334
AATS1se,8.242963600000001
AATS2dv,9.676328502415458
AATS2pe,6.931102173913046
AATS2se,8.19754895652174
AATS3dv,7.233333333333333
AATS3pe,6.905231666666668
AATS3se,8.292203233333334
AATS4dv,6.862962962962962
AATS4pe,7.061618333333333
AATS4se,8.5422685
AATS5dv,6.133786848072562
AATS5pe,7.148377551020409
AATS5se,8.666324448979593
AATS6dv,6.87987987987988
AATS6pe,6.8739513513513515
AATS6se,8.289933891891891
AATS7dv,5.994152046783626
AATS7pe,6.860157894736843
AATS7se,8.293556894736843
AATS8dv,6.43347050754458
AATS8pe,6.898022222222223
AATS8se,8.429462416666667
AATSC0Z,15.785969084423312
AATSC0c,0.031171843841408378
AATSC0d,0.7158145065398337
AATSC0i,1.4891518066815115
AATSC0m,73.2201816099881
AATSC0p,0.2614122320459357
AATSC0s,3.7754926283133443
AATSC0v,42.14889268162906
AATSC1Z,-0.3089575901704322
AATSC1c,-0.014110575274704903
AATSC1d,0.07154181529924689
AATSC1i,0.33432507108928194
AATSC1m,-1.3544857755053463
AATSC1p,0.044383416983287315
AATSC1s,-0.34783157124852243
AATSC1v,3.8250910484466423
AATSC2Z,0.15256165020937806
AATSC2c,0.002630492485586012
AATSC2d,-0.151346740422892
AATSC2i,-0.2818093361796623
AATSC2m,0.6176726343897062
AATSC2p,-0.015923166874607354
AATSC2s,0.657871279581816
AATSC2v,-5.004112122140305
AATSC3Z,-2.3693024177566384
AATSC3c,-0.002702603212274904
AATSC3d,-0.10202140309155767
AATSC3i,-0.40384677192940266
AATSC3m,-11.016926697919148
AATSC3p,-0.06008326842696907
AATSC3s,-0.061530772554743166
AATSC3v,-8.517699568382332
AATSC4Z,-2.449187475227903
AATSC4c,0.00038878562084242483
AATSC4d,-0.04455013872374156
AATSC4i,-0.13308353158228134
AATSC4m,-11.204700578378919
AATSC4p,-0.0110928577167979
AATSC4s,-0.3647336721337599
AATSC4v,-3.94149221980808
AATSC5Z,3.4061491421776795
AATSC5c,0.00017906140750778877
AATSC5d,0.10754932175010311
