DLiP-ID,C000ZQ
DLiP-Mol-ID,31615
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C20H15N5O3/c26-17(14-8-3-1-4-9-14)21-19-23-20(22-18(27)16-12-7-13-28-16)25(24-19)15-10-5-2-6-11-15/h1-13H,(H2,21,22,23,24,26,27)"
Standard Inchi Key(RDKit),QUXWYCJKIJREBQ-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=C(Nc1nc(NC(=O)c2ccco2)n(-c2ccccc2)n1)c1ccccc1
SMILES(SDF),
MW(SDF),
MW(RDKit),373.372
MW Monoisotopic(RDKit),373.11748934
MolLogP(RDKit),3.3649
XLogP(SDF),
XLogP(CDK),2.923
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),6
HBA Lipinski(RDKit),8
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),102.05
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),5
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),4
nAtoms(SDF),
Heavy Atoms(RDKit),28
QED Weighted(RDKit),0.558395801194432
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,4899767.6877643075
qed,0.5583958011944317
Chi0,19.34672421487486
Chi1,13.703509938206668
TPSA,102.05
Chi0n,14.571939157356603
Chi0v,14.571939157356603
Chi1n,8.442817691148603
Chi1v,8.442817691148603
Chi2n,5.75794466662841
Chi2v,5.75794466662841
Chi3n,3.8395251128988424
Chi3v,3.8395251128988424
Chi4n,2.5293285419744085
Chi4v,2.5293285419744085
MolMR,102.41539999999999
MolWt,373.37200000000007
fr_SH,0
Kappa1,17.225707284473156
Kappa2,7.583404719912659
Kappa3,3.6547337094674197
fr_ArN,0
fr_COO,0
fr_C_O,2
fr_C_S,0
fr_NH0,3
fr_NH1,2
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1089.6035807991784
MolLogP,3.3649000000000022
NOCount,8
fr_Ar_N,3
fr_COO2,0
fr_urea,0
BalabanJ,1.6397332844617643
SMR_VSA1,14.006225305196992
SMR_VSA2,0.0
SMR_VSA3,14.76446326439343
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,10.633577208012662
SMR_VSA7,90.38326672774984
SMR_VSA8,0.0
SMR_VSA9,5.687386274683562
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,2
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,1
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,159.37654923577006
NHOHCount,2
PEOE_VSA1,4.417150937053347
PEOE_VSA2,20.222651576156306
PEOE_VSA3,0.0
PEOE_VSA4,9.665781456092393
PEOE_VSA5,5.098681808301038
PEOE_VSA6,36.39820241076966
PEOE_VSA7,36.39820241076966
PEOE_VSA8,5.563451491696996
PEOE_VSA9,11.950549270322618
RingCount,4
SMR_VSA10,23.711038020676
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
