DLiP-ID,C101S7
DLiP-Mol-ID,37223
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C27H27N3O2/c1-19-11-14-22(15-12-19)29-27(32)25(17-21-18-28-24-10-6-5-9-23(21)24)30-26(31)16-13-20-7-3-2-4-8-20/h2-12,14-15,18,25,28H,13,16-17H2,1H3,(H,29,32)(H,30,31)"
Standard Inchi Key(RDKit),QCWPUTKLESYKLA-UHFFFAOYSA-N
Canonical SMILES(RDKit),Cc1ccc(NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)CCc2ccccc2)cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),425.532
MW Monoisotopic(RDKit),425.210327104
MolLogP(RDKit),4.77512
XLogP(SDF),
XLogP(CDK),4.662
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),2
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),3
HBD Lipinski(RDKit),3
PSA(SDF),
PSA(RDKit),73.99
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),8
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),4
nAtoms(SDF),
Heavy Atoms(RDKit),32
QED Weighted(RDKit),0.380233481330551
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Tumor necrosis factor ligand superfamily member 11/11A
Common Target Pref Name,Uncategorized
RDKit Descriptors
Ipc,26172273.389486786
qed,0.3802334813305512
Chi0,22.338288046437576
Chi1,15.580520035918415
TPSA,73.99000000000001
Chi0n,18.09807096233176
Chi0v,18.09807096233176
Chi1n,10.841258367845306
Chi1v,10.841258367845306
Chi2n,8.024595963453175
Chi2v,8.024595963453175
Chi3n,5.553331428337621
Chi3v,5.553331428337621
Chi4n,3.764999099215624
Chi4v,3.764999099215624
MolMR,128.50510000000003
MolWt,425.5320000000002
fr_SH,0
Kappa1,21.375021650003774
Kappa2,9.964619695145712
Kappa3,5.43378694966971
fr_ArN,0
fr_COO,0
fr_C_O,2
fr_C_S,0
fr_NH0,0
fr_NH1,3
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1196.553586161429
MolLogP,4.775120000000004
NOCount,5
fr_Ar_N,1
fr_COO2,0
fr_urea,0
BalabanJ,1.4875600849690451
SMR_VSA1,9.589074368143644
SMR_VSA2,0.0
SMR_VSA3,10.30076712495354
SMR_VSA4,0.0
SMR_VSA5,32.22804289761662
SMR_VSA6,5.316788604006331
SMR_VSA7,101.74996993670503
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,1
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,2
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,187.41377985245435
NHOHCount,3
PEOE_VSA1,15.617555728959871
PEOE_VSA2,9.589074368143644
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,66.2271221763131
PEOE_VSA7,42.67056301139545
PEOE_VSA8,35.62879802422971
PEOE_VSA9,0.0
RingCount,4
SMR_VSA10,28.40467066546763
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
