DLiP-ID,C100MA
AATSC4d,-0.02467003823855927
AATSC4i,-0.0964814509164256
AATSC4m,-2.058159333134328
AATSC4p,-0.010657651972581303
AATSC4s,-0.03913483292648076
AATSC4v,-1.8416097603519093
AATSC5Z,1.4215214420511486
AATSC5c,0.006744403965849062
AATSC5d,0.04431574152404503
AATSC5i,-0.09300460754421216
AATSC5m,6.292779717165355
AATSC5p,-0.014026612743339115
AATSC5s,0.42491652743488695
AATSC5v,-1.8178962633064775
AATSC6Z,0.14245801119701387
AATSC6c,-0.0017149833379630623
AATSC6d,0.058984270861103714
AATSC6i,0.05178437434645278
AATSC6m,0.9909272125806431
AATSC6p,0.019727106405063786
AATSC6s,-0.19403461866044677
AATSC6v,5.404903923367734
AATSC7Z,0.5400743043445296
AATSC7c,-0.00048638805054406815
AATSC7d,-0.05989840018196983
AATSC7i,0.1351408512054064
AATSC7m,2.7935281225688087
AATSC7p,0.02333811565824986
AATSC7s,-0.07385755952215663
AATSC7v,6.464782707667627
AATSC8Z,-1.5118435479911623
AATSC8c,0.002360219963525935
AATSC8d,-0.013828655592832006
AATSC8i,-0.017940063272728873
AATSC8m,-6.921147587722768
AATSC8p,0.0012967004891809772
AATSC8s,-0.5427395927022558
AATSC8v,-5.0395769341255505
ATS0are,353.3682999999999
ATS1are,373.80400000000003
ATS2are,608.3578000000001
ATS3are,751.2848999999999
ATS4are,840.5288
ATS5are,803.4127000000002
ATS6are,775.233
ATS7are,696.6209999999999
ATS8are,661.9938999999999
ATSC0dv,233.86666666666673
ATSC0pe,7.218563636363631
ATSC0se,5.118164981818178
ATSC1dv,62.16888888888887
ATSC1pe,-0.3828016528925567
ATSC1se,-0.39873954446281074
ATSC2dv,10.711111111111109
ATSC2pe,2.551444628099179
ATSC2se,2.027157958677685
ATSC3dv,-71.25333333333333
ATSC3pe,-1.2475892561983406
ATSC3se,-0.6123814519008284
ATSC4dv,-7.2933333333333294
ATSC4pe,-1.269695041322314
ATSC4se,-0.887238337520661
ATSC5dv,98.0311111111111
ATSC5pe,4.871696694214875
ATSC5se,3.609599787438015
ATSC6dv,53.68444444444444
ATSC6pe,-0.9150561983471099
ATSC6se,-1.282918795371901
ATSC7dv,-8.848888888888894
ATSC7pe,-1.3382842975206584
ATSC7se,-1.7249599639669506
ATSC8dv,-100.52888888888889
ATSC8pe,-3.2596859504132096
ATSC8se,-2.373244312066133
AXp-0dv,0.5663923106476281
AXp-1dv,0.3021445576928673
AXp-2dv,0.16577614463063597
AXp-3dv,0.08940937077191369
AXp-4dv,0.04962230646917406
AXp-5dv,0.026494193450120176
AXp-6dv,0.01457172029600662
AXp-7dv,0.007603086499751692
BertzCT,1358.0858875316271
ECIndex,1003
ETA_eta,28.725341573377893
GATS1dv,0.4841397003892579
GATS1pe,0.6741540814873949
GATS1se,0.7056066152214182
GATS2dv,0.8273270119426273
GATS2pe,0.5133816201423259
GATS2se,0.467385192703577
GATS3dv,1.029052238950196
GATS3pe,0.9189960344069238
GATS3se,0.8905007912587072
GATS4dv,0.9909971238448574
GATS4pe,1.0374994732223461
GATS4se,1.02653717456692
GATS5dv,0.7936078614460533
GATS5pe,0.6708844433881966
GATS5se,0.6542236882844772
GATS6dv,0.9285688012653104
GATS6pe,1.0834665973222675
GATS6se,1.1285357289000901
GATS7dv,1.069769753015388
GATS7pe,1.1855110776960964
GATS7se,1.2823102240194297
GATS8dv,1.3299022319563765
GATS8pe,1.494335299768791
GATS8se,1.6019403688892586
LogEE_A,4.455659518987455
LogEE_D,235.60861462900482
MATS1dv,0.2520806301524265
MATS1pe,-0.05028722966013458
MATS1se,-0.07387708028359351
MATS2dv,0.026515833483366325
MATS2pe,0.2046324210080899
MATS2se,0.2293044029880652
MATS3dv,-0.14200954718512643
MATS3pe,-0.08055667251345888
MATS3se,-0.05576843139672363
MATS4dv,-0.0128001667829609
MATS4pe,-0.07219490100283059
MATS4se,-0.07115147529916127
MATS5dv,0.18153257496176708
MATS5pe,0.292272813986892
MATS5se,0.30542440736552384
MATS6dv,0.10181719817069429
MATS6pe,-0.056226102771357624
MATS6se,-0.11117980066777733
MATS7dv,-0.019092227813054658
MATS7pe,-0.09354784435986076
MATS7se,-0.17005951263013924
MATS8dv,-0.23407976487500512
MATS8pe,-0.24590439276711246
MATS8se,-0.25250470990822
MAXaaCH,1.9302886569135342
MAXaasC,1.061124324988865
MAXaasN,1.7155679419663352
MAXdsCH,1.55591861114408
MAXdssC,0.17931077073212687
MAXsCH3,1.948960931440661
MAXssNH,2.744982350682796
MAXsssN,0.9104035228773684
MDEC-11,0.25
MDEC-12,2.923917304124144
MDEC-13,3.4143244822388996
MDEC-22,12.086945038237701
MDEC-23,25.90435795679875
MDEC-33,10.554876121404657
MDEN-23,0.40824829046386313
MDEN-33,0.19999999999999996
MDEO-11,1.37666982389507
MINaaCH,1.4895933868988402
MINaasC,0.1317588287130398
MINaasN,1.7155679419663352
MINdsCH,1.55591861114408
MINdssC,-1.0455711908915475
MINsCH3,1.8677886569135342
MINssNH,2.744982350682796
MINsssN,0.9104035228773684
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.303571428571429
SM1_Dzi,1.4545191904946573
SM1_Dzm,2.2991871333729694
SM1_Dzp,-6.541878845206732
SM1_Dzv,-2.7953673998489466
SddssSe,0
SpAD_Dt,756.4942220164126
SpAbs_A,43.290804039633294
SpAbs_D,471.2172292580095
SpMAD_A,1.2732589423421556
SpMAD_D,13.8593302722944
SpMax_A,2.452595129351797
SpMax_D,235.60861462900482
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,134.01000000000002
TpiPC10,8.81124594355155
VAdjMat,6.20945336562895
VE1_DzZ,5.734899237901348
VE1_Dzi,5.744090280748412
VE1_Dzm,5.7348981025319565
VE1_Dzp,5.742173161701547
VE1_Dzv,5.746766044943564
VE2_DzZ,0.16867350699709846
VE2_Dzi,0.168943831786718
VE2_Dzm,0.16867347360388107
VE2_Dzp,0.16888744593239843
VE2_Dzv,0.1690225307336342
VE3_DzZ,2.9703456123719167
VE3_Dzi,2.9719469806450114
VE3_Dzm,2.970345414396424
VE3_Dzp,2.9716131699024193
VE3_Dzv,2.972412701243664
VR1_DzZ,231.23255029138136
VR1_Dzi,230.35688723836074
VR1_Dzm,231.23372900257226
VR1_Dzp,231.11368477746947
VR1_Dzv,230.1302001792506
VR2_DzZ,6.800957361511216
VR2_Dzi,6.77520256583414
VR2_Dzm,6.8009920294874195
VR2_Dzp,6.797461316984396
VR2_Dzv,6.768535299389724
VR3_DzZ,6.667199346968105
VR3_Dzi,6.663405221573185
VR3_Dzm,6.667204444469236
VR3_Dzp,6.666685162975613
VR3_Dzv,6.662420668113964
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.1114984679793393
Xch-6dv,0.2420382749067988
Xch-7dv,0.291277990898256
Xpc-4dv,2.2851347938784246
Xpc-5dv,3.0313881127414253
Xpc-6dv,3.5253479539331116
Zagreb1,180.0
Zagreb2,212.0
fragCpx,247.09
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,1
n5FRing,0
n5HRing,2
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,17
nBondsD,5
nBondsM,22
nBondsO,37
nBondsS,36
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,9
naHRing,1
AATS0are,6.424878181818181
AATS1are,6.444896551724138
AATS2are,6.403766315789475
AATS3are,6.366821186440677
AATS4are,6.272602985074627
AATS5are,6.326084251968505
AATS6are,6.251879032258064
AATS7are,6.391018348623852
AATS8are,6.55439504950495
AATSC0dv,4.252121212121213
AATSC0pe,0.13124661157024783
AATSC0se,0.09305754512396687
AATSC1dv,1.071877394636015
AATSC1pe,-0.006600028498147529
AATSC1se,-0.0068748197321174265
AATSC2dv,0.11274853801169588
AATSC2pe,0.026857311874728198
AATSC2se,0.02133850482818616
AATSC3dv,-0.6038418079096045
AATSC3pe,-0.010572790306765598
AATSC3se,-0.00518967332119346
AATSC4dv,-0.05442786069651739
AATSC4pe,-0.009475336129271001
AATSC4se,-0.006621181623288515
AATSC5dv,0.7718985126859141
AATSC5pe,0.038359816489880905
AATSC5se,0.02842204557037807
AATSC6dv,0.43293906810035837
AATSC6pe,-0.007379485470541209
AATSC6se,-0.01034611931751533
AATSC7dv,-0.08118246687054032
AATSC7pe,-0.012277837591932645
AATSC7se,-0.015825320770338998
AATSC8dv,-0.9953355335533554
AATSC8pe,-0.03227411832092287
AATSC8se,-0.02349746843629835
AETA_eta,0.8448629874522909
ATSC0are,7.866072727272723
ATSC1are,-0.49862396694214317
ATSC2are,2.706419834710748
ATSC3are,-1.29863057851239
ATSC4are,-1.4521644628099164
ATSC5are,5.432088429752063
ATSC6are,-1.2407330578512414
ATSC7are,-1.89343140495867
ATSC8are,-3.3636190082644437
BCUTZ-1h,16.002005835995462
BCUTZ-1l,5.686205409455806
BCUTc-1h,0.45953201932936594
BCUTc-1l,-0.4407824200230351
BCUTd-1h,3.213007422413691
BCUTd-1l,0.9724546155265369
BCUTi-1h,14.551301305112746
BCUTi-1l,10.337557502832668
BCUTm-1h,32.060999720671134
BCUTm-1l,11.697711471007855
BCUTp-1h,2.9166277589787226
BCUTp-1l,0.7413664611789372
BCUTs-1h,7.011551700217657
BCUTs-1l,0.6284504221968283
BCUTv-1h,24.434241142136976
BCUTv-1l,14.700343791794095
BalabanJ,1.286977322221288
Diameter,18
ETA_beta,45.25
GATS1are,0.6961566661507147
GATS2are,0.5232554294708328
GATS3are,0.9219012618251794
GATS4are,1.040335850737023
GATS5are,0.6640517712795297
GATS6are,1.095041362907215
GATS7are,1.2247624673999293
GATS8are,1.513732974026888
HybRatio,0.12
Lipinski,True
LogEE_Dt,378.2471110082063
MATS1are,-0.06011043738013416
MATS2are,0.19919401910889592
MATS3are,-0.07694995135434833
MATS4are,-0.07577321915411729
MATS5are,0.29906655109796393
MATS6are,-0.06996186861068752
MATS7are,-0.12145847117929545
MATS8are,-0.23285746024456014
MAXssCH2,-0.39187317802848076
MINssCH2,-0.39187317802848076
NsssssAs,0
RotRatio,0.16216216216216217
SM1_Dzpe,1.7887851897184825
SM1_Dzse,1.734619084590567
SMR_VSA1,24.284676131127995
SMR_VSA2,0.0
SMR_VSA3,9.467009378641833
SMR_VSA4,0.0
SMR_VSA5,13.847474399381248
SMR_VSA6,11.861545009918906
SMR_VSA7,88.08356617159708
SMR_VSA8,0.0
SMR_VSA9,5.687386274683562
SpAD_DzZ,358.4134624402186
SpAD_Dzi,358.33416953688834
SpAD_Dzm,358.46219711929893
SpAD_Dzp,495.4147706295014
SpAD_Dzv,455.06582096109685
SpAbs_Dt,756.4942220164127
SpDiam_A,4.7913287119510795
SpDiam_D,358.00858798529237
SpMAD_Dt,22.24983005930625
SpMax_Dt,378.2471110082063
SsssssAs,0
VE1_Dzpe,5.744369373635838
VE1_Dzse,5.743934433229667
VE2_Dzpe,0.16895204040105405
VE2_Dzse,0.16893924803616667
VE3_Dzpe,2.971995567295594
VE3_Dzse,2.971919848475185
VMcGowan,339.41000000000116
VR1_Dzpe,230.10668531579293
VR1_Dzse,230.1358440877894
VR2_Dzpe,6.767843685758615
VR2_Dzse,6.768701296699688
VR3_Dzpe,6.662318482199626
VR3_Dzse,6.662445192662796
mZagreb1,11.944444444444446
mZagreb2,7.361111111111109
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,1
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,13
nBondsKS,45
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.14301950413223133
AATSC1are,-0.00859696494727833
AATSC2are,0.028488629839060507
AATSC3are,-0.01100534388569822
AATSC4are,-0.01083704822992475
AATSC5are,0.04277234984056742
AATSC6are,-0.01000591175686485
AATSC7are,-0.017370930320721744
AATSC8are,-0.03330315849766776
AETA_beta,1.3308823529411764
BCUTdv-1h,6.0258114820472795
BCUTdv-1l,0.6606488307702003
BCUTpe-1h,3.5024268266508227
BCUTpe-1l,2.235409617626365
BCUTse-1h,3.7152907296021453
BCUTse-1l,2.431292631990358
ETA_alpha,16.200000000000003
ETA_dBeta,1.75
ETA_eta_B,0.6909591163628441
ETA_eta_F,39.10228811811186
ETA_eta_L,7.023849133501512
ETA_eta_R,67.82762969148975
ETA_psi_1,0.5567010309278355
LabuteASA,199.42689631463833
LogEE_DzZ,179.16363739057135
LogEE_Dzi,179.20986474463518
LogEE_Dzm,179.18723361972317
LogEE_Dzp,246.64021123464914
LogEE_Dzv,227.12182703939413
PEOE_VSA1,14.990415646638391
PEOE_VSA2,19.28352128306594
PEOE_VSA3,4.794537184071822
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,23.762552697081826
PEOE_VSA7,73.64703335807289
PEOE_VSA8,23.26554411582866
PEOE_VSA9,10.468588005587042
SM1_Dzare,1.9609845219659925
SpAD_Dzpe,367.0227229011392
SpAD_Dzse,370.07542516603485
SpAbs_DzZ,356.38089941500857
SpAbs_Dzi,356.96521029877584
SpAbs_Dzm,356.4335025898522
SpAbs_Dzp,499.822301314505
SpAbs_Dzv,457.03902147863727
SpDiam_Dt,561.0160192637179
SpMAD_DzZ,10.541572424712312
SpMAD_Dzi,10.539240280496715
SpMAD_Dzm,10.543005797626439
SpMAD_Dzp,14.57102266557357
SpMAD_Dzv,13.384288851796967
SpMax_DzZ,179.16363739057135
SpMax_Dzi,179.20986474463518
SpMax_Dzm,179.18723361972317
SpMax_Dzp,246.64021123464914
SpMax_Dzv,227.12182703939413
VE1_Dzare,5.744470108552205
VE2_Dzare,0.16895500319271192
VE3_Dzare,2.972013103429949
VR1_Dzare,230.0912471119629
VR2_Dzare,6.767389620940086
VR3_Dzare,6.662251388443884
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,17
nAromBond,17
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4764705882352942
AETA_dBeta,0.051470588235294115
AETA_eta_B,0.020322326951848355
AETA_eta_F,1.1500672975915252
AETA_eta_L,0.20658379804416213
AETA_eta_R,1.9949302850438162
BCUTare-1h,3.556294767570995
BCUTare-1l,2.185600703827459
ETA_beta_s,21.75
ETA_dPsi_A,0.15729896907216445
ETA_dPsi_B,0.0
ETA_eta_BR,1.034959116362844
ETA_eta_FL,9.19940531250874
ETA_eta_RL,16.22325444601025
LogEE_Dzpe,183.563972779679
LogEE_Dzse,185.08873079138777
PEOE_VSA10,6.544756405912575
PEOE_VSA11,0.0
PEOE_VSA12,5.907179729351506
PEOE_VSA13,11.146391442523793
SlogP_VSA1,5.316788604006331
SlogP_VSA2,44.14116963922226
SlogP_VSA3,9.589074368143644
SlogP_VSA4,13.847474399381248
SlogP_VSA5,27.178819654011267
SlogP_VSA6,65.69928370165762
SlogP_VSA7,0.0
SlogP_VSA8,11.763406381517443
SlogP_VSA9,0.0
SpAD_Dzare,362.9439425778636
SpAbs_Dzpe,365.33916036963944
SpAbs_Dzse,368.442842498185
SpDiam_DzZ,276.02756844324887
SpDiam_Dzi,275.1547109180198
SpDiam_Dzm,276.06157169030234
SpDiam_Dzp,383.45102518829634
SpDiam_Dzv,352.70476473713023
SpMAD_Dzpe,10.794785967680566
SpMAD_Dzse,10.88457132841279
SpMax_Dzpe,183.563972779679
SpMax_Dzse,185.08873079138777
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,34
AETA_beta_s,0.6397058823529411
AETA_eta_BR,0.03043997401067188
AETA_eta_FL,0.2705707444855512
AETA_eta_RL,0.4771545425297133
DetourIndex,6224
EState_VSA1,29.567632865739718
EState_VSA2,10.468588005587042
EState_VSA3,17.068700544215584
EState_VSA4,27.78869766363558
EState_VSA5,12.13273413692322
EState_VSA6,47.17179866854636
EState_VSA7,25.980208536304467
EState_VSA8,5.316788604006331
EState_VSA9,0.0
ETA_beta_ns,23.5
ETA_shape_p,0.16460905349794236
ETA_shape_x,0.0
ETA_shape_y,0.3888888888888888
GhoseFilter,True
LogEE_Dzare,181.5296473042837
SlogP_VSA10,10.481923458755384
SlogP_VSA11,0.0
SpAbs_Dzare,361.0983100866015
SpDiam_Dzpe,282.83120904704083
SpDiam_Dzse,285.44608226454307
SpMAD_Dzare,10.6748218405254
SpMax_Dzare,181.5296473042837
TopoPSA(NO),108.71000000000001
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,1.7155679419663352
VSA_EState9,85.69464292781163
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.6911764705882353
EState_VSA10,24.284676131127995
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.0235294117647058
FilterItLogS,-4.789892066047872
SpDiam_Dzare,279.5064518363243
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.6436363636363628
ETA_epsilon_2,0.855882352941176
ETA_epsilon_3,0.4416666666666657
ETA_epsilon_4,0.5589041095890398
ETA_epsilon_5,0.8249999999999996
AETA_beta_ns_d,0.014705882352941176
ETA_dEpsilon_A,0.20196969696969708
ETA_dEpsilon_B,0.08473225404732299
ETA_dEpsilon_C,-0.11723744292237409
ETA_dEpsilon_D,0.03088235294117636
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.7647058823529411
MDEDescriptor,"0.25,2.923917304124144,3.4143244822388996,0.0,12.086945038237701,25.90435795679875,0.0,10.554876121404657,0.0,0.0,1.37666982389507,0.0,0.0,0.0,0.0,0.0,0.0,0.4082482904638629,0.19999999999999996"
APolDescriptor,68.21265299999997
BCUTDescriptor,"11.849999999999987,31.97207273531606,-0.3278317060676322,0.29088841860417103,4.275974621818243,11.94397427930817"
BPolDescriptor,33.689347
TPSADescriptor,134.01000000000002
ALOGPDescriptor,"4.769299999999998,22.746222489999976,129.4729"
XLogPDescriptor,3.3089999999999993
VAdjMaDescriptor,6.20945336562895
WeightDescriptor,475.12019194
ChiPathDescriptor,"24.405048436076804,16.223254446010255,15.249523540782905,12.440160714302303,10.277331132820368,7.912929491263949,5.006305933308847,3.7469782000342127,19.25733856201935,11.179348634636092,8.786135665423707,6.169246583262045,4.416385275756495,2.7553961188124974,1.5591740716727056,0.9427827259692095"
ChiChainDescriptor,"0.0,0.0,0.19641855032959654,0.5709953815294093,0.8770938028451746,0.0,0.0,0.1114984679793393,0.2420382749067988,0.291277990898256"
AtomCountDescriptor,55
BondCountDescriptor,37
SmallRingDescriptor,"4,3,4,3,0,0,2,2,0,0,0"
ChiClusterDescriptor,"2.680037073353108,0.0,0.6916180702140927,0.0,1.2112201841249528,0.0,0.18785509302381226,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,4,14,3,3,0,0,0"
ZagrebIndexDescriptor,180.0
LargestChainDescriptor,19
MannholdLogPDescriptor,3.2199999999999998
WeightedPathDescriptor,"68.94956763874609,2.02792845996312,25.560492065828647,12.525924409891086,9.968457973478365"
FractionalPSADescriptor,0.28205494582920887
WienerNumbersDescriptor,"3867.0,53.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"5.967436976326427,8.896968217715237,12.07844807818474,2.285134793878424,3.0313881127414226,3.2794214956654337"
FractionalCSP3Descriptor,0.12
KierHallSmartsDescriptor,"0,0,0,0,0,0,2,0,1,0,1,10,0,0,0,5,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,21
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,1
KappaShapeIndicesDescriptor,"27.04601899196494,12.029903880384479,6.6675068262969965"
AromaticAtomsCountDescriptor,17
AromaticBondsCountDescriptor,17
FragmentComplexityDescriptor,2242.09
HBondAcceptorCountDescriptor,7
HybridizationRatioDescriptor,0.12
AutocorrelationDescriptorMass,"45.08003911998418,43.32948576021235,66.43446619885583,64.62569703982261,61.54205390670336"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,7
AutocorrelationDescriptorCharge,"0.7529032890755087,-0.43173000193300537,0.1959752114470668,-0.06936005275758117,-0.3761322157386278"
EccentricConnectivityIndexDescriptor,1003
AutocorrelationDescriptorPolarizability,"2505.4442499773972,2964.9175365432075,4175.750682491046,4003.7780648874686,3703.7937184401744"
