DLiP-ID,T005WG
AATSC4c,0.0031416265951677816
AATSC4d,-0.03338372385991433
AATSC4i,0.2069890298700969
AATSC4m,-1.1755227423336785
AATSC4p,0.011387380703111556
AATSC4s,-0.19138970294637242
AATSC4v,1.5204125867162286
AATSC5Z,-1.114220876125638
AATSC5c,-0.0020755908724214844
AATSC5d,-0.03232922280541328
AATSC5i,-0.05149418605897925
AATSC5m,-5.197181095208139
AATSC5p,-0.010554378270186383
AATSC5s,-0.41847061423780996
AATSC5v,-4.061971781483974
AATSC6Z,0.22603750494906957
AATSC6c,0.0007772449499867331
AATSC6d,0.00046791203253788397
AATSC6i,-0.005832585281772075
AATSC6m,1.015518372134039
AATSC6p,-0.004448563783724981
AATSC6s,0.17521305994473044
AATSC6v,-0.20926583953905326
AATSC7Z,0.8177203111346983
AATSC7c,-0.00040447005694323564
AATSC7d,0.0006700867896409945
AATSC7i,-0.019280195208115164
AATSC7m,3.774513039653056
AATSC7p,0.003514961016163257
AATSC7s,0.5244794616909894
AATSC7v,2.0339326804710884
AATSC8Z,-0.030061927305035006
AATSC8c,-0.0011364796736395713
AATSC8d,0.004389280078503133
AATSC8i,0.03230222676662733
AATSC8m,-0.16716097480473682
AATSC8p,-0.007511285966215894
AATSC8s,-0.004593346977084076
AATSC8v,-1.0964447380129407
ATS0are,413.9042999999999
ATS1are,432.09100000000007
ATS2are,720.7514999999999
ATS3are,900.4189
ATS4are,984.4508000000002
ATS5are,943.4928999999998
ATS6are,960.8557000000001
ATS7are,921.6708999999997
ATS8are,848.3726999999997
ATSC0dv,280.4126984126984
ATSC0pe,9.733460317460315
ATSC0se,6.681099936507935
ATSC1dv,65.87578735197782
ATSC1pe,-0.9145876291257141
ATSC1se,-0.9111952995716825
ATSC2dv,19.69866465104562
ATSC2pe,4.028416276140096
ATSC2se,3.311865316200551
ATSC3dv,-109.9236583522298
ATSC3pe,-3.5375667422524537
ATSC3se,-2.5379215086923637
ATSC4dv,-93.01158982111363
ATSC4pe,-1.4891010833963159
ATSC4se,-1.0108634023683585
ATSC5dv,-86.42882338120431
ATSC5pe,-3.5489210380448304
ATSC5se,-2.4029350304862764
ATSC6dv,57.751322751322775
ATSC6pe,1.2364878306878397
ATSC6se,0.969156211640206
ATSC7dv,93.02872260015118
ATSC7pe,3.231191987906281
ATSC7se,2.352855189720328
ATSC8dv,15.589065255731912
ATSC8pe,0.12467583774250317
ATSC8se,-0.003110723104055621
AXp-0dv,0.543382837859959
AXp-1dv,0.29212389152518625
AXp-2dv,0.1574209557599426
AXp-3dv,0.08533687077309364
AXp-4dv,0.04607638934664145
AXp-5dv,0.024705569325702455
AXp-6dv,0.013407268251823505
AXp-7dv,0.007339672265842009
BertzCT,1227.504365549949
ECIndex,1203
ETA_eta,30.420955744996466
GATS1dv,0.5153393306568899
GATS1pe,0.7938313715612121
GATS1se,0.8481137341505299
GATS2dv,0.8377560378771435
GATS2pe,0.5876531036836923
GATS2se,0.5316865165992803
GATS3dv,1.0992409990581742
GATS3pe,1.0557593973181012
GATS3se,1.046216292117063
GATS4dv,1.1942454134316887
GATS4pe,1.1217245283904698
GATS4se,1.1120515558147335
GATS5dv,1.2160647571606475
GATS5pe,1.3022435958257081
GATS5se,1.361379665151307
GATS6dv,0.9859374747295048
GATS6pe,1.0596280544285137
GATS6se,1.0902399551660176
GATS7dv,0.9189090234637517
GATS7pe,0.9574705309808452
GATS7se,0.9748737989990409
GATS8dv,0.9359459443355361
GATS8pe,0.9623420386591585
GATS8se,0.96876417763888
LogEE_A,4.48145891249101
LogEE_D,289.6639038042053
MATS1dv,0.2276959653049317
MATS1pe,-0.09107207944499596
MATS1se,-0.1321875932879595
MATS2dv,0.04060253615248077
MATS2pe,0.2392109913405925
MATS2se,0.28650931774468985
MATS3dv,-0.17515193267028148
MATS3pe,-0.16238982600607274
MATS3se,-0.16972728146444038
MATS4dv,-0.1374789962282589
MATS4pe,-0.0634094342676888
MATS4se,-0.06271067378048995
MATS5dv,-0.13578926451110304
MATS5pe,-0.16063256191695408
MATS5se,-0.15845230916947517
MATS6dv,0.0882647862722583
MATS6pe,0.054443470125262045
MATS6se,0.06216830553033348
MATS7dv,0.1482316072946952
MATS7pe,0.1483258813017391
MATS7se,0.1573506957023619
MATS8dv,0.026333665024102185
MATS8pe,0.006067418353452946
MATS8se,-0.00022054757924796494
MAXaaCH,1.8336884133552234
MAXaaNH,2.7616649509581954
MAXaasC,0.7777912480360415
MAXaasN,1.21747134559364
MAXdssC,-0.2729792836056677
MAXsCH3,1.7102661325600539
MAXssNH,2.9417985705870042
MDEC-12,1.759374753157346
MDEC-13,1.9521832684316185
MDEC-22,11.485628255733639
MDEC-23,18.931107464879315
MDEC-33,6.46497283291584
MDEN-22,2.875723877957675
MDEN-23,1.1594918818030377
MDEO-11,1.3685016770578238
MDEO-12,0.8623731505899708
MINaaCH,1.5063686801881246
MINaaNH,2.7616649509581954
MINaasC,0.29820666610387336
MINaasN,1.21747134559364
MINdssC,-1.146109901344355
MINsCH3,1.7102661325600539
MINssNH,2.4958868176268485
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.5
SM1_Dzi,2.615552213473342
SM1_Dzm,2.4930947239674746
SM1_Dzp,-10.121038313307638
SM1_Dzv,-4.6292392660521555
SddssSe,0
SpAD_Dt,724.4305837088382
SpAbs_A,45.02998063098369
SpAbs_D,579.3278076084107
SpMAD_A,1.2508327953051024
SpMAD_D,16.09243910023363
SpMax_A,2.3662130614117083
SpMax_D,289.6639038042053
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,180.33
TpiPC10,7.944314843247237
VAdjMat,6.247927513443585
VE1_DzZ,5.894673170873627
VE1_Dzi,5.8929619999593985
VE1_Dzm,5.894674277174602
VE1_Dzp,5.893724565594494
VE1_Dzv,5.895794509479353
VE2_DzZ,0.16374092141315633
VE2_Dzi,0.16369338888776108
VE2_Dzm,0.16374095214373893
VE2_Dzp,0.1637145712665137
VE2_Dzv,0.16377206970775982
VE3_DzZ,3.0549829361627308
VE3_Dzi,3.054692602961635
VE3_Dzm,3.0549831238407985
VE3_Dzp,3.0548219973647046
VE3_Dzv,3.0551731472110975
VR1_DzZ,243.69258139543277
VR1_Dzi,244.1736805277985
VR1_Dzm,243.69264139672453
VR1_Dzp,244.10304253282857
VR1_Dzv,243.52377952876395
VR2_DzZ,6.769238372095355
VR2_Dzi,6.7826022368832914
VR2_Dzm,6.7692400387979035
VR2_Dzp,6.780640070356349
VR2_Dzv,6.764549431354554
VR3_DzZ,6.776841364084664
VR3_Dzi,6.778813622983722
VR3_Dzm,6.776841610301779
VR3_Dzp,6.778524287071823
VR3_Dzv,6.77614844041887
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.037267799624996496
Xch-6dv,0.0651426714972181
Xch-7dv,0.06974680935367028
Xpc-4dv,1.2697004858040337
Xpc-5dv,1.5565451902625975
Xpc-6dv,1.6908747922238139
Zagreb1,176.0
Zagreb2,196.0
fragCpx,184.13
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,1
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,17
nBondsD,4
nBondsM,21
nBondsO,38
nBondsS,44
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,13
naHRing,2
AATS0are,6.569909523809523
AATS1are,6.647553846153847
AATS2are,6.612399082568806
AATS3are,6.385949645390071
AATS4are,6.476650000000001
AATS5are,6.597852447552446
AATS6are,6.536433333333334
AATS7are,6.536673049645388
AATS8are,6.378742105263155
AATSC0dv,4.450995212899974
AATSC0pe,0.1544993701184177
AATSC0se,0.1060492053413958
AATSC1dv,1.0134736515688896
AATSC1pe,-0.014070578909626371
AATSC1se,-0.014018389224179731
AATSC2dv,0.18072169404629007
AATSC2pe,0.03695794748752381
AATSC2se,0.030384085469729826
AATSC3dv,-0.7796004138456014
AATSC3pe,-0.025089125831577685
AATSC3se,-0.017999443324059318
AATSC4dv,-0.6119183540862739
AATSC4pe,-0.00979671765392313
AATSC4se,-0.006650417120844463
AATSC5dv,-0.604397366302128
AATSC5pe,-0.024817629636677135
AATSC5se,-0.016803741471932004
AATSC6dv,0.39286614116546104
AATSC6pe,0.008411481841413876
AATSC6se,0.006592899398912966
AATSC7dv,0.6597781744691573
AATSC7pe,0.02291625523337788
AATSC7se,0.01668691623915126
AATSC8dv,0.11721101696039031
AATSC8pe,0.0009374123138534072
AATSC8se,-2.3388895519215197e-05
AETA_eta,0.845026548472124
ATSC0are,10.647599999999994
ATSC1are,-1.247399999999988
ATSC2are,4.913300000000007
ATSC3are,-4.030799999999996
ATSC4are,-1.6166999999999911
ATSC5are,-3.764399999999978
ATSC6are,1.3279000000000118
ATSC7are,3.508600000000009
ATSC8are,0.13959999999999784
BCUTZ-1h,8.032397111691457
BCUTZ-1l,5.6949357867877755
BCUTc-1h,0.4989076512382744
BCUTc-1l,-0.4732421876938503
BCUTd-1h,3.202276239365813
BCUTd-1l,0.9724201259946245
BCUTi-1h,14.56284127551681
BCUTi-1l,10.955248860187575
BCUTm-1h,16.01756983432194
BCUTm-1l,11.705980252481918
BCUTp-1h,1.9818410415049943
BCUTp-1l,0.7398095697288603
BCUTs-1h,7.011559539149572
BCUTs-1l,1.241990903597437
BCUTv-1h,20.890127176802434
BCUTv-1l,14.699764302218442
BalabanJ,1.386772139177163
Diameter,21
ETA_beta,46.0
GATS1are,0.8318293468806262
GATS2are,0.5689008265117936
GATS3are,1.0623421546866088
GATS4are,1.123957326187666
GATS5are,1.3118076183555731
GATS6are,1.0687314671914827
GATS7are,0.9650128594223881
GATS8are,0.9612571098658402
HybRatio,0.30434782608695654
Lipinski,True
LogEE_Dt,362.2152918544191
MATS1are,-0.11354844862114002
MATS2are,0.26670773204350534
MATS3are,-0.16914569900079363
MATS4are,-0.06293245475629763
MATS5are,-0.15575734982925254
MATS6are,0.0534486644877724
MATS7are,0.14723245993703152
MATS8are,0.006210443272612861
MAXssCH2,0.22250494017932354
MAXsssCH,-0.9085378102924799
MINssCH2,-0.41993415049941807
MINsssCH,-0.9085378102924799
NsssssAs,0
RotRatio,0.3157894736842105
SM1_Dzpe,2.68061505507956
SM1_Dzse,2.4728097530982245
SMR_VSA1,24.22700190085622
SMR_VSA2,0.0
SMR_VSA3,24.83582381463931
SMR_VSA4,0.0
SMR_VSA5,38.95885964511609
SMR_VSA6,17.178333613925236
SMR_VSA7,70.53354962281657
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,459.91835130318134
SpAD_Dzi,441.7390933444203
SpAD_Dzm,460.06390567729716
SpAD_Dzp,712.5620544736666
SpAD_Dzv,619.6940670416852
SpAbs_Dt,724.4305837088378
SpDiam_A,4.732230278218424
SpDiam_D,435.77930799781336
SpMAD_Dt,20.12307176968995
SpMax_Dt,362.2152918544191
SsssssAs,0
VE1_Dzpe,5.894468260192018
VE1_Dzse,5.89469969636002
VE2_Dzpe,0.16373522944977828
VE2_Dzse,0.16374165823222275
VE3_Dzpe,3.0549481735495534
VE3_Dzse,3.05498743606051
VMcGowan,360.13000000000125
VR1_Dzpe,243.74476409591216
VR1_Dzse,243.68587785823445
VR2_Dzpe,6.7706878915531155
VR2_Dzse,6.769052162728735
VR3_Dzpe,6.777055474477153
VR3_Dzse,6.776813855535315
mZagreb1,12.11111111111111
mZagreb2,8.055555555555555
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,11
nBondsKS,54
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.1690095238095237
AATSC1are,-0.019190769230769046
AATSC2are,0.045076146788990884
AATSC3are,-0.028587234042553162
AATSC4are,-0.010636184210526258
AATSC5are,-0.02632447552447537
AATSC6are,0.009033333333333414
AATSC7are,0.024883687943262473
AATSC8are,0.0010496240601503596
AETA_beta,1.2777777777777777
BCUTdv-1h,6.029799638969429
BCUTdv-1l,0.995942981969486
BCUTpe-1h,3.5060110209218185
BCUTpe-1l,2.244842052046828
BCUTse-1h,3.7186434327661306
BCUTse-1l,2.440845011807412
ETA_alpha,16.3
ETA_dBeta,-3.0
ETA_eta_B,0.6184794712914119
ETA_eta_F,40.366757739619175
ETA_eta_L,7.691819133536343
ETA_eta_R,70.78771348461564
ETA_psi_1,0.5000000000000001
LabuteASA,205.4765424587423
LogEE_DzZ,230.0286200960351
LogEE_Dzi,220.9422009003622
LogEE_Dzm,230.1012054698699
LogEE_Dzp,355.3036882655874
LogEE_Dzv,309.4341082341344
PEOE_VSA1,25.460946077600624
PEOE_VSA2,19.472962619941327
PEOE_VSA3,14.573052889090853
PEOE_VSA4,4.9839785209472085
PEOE_VSA5,0.0
PEOE_VSA6,30.33183534230805
PEOE_VSA7,12.487188691387619
PEOE_VSA8,43.664316641287385
PEOE_VSA9,12.462662452073971
SM1_Dzare,3.0139599813866917
SpAD_Dzpe,454.2541176980516
SpAD_Dzse,460.73715359188066
SpAbs_DzZ,457.5572401920706
SpAbs_Dzi,439.2893725480858
SpAbs_Dzm,457.70931621577245
SpAbs_Dzp,720.7284148444822
SpAbs_Dzv,623.497455734321
SpDiam_Dt,514.9910344849784
SpMAD_DzZ,12.775509758421704
SpMAD_Dzi,12.270530370678342
SpMAD_Dzm,12.779552935480476
SpMAD_Dzp,19.793390402046295
SpMAD_Dzv,17.213724084491258
SpMax_DzZ,230.0286200960351
SpMax_Dzi,220.9422009003622
SpMax_Dzm,230.1012054698699
SpMax_Dzp,355.3036882655874
SpMax_Dzv,309.4341082341344
VE1_Dzare,5.894248159431529
VE2_Dzare,0.16372911553976469
VE3_Dzare,3.0549108326291887
VR1_Dzare,243.78873775698122
VR2_Dzare,6.771909382138367
VR3_Dzare,6.777235866844124
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,17
nAromBond,17
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4527777777777778
AETA_dBeta,-0.08333333333333333
AETA_eta_B,0.01717998531365033
AETA_eta_F,1.1212988261005326
AETA_eta_L,0.21366164259823173
AETA_eta_R,1.9663253745726565
BCUTare-1h,3.559619999769103
BCUTare-1l,2.1948589540472843
ETA_beta_s,24.5
ETA_dPsi_A,0.21399999999999986
ETA_dPsi_B,0.0
ETA_eta_BR,0.8764794712914119
ETA_eta_FL,9.603914957545342
ETA_eta_RL,17.295734091081684
LogEE_Dzpe,227.20152037833356
LogEE_Dzse,230.4372659557486
PEOE_VSA10,12.424744742347947
PEOE_VSA11,0.0
PEOE_VSA12,11.855519010338
PEOE_VSA13,0.0
SlogP_VSA1,21.640109210222466
SlogP_VSA2,55.18188492877599
SlogP_VSA3,27.477575692369186
SlogP_VSA4,6.923737199690624
SlogP_VSA5,23.96854622924601
SlogP_VSA6,53.7169032412191
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,445.73274484680223
SpAbs_Dzpe,451.72242570158744
SpAbs_Dzse,458.401722158399
SpDiam_DzZ,346.56716334503705
SpDiam_Dzi,331.10628644728547
SpDiam_Dzm,346.6780941341487
SpDiam_Dzp,535.3492539061696
SpDiam_Dzv,467.58815498949775
SpMAD_Dzpe,12.618169936056988
SpMAD_Dzse,12.798254266441129
SpMax_Dzpe,227.20152037833356
SpMax_Dzse,230.4372659557486
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,36
AETA_beta_s,0.6805555555555556
AETA_eta_BR,0.024346651980316998
AETA_eta_FL,0.2667754154873706
AETA_eta_RL,0.48043705808560233
DetourIndex,6230
EState_VSA1,30.214951209167708
EState_VSA2,32.024396128615585
EState_VSA3,17.32965355051852
EState_VSA4,5.563451491696996
EState_VSA5,16.960786791017508
EState_VSA6,37.38604904515014
EState_VSA7,6.06636706846161
EState_VSA8,30.902301374860617
EState_VSA9,4.736862953800049
ETA_beta_ns,21.5
ETA_shape_p,0.1329243353783231
ETA_shape_x,0.0
ETA_shape_y,0.3006134969325153
GhoseFilter,False
LogEE_Dzare,222.9500935339952
SlogP_VSA10,16.560739242893344
SlogP_VSA11,0.0
SpAbs_Dzare,442.8904338527227
SpDiam_Dzpe,342.0554925390079
SpDiam_Dzse,347.2169831261957
SpMAD_Dzare,12.381465134633395
SpMax_Dzare,222.9500935339952
TopoPSA(NO),180.33
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,1.21747134559364
VSA_EState9,94.44919532107303
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.5972222222222222
EState_VSA10,24.28467613112799
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.0472222222222222
FilterItLogS,-4.84700306752287
SpDiam_Dzare,335.4042978442801
ETA_beta_ns_d,1.5
ETA_epsilon_1,0.6460317460317447
ETA_epsilon_2,0.9055555555555554
ETA_epsilon_3,0.43846153846153724
ETA_epsilon_4,0.5986301369862999
ETA_epsilon_5,0.8317073170731702
AETA_beta_ns_d,0.041666666666666664
ETA_dEpsilon_A,0.2075702075702075
ETA_dEpsilon_B,0.04740160904544488
ETA_dEpsilon_C,-0.16016859852476262
ETA_dEpsilon_D,0.0738482384823852
PetitjeanIndex,0.47619047619047616
TopoShapeIndex,0.9090909090909091
CDK Descriptors
FMFDescriptor,0.7777777777777778
MDEDescriptor,"0.0,1.759374753157346,1.9521832684316185,0.0,11.485628255733639,18.931107464879315,0.0,6.46497283291584,0.0,0.0,1.3685016770578238,0.8623731505899708,0.0,0.0,0.0,0.0,2.875723877957675,1.1594918818030377,0.0"
APolDescriptor,70.99541099999996
BCUTDescriptor,"11.988256558641346,15.999970893458308,-0.33166085030666903,0.3381717197263075,4.06465119881996,9.96433639657836"
BPolDescriptor,42.524589000000006
TPSADescriptor,180.33
ALOGPDescriptor,"1.963399999999999,3.8549395599999956,123.82610000000001"
XLogPDescriptor,2.7269999999999994
VAdjMaDescriptor,6.247927513443585
WeightDescriptor,497.2022818000001
ChiPathDescriptor,"25.915638315627202,17.295734091081687,15.521928554364107,11.409812116657923,9.263370595921288,6.709474084766759,4.440339562412128,3.000825543937827,19.561782162958522,11.100707877957078,7.8710477879971315,4.949538504839434,3.2714236436115436,1.9517399767304953,1.0591741918940565,0.5945134535332027"
ChiChainDescriptor,"0.0,0.0,0.14433756729740646,0.2596797007874871,0.3207728799905319,0.0,0.0,0.037267799624996496,0.0651426714972181,0.06974680935367028"
AtomCountDescriptor,63
BondCountDescriptor,38
SmallRingDescriptor,"3,3,3,3,0,0,1,2,0,0,0"
ChiClusterDescriptor,"2.402708849473649,0.0,0.23570226039551587,0.0,0.8288267583836345,0.0,0.0489415278850618,0.0"
RuleOfFiveDescriptor,2
CarbonTypesDescriptor,"0,0,6,5,2,4,3,0,0"
ZagrebIndexDescriptor,176.0
LargestChainDescriptor,22
MannholdLogPDescriptor,2.5599999999999996
WeightedPathDescriptor,"72.2695555839368,2.007487655109356,37.0871322073099,15.460117109151046,21.6270150981589"
FractionalPSADescriptor,0.3626894055014371
WienerNumbersDescriptor,"5002.0,47.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"4.0847702936347705,5.980347556763182,7.636964836003954,1.269700485804034,1.5565451902625982,1.5956643821475593"
FractionalCSP3Descriptor,0.30434782608695654
KierHallSmartsDescriptor,"0,0,0,0,0,0,1,0,5,0,0,8,1,0,0,3,4,0,0,0,0,0,0,3,1,0,0,0,2,0,0,1,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,5
LargestPiSystemDescriptor,8
PetitjeanNumberDescriptor,0.47619047619047616
AcidicGroupCountDescriptor,1
KappaShapeIndicesDescriptor,"30.54016620498615,16.184,11.340071343638526"
AromaticAtomsCountDescriptor,17
AromaticBondsCountDescriptor,17
FragmentComplexityDescriptor,2965.13
HBondAcceptorCountDescriptor,11
HybridizationRatioDescriptor,0.30434782608695654
AutocorrelationDescriptorMass,"43.16667632218103,42.81737283763459,59.10633480313205,54.3363588241152,56.18937933203484"
PetitjeanShapeIndexDescriptor,"0.9090909090909091,NaN"
RotatableBondsCountDescriptor,15
AutocorrelationDescriptorCharge,"1.1200740736572516,-0.8280909238377431,0.615782304360478,-0.479456073282651,0.2030900220782407"
EccentricConnectivityIndexDescriptor,1203
AutocorrelationDescriptorPolarizability,"2056.3315032479286,2316.015199970876,3002.205387964617,2906.3801474514376,2755.255946534627"
