DLiP-ID,J000MQ
AATSC4d,-0.045550847457627115
AATSC4i,-0.27939649245527126
AATSC4m,-1.1374417090593887
AATSC4p,0.0007848027760918795
AATSC4s,-0.535895355714308
AATSC4v,1.9641744343400387
AATSC5Z,0.5024472438417719
AATSC5c,0.004134725868589686
AATSC5d,-0.04429611650485437
AATSC5i,0.24415626276506133
AATSC5m,2.3541901030226233
AATSC5p,-0.014408323271060567
AATSC5s,0.3247300899551562
AATSC5v,-0.9486197487134119
AATSC6Z,-1.7756666950668822
AATSC6c,-0.00329437619830572
AATSC6d,0.008376288659793814
AATSC6i,-0.2530810779529696
AATSC6m,-8.743465327494645
AATSC6p,-0.03951111397191795
AATSC6s,-0.8710245614533337
AATSC6v,-9.129620004342135
AATSC7Z,2.4849064810787302
AATSC7c,-0.0024099022204333237
AATSC7d,-0.06118421052631579
AATSC7i,-0.2238144429709455
AATSC7m,12.170965012629809
AATSC7p,0.007479815409868896
AATSC7s,1.1001039099125223
AATSC7v,6.738063179742802
AATSC8Z,0.9641528925619836
AATSC8c,0.0034906043918783826
AATSC8d,-0.03125
AATSC8i,-0.1166802605752671
AATSC8m,4.555128294742844
AATSC8p,-0.0046215387826086755
AATSC8s,1.1064020890725437
AATSC8v,-0.9365832528562225
ATS0are,317.6146999999999
ATS1are,309.2540000000001
ATS2are,537.4470000000001
ATS3are,688.8359999999999
ATS4are,799.8888999999999
ATS5are,700.213
ATS6are,643.7238999999998
ATS7are,622.4150000000003
ATS8are,555.0000000000001
ATSC0dv,232.7272727272728
ATSC0pe,12.007090909090909
ATSC0se,8.114799545454543
ATSC1dv,48.60330578512399
ATSC1pe,-0.7096586776859506
ATSC1se,-0.5332356157024786
ATSC2dv,58.81818181818182
ATSC2pe,5.899527272727273
ATSC2se,3.9178777045454534
ATSC3dv,-47.958677685950406
ATSC3pe,-1.3058652892561964
ATSC3se,-0.7725833099173548
ATSC4dv,-23.76859504132232
ATSC4pe,-3.9327801652892553
ATSC4se,-3.1132323264462802
ATSC5dv,4.842975206611559
ATSC5pe,1.5955826446281
ATSC5se,0.6207818822314048
ATSC6dv,-47.23966942148763
ATSC6pe,-4.759314049586773
ATSC6se,-3.115726452479339
ATSC7dv,157.61157024793386
ATSC7pe,6.413680991735537
ATSC7se,3.812181890495868
ATSC8dv,-7.049586776859536
ATSC8pe,4.254761983471075
ATSC8se,3.1963394628099167
AXp-0dv,0.5202639966794552
AXp-1dv,0.27138428407595544
AXp-2dv,0.1428548853408199
AXp-3dv,0.07510436727330312
AXp-4dv,0.03982495917312725
AXp-5dv,0.021726233443262282
AXp-6dv,0.011580278632909937
AXp-7dv,0.0060806650259102885
BertzCT,1126.9372291945697
ECIndex,674
ETA_eta,23.360103091417223
GATS1dv,0.4016644021739129
GATS1pe,0.5854550456680077
GATS1se,0.6302175498372165
GATS2dv,0.6226841517857141
GATS2pe,0.4745810376119739
GATS2se,0.5027250187014006
GATS3dv,0.8839767156862742
GATS3pe,0.7635593858827922
GATS3se,0.783943344799268
GATS4dv,1.031086136122881
GATS4pe,1.0396774177611017
GATS4se,1.0494440731941177
GATS5dv,0.9695710709951453
GATS5pe,0.8583673379528453
GATS5se,0.8793985640666172
GATS6dv,1.0324017396907212
GATS6pe,1.046442729951982
GATS6se,1.055738066666596
GATS7dv,0.6914124177631576
GATS7pe,0.5762913501670861
GATS7se,0.5941224321192037
GATS8dv,1.0462353515624996
GATS8pe,0.8418993889974105
GATS8se,0.8213832131852918
LogEE_A,4.2952271319915045
LogEE_D,167.80902021427767
MATS1dv,0.1997622282608696
MATS1pe,-0.056533589835255464
MATS1se,-0.06285447417906032
MATS2dv,0.14441964285714282
MATS2pe,0.2807639641510536
MATS2se,0.2758894101080171
MATS3dv,-0.08889399509803916
MATS3pe,-0.04691514728818882
MATS3se,-0.04106955814031598
MATS4dv,-0.03808262711864407
MATS4pe,-0.12213286396507866
MATS4se,-0.14305544883946142
MATS5dv,0.008889563106796092
MATS5pe,0.056767132454976256
MATS5se,0.03267959675283603
MATS6dv,-0.09207474226804127
MATS6pe,-0.1797990971595508
MATS6se,-0.17416563497853751
MATS7dv,0.3136677631578946
MATS7pe,0.24739939158758656
MATS7se,0.21758296417130785
MATS8dv,-0.01666015625000007
MATS8pe,0.19489475915746757
MATS8se,0.21663957251170549
MAXaaCH,1.6137109273279353
MAXaaaC,0.45444977978437606
MAXaasC,-0.21758461409255014
MAXaasN,1.4701545973200012
MAXdssC,-0.950384070294785
MAXsCH3,1.1962115378558829
MAXssNH,2.232128369866465
MDEC-12,1.9936730893519035
MDEC-13,1.5387445816369196
MDEC-14,0.7559289460184545
MDEC-22,9.4271714144348
MDEC-23,17.352487361210375
MDEC-24,4.138472949596838
MDEC-33,4.971848565553579
MDEC-34,3.631164115369526
MDEC-44,0.16666666666666669
MDEN-12,0.16666666666666669
MDEN-13,0.09999999999999998
MDEN-23,0.25
MDEO-11,0.33333333333333337
MINaaCH,0.6319127087372036
MINaaaC,0.3107587447558593
MINaasC,-1.1904428930790762
MINaasN,1.4701545973200012
MINdssC,-0.950384070294785
MINsCH3,1.1962115378558829
MINssNH,2.232128369866465
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.2619047619047623
SM1_Dzi,2.4368299021957114
SM1_Dzm,2.3971875853138354
SM1_Dzp,-11.711952654677976
SM1_Dzv,-3.9426015020491674
SddssSe,0
SpAD_Dt,556.6623794050695
SpAbs_A,35.39456705723317
SpAbs_D,335.6180404285552
SpMAD_A,1.2205023123183851
SpMAD_D,11.573035876846735
SpMax_A,2.461576486561441
SpMax_D,167.80902021427767
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,78.05000000000001
TpiPC10,8.489756955249183
VAdjMat,5.954196310386875
VE1_DzZ,5.324192461272979
VE1_Dzi,5.322870203395966
VE1_Dzm,5.324867163449692
VE1_Dzp,5.292609108052072
VE1_Dzv,5.319738386693437
VE2_DzZ,0.1835928434921717
VE2_Dzi,0.18354724839296435
VE2_Dzm,0.18361610908447215
VE2_Dzp,0.18250376234662316
VE2_Dzv,0.1834392547135668
VE3_DzZ,2.7369717866226546
VE3_Dzi,2.736723406778287
VE3_Dzm,2.737098502445721
VE3_Dzp,2.731022076404748
VE3_Dzv,2.7361348637032656
VR1_DzZ,177.31022252168256
VR1_Dzi,177.63754938871443
VR1_Dzm,177.19905855334855
VR1_Dzp,181.8871185588492
VR1_Dzv,178.47441486637993
VR2_DzZ,6.114145604195951
VR2_Dzi,6.125432737541877
VR2_Dzm,6.11031236390857
VR2_Dzp,6.271969605477559
VR2_Dzv,6.154290167806204
VR3_DzZ,6.242611605047186
VR3_Dzi,6.244455971941272
VR3_Dzm,6.241984462244942
VR3_Dzp,6.268097003949827
VR3_Dzv,6.249155993856906
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.037267799624996496
Xch-6dv,0.11461531022530033
Xch-7dv,0.15237293534352955
Xpc-4dv,1.909958942062919
Xpc-5dv,2.288866844242731
Xpc-6dv,2.745502234988736
Zagreb1,156.0
Zagreb2,184.0
fragCpx,149.09
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,16
nBondsD,1
nBondsM,18
nBondsO,31
nBondsS,28
nBondsT,1
nFARing,0
nFHRing,1
nFaRing,1
nHetero,9
naHRing,1
AATS0are,7.2185159090909075
AATS1are,6.722913043478263
AATS2are,6.97983116883117
AATS3are,6.753294117647058
AATS4are,6.778719491525423
AATS5are,6.798184466019417
AATS6are,6.6363288659793795
AATS7are,6.551736842105266
AATS8are,6.937500000000002
AATSC0dv,5.289256198347109
AATSC0pe,0.2728884297520661
AATSC0se,0.18442726239669416
AATSC1dv,1.0565936040244346
AATSC1pe,-0.01542736255839023
AATSC1se,-0.011592078602227796
AATSC2dv,0.7638724911452185
AATSC2pe,0.0766172373081464
AATSC2se,0.050881528630460436
AATSC3dv,-0.4701831145681412
AATSC3pe,-0.012802600875060749
AATSC3se,-0.007574346175660341
AATSC4dv,-0.20142877153662983
AATSC4pe,-0.03332864546855301
AATSC4se,-0.026383324800392207
AATSC5dv,0.04701917676321902
AATSC5pe,0.01549109363716602
AATSC5se,0.006027008565353445
AATSC6dv,-0.48700690125244983
AATSC6pe,-0.049065093294709
AATSC6se,-0.0321208912626736
AATSC7dv,1.6590691605045669
AATSC7pe,0.06751243149195302
AATSC7se,0.040128230426272296
AATSC8dv,-0.08811983471074421
AATSC8pe,0.053184524793388435
AATSC8se,0.03995424328512396
AETA_eta,0.8055207962557663
ATSC0are,13.849424999999998
ATSC1are,-0.8566874999999999
ATSC2are,6.895631249999998
ATSC3are,-1.4476625
ATSC4are,-4.822387499999998
ATSC5are,1.7775187499999971
ATSC6are,-5.248893749999997
ATSC7are,6.824593749999993
ATSC8are,4.906599999999998
BCUTZ-1h,9.014443323976083
BCUTZ-1l,5.678975617854765
BCUTc-1h,0.5067082380041869
BCUTc-1l,-0.4578365230587087
BCUTd-1h,4.024230091527969
BCUTd-1l,0.9113108596787368
BCUTi-1h,17.43120731691268
BCUTi-1l,10.940380839260797
BCUTm-1h,19.00614503858131
BCUTm-1l,11.69086557827364
BCUTp-1h,2.0103686985486986
BCUTp-1l,0.526870563074705
BCUTs-1h,8.007932667372456
BCUTs-1l,1.179371455025299
BCUTv-1h,20.910389206495736
BCUTv-1l,13.30165217970407
BalabanJ,1.5707665226048246
Diameter,14
ETA_beta,38.0
GATS1are,0.6009281816832607
GATS2are,0.48235224918733427
GATS3are,0.760170017676461
GATS4are,1.0375486432573238
GATS5are,0.8519797472927924
GATS6are,1.02813461178903
GATS7are,0.5722513845577664
GATS8are,0.8382864270538305
HybRatio,0.21052631578947367
Lipinski,True
LogEE_Dt,278.3311897025347
MATS1are,-0.05916781508194776
MATS2are,0.28451439061807354
MATS3are,-0.04509081515984224
MATS4are,-0.12983776509353334
MATS5are,0.05482743132355685
MATS6are,-0.1719162705199212
MATS7are,0.2282307369211507
MATS8are,0.19485502105683083
MAXssCH2,-0.2557601489669936
MAXssssC,-2.009361693751574
MINssCH2,-0.2557601489669936
MINssssC,-4.7753494222008515
NsssssAs,0
RotRatio,0.12903225806451613
SM1_Dzpe,2.438180421692305
SM1_Dzse,2.171778579774131
SMR_VSA1,27.46272476961181
SMR_VSA2,5.261891554738487
SMR_VSA3,4.567099647791355
SMR_VSA4,0.0
SMR_VSA5,25.24584293403036
SMR_VSA6,5.316788604006331
SMR_VSA7,65.60553687528423
SMR_VSA8,0.0
SMR_VSA9,6.069221312792274
SpAD_DzZ,262.04307282345167
SpAD_Dzi,253.74289562008533
SpAD_Dzm,261.464161610436
SpAD_Dzp,384.2651767670019
SpAD_Dzv,329.55601518372555
SpAbs_Dt,556.6623794050695
SpDiam_A,4.874408587743741
SpDiam_D,255.57380707263425
SpMAD_Dt,19.195254462243774
SpMax_Dt,278.3311897025347
SsssssAs,0
VE1_Dzpe,5.324172151866378
VE1_Dzse,5.3238804981953285
VE2_Dzpe,0.18359214316780614
VE2_Dzse,0.1835820861446665
VE3_Dzpe,2.7369679720638302
VE3_Dzse,2.736913191404735
VMcGowan,265.8000000000003
VR1_Dzpe,177.298136771856
VR1_Dzse,177.36378661521516
VR2_Dzpe,6.1137288542019315
VR2_Dzse,6.115992641903971
VR3_Dzpe,6.24254344111639
VR3_Dzse,6.242913651955389
mZagreb1,11.76388888888889
mZagreb2,6.152777777777777
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,1
n9FaRing,1
n9aHRing,0
nBondsKD,8
nBondsKS,37
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.314759659090909
AATSC1are,-0.018623641304347825
AATSC2are,0.08955365259740257
AATSC3are,-0.014192769607843138
AATSC4are,-0.040867690677966084
AATSC5are,0.017257463592232982
AATSC6are,-0.0541123067010309
AATSC7are,0.07183782894736834
AATSC8are,0.06133249999999998
AETA_beta,1.3103448275862069
BCUTdv-1h,7.014435468149066
BCUTdv-1l,0.9959531043793826
BCUTpe-1h,4.007395796566271
BCUTpe-1l,2.2274414062400902
BCUTse-1h,4.030829893435824
BCUTse-1l,2.423156839170265
ETA_alpha,13.009523809523813
ETA_dBeta,1.0
ETA_eta_B,0.8891897641247066
ETA_eta_F,34.40832535945356
ETA_eta_L,5.830956359448386
ETA_eta_R,57.768428450870786
ETA_psi_1,0.4732374848432361
LabuteASA,162.339285780307
LogEE_DzZ,131.0995331276536
LogEE_Dzi,126.95547642735976
LogEE_Dzm,130.8147424460909
LogEE_Dzp,189.93327864237014
LogEE_Dzv,164.09824871219914
PEOE_VSA1,14.99041564663839
PEOE_VSA2,4.794537184071822
PEOE_VSA3,4.39041504767482
PEOE_VSA4,18.433136697762947
PEOE_VSA5,0.0
PEOE_VSA6,6.06636706846161
PEOE_VSA7,43.321939610460284
PEOE_VSA8,17.270454060761434
PEOE_VSA9,29.2575814197151
SM1_Dzare,2.689407438513659
SpAD_Dzpe,259.6768286801241
SpAD_Dzse,262.67051575407993
SpAbs_DzZ,259.9371614934023
SpAbs_Dzi,251.47412295252389
SpAbs_Dzm,259.23229730686796
SpAbs_Dzp,391.57850993941815
SpAbs_Dzv,332.13909892644733
SpDiam_Dt,401.9432490485167
SpMAD_DzZ,9.035968028394885
SpMAD_Dzi,8.749755021382253
SpMAD_Dzm,9.016005572773656
SpMAD_Dzp,13.250523336793169
SpMAD_Dzv,11.364000523576744
SpMax_DzZ,131.0995331276536
SpMax_Dzi,126.95547642735976
SpMax_Dzm,130.8147424460909
SpMax_Dzp,189.93327864237014
SpMax_Dzv,164.09824871219914
VE1_Dzare,5.323961183188967
VE2_Dzare,0.18358486838582644
VE3_Dzare,2.736928346587552
VR1_Dzare,177.2865431797726
VR2_Dzare,6.113329075164573
VR3_Dzare,6.242478048600904
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,1
nAromAtom,15
nAromBond,16
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4486042692939246
AETA_dBeta,0.034482758620689655
AETA_eta_B,0.03066171600430023
AETA_eta_F,1.186493977912192
AETA_eta_L,0.201067460670634
AETA_eta_R,1.9920147741679581
BCUTare-1h,4.124785287667065
BCUTare-1l,2.1777968907154723
ETA_beta_s,18.5
ETA_dPsi_A,0.2407625151567639
ETA_dPsi_B,0.0
ETA_eta_BR,1.1471897641247066
ETA_eta_FL,7.694067438800003
ETA_eta_RL,13.52502379824839
LogEE_Dzpe,129.92248952701698
LogEE_Dzse,131.41014679358395
PEOE_VSA10,5.817220841045895
PEOE_VSA11,5.601050810983688
PEOE_VSA12,0.0
PEOE_VSA13,5.907179729351506
SlogP_VSA1,5.316788604006331
SlogP_VSA2,21.181857582967254
SlogP_VSA3,17.51559210742787
SlogP_VSA4,17.148333708576654
SlogP_VSA5,18.050640183084614
SlogP_VSA6,48.661413050844345
SlogP_VSA7,0.0
SlogP_VSA8,10.902924932081056
SlogP_VSA9,0.0
SpAD_Dzare,256.50498628292416
SpAbs_Dzpe,257.40679863234175
SpAbs_Dzse,260.6485150073937
SpDiam_DzZ,203.23643028781868
SpDiam_Dzi,195.9484312571879
SpDiam_Dzm,202.94280940501744
SpDiam_Dzp,289.01468891767047
SpDiam_Dzv,254.50979080518584
SpMAD_Dzpe,8.9543734027629
SpMAD_Dzse,9.057603991519997
SpMax_Dzpe,129.92248952701698
SpMax_Dzse,131.41014679358395
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,29
AETA_beta_s,0.6379310344827587
AETA_eta_BR,0.03955826772843816
AETA_eta_FL,0.2653126703034484
AETA_eta_RL,0.4663801309740824
DetourIndex,3887
EState_VSA1,34.62865288221855
EState_VSA2,12.232142680596137
EState_VSA3,16.969292000542666
EState_VSA4,12.13273413692322
EState_VSA5,41.95600293727216
EState_VSA6,6.06636706846161
EState_VSA7,0.0
EState_VSA8,5.316788604006331
EState_VSA9,5.261891554738487
ETA_beta_ns,19.5
ETA_shape_p,0.20827232796486084
ETA_shape_x,0.0768667642752562
ETA_shape_y,0.29978038067349916
GhoseFilter,True
LogEE_Dzare,128.34523132899704
SlogP_VSA10,23.24904646538284
SlogP_VSA11,0.0
SpAbs_Dzare,254.00105521948046
SpDiam_Dzpe,201.3449843180881
SpDiam_Dzse,203.6587550993076
SpMAD_Dzare,8.844999526997386
SpMax_Dzare,128.34523132899704
TopoPSA(NO),78.05000000000001
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,54.49241457555301
VSA_EState9,37.17425209111366
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.6724137931034483
EState_VSA10,27.46272476961181
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.051395730706075414
FilterItLogS,-5.199535047213003
SpDiam_Dzare,198.8162936796936
ETA_beta_ns_d,1.0
ETA_epsilon_1,0.7270562770562771
ETA_epsilon_2,0.9479474548440062
ETA_epsilon_3,0.43975903614457795
ETA_epsilon_4,0.6239737274220026
ETA_epsilon_5,0.9061443932411671
AETA_beta_ns_d,0.034482758620689655
ETA_dEpsilon_A,0.2872972409116991
ETA_dEpsilon_B,0.10308254963427443
ETA_dEpsilon_C,-0.18421469127742468
ETA_dEpsilon_D,0.04180306160283909
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.6551724137931034
MDEDescriptor,"0.0,1.9936730893519035,1.5387445816369196,0.7559289460184545,9.4271714144348,17.352487361210375,4.138472949596838,4.971848565553579,3.631164115369526,0.16666666666666669,0.33333333333333337,0.0,0.0,0.0,0.16666666666666669,0.09999999999999998,0.0,0.25,0.0"
APolDescriptor,52.33389499999999
BCUTDescriptor,"11.849999999999993,19.001419798212144,-0.37912838573099905,0.418029091070103,3.7752701416015597,10.151639097488601"
BPolDescriptor,25.468104999999994
TPSADescriptor,78.05000000000001
ALOGPDescriptor,"4.1312,17.066813439999997,96.42530000000001"
XLogPDescriptor,3.5300000000000002
VAdjMaDescriptor,5.954196310386876
WeightDescriptor,405.11003972000003
ChiPathDescriptor,"21.396976746569035,13.52502379824839,13.722706216416903,10.50205171702958,8.263319077188862,6.593809517846105,4.163468158887949,3.0549507783643475,15.087655903704201,8.412912806354619,6.714179611018535,4.431157669124884,2.9470469788114166,1.9336347764503439,1.030644798328985,0.6141471676169387"
ChiChainDescriptor,"0.0,0.0,0.09622504486493763,0.3277210825314642,0.5893357714695313,0.0,0.0,0.037267799624996496,0.11461531022530033,0.15237293534352958"
AtomCountDescriptor,44
BondCountDescriptor,31
SmallRingDescriptor,"3,3,2,2,0,0,1,2,0,0,0"
ChiClusterDescriptor,"3.783802760802767,0.49279927982674443,1.1251002176833675,0.2621886974951644,1.221153246685656,0.09255567268311046,0.18754114105880407,0.020034178649126003"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"1,0,2,10,3,3,0,1,0"
ZagrebIndexDescriptor,156.0
LargestChainDescriptor,15
MannholdLogPDescriptor,2.67
WeightedPathDescriptor,"57.97326168645526,1.9990779891881123,23.69754966394507,4.993187001648792,8.992306597244472"
FractionalPSADescriptor,0.19266370207449277
WienerNumbersDescriptor,"2363.0,48.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"6.717831714481316,9.440515209373494,13.358753667958753,1.9099589420629186,2.2888668442427287,2.548573388696232"
FractionalCSP3Descriptor,0.2
KierHallSmartsDescriptor,"0,0,0,0,0,0,1,0,1,0,0,8,0,0,1,1,4,2,2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,11
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"23.658688865764827,9.240380262562246,5.437517954610744"
AromaticAtomsCountDescriptor,15
AromaticBondsCountDescriptor,16
FragmentComplexityDescriptor,1304.09
HBondAcceptorCountDescriptor,4
HybridizationRatioDescriptor,0.21052631578947367
AutocorrelationDescriptorMass,"37.637055531081934,34.98841599944842,57.62634294579415,57.77555349660267,55.81527882909968"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,6
AutocorrelationDescriptorCharge,"0.7527375433624567,-0.32241869825461905,-0.04466746712101773,0.016269632525448618,-0.09764955688734758"
EccentricConnectivityIndexDescriptor,674
AutocorrelationDescriptorPolarizability,"1696.048420191603,2017.5719314484877,2903.040864616393,2842.257560860076,2518.4447806519347"
