DLiP-ID,T001SN
AATSC4p,-0.03156615957031557
AATSC4s,-0.1310319021399437
AATSC4v,-1.7564051393502496
AATSC5Z,-0.07663746049985644
AATSC5c,0.0012927884744964185
AATSC5d,0.025025136455041664
AATSC5i,0.38363574702812026
AATSC5m,-0.08302106663649393
AATSC5p,0.03903662033231989
AATSC5s,0.0536065645492639
AATSC5v,4.253747148434881
AATSC6Z,-0.3406651143803202
AATSC6c,-0.0020538750883808683
AATSC6d,-0.0094195557840306
AATSC6i,-0.27602308647812396
AATSC6m,-1.8776088249708134
AATSC6p,-0.045131941816553466
AATSC6s,-0.3102256370165227
AATSC6v,-7.781742843222606
AATSC7Z,1.3416035481814166
AATSC7c,-0.000558910408508168
AATSC7d,0.03861029561171798
AATSC7i,-0.025929147326822246
AATSC7m,6.06505580917983
AATSC7p,0.024216692205183847
AATSC7s,0.3884254507045214
AATSC7v,3.720005938115667
AATSC8Z,1.1640182040853353
AATSC8c,0.0020032211185270327
AATSC8d,-0.032868007421599094
AATSC8i,0.19276418689188451
AATSC8m,5.5490330981295415
AATSC8p,0.019131544974678692
AATSC8s,0.5330026326510724
AATSC8v,5.518502197334815
ATS0are,378.69829999999996
ATS1are,400.3958
ATS2are,717.7729999999999
ATS3are,955.3598999999999
ATS4are,1083.7607999999998
ATS5are,1021.9919
ATS6are,944.3669999999998
ATS7are,1038.2187999999999
ATS8are,841.1309
ATSC0dv,256.5047080979284
ATSC0pe,8.812667796610166
ATSC0se,5.958476711864407
ATSC1dv,32.764275910498235
ATSC1pe,0.1545191324332123
ATSC1se,0.3526949178397007
ATSC2dv,67.39784225477989
ATSC2pe,2.199059436943412
ATSC2se,1.7951768520540057
ATSC3dv,89.12330428676307
ATSC3pe,1.1170925308819273
ATSC3se,0.021057294455617777
ATSC4dv,-0.333014140253419
ATSC4pe,-1.05098353921287
ATSC4se,-1.0822774093651268
ATSC5dv,-21.997701809824754
ATSC5pe,0.7577432634300547
ATSC5se,0.6375637813846549
ATSC6dv,-40.85205400746915
ATSC6pe,-0.9196441539787417
ATSC6se,-0.5134634780235556
ATSC7dv,108.91534999521213
ATSC7pe,2.7857945992530873
ATSC7se,2.1523855127836797
ATSC8dv,92.50068626512181
ATSC8pe,3.8328522550991084
ATSC8se,2.181428564780234
AXp-0dv,0.5642339202900268
AXp-1dv,0.33130612895621053
AXp-2dv,0.18932640368009548
AXp-3dv,0.11061576067747708
AXp-4dv,0.06274038657362249
AXp-5dv,0.03730454738612751
AXp-6dv,0.02351415390528841
AXp-7dv,0.013519399591606673
BertzCT,1351.715659111632
ECIndex,1012
ETA_eta,30.740763228826857
GATS1dv,0.5595092422057857
GATS1pe,0.5192804423543919
GATS1se,0.48421893339790467
GATS2dv,0.70975522011101
GATS2pe,0.5919442507206361
GATS2se,0.5565175253069233
GATS3dv,0.757719370142647
GATS3pe,0.7691176019008796
GATS3se,0.8033060693117681
GATS4dv,1.0377115812170898
GATS4pe,1.0685206950269077
GATS4se,1.1305825232856004
GATS5dv,1.109306582405803
GATS5pe,1.0805975806398878
GATS5se,1.1128121543291662
GATS6dv,0.9796737749413031
GATS6pe,0.9581854881656753
GATS6se,0.9599337798836027
GATS7dv,0.9465956194832571
GATS7pe,1.0784142698505799
GATS7se,1.0660507120578913
GATS8dv,0.9003109665444338
GATS8pe,0.9821925711797205
GATS8se,0.9809722376600133
LogEE_A,4.500802748271862
LogEE_D,231.7937154303774
MATS1dv,0.11962355253301178
MATS1pe,0.01642049799286511
MATS1se,0.0554338979063565
MATS2dv,0.1384154729040892
MATS2pe,0.13145089806886548
MATS2se,0.15871061783214527
MATS3dv,0.13311507147224164
MATS3pe,0.04856384223960625
MATS3se,0.0013539374925552769
MATS4dv,-0.0004427649583088545
MATS4pe,-0.04067189646646807
MATS4se,-0.061945427667786254
MATS5dv,-0.031623795923761404
MATS5pe,0.031706383905372226
MATS5se,0.039456669171411135
MATS6dv,-0.061819712381891614
MATS6pe,-0.040506138090527104
MATS6se,-0.033448968971721914
MATS7dv,0.1527572790742151
MATS7pe,0.11372340552984833
MATS7se,0.1299549952060729
MATS8dv,0.15997421382300728
MATS8pe,0.19293679073453765
MATS8se,0.1624075145702729
MAXaaCH,2.0663538530009733
MAXaasC,1.2191272916802944
MAXdssC,-0.5486118113508767
MAXsssN,1.371722726127488
MDEC-22,23.739691441262714
MDEC-23,28.573352037547025
MDEC-33,8.182248014456414
MDEN-23,0.40824829046386313
MDEN-33,0.19999999999999996
MDEO-11,1.1594113810984794
MINaaCH,0.9693856817418327
MINaasC,-0.6987811592244644
MINdssC,-0.5972229224619878
MINsssN,0.9543842720998199
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.386904761904762
SM1_Dzi,1.6350881981328975
SM1_Dzm,2.417710527191747
SM1_Dzp,-7.457789248731134
SM1_Dzv,-2.9430325870916283
SddssSe,0
SpAD_Dt,865.5692422336804
SpAbs_A,45.84234076059066
SpAbs_D,463.5874308607547
SpMAD_A,1.3097811645883046
SpMAD_D,13.245355167450136
SpMax_A,2.5176858391895496
SpMax_D,231.7937154303774
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,96.02999999999999
TpiPC10,8.627498337216663
VAdjMat,6.285402218862249
VE1_DzZ,5.799678423472479
VE1_Dzi,5.819751432837445
VE1_Dzm,5.7996970782174495
VE1_Dzp,5.815518260892534
VE1_Dzv,5.824786998871807
VE2_DzZ,0.1657050978134994
VE2_Dzi,0.16627861236678415
VE2_Dzm,0.16570563080621284
VE2_Dzp,0.16615766459692954
VE2_Dzv,0.16642248568205162
VE3_DzZ,3.0105654402817708
VE3_Dzi,3.0140205201921937
VE3_Dzm,3.0105686567902747
VE3_Dzp,3.0132928753256603
VE3_Dzv,3.0148854005612673
VR1_DzZ,247.55958570752216
VR1_Dzi,245.29831777630565
VR1_Dzm,247.53444090151066
VR1_Dzp,247.55634150381357
VR1_Dzv,245.61004899640403
VR2_DzZ,7.073131020214919
VR2_Dzi,7.008523365037305
VR2_Dzm,7.072412597186019
VR2_Dzp,7.073038328680387
VR2_Dzv,7.0174299713258295
VR3_DzZ,6.764414271861825
VR3_Dzi,6.7552380619144685
VR3_Dzm,6.764312695980551
VR3_Dzp,6.764401167037155
VR3_Dzv,6.756508080040451
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.02795084971874737
Xch-6dv,0.21342101196823254
Xch-7dv,0.3225238782133217
Xpc-4dv,3.7319126610156155
Xpc-5dv,5.237143806180469
Xpc-6dv,7.234314493846617
Zagreb1,192.0
Zagreb2,231.0
fragCpx,331.09
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,1
n5FRing,0
n5HRing,1
n5aRing,0
n6ARing,1
n6FRing,0
n6HRing,2
n6aRing,3
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,2
nBondsA,18
nBondsD,4
nBondsM,22
nBondsO,39
nBondsS,41
nBondsT,0
nFARing,1
nFHRing,1
nFaRing,0
nHetero,9
naHRing,1
AATS0are,6.418615254237287
AATS1are,6.355488888888889
AATS2are,6.408687499999999
AATS3are,6.2036357142857135
AATS4are,6.264513294797687
AATS5are,6.387449375
AATS6are,6.2129407894736834
AATS7are,6.330602439024389
AATS8are,6.324292481203008
AATSC0dv,4.347537425388617
AATSC0pe,0.14936725079000282
AATSC0se,0.10099113070956621
AATSC1dv,0.5200678715952101
AATSC1pe,0.0024526846417970206
AATSC1se,0.005598332029201599
AATSC2dv,0.6017664487033919
AATSC2pe,0.019634459258423324
AATSC2se,0.016028364750482194
AATSC3dv,0.5787227551088511
AATSC3pe,0.007253847603129398
AATSC3se,0.0001367356782832323
AATSC4dv,-0.0019249372268983758
AATSC4pe,-0.006075049359611965
AATSC4se,-0.006255938782457381
AATSC5dv,-0.1374856363114047
AATSC5pe,0.004735895396437842
AATSC5se,0.003984773633654093
AATSC6dv,-0.2687635132070339
AATSC6pe,-0.006050290486702248
AATSC6se,-0.0033780491975233923
AATSC7dv,0.6641179877756836
AATSC7pe,0.016986552434470045
AATSC7se,0.01312430190721756
AATSC8dv,0.6954938816926453
AATSC8pe,0.028818438008263975
AATSC8se,0.01640171853218221
AETA_eta,0.8783075208236245
ATSC0are,9.698257627118641
ATSC1are,-0.15645983912668565
ATSC2are,2.617944843435799
ATSC3are,1.0627902614191282
ATSC4are,-1.3903977879919547
ATSC5are,1.2349810112036839
ATSC6are,-1.081348463085322
ATSC7are,2.915426256822755
ATSC8are,4.129046365986785
BCUTZ-1h,16.01312444703162
BCUTZ-1l,5.6939720277798935
BCUTc-1h,0.45769054196260583
BCUTc-1l,-0.37797148415542947
BCUTd-1h,4.048615059482728
BCUTd-1l,0.9713620080295561
BCUTi-1h,17.424773891471066
BCUTi-1l,10.319756535518811
BCUTm-1h,32.0665446682538
BCUTm-1l,11.704973335261547
BCUTp-1h,2.9546309790946985
BCUTp-1l,0.5458497879590604
BCUTs-1h,8.001923579343297
BCUTs-1l,0.29757015098518624
BCUTv-1h,24.441835500656268
BCUTv-1l,13.304117994183416
BalabanJ,1.2142275744935835
Diameter,17
ETA_beta,47.0
GATS1are,0.5525751200948492
GATS2are,0.5840662537321049
GATS3are,0.7691992205829392
GATS4are,1.0734814254525429
GATS5are,1.071477130174702
GATS6are,0.9594342764678809
GATS7are,1.0924359835658226
GATS8are,0.9991812618110535
HybRatio,0.2692307692307692
Lipinski,True
LogEE_Dt,432.7846211168402
MATS1are,-0.015108474812751394
MATS2are,0.14220038251547873
MATS3are,0.041984128285406784
MATS4are,-0.04889351498039866
MATS5are,0.046956810737627086
MATS6are,-0.043279314599195866
MATS7are,0.10814750578996209
MATS8are,0.188867144277916
MAXddssS,-4.027044333165362
MAXssCH2,0.882659431805147
MAXsssCH,0.36266376752879836
MINddssS,-4.027044333165362
MINssCH2,-0.2843827649137969
MINsssCH,0.36266376752879836
NsssssAs,0
RotRatio,0.15384615384615385
SM1_Dzpe,1.8893607418979848
SM1_Dzse,1.799624284371629
SMR_VSA1,22.3972864001474
SMR_VSA2,0.0
SMR_VSA3,14.189104243093919
SMR_VSA4,5.917906046161393
SMR_VSA5,30.70270475020838
SMR_VSA6,13.08951281182515
SMR_VSA7,95.06201756721455
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,352.2269379836034
SpAD_Dzi,386.05615803908427
SpAD_Dzm,352.1102957302161
SpAD_Dzp,462.84023514535306
SpAD_Dzv,448.7617641005049
SpAbs_Dt,865.5692422336801
SpDiam_A,4.988239246767845
SpDiam_D,344.6090098818479
SpMAD_Dt,24.730549778105154
SpMax_Dt,432.7846211168402
SsssssAs,0
VE1_Dzpe,5.818189667038115
VE1_Dzse,5.817120652309561
VE2_Dzpe,0.1662339904868033
VE2_Dzse,0.1662034472088446
VE3_Dzpe,3.0137521280779356
VE3_Dzse,3.0135683745376824
VMcGowan,347.13000000000125
VR1_Dzpe,245.33415816145813
VR1_Dzse,245.49909581263077
VR2_Dzpe,7.009547376041661
VR2_Dzse,7.014259880360879
VR3_Dzpe,6.755384160621643
VR3_Dzse,6.756056232678887
mZagreb1,10.784722222222221
mZagreb2,7.500000000000001
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,1
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,1
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,1
n9FHRing,1
n9FaRing,0
n9aHRing,0
nBondsKD,13
nBondsKS,50
nFAHRing,1
nFaHRing,0
nG12Ring,0
AATSC0are,0.1643772479172651
AATSC1are,-0.0024834895099473914
AATSC2are,0.023374507530676776
AATSC3are,0.006901235463760573
AATSC4are,-0.008036981433479506
AATSC5are,0.007718631320023024
AATSC6are,-0.0071141346255613296
AATSC7are,0.01777698937087046
AATSC8are,0.031045461398396878
AETA_beta,1.3428571428571427
BCUTdv-1h,7.004063478628879
BCUTdv-1l,0.6449123423410557
BCUTpe-1h,3.988684118061563
BCUTpe-1l,2.236590395450377
BCUTse-1h,4.009973902444753
BCUTse-1l,2.4355911844787026
ETA_alpha,16.652380952380952
ETA_dBeta,2.0
ETA_eta_B,0.5728398381927811
ETA_eta_F,40.70194347247412
ETA_eta_L,7.910503955832269
ETA_eta_R,71.44270670130098
ETA_psi_1,0.5523613963039017
LabuteASA,202.8070790709181
LogEE_DzZ,175.78717531400363
LogEE_Dzi,193.06692776679478
LogEE_Dzm,175.73043107963832
LogEE_Dzp,230.08418424896706
LogEE_Dzv,223.96044882352504
PEOE_VSA1,0.0
PEOE_VSA2,19.47296261994133
PEOE_VSA3,12.808212032003757
PEOE_VSA4,4.305215991296234
PEOE_VSA5,0.0
PEOE_VSA6,36.39820241076966
PEOE_VSA7,60.57274217217986
PEOE_VSA8,19.28635638343823
PEOE_VSA9,17.003691373127346
SM1_Dzare,2.065514138690731
SpAD_Dzpe,387.8757870847859
SpAD_Dzse,387.08628902630153
SpAbs_DzZ,350.2099854424937
SpAbs_Dzi,384.684072715644
SpAbs_Dzm,350.06564412723685
SpAbs_Dzp,467.6261577466653
SpAbs_Dzv,450.8639302341418
SpDiam_Dt,630.3407150389071
SpMAD_DzZ,10.063626799531527
SpMAD_Dzi,11.030175943973836
SpMAD_Dzm,10.06029416372046
SpMAD_Dzp,13.224006718438659
SpMAD_Dzv,12.821764688585853
SpMax_DzZ,175.78717531400363
SpMax_Dzi,193.06692776679478
SpMax_Dzm,175.73043107963832
SpMax_Dzp,230.08418424896706
SpMax_Dzv,223.96044882352504
VE1_Dzare,5.818394805340608
VE2_Dzare,0.16623985158116023
VE3_Dzare,3.01378738555456
VR1_Dzare,245.2558052985404
VR2_Dzare,7.00730872281544
VR3_Dzare,6.755064737602749
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,1
n9FaHRing,0
nAromAtom,18
nAromBond,18
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.47578231292517004
AETA_dBeta,0.05714285714285714
AETA_eta_B,0.016366852519793744
AETA_eta_F,1.1629126706421178
AETA_eta_L,0.2260143987380648
AETA_eta_R,2.0412201914657424
BCUTare-1h,4.1077295693830145
BCUTare-1l,2.1829528524659043
ETA_beta_s,22.5
ETA_dPsi_A,0.16163860369609828
ETA_dPsi_B,0.0
ETA_eta_BR,1.002839838192781
ETA_eta_FL,8.930869768348046
ETA_eta_RL,16.841373724180315
LogEE_Dzpe,193.99187527787575
LogEE_Dzse,193.59456234984714
PEOE_VSA10,11.511148835894357
PEOE_VSA11,0.0
PEOE_VSA12,10.023291153407584
PEOE_VSA13,11.814359458703011
SlogP_VSA1,0.0
SlogP_VSA2,47.510773497951014
SlogP_VSA3,22.98886918224617
SlogP_VSA4,11.735126887207288
SlogP_VSA5,44.815000083935104
SlogP_VSA6,71.75599773174696
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,386.57415368070554
SpAbs_Dzpe,386.1979612811008
SpAbs_Dzse,385.47222156302394
SpDiam_DzZ,263.049518956492
SpDiam_Dzi,293.80278907338845
SpDiam_Dzm,262.996396708757
SpDiam_Dzp,345.7295862409046
SpDiam_Dzv,339.99882872093417
SpMAD_Dzpe,11.082165345279597
SpMAD_Dzse,11.059608257894329
SpMax_Dzpe,193.99187527787575
SpMax_Dzse,193.59456234984714
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,35
AETA_beta_s,0.6428571428571429
AETA_eta_BR,0.02865256680550803
AETA_eta_FL,0.255167707667087
AETA_eta_RL,0.48118210640515185
DetourIndex,7305
EState_VSA1,27.65487145315649
EState_VSA2,28.261070859672802
EState_VSA3,31.849062103838563
EState_VSA4,23.453465490699706
EState_VSA5,28.198245191529523
EState_VSA6,6.06636706846161
EState_VSA7,18.19910120538483
EState_VSA8,17.11671265787043
EState_VSA9,0.0
ETA_beta_ns,24.5
ETA_shape_p,0.09722619388046896
ETA_shape_x,0.05004289390906492
ETA_shape_y,0.31827280526165286
GhoseFilter,False
LogEE_Dzare,193.34609153002964
SlogP_VSA10,4.39041504767482
SlogP_VSA11,0.0
SpAbs_Dzare,384.75855356144507
SpDiam_Dzpe,294.92543829275405
SpDiam_Dzse,293.89300913607724
SpMAD_Dzare,11.04497581944873
SpMax_Dzare,193.34609153002964
TopoPSA(NO),87.64999999999999
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,42.64006055903998
VSA_EState9,50.97031710745873
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.7
EState_VSA10,22.3972864001474
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.024217687074829946
FilterItLogS,-6.395718845788042
SpDiam_Dzare,294.18706762984016
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.6330104923325252
ETA_epsilon_2,0.8613605442176866
ETA_epsilon_3,0.4443298969072154
ETA_epsilon_4,0.5619682539682526
ETA_epsilon_5,0.8613605442176866
AETA_beta_ns_d,0.014285714285714285
ETA_dEpsilon_A,0.18868059542530974
ETA_dEpsilon_B,0.07104223836427259
ETA_dEpsilon_C,-0.11763835706103715
ETA_dEpsilon_D,0.0
PetitjeanIndex,0.47058823529411764
TopoShapeIndex,0.8888888888888888
CDK Descriptors
FMFDescriptor,0.8571428571428571
MDEDescriptor,"0.0,0.0,0.0,0.0,23.739691441262714,28.573352037547025,0.0,8.182248014456414,0.0,0.0,1.1594113810984794,0.0,0.0,0.0,0.0,0.0,0.0,0.4082482904638629,0.19999999999999996"
APolDescriptor,71.72803199999997
BCUTDescriptor,"11.994262491840168,31.97207279990093,-0.27460471376445766,0.260246828064918,4.699155211135923,13.100466609716186"
BPolDescriptor,41.11196799999999
TPSADescriptor,96.02999999999999
ALOGPDescriptor,"2.124200000000001,4.512225640000004,125.3965"
XLogPDescriptor,3.7470000000000008
VAdjMaDescriptor,6.285402218862249
WeightDescriptor,493.14715566
ChiPathDescriptor,"24.57877502244373,16.841373724180315,15.793508305332828,13.652774808342448,11.362649613942976,9.438468451900299,6.03957156303401,4.492878586737548,19.135432400121456,11.840217135188198,9.360944593284287,7.141473773638719,5.1901094928242815,3.79089343879375,2.225310451422852,1.4523732459818763"
ChiChainDescriptor,"0.0,0.0,0.06415002990995841,0.6011529443344807,0.9420404270323305,0.0,0.0,0.02795084971874737,0.21342101196823254,0.26823013553253694"
AtomCountDescriptor,59
BondCountDescriptor,39
SmallRingDescriptor,"5,4,4,3,0,0,1,4,0,0,0"
ChiClusterDescriptor,"2.8296108616670796,0.16666666666666666,0.9936889288315742,0.15137471507731048,1.2189720438628233,0.02280752297933222,0.23350773388208906,0.017987726255499128"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,3,13,3,3,3,1,0"
ZagrebIndexDescriptor,192.0
LargestChainDescriptor,18
MannholdLogPDescriptor,3.33
WeightedPathDescriptor,"72.06404575998013,2.0589727359994323,26.274238674239086,10.21686174435393,9.983109702840627"
FractionalPSADescriptor,0.19472889359258072
WienerNumbersDescriptor,"3901.0,61.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"6.860262929797331,11.061856012149434,16.381732163229596,2.6272896702003035,3.6170042314962148,4.441279227953526"
FractionalCSP3Descriptor,0.2692307692307692
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,6,0,0,11,1,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,0
LargestPiSystemDescriptor,11
PetitjeanNumberDescriptor,0.47058823529411764
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"26.600920447074294,11.39612188365651,5.722550953320184"
AromaticAtomsCountDescriptor,18
AromaticBondsCountDescriptor,18
FragmentComplexityDescriptor,2779.09
HBondAcceptorCountDescriptor,7
HybridizationRatioDescriptor,0.2692307692307692
AutocorrelationDescriptorMass,"46.807614223485885,50.30528197693303,70.6550317722239,77.7367732665903,73.06278496740532"
PetitjeanShapeIndexDescriptor,"0.8888888888888888,NaN"
RotatableBondsCountDescriptor,6
AutocorrelationDescriptorCharge,"0.6752424312614135,-0.3875916431232431,0.2312718874911857,-0.17806968358713463,-0.10249642730475944"
EccentricConnectivityIndexDescriptor,1012
AutocorrelationDescriptorPolarizability,"2794.7705444387116,3352.922576612741,4882.978396120542,5095.906050109504,4632.480149015519"
