DLiP-ID,T00544
DLiP-Mol-ID,21899
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C25H30N4O5/c1-17-6-2-3-7-20(17)28-25(34)27-19-12-10-18(11-13-19)16-22(30)29-15-5-8-21(29)24(33)26-14-4-9-23(31)32/h2-3,6-7,10-13,21H,4-5,8-9,14-16H2,1H3,(H,26,33)(H,31,32)(H2,27,28,34)"
Standard Inchi Key(RDKit),QANNNUOCLQWQIR-UHFFFAOYSA-N
Canonical SMILES(RDKit),Cc1ccccc1NC(=O)Nc1ccc(CC(=O)N2CCCC2C(=O)NCCCC(=O)O)cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),466.538
MW Monoisotopic(RDKit),466.22162006
MolLogP(RDKit),3.15352
XLogP(SDF),
XLogP(CDK),1.746
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),9
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),4
HBD Lipinski(RDKit),4
PSA(SDF),
PSA(RDKit),127.84
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),9
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),34
QED Weighted(RDKit),0.422267563499473
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,39928480.06698354
qed,0.42226756349947325
Chi0,24.50142475325411
Chi1,16.3294075958929
TPSA,127.84000000000002
Chi0n,19.173320243867835
Chi0v,19.173320243867835
Chi1n,11.347991293859
Chi1v,11.347991293859
Chi2n,8.301224169910794
Chi2v,8.301224169910794
Chi3n,5.702867172531189
Chi3v,5.702867172531189
Chi4n,3.886717902252896
Chi4v,3.886717902252896
MolMR,128.58090000000004
MolWt,466.53800000000035
fr_SH,0
Kappa1,24.756351229588923
Kappa2,11.829080731771674
Kappa3,7.061209728565742
fr_ArN,0
fr_COO,1
fr_C_O,4
fr_C_S,0
fr_NH0,1
fr_NH1,3
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1037.856451926032
MolLogP,3.153520000000001
NOCount,9
fr_Ar_N,0
fr_COO2,1
fr_urea,1
BalabanJ,1.4931288091732107
SMR_VSA1,24.284676131127995
SMR_VSA2,0.0
SMR_VSA3,10.216698334856808
SMR_VSA4,0.0
SMR_VSA5,45.06968614346863
SMR_VSA6,23.723090019837812
SMR_VSA7,59.65783953108687
SMR_VSA8,0.0
SMR_VSA9,0.0
