DLiP-ID,C001OF
AATS6Z,22.82051282051282
AATS6d,3.3846153846153846
AATS6i,161.7143579148755
AATS6m,86.12917546153845
AATS6p,1.4498322336985903
AATS6s,4.041310541310543
AATS6v,217.6725403495365
AATS7Z,23.425
AATS7d,3.2
AATS7i,161.54575649211995
AATS7m,87.99499517500001
AATS7p,1.4195070047849003
AATS7s,6.661111111111114
AATS7v,214.14789655090476
AATS8Z,19.37142857142857
AATS8d,3.1714285714285713
AATS8i,154.4148848536171
AATS8m,70.50022005714287
AATS8p,1.5062612115342287
AATS8s,3.7253968253968255
AATS8v,212.52936071456602
AMID_C,1.4045168270755957
AMID_N,0.3904506983046082
AMID_O,0.24772837306255766
AMID_X,0.0
AMID_h,0.6381790713671659
ATS0dv,362.0
ATS0pe,211.90220000000002
ATS0se,253.6135560000001
ATS1dv,345.0
ATS1pe,226.73970000000006
ATS1se,266.29616400000003
ATS2dv,505.0
ATS2pe,353.33850000000007
ATS2se,417.6656320000001
ATS3dv,439.0
ATS3pe,429.0375
ATS3se,517.1960959999999
ATS4dv,391.0
ATS4pe,423.3747
ATS4se,513.868768
ATS5dv,314.0
ATS5pe,327.9750000000001
ATS5se,399.75514
ATS6dv,294.0
ATS6pe,259.1357
ATS6se,312.279684
ATS7dv,326.0
ATS7pe,274.4434
ATS7se,330.21703599999995
ATS8dv,192.0
ATS8pe,225.1542000000001
ATS8se,273.96227999999996
ATSC0Z,214.38709677419348
ATSC0c,0.7474442112526966
ATSC0d,18.83870967741936
ATSC0i,53.03675918636415
ATSC0m,1012.5419174838707
ATSC0p,6.447045679299679
ATSC0s,97.24193548387093
ATSC0v,1318.8893307967883
ATSC1Z,6.362122788761695
ATSC1c,-0.4705327895046947
ATSC1d,2.784599375650364
ATSC1i,2.4999127901305083
ATSC1m,29.48512132362178
ATSC1p,0.6763701425284119
ATSC1s,-6.9618453000346845
ATSC1v,70.19354122759829
ATSC2Z,0.09261186264306076
ATSC2c,0.37705665733868043
ATSC2d,-5.503642039542143
ATSC2i,-1.8994126778311688
ATSC2m,-13.823910101976367
ATSC2p,-1.7378789384484854
ATSC2s,31.569979188345478
ATSC2v,-408.8390539501253
ATSC3Z,-28.39229968782518
ATSC3c,-0.29715145620313826
ATSC3d,-7.855359001040583
ATSC3i,-27.50346980739929
ATSC3m,-135.60088165972942
ATSC3p,-2.6085072875688375
ATSC3s,-0.426638917793956
ATSC3v,-327.0182831103297
ATSC4Z,-70.78668054110301
ATSC4c,0.22875041043632652
ATSC4d,0.7793964620187298
ATSC4i,-14.680163248069508
ATSC4m,-331.037698047867
ATSC4p,-1.3668510801659923
ATSC4s,-22.480922650017348
ATSC4v,-313.20455953744374
ATSC5Z,-33.09573361082205
ATSC5c,-0.283438138605671
ATSC5d,3.416233090530697
ATSC5i,-6.179297733849278
ATSC5m,-140.4564112164415
ATSC5p,1.204193008529959
ATSC5s,-43.631518094577416
ATSC5v,227.49936367139802
ATSC6Z,31.319458896982304
ATSC6c,-0.13211325079409925
ATSC6d,-2.6680541103017688
ATSC6i,10.199890044141997
ATSC6m,148.83368868158172
ATSC6p,0.5906277250892771
ATSC6s,-1.8151231356226118
ATSC6v,216.90458771568336
ATSC7Z,11.01664932362123
ATSC7c,0.2043370929816534
ATSC7d,-1.5983350676378767
ATSC7i,15.432642857909952
ATSC7m,46.74085750468274
ATSC7p,1.396709030278673
ATSC7s,50.66452769106254
ATSC7v,115.95136004263387
ATSC8Z,-57.46930280957336
ATSC8c,-0.1370451104933445
ATSC8d,-2.398543184183142
ATSC8i,9.67671888749734
ATSC8m,-272.53049877211254
ATSC8p,-0.4562794836442154
ATSC8s,-20.446988091108782
ATSC8v,-288.1976532921725
AXp-0d,0.7056964989228289
AXp-1d,0.4404795779624015
AXp-2d,0.28980966297871236
AXp-3d,0.1855566815062096
AXp-4d,0.12056774378649475
AXp-5d,0.07678196110011476
AXp-6d,0.050833588750789326
AXp-7d,0.034795088047938204
GATS1Z,0.6042595682980879
GATS1c,1.5456437652643231
GATS1d,0.8203611457036112
GATS1i,1.0948483214812381
GATS1m,0.6097186220807564
GATS1p,0.820112277151469
GATS1s,0.5445649059847104
GATS1v,0.7622286363122892
GATS2Z,0.6996689738188386
GATS2c,0.7099851178179353
GATS2d,1.1943493150684927
GATS2i,1.0979978324467634
GATS2m,0.7124744317750026
GATS2p,1.1074778216359196
GATS2s,0.4121691737797229
GATS2v,1.0455378542247673
GATS3Z,0.970925252899373
GATS3c,1.1319256333025374
GATS3d,1.13922550052687
GATS3i,1.2589321076751139
GATS3m,0.9750127348871682
GATS3p,1.1392447237438417
GATS3s,0.660129885042806
GATS3v,1.0767297468647228
GATS4Z,1.2127595546193202
GATS4c,0.969142844064293
GATS4d,0.9352576647097193
GATS4i,1.088056603250277
GATS4m,1.208566967345629
GATS4p,1.0471885979333873
GATS4s,1.1931594295999672
GATS4v,1.0855800892726533
GATS5Z,1.1951488389517713
GATS5c,1.4517834997125725
GATS5d,0.9099804305283754
GATS5i,1.001201624498404
GATS5m,1.181812754301108
GATS5p,0.8397077856398621
GATS5s,1.4433808023126324
GATS5v,0.8840750987776218
GATS6Z,0.8288386305238551
GATS6c,1.3223632673033383
GATS6d,1.0820600632244466
GATS6i,0.873132389580835
GATS6m,0.8307191850670816
GATS6p,0.8701617357477175
GATS6s,0.6894206491983903
GATS6v,0.8360079647493719
GATS7Z,0.9463022870899793
GATS7c,0.8062342577840859
GATS7d,1.0749143835616435
GATS7i,0.7353159306892381
GATS7m,0.9468818068860567
GATS7p,0.7967778723681038
GATS7s,0.7525259855144582
GATS7v,0.871586477597755
GATS8Z,1.1574523881174503
GATS8c,0.8322524829950797
GATS8d,1.0464774951076317
GATS8i,0.7524958668946812
GATS8m,1.1625841428974382
GATS8p,1.1085699559373876
GATS8s,1.0539495612476208
GATS8v,1.228175481672615
MATS1Z,0.027877328810220734
MATS1c,-0.5913694214127739
MATS1d,0.13885429638854294
MATS1i,0.04427877872043456
MATS1m,0.027355059376242094
MATS1p,0.09855335983088988
MATS1s,-0.06725406327330362
MATS1v,0.049996148785257155
MATS2Z,0.00025752910947007287
MATS2c,0.30073652736387585
MATS2d,-0.17416359325605893
MATS2i,-0.02135013886017294
MATS2m,-0.00813909728957912
MATS2p,-0.16070046108597913
MATS2s,0.19354370542378516
MATS2v,-0.1848001714617104
MATS3Z,-0.06316118428667332
MATS3c,-0.18960396598303625
MATS3d,-0.19886722866174916
MATS3i,-0.2473197768459848
MATS3m,-0.06387013574247445
MATS3p,-0.19296548894605275
MATS3s,-0.0020924505913724276
MATS3v,-0.11825295887173319
MATS4Z,-0.16247032467315348
MATS4c,0.15059281224696197
MATS4d,0.020357686453576843
MATS4i,-0.13619935498932997
MATS4m,-0.16087389854523043
MATS4p,-0.10432336749168096
MATS4s,-0.1137579301453908
MATS4v,-0.11685326865378094
MATS5Z,-0.09766500641785453
MATS5c,-0.23990821436173387
MATS5d,0.11472602739726023
MATS5i,-0.07371022829280263
MATS5m,-0.08775950604148985
MATS5p,0.11816829460317435
MATS5s,-0.28386532364922545
MATS5v,0.10912831387177972
MATS6Z,0.11612151515852992
MATS6c,-0.14049623397183597
MATS6d,-0.11257463997190022
MATS6i,0.15286765313832715
MATS6m,0.11683832463321532
MATS6p,0.07281991524430396
MATS6s,-0.014837119166195276
MATS6v,0.1307246445380918
MATS7Z,0.03982470659043035
MATS7c,0.21187032380031703
MATS7d,-0.06575342465753421
MATS7i,0.22550959746339908
MATS7m,0.03577547155395289
MATS7p,0.16789853094131552
MATS7s,0.40378678977534516
MATS7v,0.06813483279810309
MATS8Z,-0.23742745367782989
MATS8c,-0.1623971532909642
MATS8d,-0.11276908023483363
MATS8i,0.16160127973470173
MATS8m,-0.23839423522843417
MATS8p,-0.06268503079474363
MATS8s,-0.18623847172528538
MATS8v,-0.19354222728907644
MAXaaN,4.22825459813555
MINaaN,4.22825459813555
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,6
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,27.226944339747632
SpAD_D,202.72287959491075
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,553
TMWC10,117.29307195533883
TSRW10,68.73577150902298
VE1_Dt,4.525291337812025
VE2_Dt,0.21549006370533452
VE3_Dt,2.251619303855559
VR1_Dt,111.4238722110866
VR2_Dt,5.305898676718409
VR3_Dt,5.455278942003811
Xc-3dv,0.44889374598816073
Xc-4dv,0.0
Xc-5dv,0.04850285774533353
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.09622504486493763
Xch-6d,0.37079081189859814
Xch-7d,0.49392249729095905
Xp-0dv,10.760476802953919
Xp-1dv,6.193161596703979
Xp-2dv,4.4077385353297185
Xp-3dv,2.9953573307989205
Xp-4dv,1.944344948616127
Xp-5dv,1.226656287179246
Xp-6dv,0.6232323071671092
Xp-7dv,0.344724199205315
Xpc-4d,3.283186530110804
Xpc-5d,4.51051213135105
Xpc-6d,5.806080363261561
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,33
nFRing,1
nHBAcc,4
nHBDon,2
nHRing,1
nSpiro,0
naRing,3
piPC10,7.0237380840843215
AATS0dv,11.67741935483871
AATS0pe,6.835554838709678
AATS0se,8.181082451612907
AATS1dv,10.454545454545455
AATS1pe,6.870900000000002
AATS1se,8.069580727272728
AATS2dv,9.711538461538462
AATS2pe,6.794971153846155
AATS2se,8.032031384615387
AATS3dv,6.753846153846154
AATS3pe,6.600576923076924
AATS3se,7.956863015384614
AATS4dv,6.2063492063492065
AATS4pe,6.720233333333334
AATS4se,8.156647111111111
AATS5dv,6.408163265306122
AATS5pe,6.6933673469387776
AATS5se,8.158268163265305
AATS6dv,7.538461538461538
AATS6pe,6.644505128205128
AATS6se,8.007171384615384
AATS7dv,8.15
AATS7pe,6.861085
AATS7se,8.255425899999999
AATS8dv,5.485714285714286
AATS8pe,6.432977142857145
AATS8se,7.827493714285713
AATSC0Z,6.915712799167531
AATSC0c,0.024111103588796663
AATSC0d,0.607700312174818
AATSC0i,1.710863199560134
AATSC0m,32.6626424994797
AATSC0p,0.20796921546127997
AATSC0s,3.1368366285119658
AATSC0v,42.54481712247704
AATSC1Z,0.1927915996594453
AATSC1c,-0.014258569378930141
AATSC1d,0.08438179926213225
AATSC1i,0.07575493303425783
AATSC1m,0.8934885249582357
AATSC1p,0.02049606492510339
AATSC1s,-0.21096500909196014
AATSC1v,2.127077006896918
AATSC2Z,0.0017809973585203992
AATSC2c,0.007251089564205393
AATSC2d,-0.10583926999119506
AATSC2i,-0.03652716688136863
AATSC2m,-0.26584442503800704
AATSC2p,-0.03342074881631703
AATSC2s,0.6071149843912592
AATSC2v,-7.8622894990408705
AATSC3Z,-0.4368046105819258
AATSC3c,-0.004571560864663666
AATSC3d,-0.12085167693908588
AATSC3i,-0.42313030472921986
AATSC3m,-2.0861674101496837
AATSC3p,-0.040130881347212884
AATSC3s,-0.006563675658368554
AATSC3v,-5.031050509389688
AATSC4Z,-1.123598103827032
AATSC4c,0.003630958895814707
AATSC4d,0.01237137241299571
AATSC4i,-0.23301846425507156
AATSC4m,-5.254566635680429
AATSC4p,-0.021696048891523687
AATSC4s,-0.3568400420637674
AATSC4v,-4.971500945038789
AATSC5Z,-0.6754231349147357
AATSC5c,-0.0057844518082790005
AATSC5d,0.06971904266389177
AATSC5i,-0.1261081170173322
AATSC5m,-2.866457371764112
AATSC5p,0.024575367521019572
