DLiP-ID,C002V0
DLiP-Mol-ID,33210
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C12H9ClN4/c13-8-1-4-10(5-2-8)17-15-11-6-3-9(14)7-12(11)16-17/h1-7H,14H2"
Standard Inchi Key(RDKit),GEQWBCPSXJTWRI-UHFFFAOYSA-N
Canonical SMILES(RDKit),Nc1ccc2nn(-c3ccc(Cl)cc3)nc2c1
SMILES(SDF),
MW(SDF),
MW(RDKit),244.685
MW Monoisotopic(RDKit),244.051573968
MolLogP(RDKit),2.6561
XLogP(SDF),
XLogP(CDK),4.001
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),4
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),56.73
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),1
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),17
QED Weighted(RDKit),0.669806778276491
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Importin subunit beta-1/Snurportin-1
Common Target Pref Name,Importin subunit beta-1/Snurportin-1
RDKit Descriptors
Ipc,13563.500085306712
qed,0.6698067782764908
Chi0,11.828062645816686
Chi1,8.220346690612274
TPSA,56.73
Chi0n,8.83840741302611
Chi0v,9.594336359044563
Chi1n,5.107878841107868
Chi1v,5.485843314117095
Chi2n,3.7140112218058383
Chi2v,4.150447002277823
Chi3n,2.461949389515522
Chi3v,2.7139257048550065
