DLiP-ID,T0040C
DLiP-Mol-ID,21102
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C25H36N4O6/c30-22(9-8-18-10-12-26-13-11-18)29-14-4-7-20(16-29)23(31)27-15-21(24(32)33)28-25(34)35-17-19-5-2-1-3-6-19/h1-3,5-6,18,20-21,26H,4,7-17H2,(H,27,31)(H,28,34)(H,32,33)/t20-,21+/m1/s1"
Standard Inchi Key(RDKit),MUWWGBUXCFRNCO-RTWAWAEBSA-N
Canonical SMILES(RDKit),O=C(N[C@@H](CNC(=O)[C@@H]1CCCN(C(=O)CCC2CCNCC2)C1)C(=O)O)OCc1ccccc1
SMILES(SDF),
MW(SDF),
MW(RDKit),488.585
MW Monoisotopic(RDKit),488.263484872
MolLogP(RDKit),1.5006
XLogP(SDF),
XLogP(CDK),0.964
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),6
HBA Lipinski(RDKit),10
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),4
HBD Lipinski(RDKit),4
PSA(SDF),
PSA(RDKit),137.07
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),10
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),35
QED Weighted(RDKit),0.391678088319349
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,65330593.683020495
qed,0.39167808831934886
Chi0,25.045394827624126
Chi1,16.918723993369937
TPSA,137.07000000000002
Chi0n,20.039752171074813
Chi0v,20.039752171074813
Chi1n,12.382930690345052
Chi1v,12.382930690345052
Chi2n,9.25300072489165
Chi2v,9.25300072489165
Chi3n,6.653412823627476
Chi3v,6.653412823627476
Chi4n,4.527885955241959
Chi4v,4.527885955241959
MolMR,128.32790000000003
MolWt,488.5850000000003
fr_SH,0
Kappa1,26.4645008650679
Kappa2,13.672785166672
Kappa3,8.860451997718226
fr_ArN,0
fr_COO,1
fr_C_O,4
fr_C_S,0
fr_NH0,1
fr_NH1,3
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,858.7728265568328
MolLogP,1.500600000000002
NOCount,10
fr_Ar_N,0
fr_COO2,1
fr_urea,0
BalabanJ,1.4027025257300643
SMR_VSA1,29.021539084928044
SMR_VSA2,0.0
SMR_VSA3,20.850275542869472
SMR_VSA4,11.835812092322787
SMR_VSA5,51.17365253121694
SMR_VSA6,32.72378202956288
SMR_VSA7,35.89528683400505
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,3
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,1
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,205.31692858887953
NHOHCount,4
PEOE_VSA1,30.69366589151023
PEOE_VSA2,9.589074368143644
PEOE_VSA3,9.589074368143644
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,30.33183534230805
PEOE_VSA7,56.67497846431358
PEOE_VSA8,26.055090840663734
PEOE_VSA9,5.917906046161393
RingCount,3
SMR_VSA10,23.876904817593278
fr_Al_COO,1
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,488.26348487199994
NumHDonors,4
PEOE_VSA10,12.648722793660879
PEOE_VSA11,0.0
PEOE_VSA12,11.814359458703011
PEOE_VSA13,0.0
PEOE_VSA14,12.062545358890265
SlogP_VSA1,15.950365812018994
SlogP_VSA2,72.64896480199529
SlogP_VSA3,25.727356470528434
SlogP_VSA4,11.835812092322787
SlogP_VSA5,44.08838122925306
SlogP_VSA6,30.33183534230805
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,0
fr_benzene,1
fr_epoxide,0
fr_guanido,0
fr_halogen,0
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,24.022292234199618
