DLiP-ID,C001YV
DLiP-Mol-ID,27167
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C25H28N2O/c28-24(21-10-4-1-5-11-21)20-26-16-18-27(19-17-26)25(22-12-6-2-7-13-22)23-14-8-3-9-15-23/h1-15,24-25,28H,16-20H2"
Standard Inchi Key(RDKit),QCVZMJCLXHNXEV-UHFFFAOYSA-N
Canonical SMILES(RDKit),OC(CN1CCN(C(c2ccccc2)c2ccccc2)CC1)c1ccccc1
SMILES(SDF),
MW(SDF),
MW(RDKit),372.512
MW Monoisotopic(RDKit),372.220163516
MolLogP(RDKit),4.1272
XLogP(SDF),
XLogP(CDK),4.095
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),3
HBA Lipinski(RDKit),3
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),26.71
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),6
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),28
QED Weighted(RDKit),0.704844082799656
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,4296541.811678715
qed,0.7048440827996558
Chi0,19.18358750805833
Chi1,13.809663088089318
TPSA,26.71
Chi0n,16.192129268656256
Chi0v,16.192129268656256
Chi1n,10.103861111395691
Chi1v,10.103861111395691
Chi2n,7.486961980059011
Chi2v,7.486961980059011
Chi3n,5.618132863689604
Chi3v,5.618132863689604
Chi4n,4.114028360379699
Chi4v,4.114028360379699
MolMR,114.14180000000003
MolWt,372.51200000000017
fr_SH,0
Kappa1,18.88261212210797
Kappa2,9.15512028694468
Kappa3,4.502206944239277
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,2
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,790.6962903013324
MolLogP,4.127200000000004
NOCount,3
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,1.433129020493243
SMR_VSA1,5.106527394840706
SMR_VSA2,0.0
SMR_VSA3,9.799819461700956
SMR_VSA4,0.0
SMR_VSA5,12.145807216896262
SMR_VSA6,32.72378202956288
SMR_VSA7,107.68586050201517
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,1
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,1
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,167.4082562714748
NHOHCount,1
PEOE_VSA1,5.106527394840706
