DLiP-ID,T004KJ
TIC2,187.36734879116764
TIC3,195.36734879116756
TIC4,197.36734879116756
TIC5,197.36734879116756
Vabc,267.7585210011843
WPol,38
apol,44.130273999999986
bpol,25.545725999999995
nRot,2
ABCGG,14.528052731911531
ATS0Z,948.0
ATS0d,134.0
ATS0i,6521.512702706483
ATS0m,3742.7791900000007
ATS0p,57.618248287282
ATS0s,199.94444444444446
ATS0v,8687.969282046814
ATS1Z,1075.0
ATS1d,172.0
ATS1i,6187.402672335596
ATS1m,4089.547443999999
ATS1p,73.14046557000003
ATS1s,136.61111111111111
ATS1v,10964.63729405593
ATS2Z,1606.0
ATS2d,281.0
ATS2i,11613.20240358459
ATS2m,6010.172642
ATS2p,110.19312010364101
ATS2s,247.72222222222226
ATS2v,16106.959183180074
ATS3Z,1820.0
ATS3d,325.0
ATS3i,14345.684686931087
ATS3m,6746.3186940000005
ATS3p,129.185590503037
ATS3s,277.7777777777777
ATS3v,18662.839917057918
ATS4Z,1966.0
ATS4d,326.0
ATS4i,15766.843198032946
ATS4m,7140.5472740000005
ATS4p,132.11461883509395
ATS4s,363.3333333333333
ATS4v,19435.149001409394
ATS5Z,1874.0
ATS5d,279.0
ATS5i,16296.099208338388
ATS5m,6742.050369999998
ATS5p,124.847107051339
ATS5s,427.1388888888889
ATS5v,18009.547626319032
ATS6Z,1524.0
ATS6d,252.0
ATS6i,16582.64190164893
ATS6m,5389.123787999999
ATS6p,117.77057460752698
ATS6s,302.00000000000006
ATS6v,16174.760922478308
ATS7Z,1214.0
ATS7d,197.0
ATS7i,15420.23778163138
ATS7m,4098.652444
ATS7p,98.04906191097997
ATS7s,301.83333333333326
ATS7v,13284.894262317717
ATS8Z,754.0
ATS8d,138.0
ATS8i,12015.707847859585
ATS8m,2385.7844829999985
ATS8p,73.77577339128202
ATS8s,210.83333333333331
ATS8v,9325.333040177435
C1SP1,0
C1SP2,1
C1SP3,3
C2SP1,0
C2SP2,6
C2SP3,2
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.375
GGI10,0.0
JGI10,0.0
JGT10,0.4197798546363433
Kier1,16.84375
Kier2,7.26643598615917
Kier3,3.1653477717617657
MAXdO,12.376770597127738
MID_C,33.23062445829937
MID_N,4.342827964805538
MID_O,7.321846246045316
MID_X,0.0
MID_h,11.664674210850855
MINdO,11.992995244394054
MPC10,117
MWC01,24.0
MWC02,4.762173934797756
MWC03,5.645446897643238
MWC04,6.555356891810665
MWC05,7.467942332285852
MWC06,8.39185670010494
MWC07,9.31533081916712
MWC08,10.244556351616321
MWC09,11.172643982375057
MWC10,12.104001159523923
NaaCH,4
NaaNH,1
NaaSe,0
NaaaC,2
NaasC,2
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,2
NdssS,0
NsCH3,2
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,1
NsssP,0
SLogP,2.3966000000000003
SRW02,3.8918202981106265
SRW03,0.0
SRW04,5.220355825078324
SRW05,2.3978952727983707
SRW06,6.769641976852503
SRW07,4.844187086458591
SRW08,8.4252971767117
SRW09,7.065613363597717
SRW10,10.139705263337609
SaaCH,7.864354213907786
SaaNH,3.2641118669690097
SaaSe,0
SaaaC,2.0322486772486776
SaasC,1.7825056689342405
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.9696617535903242
SdssS,0
SsCH3,3.0561505574452004
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,1.4124074074074073
SsssP,0
VE1_A,3.992743028634194
VE1_D,4.607373779957112
VE2_A,0.18148831948337246
VE2_D,0.20942608090714146
VE3_A,2.17293583091094
VE3_D,2.3161153760760227
VR1_A,180.7131752218545
VR1_D,124.10097488967584
VR2_A,8.214235237357023
VR2_D,5.640953404076175
VR3_A,5.985368467434291
VR3_D,5.609552908222266
WPath,960
Xc-3d,1.2935133525206268
Xc-4d,0.0
Xc-5d,0.4446668001771674
Xc-6d,0.0
Xp-0d,15.689869965382487
Xp-1d,10.668233757796587
Xp-2d,9.241849140064513
Xp-3d,8.240716667803879
Xp-4d,7.158507672612241
Xp-5d,5.857716863915219
Xp-6d,4.324200657717893
Xp-7d,3.398926211375916
ZMIC0,73.74878347064032
ZMIC1,34.6424656156374
ZMIC2,24.46250375385666
ZMIC3,22.83544330166861
ZMIC4,22.669346896924242
ZMIC5,22.669346896924242
nAcid,0
nAtom,40
nBase,0
nRing,3
piPC1,3.4657359027997265
piPC2,4.047427642434349
piPC3,4.6646176446315115
piPC4,5.291103912029735
piPC5,5.815062932825017
piPC6,6.193863152283036
piPC7,6.652530312718983
piPC8,7.0205990532119795
piPC9,7.036996721195018
AATS0Z,23.7
AATS0d,3.35
AATS0i,163.03781756766207
AATS0m,93.56947975000001
AATS0p,1.44045620718205
AATS0s,4.998611111111112
AATS0v,217.19923205117033
AATS1Z,25.595238095238095
AATS1d,4.095238095238095
AATS1i,147.31911124608564
AATS1m,97.37017723809521
AATS1p,1.7414396564285721
AATS1s,3.252645502645503
AATS1v,261.0627927156174
AATS2Z,21.7027027027027
AATS2d,3.7972972972972974
AATS2i,156.93516761600796
AATS2m,81.21854921621622
AATS2p,1.4890962176167704
AATS2s,3.347597597597598
AATS2v,217.66161058351452
AATS3Z,20.0
AATS3d,3.5714285714285716
AATS3i,157.64488666957237
AATS3m,74.13537026373626
AATS3p,1.4196218736597472
AATS3s,3.052503052503052
AATS3v,205.0861529347024
AATS4Z,19.858585858585858
AATS4d,3.292929292929293
AATS4i,159.2610424043732
AATS4m,72.12674014141415
AATS4p,1.3344910993443833
AATS4s,3.67003367003367
AATS4v,196.31463637787266
AATS5Z,18.554455445544555
AATS5d,2.762376237623762
AATS5i,161.34751691424145
AATS5m,66.75297396039602
AATS5p,1.2361099708053367
AATS5s,4.22909790979098
AATS5v,178.312352735832
AATS6Z,14.941176470588236
AATS6d,2.4705882352941178
AATS6i,162.57492060440129
AATS6m,52.83454694117646
AATS6p,1.154613476544382
AATS6s,2.960784313725491
AATS6v,158.57608747527752
AATS7Z,13.053763440860216
AATS7d,2.118279569892473
AATS7i,165.8090084046385
AATS7m,44.07153165591398
AATS7p,1.0542909882901073
AATS7s,3.245519713261648
AATS7v,142.84832540126578
AATS8Z,10.32876712328767
AATS8d,1.8904109589041096
AATS8i,164.59873764191212
AATS8m,32.68197921917806
AATS8p,1.010627032757288
AATS8s,2.8881278538812785
AATS8v,127.7442882216087
AMID_C,1.5104829299226985
AMID_N,0.19740127112752448
AMID_O,0.33281119300205986
AMID_X,0.0
AMID_h,0.5302124641295843
ATS0dv,340.0
ATS0pe,256.9776
ATS0se,315.390744
ATS1dv,328.0
ATS1pe,277.9825
ATS1se,331.3622239999998
ATS2dv,496.0
ATS2pe,485.70640000000003
ATS2se,588.7163200000001
ATS3dv,494.0
ATS3pe,584.8192999999998
ATS3se,713.2474959999997
ATS4dv,532.0
ATS4pe,659.7577
ATS4se,801.5545279999999
ATS5dv,529.0
ATS5pe,671.7176000000001
ATS5se,821.643384
ATS6dv,330.0
ATS6pe,631.0259999999998
ATS6se,785.7493280000001
ATS7dv,212.0
ATS7pe,582.9110000000001
ATS7se,729.5870080000002
ATS8dv,97.0
ATS8pe,441.97749999999985
ATS8se,559.976812
ATSC0Z,308.0
ATSC0c,1.1676427333456445
ATSC0d,25.099999999999998
ATSC0i,57.78679073082506
ATSC0m,1457.6934674999998
ATSC0p,8.931221204405098
ATSC0s,72.73333333333335
ATSC0v,1936.6654024137883
ATSC1Z,19.0
ATSC1c,-0.7669792611148555
ATSC1d,14.095000000000006
ATSC1i,-13.985466771082155
ATSC1m,88.75786712499966
ATSC1p,-1.0618169042561543
ATSC1s,-2.3700000000000006
ATSC1v,-50.36394089117364
ATSC2Z,58.0
ATSC2c,0.16646679312875076
ATSC2d,10.565
ATSC2i,10.964293582925798
ATSC2m,273.8047923749997
ATSC2p,2.769165997342816
ATSC2s,15.829444444444444
ATSC2v,422.954638493596
ATSC3Z,52.0
ATSC3c,0.2735840969024639
ATSC3d,-4.752499999999996
ATSC3i,5.28196880333364
ATSC3m,247.98287668749984
ATSC3p,0.8415536289666481
ATSC3s,-4.672499999999999
ATSC3v,277.32078645938356
ATSC4Z,-134.0
ATSC4c,-0.6281028802228626
ATSC4d,-13.322499999999994
ATSC4i,-13.698549569402509
ATSC4m,-631.8600710625005
ATSC4p,-3.0726314468830225
ATSC4s,-34.558055555555576
ATSC4v,-714.7746360086534
ATSC5Z,-90.0
ATSC5c,0.6175548673036532
ATSC5d,-10.327499999999999
ATSC5i,-2.5383763872247185
ATSC5m,-439.7137496875002
ATSC5p,-1.4569499860967277
ATSC5s,16.585833333333326
ATSC5v,-670.3282818593227
ATSC6Z,12.0
ATSC6c,-0.12525783357183645
ATSC6d,-13.155
ATSC6i,-15.77650677013675
ATSC6m,54.8775131250001
ATSC6p,-2.421230027595755
ATSC6s,-0.1561111111111093
ATSC6v,-158.66480661197633
ATSC7Z,-126.0
ATSC7c,-0.129891236972959
ATSC7d,-11.807500000000006
ATSC7i,7.912396967386643
ATSC7m,-583.9082889374998
ATSC7p,-0.501410424361858
ATSC7s,-20.02861111111112
ATSC7v,-271.40595606190874
ATSC8Z,-126.0
ATSC8c,-0.004252106339505676
ATSC8d,-4.807500000000003
ATSC8i,-3.7251352614631505
ATSC8m,-587.6140609374997
ATSC8p,-0.585602747631658
ATSC8s,-22.159166666666664
ATSC8v,-421.4379605353895
AXp-0d,0.7131759075173858
AXp-1d,0.44450973990819115
AXp-2d,0.27181909235483864
AXp-3d,0.168177891179671
AXp-4d,0.10374648800887305
AXp-5d,0.06508574293239132
AXp-6d,0.04118286340683708
AXp-7d,0.026763198514770995
GATS1Z,0.7386363636363635
GATS1c,1.699800951490161
GATS1d,0.6104154809334092
GATS1i,1.452274714259101
GATS1m,0.7460841134332263
GATS1p,1.2186184522974235
GATS1s,0.5530503906420495
GATS1v,1.0208798960929526
GATS2Z,0.8119296244296244
GATS2c,1.0438666892364965
GATS2d,0.9868633573812857
GATS2i,1.0111878815636408
GATS2m,0.8132361904716673
GATS2p,0.8413089195083193
GATS2s,0.5176877152129215
GATS2v,0.8402267517715344
GATS3Z,0.8376623376623376
GATS3c,1.1022763228376438
GATS3d,1.3659647125782586
GATS3i,1.05103656177123
GATS3m,0.8396336195323688
GATS3p,0.9644089247792227
GATS3s,0.8020164986251144
GATS3v,0.9099674058125131
GATS4Z,1.1428079496261314
GATS4c,1.5119599515579882
GATS4d,1.4046842931305086
GATS4i,1.1659604498683256
GATS4m,1.1378531531272564
GATS4p,1.0995103030990965
GATS4s,1.5830393763482669
GATS4v,1.0602303379524651
GATS5Z,1.1314613604217565
GATS5c,0.9970604643087749
GATS5d,1.1384166305076724
GATS5i,1.0061483899633445
GATS5m,1.128192941069915
GATS5p,1.0143878737864063
GATS5s,1.3989118893557546
GATS5v,1.048595588738475
GATS6Z,0.9608479755538578
GATS6c,0.9983031890441518
GATS6d,1.1348722756034686
GATS6i,1.0700788397675354
GATS6m,0.9624431687093687
GATS6p,1.0704455855742365
GATS6s,0.8866663072194962
GATS6v,1.01393448312453
GATS7Z,1.2178990364474236
GATS7c,1.13894732838649
GATS7d,1.0358565737051793
GATS7i,0.8420696201016489
GATS7m,1.2097250103430177
GATS7p,0.9505956114600544
GATS7s,1.3397125060366828
GATS7v,1.0063897723315132
GATS8Z,1.2592954990215264
GATS8c,0.7322520786061704
GATS8d,0.8620313267478034
GATS8i,0.8609470302270882
GATS8m,1.2537676495183674
GATS8p,1.000823378147263
GATS8s,1.3477565511093248
GATS8v,1.111695032862844
MATS1Z,0.05875077303648732
MATS1c,-0.6255821393792516
MATS1d,0.5348131284386267
MATS1i,-0.23049371654810386
MATS1m,0.05798976527540021
MATS1p,-0.11322686689597333
MATS1s,-0.03103312819169831
MATS1v,-0.024767137334002723
MATS2Z,0.10179010179010178
MATS2c,0.07706299861263204
MATS2d,0.22752234306019165
MATS2i,0.10256055242047653
MATS2m,0.10153203932977964
MATS2p,0.16759706772371613
MATS2s,0.11764147282020788
MATS2v,0.118050401804312
MATS3Z,0.07421150278293134
MATS3c,0.10299104551151661
MATS3d,-0.08322752944266883
MATS3i,0.04017777245586648
MATS3m,0.07477804127582793
MATS3p,0.04141804066837045
MATS3s,-0.028238031446097434
MATS3v,0.06294285354785742
MATS4Z,-0.17578381214744854
MATS4c,-0.2173429716614042
MATS4d,-0.21445531007283986
MATS4i,-0.0957791120218153
MATS4m,-0.17513764320213035
MATS4p,-0.1390030795176751
MATS4s,-0.19197319976421726
MATS4v,-0.14912118137228147
MATS5Z,-0.11572585830011574
MATS5c,0.2094614885924653
MATS5d,-0.16295215178888406
MATS5i,-0.017396667411098247
MATS5m,-0.11946548651332164
MATS5p,-0.0646059348747579
MATS5s,0.09031136844206872
MATS5v,-0.13707920167321558
MATS6Z,0.015278838808250574
MATS6c,-0.042068277945800675
MATS6d,-0.20553081790485117
MATS6i,-0.10706366146672656
MATS6m,0.014763456009212706
MATS6p,-0.1063126698886218
MATS6s,-0.0008417054570071132
MATS6v,-0.032128158385779884
MATS7Z,-0.1759530791788856
MATS7c,-0.04784614086362762
MATS7d,-0.20233046309386127
MATS7i,0.05889203135023284
MATS7m,-0.17228817695901838
MATS7p,-0.024146798364889192
MATS7s,-0.11843890547950159
MATS7v,-0.06027563893962469
MATS8Z,-0.22415940224159403
MATS8c,-0.0019954059708357876
MATS8d,-0.1049500627626481
MATS8i,-0.03532243234944629
MATS8m,-0.22088341241950005
MATS8p,-0.035927697963868084
MATS8s,-0.16693871401127527
MATS8v,-0.11923841340615106
MAXssO,5.150748771730914
MINssO,4.802671721466364
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,3
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,5
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,28.642203284638498
SpAD_D,181.58408338460586
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,1.3564099899218949
SssNH2,0
SsssAs,0
SsssCH,-0.7883796296296304
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,904
TMWC10,121.65930906932486
TSRW10,70.75451626294544
VE1_Dt,4.680158834481887
VE2_Dt,0.2127344924764494
VE3_Dt,2.331789408709767
VR1_Dt,114.88992504267844
VR2_Dt,5.222269320121748
VR3_Dt,5.532431856802474
Xc-3dv,0.5461118360062114
Xc-4dv,0.0
Xc-5dv,0.13679637603894867
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.07856742013183861
Xch-6d,0.35091647671820697
Xch-7d,0.6268524278105505
Xp-0dv,12.588278446863184
Xp-1dv,7.276814169659454
Xp-2dv,5.130823035703785
Xp-3dv,3.9534442731613355
Xp-4dv,3.0210447030378704
Xp-5dv,2.1505411945957733
Xp-6dv,1.3492503492914907
Xp-7dv,0.8913155726534057
Xpc-4d,3.6859896589685244
Xpc-5d,6.5987791559756195
Xpc-6d,10.904340786129154
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,42
nFRing,1
nHBAcc,4
nHBDon,1
nHRing,2
nSpiro,0
naRing,2
piPC10,7.219899373415928
AATS0dv,8.5
AATS0pe,6.42444
AATS0se,7.884768599999999
AATS1dv,7.809523809523809
AATS1pe,6.618630952380952
AATS1se,7.889576761904757
AATS2dv,6.702702702702703
AATS2pe,6.5636
AATS2se,7.955625945945948
AATS3dv,5.428571428571429
AATS3pe,6.426585714285712
AATS3se,7.837884571428568
AATS4dv,5.373737373737374
AATS4pe,6.664219191919192
AATS4se,8.096510383838384
AATS5dv,5.237623762376238
AATS5pe,6.650669306930694
AATS5se,8.13508300990099
AATS6dv,3.235294117647059
AATS6pe,6.186529411764704
AATS6se,7.703424784313727
AATS7dv,2.2795698924731185
AATS7pe,6.267860215053764
AATS7se,7.845021591397852
AATS8dv,1.3287671232876712
AATS8pe,6.054486301369861
AATS8se,7.6709152328767125
AATSC0Z,7.7
AATSC0c,0.029191068333641112
AATSC0d,0.6275
AATSC0i,1.4446697682706264
AATSC0m,36.442336687499996
AATSC0p,0.22328053011012744
AATSC0s,1.8183333333333338
AATSC0v,48.41663506034471
AATSC1Z,0.4523809523809524
AATSC1c,-0.01826141097892513
AATSC1d,0.3355952380952382
AATSC1i,-0.33298730407338467
AATSC1m,2.11328255059523
AATSC1p,-0.02528135486324177
AATSC1s,-0.05642857142857144
AATSC1v,-1.1991414497898485
AATSC2Z,0.7837837837837838
AATSC2c,0.002249551258496632
AATSC2d,0.14277027027027026
AATSC2i,0.14816612949899727
AATSC2m,3.7000647618243203
AATSC2p,0.03742116212625427
AATSC2s,0.2139114114114114
AATSC2v,5.715603222886433
AATSC3Z,0.5714285714285714
AATSC3c,0.003006418647279823
AATSC3d,-0.05222527472527468
AATSC3i,0.05804361322344659
AATSC3m,2.725086557005493
AATSC3p,0.009247842076556573
AATSC3s,-0.05134615384615384
AATSC3v,3.0474811698833357
AATSC4Z,-1.3535353535353536
AATSC4c,-0.006344473537604673
AATSC4d,-0.134570707070707
AATSC4i,-0.1383691875697223
AATSC4m,-6.3824249602272785
AATSC4p,-0.031036681281646692
AATSC4s,-0.3490712682379351
AATSC4v,-7.219945818269226
AATSC5Z,-0.8910891089108911
AATSC5c,0.006114404626768843
AATSC5d,-0.10225247524752475
AATSC5i,-0.02513243947747246
AATSC5m,-4.353601482054457
AATSC5p,-0.014425247387096314
AATSC5s,0.16421617161716165
AATSC5v,-6.636913681775472
AATSC6Z,0.11764705882352941
AATSC6c,-0.001228017976194475
