DLiP-ID,C001PH
DLiP-Mol-ID,32714
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C22H17N3O2/c26-22-16-5-3-4-14-18(24-10-12-27-13-11-24)9-8-15(20(14)16)21-23-17-6-1-2-7-19(17)25(21)22/h1-9H,10-13H2"
Standard Inchi Key(RDKit),WBSRDIWNSCFDCI-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=c1c2cccc3c(N4CCOCC4)ccc(c32)c2nc3ccccc3n12
SMILES(SDF),
MW(SDF),
MW(RDKit),355.397
MW Monoisotopic(RDKit),355.132076784
MolLogP(RDKit),3.4285
XLogP(SDF),
XLogP(CDK),4.258
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),0
HBD Lipinski(RDKit),0
PSA(SDF),
PSA(RDKit),46.84
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),1
nRings(SDF),
nRings(RDKit),6
Aromatic Rings(RDKit),5
nAtoms(SDF),
Heavy Atoms(RDKit),27
QED Weighted(RDKit),0.46218517561145
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,4790503.35694593
qed,0.4621851756114501
Chi0,17.9574546788841
Chi1,13.326499840494927
TPSA,46.84
Chi0n,14.682716914880427
Chi0v,14.682716914880427
Chi1n,9.237621540523984
Chi1v,9.237621540523984
Chi2n,7.0244904587329815
Chi2v,7.0244904587329815
Chi3n,5.604583116407363
Chi3v,5.604583116407363
Chi4n,4.3685754871636755
Chi4v,4.3685754871636755
MolMR,108.19800000000002
MolWt,355.397
fr_SH,0
Kappa1,14.934307330526984
Kappa2,5.408557213633153
Kappa3,1.9722648993143692
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,3
fr_NH1,0
fr_NH2,0
fr_N_O,0
