DLiP-ID,C000B8
DLiP-Mol-ID,30562
Vendor-ID,
Standard Inchi(RDKit),InChI=1S/C6H12N2S4/c1-7(2)5(9)11-12-6(10)8(3)4/h1-4H3
Standard Inchi Key(RDKit),KUAZQDVKQLNFPE-UHFFFAOYSA-N
Canonical SMILES(RDKit),CN(C)C(=S)SSC(=S)N(C)C
SMILES(SDF),
MW(SDF),
MW(RDKit),240.444
MW Monoisotopic(RDKit),239.988332384
MolLogP(RDKit),2.0608
XLogP(SDF),
XLogP(CDK),1.548
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),2
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),0
HBD Lipinski(RDKit),0
PSA(SDF),
PSA(RDKit),6.48
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),0
nRings(SDF),
nRings(RDKit),0
Aromatic Rings(RDKit),0
nAtoms(SDF),
Heavy Atoms(RDKit),12
QED Weighted(RDKit),0.468860771254289
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,295.5292938179993
qed,0.46886077125428943
Chi0,9.723614639131599
Chi1,5.447264862732148
TPSA,6.48
Chi0n,7.527420352855368
Chi0v,10.793406676566272
Chi1n,3.2192312250941826
Chi1v,6.185557720282969
Chi2n,2.4873360870032757
Chi2v,5.884299497010164
Chi3n,0.9145403910008584
Chi3v,5.073827930357984
Chi4n,0.22035968899697111
Chi4v,2.5956096366685335
MolMR,67.75200000000002
MolWt,240.44400000000002
fr_SH,0
Kappa1,12.480000000000002
Kappa2,6.013500198406644
Kappa3,5.18320245841735
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,2
fr_NH0,2
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,158.38689879982147
MolLogP,2.0608
NOCount,2
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,3.6934830872422997
SMR_VSA1,0.0
SMR_VSA2,0.0
SMR_VSA3,9.799819461700956
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,28.19068793070876
SMR_VSA7,0.0
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,92.44737157170921
NHOHCount,0
PEOE_VSA1,9.799819461700956
