DLiP-ID,J000DT
DLiP-Mol-ID,24786
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C20H19N3O/c24-20(16-7-2-1-3-8-16)21-13-15-6-4-9-17(12-15)18-14-23-11-5-10-19(23)22-18/h1-4,6-9,12,14H,5,10-11,13H2,(H,21,24)"
Standard Inchi Key(RDKit),OHOWMSISBAWFED-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=C(NCc1cccc(-c2cn3c(n2)CCC3)c1)c1ccccc1
SMILES(SDF),
MW(SDF),
MW(RDKit),317.392
MW Monoisotopic(RDKit),317.152812228
MolLogP(RDKit),3.4263
XLogP(SDF),
XLogP(CDK),3.859
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),3
HBA Lipinski(RDKit),4
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),46.92
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),4
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),24
QED Weighted(RDKit),0.801198679642144
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,WDR5/Mixed-lineage leukemia 1 (MLL1)
Common Target Pref Name,WDR5/Mixed-lineage leukemia 1 (MLL1)
RDKit Descriptors
Ipc,704597.8811474816
qed,0.8011986796421439
Chi0,16.355160383312146
Chi1,11.792826335683708
TPSA,46.92
Chi0n,13.404605298106231
Chi0v,13.404605298106231
Chi1n,8.28075730818938
Chi1v,8.28075730818938
Chi2n,6.0883994112339614
Chi2v,6.0883994112339614
Chi3n,4.370362012205807
Chi3v,4.370362012205807
Chi4n,3.1085140176413315
Chi4v,3.1085140176413315
MolMR,93.59620000000002
MolWt,317.39199999999994
fr_SH,0
Kappa1,14.695868584110958
Kappa2,6.318088533814179
Kappa3,2.9513837201342854
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,2
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,846.1002914161858
MolLogP,3.426300000000002
NOCount,4
fr_Ar_N,2
fr_COO2,0
fr_urea,0
BalabanJ,1.4732391986577467
SMR_VSA1,4.794537184071822
SMR_VSA2,0.0
SMR_VSA3,14.867866772744893
SMR_VSA4,0.0
SMR_VSA5,25.93115605767717
SMR_VSA6,0.0
SMR_VSA7,77.7454546691615
SMR_VSA8,0.0
SMR_VSA9,11.257379486545457
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,1
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,140.71463512228675
NHOHCount,1
PEOE_VSA1,9.883888251797686
PEOE_VSA2,4.794537184071822
PEOE_VSA3,4.9839785209472085
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,36.39820241076966
PEOE_VSA7,30.183374320007832
PEOE_VSA8,36.83408098975823
PEOE_VSA9,5.693927994848461
RingCount,4
SMR_VSA10,5.907179729351506
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,317.152812228
NumHDonors,1
PEOE_VSA10,5.824404497999927
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,5.907179729351506
PEOE_VSA14,0.0
SlogP_VSA1,5.316788604006331
SlogP_VSA2,15.458257898090068
SlogP_VSA3,19.51033443475116
SlogP_VSA4,0.0
SlogP_VSA5,28.16666628839175
SlogP_VSA6,60.794147187767564
SlogP_VSA7,0.0
SlogP_VSA8,11.257379486545457
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,0
fr_benzene,2
fr_epoxide,0
fr_guanido,0
fr_halogen,0
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,0
fr_nitroso,0
