DLiP-ID,P0004W
AATSC4v,-0.589885223815513
AATSC5Z,-3.1514500537056938
AATSC5c,-0.0035758152533872513
AATSC5d,-0.09239766081871344
AATSC5i,-0.20999283055136464
AATSC5m,-14.377786852315316
AATSC5p,-0.05977411112053683
AATSC5s,-0.1883578074456505
AATSC5v,-10.86918186397555
AATSC6Z,-1.598066595059076
AATSC6c,0.0002901718798825142
AATSC6d,-0.0011695906432748354
AATSC6i,-0.14271263631157924
AATSC6m,-7.498566772365434
AATSC6p,-0.03173422044219997
AATSC6s,-0.1669978231227032
AATSC6v,-8.61476008693627
AATSC7Z,0.5719324766943811
AATSC7c,-0.0009307998687895284
AATSC7d,0.0740740740740741
AATSC7i,-0.12493214878553949
AATSC7m,2.801627115499288
AATSC7p,0.0035262316210617766
AATSC7s,-0.08614801404990181
AATSC7v,4.0261677665476885
AATSC8Z,0.1843112244897956
AATSC8c,0.004396712285954438
AATSC8d,0.04340277777777779
AATSC8i,-0.0038242525770318114
AATSC8m,0.9098481638853468
AATSC8p,0.006336254353484396
AATSC8s,-0.017146509095179008
AATSC8v,0.626242422848829
ATS0are,261.17339999999996
ATS1are,279.579
ATS2are,467.60600000000005
ATS3are,571.7867999999999
ATS4are,598.3788999999999
ATS5are,573.9300000000001
ATS6are,562.6820000000001
ATS7are,471.1307999999999
ATS8are,387.72599999999983
ATSC0dv,167.73544973544975
ATSC0pe,4.898961904761902
ATSC0se,3.31950707142857
ATSC1dv,49.578735197782834
ATSC1pe,0.015939909297050525
ATSC1se,-0.14111926530612234
ATSC2dv,40.238599143361036
ATSC2pe,0.9066671201814034
ATSC2se,0.7286018265306122
ATSC3dv,-4.345427059712777
ATSC3pe,-0.14735374149659988
ATSC3se,-0.2726880153061225
ATSC4dv,-59.05139833711262
ATSC4pe,-0.5236462585034016
ATSC4se,-0.29842159183673417
ATSC5dv,-90.58679768203578
ATSC5pe,-2.2439090702947833
ATSC5se,-1.366306494897958
ATSC6dv,-53.66616276140084
ATSC6pe,-1.2235090702947815
ATSC6se,-0.554005280612245
ATSC7dv,18.430839002267582
ATSC7pe,0.09825442176870891
ATSC7se,-0.18213120918367426
ATSC8dv,30.63063744016125
ATSC8pe,0.6410104308390027
ATSC8se,0.40140665306122425
AXp-0dv,0.5890344098066579
AXp-1dv,0.3302546033581095
AXp-2dv,0.18306580839291217
AXp-3dv,0.101605195104404
AXp-4dv,0.05722445916465434
AXp-5dv,0.028751634546841758
AXp-6dv,0.016500217012790124
AXp-7dv,0.010089576248942278
BertzCT,886.6701939571595
ECIndex,546
ETA_eta,18.00163505871744
GATS1dv,0.5070740446544811
GATS1pe,0.680827911063763
GATS1se,0.7236690344626723
GATS2dv,0.7918366050739402
GATS2pe,0.761691705547158
GATS2se,0.7288858896220394
GATS3dv,0.9936459692173689
GATS3pe,0.9594431147236373
GATS3se,0.9701865709265438
GATS4dv,1.2016518082455363
GATS4pe,1.170661170806838
GATS4se,1.176524138638427
GATS5dv,1.1707031600197895
GATS5pe,1.1562644032099687
GATS5se,1.130818811749001
GATS6dv,1.063495910933728
GATS6pe,1.0543769745500784
GATS6se,0.9809628162237299
GATS7dv,0.9007791306542173
GATS7pe,0.8948139104732048
GATS7se,0.8703851017122831
GATS8dv,0.8756710440193046
GATS8pe,0.8834325369101521
GATS8se,0.854749407689597
LogEE_A,4.100833088238098
LogEE_D,132.5975087825795
MATS1dv,0.2821416486484937
MATS1pe,0.0031058351261267674
MATS1se,-0.04057974583219735
MATS2dv,0.13615561811259239
MATS2pe,0.10504161126353172
MATS2se,0.12457595586060943
MATS3dv,-0.011699679067770228
MATS3pe,-0.013583867825912144
MATS3se,-0.03709870881952453
MATS4dv,-0.15402222257270834
MATS4pe,-0.04676403747343952
MATS4se,-0.03933097403295609
MATS5dv,-0.23876228961148058
MATS5pe,-0.20250086228692102
MATS5se,-0.1819701779461025
MATS6dv,-0.1414494851727767
MATS6pe,-0.11041518795501537
MATS6se,-0.07378464486009767
MATS7dv,0.05697502435878565
MATS7pe,0.010399496506368674
MATS7se,-0.02844952661036599
MATS8dv,0.11983963945492399
MATS8pe,0.08586780289701813
MATS8se,0.07935609426433989
MAXaaCH,1.9097707925124952
MAXaaaC,0.8751079045279984
MAXaasC,0.7584133282942808
MAXdssC,0.03778273050369041
MAXsCH3,1.8001952108003696
MAXssNH,3.2621800988914083
MAXsssN,1.7132687704711516
MDEC-12,2.0453462592633587
MDEC-13,1.193679763332484
MDEC-22,11.415948026586936
MDEC-23,15.791881479614867
MDEC-33,4.089501347147282
MDEN-23,0.25
MDEO-11,0.09999999999999998
MDEO-12,0.447213595499958
MINaaCH,1.461159979423868
MINaaaC,0.5671214953944035
MINaasC,0.7473341233748886
MINdssC,0.03778273050369041
MINsCH3,1.8001952108003696
MINssNH,3.2621800988914083
MINsssN,1.7132687704711516
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.6607142857142858
SM1_Dzi,0.883001233280407
SM1_Dzm,1.6581557966933946
SM1_Dzp,-3.8591084983466093
SM1_Dzv,-1.6780538154894666
SddssSe,0
SpAD_Dt,470.18989868721155
SpAbs_A,31.211140962134785
SpAbs_D,265.19501756515916
SpMAD_A,1.300464206755616
SpMAD_D,11.049792398548298
SpMax_A,2.3976794149465737
SpMax_D,132.5975087825795
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,90.79
TpiPC10,8.333959812789077
VAdjMat,5.700439718141092
VE1_DzZ,4.856601749835074
VE1_Dzi,4.848893365611271
VE1_Dzm,4.856610959045433
VE1_Dzp,4.85810561538247
VE1_Dzv,4.857739933303141
VE2_DzZ,0.2023584062431281
VE2_Dzi,0.2020372235671363
VE2_Dzm,0.20235878996022638
VE2_Dzp,0.20242106730760293
VE2_Dzv,0.20240583055429753
VE3_DzZ,2.455807702263092
VE3_Dzi,2.454219244229179
VE3_Dzm,2.4558095984864394
VE3_Dzp,2.456117308204449
VE3_Dzv,2.4560420328045534
VR1_DzZ,132.18626582688856
VR1_Dzi,132.8522128043601
VR1_Dzm,132.18597212790087
VR1_Dzp,132.50623832797328
VR1_Dzv,132.34930069306174
VR2_DzZ,5.507761076120357
VR2_Dzi,5.535508866848338
VR2_Dzm,5.507748838662536
VR2_Dzp,5.521093263665553
VR2_Dzv,5.514554195544239
VR3_DzZ,5.759680770016735
VR3_Dzi,5.764706065833201
VR3_Dzm,5.759678548157209
VR3_Dzp,5.76209846339242
VR3_Dzv,5.760913382243212
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.11785113019775792
Xch-6dv,0.10143473415137648
Xch-7dv,0.10602780060793543
Xpc-4dv,1.3014254844226925
Xpc-5dv,1.7839410364898522
Xpc-6dv,2.0147739355222107
Zagreb1,122.0
Zagreb2,141.0
fragCpx,124.06
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,1
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,16
nBondsD,2
nBondsM,18
nBondsO,26
nBondsS,26
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,6
naHRing,2
AATS0are,6.218414285714284
AATS1are,6.354068181818182
AATS2are,6.319000000000001
AATS3are,6.148245161290321
AATS4are,6.233113541666666
AATS5are,6.041368421052632
AATS6are,5.922968421052633
AATS7are,5.816429629629629
AATS8are,6.058218749999997
AATSC0dv,3.993701184177375
AATSC0pe,0.1166419501133786
AATSC0se,0.07903588265306119
AATSC1dv,1.1267894363132462
AATSC1pe,0.00036227066584205737
AATSC1se,-0.003207256029684599
AATSC2dv,0.5437648532886626
AATSC2pe,0.012252258380829776
AATSC2se,0.009845970628792057
AATSC3dv,-0.04672502214744921
AATSC3pe,-0.001584448833296773
AATSC3se,-0.0029321291968400272
AATSC4dv,-0.6151187326782565
AATSC4pe,-0.005454648526077101
AATSC4se,-0.0031085582482993143
AATSC5dv,-0.9535452387582714
AATSC5pe,-0.023620095476787194
AATSC5se,-0.01438217363050482
AATSC6dv,-0.5649069764357983
AATSC6pe,-0.012879042845208227
AATSC6se,-0.005831634532760473
AATSC7dv,0.22754122225021706
AATSC7pe,0.00121301755270011
AATSC7se,-0.002248533446712028
AATSC8dv,0.47860371000251956
AATSC8pe,0.010015787981859417
AATSC8se,0.006271978954081629
AETA_eta,0.75006812744656
ATSC0are,5.231914285714283
ATSC1are,-0.0678244897959195
ATSC2are,1.056579591836733
ATSC3are,-0.4844816326530621
ATSC4are,-0.44010408163265424
ATSC5are,-2.1252489795918352
ATSC6are,-1.0550775510204062
ATSC7are,-0.08422040816326393
ATSC8are,0.7739020408163263
BCUTZ-1h,16.004503316545758
BCUTZ-1l,5.675420761779869
BCUTc-1h,0.5010082991204416
BCUTc-1l,-0.4997810903883222
BCUTd-1h,3.2413073493952553
BCUTd-1l,0.9770833353218195
BCUTi-1h,14.544307281661853
BCUTi-1l,10.311404881821398
BCUTm-1h,32.062245963982754
BCUTm-1l,11.68803323507424
BCUTp-1h,2.9363863023942716
BCUTp-1l,0.7204489587116087
BCUTs-1h,7.009364538851442
BCUTs-1l,0.6100818034246854
BCUTv-1h,24.440718718731503
BCUTv-1l,14.697904717419087
BalabanJ,1.370012683990465
Diameter,13
ETA_beta,31.25
GATS1are,0.7051621119532618
GATS2are,0.7638541796272919
GATS3are,0.9900810816000416
GATS4are,1.1790697113503026
GATS5are,1.1303437434162742
GATS6are,1.0185825973212985
GATS7are,0.8861362468318678
GATS8are,0.8671843855294702
HybRatio,0.2222222222222222
Lipinski,True
LogEE_Dt,235.09494934360578
MATS1are,-0.012374353803604167
MATS2are,0.11461967381952952
MATS3are,-0.041819904672264104
MATS4are,-0.03680211968304429
MATS5are,-0.17958699399262418
MATS6are,-0.08915576840001334
MATS7are,-0.008346818943322684
MATS8are,0.09707215878372845
MAXssCH2,0.7799303193499622
MINssCH2,0.6419708207357018
NsssssAs,0
RotRatio,0.23076923076923078
SM1_Dzpe,1.1101591187270503
SM1_Dzse,1.0973664910406058
SMR_VSA1,9.211688121125169
SMR_VSA2,0.0
SMR_VSA3,4.899909730850478
SMR_VSA4,0.0
SMR_VSA5,6.4208216229260096
SMR_VSA6,25.45397339850867
SMR_VSA7,63.141902946548285
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,206.9186458069829
SpAD_Dzi,205.88987110964413
SpAD_Dzm,206.9559484266327
SpAD_Dzp,283.8675553160509
SpAD_Dzv,260.6037886673697
SpAbs_Dt,470.18989868721184
SpDiam_A,4.795235767813228
SpDiam_D,206.7449799510611
SpMAD_Dt,19.591245778633816
SpMax_Dt,235.09494934360578
SsssssAs,0
VE1_Dzpe,4.85122553688443
VE1_Dzse,4.852134616916742
VE2_Dzpe,0.20213439737018457
VE2_Dzse,0.20217227570486426
VE3_Dzpe,2.45470009840046
VE3_Dzse,2.4548874726750545
VMcGowan,251.41999999999996
VR1_Dzpe,132.61008838426463
VR1_Dzse,132.54534445688174
VR2_Dzpe,5.525420349344359
VR2_Dzse,5.522722685703406
VR3_Dzpe,5.7628818935409205
VR3_Dzse,5.762393546551565
mZagreb1,7.277777777777779
mZagreb2,5.361111111111111
n10ARing,0
n10FRing,1
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,8
nBondsKS,36
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.12456938775510198
AATSC1are,-0.0015414656771799886
AATSC2are,0.014278102592388282
AATSC3are,-0.005209479921000668
AATSC4are,-0.004584417517006815
AATSC5are,-0.022371041890440372
AATSC6are,-0.01110607948442533
AATSC7are,-0.0010397581254723942
AATSC8are,0.012092219387755098
AETA_beta,1.3020833333333333
BCUTdv-1h,6.038814662467902
BCUTdv-1l,0.6503252281586657
BCUTpe-1h,3.5223886668682707
BCUTpe-1l,2.2220492214122753
BCUTse-1h,3.734930983466604
BCUTse-1l,2.418055988197037
ETA_alpha,11.633333333333333
ETA_dBeta,0.75
ETA_eta_B,0.26634651683225563
ETA_eta_F,21.55602469870766
ETA_eta_L,5.46922049689136
ETA_eta_R,39.5576597574251
ETA_psi_1,0.5768595041322316
LabuteASA,143.07279257759876
LogEE_DzZ,103.33613337906591
LogEE_Dzi,102.98172727287542
LogEE_Dzm,103.3541375811306
LogEE_Dzp,141.15065909397828
LogEE_Dzv,130.09213760674862
PEOE_VSA1,14.633849271910154
PEOE_VSA2,4.794537184071822
PEOE_VSA3,4.794537184071822
PEOE_VSA4,0.0
PEOE_VSA5,11.336785877934737
PEOE_VSA6,18.19910120538483
PEOE_VSA7,29.999985598776753
PEOE_VSA8,31.589776077428745
PEOE_VSA9,10.564533468384862
SM1_Dzare,1.2038881980944245
SpAD_Dzpe,210.32306855122147
SpAD_Dzse,211.90340359454234
SpAbs_DzZ,205.6623847325601
SpAbs_Dzi,205.1519763385246
SpAbs_Dzm,205.70119674688354
SpAbs_Dzp,286.2154829708939
SpAbs_Dzv,261.8623290289869
SpDiam_Dt,345.2452483115438
SpMAD_DzZ,8.62161024195762
SpMAD_Dzi,8.578744629568506
SpMAD_Dzm,8.623164517776361
SpMAD_Dzp,11.827814804835455
SpMAD_Dzv,10.858491194473737
SpMax_DzZ,103.33613337906591
SpMax_Dzi,102.98172727287542
SpMax_Dzm,103.3541375811306
SpMax_Dzp,141.15065909397828
SpMax_Dzv,130.09213760674862
VE1_Dzare,4.850416645649945
VE2_Dzare,0.2021006935687477
VE3_Dzare,2.4545333449331315
VR1_Dzare,132.6561355444138
VR2_Dzare,5.527338981017241
VR3_Dzare,5.763229070500954
n10AHRing,0
n10FARing,0
n10FHRing,1
n10FaRing,1
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,15
nAromBond,16
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4847222222222222
AETA_dBeta,0.03125
AETA_eta_B,0.011097771534677317
AETA_eta_F,0.8981676957794859
AETA_eta_L,0.22788418737047333
AETA_eta_R,1.648235823226046
BCUTare-1h,3.5742205480569944
BCUTare-1l,2.1727089652411418
ETA_beta_s,15.25
ETA_dPsi_A,0.13714049586776833
ETA_dPsi_B,0.0
ETA_eta_BR,0.5243465168322556
ETA_eta_FL,6.17864654864948
ETA_eta_RL,11.64786704554084
LogEE_Dzpe,105.18642589413494
LogEE_Dzse,105.9799457667542
PEOE_VSA10,5.583020141642242
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,5.907179729351506
SlogP_VSA1,10.94237492308432
SlogP_VSA2,30.944274254704325
SlogP_VSA3,0.0
SlogP_VSA4,0.0
SlogP_VSA5,16.09250600069913
SlogP_VSA6,57.05632037082235
SlogP_VSA7,0.0
SlogP_VSA8,10.969244356107037
SlogP_VSA9,0.0
SpAD_Dzare,208.06285237688007
SpAbs_Dzpe,209.3979359522824
SpAbs_Dzse,210.98893151867514
SpDiam_DzZ,167.55443477786747
SpDiam_Dzi,165.0419164636637
SpDiam_Dzm,167.5836329783174
SpDiam_Dzp,229.06486011099406
SpDiam_Dzv,211.27175410993186
SpMAD_Dzpe,8.763461189634228
SpMAD_Dzse,8.829308483105931
SpMax_Dzpe,105.18642589413494
SpMax_Dzse,105.9799457667542
n10FAHRing,0
n10FaHRing,1
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,24
AETA_beta_s,0.6354166666666666
AETA_eta_BR,0.021847771534677318
AETA_eta_FL,0.25744360619372836
AETA_eta_RL,0.4853277935642017
DetourIndex,2730
EState_VSA1,0.0
EState_VSA2,11.532766048429494
EState_VSA3,18.672532953467393
EState_VSA4,22.37157930577567
EState_VSA5,17.403152946396347
EState_VSA6,18.013948781989278
EState_VSA7,35.711898112773966
EState_VSA8,5.316788604006331
EState_VSA9,4.417150937053347
ETA_beta_ns,16.0
ETA_shape_p,0.10028653295128939
ETA_shape_x,0.0
ETA_shape_y,0.2922636103151863
GhoseFilter,True
LogEE_Dzare,104.05165383954073
SlogP_VSA10,5.687386274683562
SlogP_VSA11,0.0
SpAbs_Dzare,207.05961221180144
SpDiam_Dzpe,169.58085899623092
SpDiam_Dzse,171.04494731847166
SpMAD_Dzare,8.669285515703336
SpMax_Dzare,104.05165383954073
TopoPSA(NO),62.550000000000004
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,5.172339997433654
VSA_EState9,49.71451956224587
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.6666666666666666
EState_VSA10,9.589074368143644
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.015277777777777798
FilterItLogS,-5.090621354368013
SpDiam_Dzare,167.64372890324412
ETA_beta_ns_d,1.0
ETA_epsilon_1,0.6087301587301588
ETA_epsilon_2,0.8402777777777773
ETA_epsilon_3,0.44117647058823567
ETA_epsilon_4,0.5401234567901236
ETA_epsilon_5,0.8186666666666663
AETA_beta_ns_d,0.041666666666666664
ETA_dEpsilon_A,0.16755368814192312
ETA_dEpsilon_B,0.06860670194003515
ETA_dEpsilon_C,-0.09894698620188797
ETA_dEpsilon_D,0.021611111111111025
PetitjeanIndex,0.46153846153846156
TopoShapeIndex,0.8571428571428571
CDK Descriptors
FMFDescriptor,0.875
MDEDescriptor,"0.0,2.0453462592633587,1.193679763332484,0.0,11.415948026586936,15.791881479614867,0.0,4.089501347147282,0.0,0.0,0.09999999999999998,0.447213595499958,0.0,0.0,0.0,0.0,0.0,0.25,0.0"
APolDescriptor,51.188273999999986
BCUTDescriptor,"11.997945964761158,31.97319867841232,-0.28784180866872183,0.292647603056838,4.511712896697636,10.781867064194827"
BPolDescriptor,28.429725999999995
TPSADescriptor,90.79
ALOGPDescriptor,"2.8156,7.927603359999999,91.3178"
XLogPDescriptor,3.0749999999999997
VAdjMaDescriptor,5.700439718141093
WeightDescriptor,342.10381357999995
ChiPathDescriptor,"16.94094682093905,11.647867045540844,10.210441604709786,8.508956183346509,6.869706544253122,4.966983080821566,3.266689794156224,2.100063729755402,14.136825835359788,8.586619687310847,6.4073032937519265,4.5722337796981805,3.2045697132206405,1.7826013419041893,0.9900130207674076,0.585195422438652"
ChiChainDescriptor,"0.0,0.0,0.14433756729740646,0.2222222222222222,0.41189062905046336,0.0,0.0,0.11785113019775793,0.10143473415137648,0.10602780060793543"
AtomCountDescriptor,42
BondCountDescriptor,26
SmallRingDescriptor,"3,3,2,2,0,0,1,2,0,0,0"
ChiClusterDescriptor,"1.3529102482081585,0.0,0.3683905718408463,0.0,0.631909779592574,0.0,0.1023934012061179,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,3,10,1,2,1,0,0"
ZagrebIndexDescriptor,122.0
LargestChainDescriptor,14
MannholdLogPDescriptor,2.78
WeightedPathDescriptor,"48.81292068331007,2.0338716951379197,17.449361630699535,8.161376306411409,6.298148061503236"
FractionalPSADescriptor,0.26538727835247894
WienerNumbersDescriptor,"1550.0,34.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"3.3085073005797976,5.116536620306122,6.787388386035423,1.3014254844226927,1.783941036489852,1.8743069901535638"
FractionalCSP3Descriptor,0.2222222222222222
KierHallSmartsDescriptor,"0,0,0,0,0,0,1,0,3,0,0,8,0,0,0,1,2,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,12
PetitjeanNumberDescriptor,0.46153846153846156
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"18.781065088757398,9.08734693877551,5.019259259259259"
AromaticAtomsCountDescriptor,15
AromaticBondsCountDescriptor,16
FragmentComplexityDescriptor,1384.06
HBondAcceptorCountDescriptor,4
HybridizationRatioDescriptor,0.2222222222222222
AutocorrelationDescriptorMass,"33.17112074762581,31.49884798353844,43.828655797831544,42.32368213881758,38.46375350003283"
PetitjeanShapeIndexDescriptor,"0.8571428571428571,NaN"
RotatableBondsCountDescriptor,7
AutocorrelationDescriptorCharge,"0.5143444149488616,-0.3203113298139669,0.10204501102640988,-0.10931756652677894,0.1672726960277007"
EccentricConnectivityIndexDescriptor,546
AutocorrelationDescriptorPolarizability,"1650.199505351088,1887.0300994109355,2493.4198553824895,2297.7069452840988,1983.5501653720723"
