DLiP-ID,T001JS
MIC3,40.63887982780413
MIC4,40.76500947522994
MIC5,40.76500947522994
MPC2,31
MPC3,39
MPC4,47
MPC5,48
MPC6,49
MPC7,50
MPC8,50
MPC9,50
Mare,0.9945263157894741
NaaN,2
NaaO,1
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.18371116796795667
RPCG,0.1410769546030785
SIC0,0.3079975022396125
SIC1,0.6913624981933831
SIC2,0.8482375213886487
SIC3,0.9460694998939921
SIC4,0.9699129348799834
SIC5,0.9699129348799834
SaaN,7.787266712844122
SaaO,5.213826733631929
SaaS,0
Sare,37.792000000000016
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,61.42124551085626
TIC1,137.87237048922157
TIC2,169.1565830043659
TIC3,188.66635800869278
TIC4,193.4212455108563
TIC5,193.4212455108563
Vabc,255.9986703981593
WPol,26
apol,43.392687999999985
bpol,22.075311999999997
nRot,6
ABCGG,13.838978445679011
ATS0Z,916.0
ATS0d,126.0
ATS0i,6203.2549526729845
ATS0m,3621.2031579999993
ATS0p,57.86261447758401
ATS0s,159.3611111111111
ATS0v,8679.648585699611
ATS1Z,1053.0
ATS1d,157.0
ATS1i,5956.685342444798
ATS1m,4025.489535999999
ATS1p,71.94921695000002
ATS1s,136.80555555555554
ATS1v,10716.73512934948
ATS2Z,1448.0
ATS2d,232.0
ATS2i,10298.133284777743
ATS2m,5393.915422999999
ATS2p,103.48354055454698
ATS2s,212.11111111111114
ATS2v,14994.21991865195
ATS3Z,1331.0
ATS3d,232.0
ATS3i,13196.838195212937
ATS3m,4775.757218
ATS3p,105.52495356473501
ATS3s,239.63888888888894
ATS3v,14431.326522569236
ATS4Z,1271.0
ATS4d,210.0
ATS4i,12994.733766662037
ATS4m,4541.906556000001
ATS4p,95.352140867584
ATS4s,249.5277777777778
ATS4v,13173.625106943955
ATS5Z,1098.0
ATS5d,192.0
ATS5i,11452.069046059689
ATS5m,3896.1849569999995
ATS5p,85.466637233037
ATS5s,202.08333333333337
ATS5v,11767.252021029935
ATS6Z,1009.0
ATS6d,171.0
ATS6i,10131.05630817874
ATS6m,3594.1101589999994
ATS6p,73.58850926849001
ATS6s,199.75000000000006
ATS6v,10291.788820859303
ATS7Z,923.0
ATS7d,148.0
ATS7i,8362.431658016942
ATS7m,3336.1413979999993
ATS7p,64.654733027943
ATS7s,184.58333333333337
ATS7v,9304.591625504176
ATS8Z,876.0
ATS8d,135.0
ATS8i,7613.763412633443
ATS8m,3165.7401649999997
ATS8p,61.388078300245
ATS8s,182.5
ATS8v,8801.746882227588
C1SP1,0
C1SP2,3
C1SP3,2
C2SP1,0
C2SP2,8
C2SP3,1
C3SP2,1
C3SP3,0
C4SP3,0
FCSP3,0.1875
GGI10,0.053667993061932456
JGI10,0.004878908460175678
JGT10,0.306284206284107
Kier1,16.84375
Kier2,8.74089490114464
Kier3,4.996712689020382
MAXdO,11.997897140337615
MID_C,32.96211799490999
MID_N,8.202419159697746
MID_O,3.822246956391184
MID_X,0.0
MID_h,12.02466611608893
MINdO,11.997897140337615
MPC10,49
MWC01,24.0
MWC02,4.709530201312334
MWC03,5.5254529391317835
MWC04,6.3578422665081
MWC05,7.1891677384203225
MWC06,8.027802848370312
MWC07,8.866017398810255
MWC08,9.708506197595383
MWC09,10.550983387676984
MWC10,11.396335467360853
NaaCH,9
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,3
NaasN,1
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,2.3582
SRW02,3.8918202981106265
SRW03,0.0
SRW04,5.153291594497779
SRW05,3.044522437723423
SRW06,6.588926477533519
SRW07,5.209486152841421
SRW08,8.101980731853192
SRW09,7.13966033596492
SRW10,9.658162296163171
SaaCH,16.603762489802143
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,1.7775992319435683
SaasN,1.9680206496178718
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.22540532879818542
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.8310022990677752
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.702360798872553
VE1_D,4.621832490660484
VE2_A,0.16828912722147968
VE2_D,0.21008329503002202
VE3_A,2.097428030294039
VE3_D,2.3192486298159825
VR1_A,425.8463745714328
VR1_D,118.9596369171047
VR2_A,19.35665338961058
VR2_D,5.407256223504759
VR3_A,6.842536018521749
VR3_D,5.567241610368814
WPath,1290
Xc-3d,0.9398264056274472
Xc-4d,0.0
Xc-5d,0.20118446353109126
Xc-6d,0.0
Xp-0d,15.200459844932896
Xp-1d,10.826499840494924
Xp-2d,9.14352532544162
Xp-3d,7.6315648394059945
Xp-4d,6.037338429584796
Xp-5d,4.034317612009902
Xp-6d,2.669197851112458
Xp-7d,1.8338365755944839
ZMIC0,71.99967542175742
ZMIC1,37.6156027829225
ZMIC2,26.94379652915216
ZMIC3,22.510188414527153
ZMIC4,22.056954136259495
ZMIC5,22.056954136259495
nAcid,0
nAtom,38
nBase,0
nRing,3
piPC1,3.5263605246161616
piPC2,4.060443010546419
piPC3,4.605170185988092
piPC4,5.119489699008338
piPC5,5.350375992994279
piPC6,5.5704891489296005
piPC7,5.833347679010845
piPC8,6.077857243170696
piPC9,6.306845379888602
AATS0Z,24.105263157894736
AATS0d,3.3157894736842106
AATS0i,163.24355138613117
AATS0m,95.29481994736841
AATS0p,1.522700380989053
AATS0s,4.193713450292397
AATS0v,228.41180488683187
AATS1Z,26.325
AATS1d,3.925
AATS1i,148.91713356111995
AATS1m,100.63723839999997
AATS1p,1.7987304237500006
AATS1s,3.4201388888888884
AATS1v,267.918378233737
AATS2Z,21.939393939393938
AATS2d,3.515151515151515
AATS2i,156.03232249663247
AATS2m,81.72599125757574
AATS2p,1.567932432644651
AATS2s,3.213804713804714
AATS2v,227.1851502826053
AATS3Z,16.23170731707317
AATS3d,2.8292682926829267
AATS3i,160.93705116113338
AATS3m,58.240941682926824
AATS3p,1.2868896776187198
AATS3s,2.922425474254743
AATS3v,175.99178686060043
AATS4Z,16.088607594936708
AATS4d,2.6582278481012658
AATS4i,164.49030084382326
AATS4m,57.49248805063292
AATS4p,1.2069891249061266
AATS4s,3.158579465541491
AATS4v,166.754748189164
AATS5Z,15.685714285714285
AATS5d,2.742857142857143
AATS5i,163.60098637228126
AATS5m,55.65978509999999
AATS5p,1.2209519604719572
AATS5s,2.8869047619047623
AATS5v,168.10360030042764
AATS6Z,16.540983606557376
AATS6d,2.80327868852459
AATS6i,166.08289029801213
AATS6m,58.919838672131135
AATS6p,1.2063690044014757
AATS6s,3.2745901639344273
AATS6v,168.71784952228364
AATS7Z,18.098039215686274
AATS7d,2.9019607843137254
AATS7i,163.96924819641063
AATS7m,65.41453721568627
AATS7p,1.267739863293
AATS7s,3.619281045751635
AATS7v,182.44297304910148
AATS8Z,18.638297872340427
AATS8d,2.872340425531915
AATS8i,161.99496622624346
AATS8m,67.35617372340425
AATS8p,1.3061293255371276
AATS8s,3.882978723404255
AATS8v,187.27121026016144
AMID_C,1.4982780906777267
AMID_N,0.3728372345317157
AMID_O,0.17373849801778107
AMID_X,0.0
AMID_h,0.5465757325494969
ATS0dv,320.0
ATS0pe,242.11360000000002
ATS0se,295.6536559999999
ATS1dv,325.0
ATS1pe,265.3881
ATS1se,314.9744719999999
ATS2dv,424.0
ATS2pe,430.00970000000007
ATS2se,517.571956
ATS3dv,338.0
ATS3pe,507.42619999999994
ATS3se,626.8982319999999
ATS4dv,328.0
ATS4pe,498.05479999999983
ATS4se,615.8400560000001
ATS5dv,261.0
ATS5pe,437.8425
ATS5se,541.636948
ATS6dv,261.0
ATS6pe,390.8812000000001
ATS6se,480.928908
ATS7dv,244.0
ATS7pe,331.24760000000003
ATS7se,405.40841599999993
ATS8dv,240.0
ATS8pe,308.6712
ATS8se,376.72525199999995
ATSC0Z,275.5789473684211
ATSC0c,0.7501136831655323
ATSC0d,18.210526315789483
ATSC0i,61.213388487127524
ATSC0m,1310.3750290526318
ATSC0p,8.311946796917054
ATSC0s,44.149853801169606
ATSC0v,1827.0857047683157
ATSC1Z,19.337950138504123
ATSC1c,-0.2899283451620206
ATSC1d,4.357340720221609
ATSC1i,-12.373943568107666
ATSC1m,88.74794857617762
ATSC1p,-0.6400976503859417
ATSC1s,1.2494228993536465
ATSC1v,-49.43989774846666
ATSC2Z,-30.110803324099763
ATSC2c,-0.12746747920730034
ATSC2d,-3.5235457063711886
ATSC2i,-1.1877500521285622
ATSC2m,-146.85963356509657
ATSC2p,-1.323374222299663
ATSC2s,2.445867959372114
ATSC2v,-261.5477059589562
ATSC3Z,3.487534626038779
ATSC3c,-0.02787156066291365
ATSC3d,-1.9279778393351799
ATSC3i,-1.8008091512949407
ATSC3m,11.191508096952884
ATSC3p,-1.2683911424695868
ATSC3s,6.222683902739307
ATSC3v,-164.5700368312439
ATSC4Z,3.7700831024930808
ATSC4c,0.18213787259725658
ATSC4d,-0.4376731301939064
ATSC4i,8.620330086183868
ATSC4m,16.927755390581652
ATSC4p,0.7044797291688607
ATSC4s,-2.2706024930747937
ATSC4v,77.03447572295742
ATSC5Z,-33.54016620498614
ATSC5c,-0.20444933928138748
ATSC5d,-1.8614958448753463
ATSC5i,-12.820332693603975
ATSC5m,-153.5149996759003
ATSC5p,-0.5254142925293622
ATSC5s,-12.866689750692519
ATSC5v,-94.62320361905185
ATSC6Z,-44.32409972299169
ATSC6c,0.12704384658484108
ATSC6d,-2.916897506925208
ATSC6i,2.3270699398841073
ATSC6m,-206.1066155844875
ATSC6p,0.03270440002462355
ATSC6s,-8.532952446906743
ATSC6v,-99.74207000618784
ATSC7Z,-36.11911357340721
ATSC7c,-0.027138344985289026
ATSC7d,-3.75623268698061
ATSC7i,3.7254811463198
ATSC7m,-166.2916357811633
ATSC7p,-0.15129306293451872
ATSC7s,-6.7150084641428185
ATSC7v,-48.51818403583787
ATSC8Z,-52.005540166205
ATSC8c,0.03295093358848358
ATSC8d,-2.839335180055402
ATSC8i,-2.6936026634573147
ATSC8m,-244.0478799861494
ATSC8p,-0.06721737196798606
ATSC8s,-6.705813327177599
ATSC8v,-191.11863993826023
AXp-0d,0.6909299929514953
AXp-1d,0.4511041600206218
AXp-2d,0.2949524298529555
AXp-3d,0.19568114972835884
AXp-4d,0.12845400914010205
AXp-5d,0.08404828358353962
AXp-6d,0.0544734255329073
AXp-7d,0.03667673151188968
GATS1Z,0.718305958747135
GATS1c,1.4309774127044168
GATS1d,0.7619219653179187
GATS1i,1.3643666704655482
GATS1m,0.7244745312235874
GATS1p,1.0838596946354468
GATS1s,0.53396898852592
GATS1v,0.9481300651744362
GATS2Z,0.9286510058568881
GATS2c,1.2442593179932708
GATS2d,1.2159966719215267
GATS2i,1.1311634595506812
GATS2m,0.9319724987927609
GATS2p,1.0574570076647467
GATS2s,0.6243085523513356
GATS2v,1.003926980304672
GATS3Z,0.9627624885874525
GATS3c,0.9715247823486435
GATS3d,1.077840828986324
GATS3i,0.9704001706662672
GATS3m,0.9658497975820619
GATS3p,1.0595540433613202
GATS3s,0.8458619532467486
GATS3v,1.0336955037855535
GATS4Z,1.0239662608426567
GATS4c,0.9893616567534673
GATS4d,0.9773176263993556
GATS4i,0.8638530219214319
GATS4m,1.0205530588733251
GATS4p,0.9152686421530544
GATS4s,1.3029042225460519
GATS4v,0.9403701747332273
GATS5Z,1.0750613881916402
GATS5c,1.145087686003105
GATS5d,1.0594343517753917
GATS5i,1.0591311405115673
GATS5m,1.0704625171640316
GATS5p,0.991146503304874
GATS5s,1.233470442003978
GATS5v,0.9922660835866477
GATS6Z,1.130228619018397
GATS6c,1.142733112248164
GATS6d,1.1657822420164874
GATS6i,0.9547205678049467
GATS6m,1.1228008471628286
GATS6p,0.9126619216789299
GATS6s,1.483578464569269
GATS6v,0.9546736530580513
GATS7Z,1.114907727797001
GATS7c,1.4000098469733484
GATS7d,1.274849824322792
GATS7i,0.9410311103775199
GATS7m,1.1054151238269818
GATS7p,0.9404674681975826
GATS7s,1.846824621531974
GATS7v,0.9302364858633656
GATS8Z,1.1669436633454153
GATS8c,1.2233663757596096
GATS8d,1.1888144139712207
GATS8i,1.0062326691884789
GATS8m,1.1570900210314006
GATS8p,0.9511099744892211
GATS8s,2.1894926442380003
GATS8v,0.9907063036161726
MATS1Z,0.06666348357524815
MATS1c,-0.36718691324437325
MATS1d,0.22731213872832373
MATS1i,-0.19203717814403096
MATS1m,0.06434077976006848
MATS1p,-0.07315888596546233
MATS1s,0.026884613474179156
MATS1v,-0.02570645850846888
MATS2Z,-0.06290946130518331
MATS2c,-0.09783899222663417
MATS2d,-0.11140304781923266
MATS2i,-0.011171675143637611
MATS2m,-0.06452774566317662
MATS2p,-0.091668384395089
MATS2s,0.03189652707012839
MATS2v,-0.08241981902374923
MATS3Z,0.005864651847435201
MATS3c,-0.0172188421269492
MATS3d,-0.04906245594247846
MATS3i,-0.01363298674750245
MATS3m,0.003957881152577221
MATS3p,-0.07071640755208136
MATS3s,0.06531579463848351
MATS3v,-0.04174087904610448
MATS4Z,0.006580537853806664
MATS4c,0.1167964592943413
MATS4d,-0.011560693641618507
MATS4i,0.06773825125574867
MATS4m,0.006213842936354841
MATS4p,0.04076826710691105
MATS4s,-0.024738214216776216
MATS4v,0.020280689540717028
MATS5Z,-0.0660700643893921
MATS5c,-0.147959951500888
MATS5d,-0.05549132947976876
MATS5i,-0.1136942317446027
MATS5m,-0.06359760546568473
MATS5p,-0.03431505381682522
MATS5s,-0.15820606037669793
MATS5v,-0.028114106432211256
MATS6Z,-0.10019536875853172
MATS6c,0.10550676536167446
MATS6d,-0.09978205249692026
MATS6i,0.023681912769622716
MATS6m,-0.09798285397046308
MATS6p,0.0024510783454221637
MATS6s,-0.12039925986987195
MATS6v,-0.03400738350915442
MATS7Z,-0.09765724471606826
MATS7c,-0.026956884122903636
MATS7d,-0.15368922135328114
MATS7i,0.04534708445100404
MATS7m,-0.09455580960520363
MATS7p,-0.013562185525688978
MATS7s,-0.11332630142972305
MATS7v,-0.0197860470896699
MATS8Z,-0.15257708499260442
MATS8c,0.035516190340253516
MATS8d,-0.12606075513466974
MATS8i,-0.03557728893264405
MATS8m,-0.15057926383525347
MATS8p,-0.00653829501587993
MATS8s,-0.12280270367099401
MATS8v,-0.08457263562614221
MAXaaN,3.968383650359869
MAXaaO,5.213826733631929
MINaaN,3.818883062484253
MINaaO,5.213826733631929
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,3
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,7
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,29.235754876607377
SpAD_D,242.8232527950392
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,2.212696738219826
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,459
TMWC10,118.33163844518633
TSRW10,70.78785032468805
VE1_Dt,4.605719349060672
VE2_Dt,0.2093508795027578
VE3_Dt,2.3157562283085884
VR1_Dt,120.61637352854886
VR2_Dt,5.482562433115858
VR3_Dt,5.581072402676884
Xc-3dv,0.36324891251593144
Xc-4dv,0.0
Xc-5dv,0.0328180119503279
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.2621886974951644
Xch-6d,0.34020690871988585
Xch-7d,0.38275700785488515
Xp-0dv,11.975610133693879
Xp-1dv,7.088373194693571
Xp-2dv,4.852392586453807
Xp-3dv,3.23893731535095
Xp-4dv,2.0937988772173903
Xp-5dv,1.2024612527152585
Xp-6dv,0.6286274451823405
Xp-7dv,0.3587568942567491
Xpc-4d,2.3527896300685818
Xpc-5d,3.352269771632012
Xpc-6d,4.10272330998619
n3Ring,0
n4Ring,0
n5Ring,2
n6Ring,1
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,40
nFRing,0
nHBAcc,5
nHBDon,1
nHRing,2
nSpiro,0
naRing,3
piPC10,6.438351469808369
AATS0dv,8.421052631578947
AATS0pe,6.37141052631579
AATS0se,7.78035936842105
AATS1dv,8.125
AATS1pe,6.6347025
AATS1se,7.874361799999997
AATS2dv,6.424242424242424
AATS2pe,6.515298484848486
AATS2se,7.841999333333334
AATS3dv,4.121951219512195
AATS3pe,6.188124390243901
AATS3se,7.645100390243901
AATS4dv,4.151898734177215
AATS4pe,6.304491139240504
AATS4se,7.795443746835445
AATS5dv,3.7285714285714286
AATS5pe,6.254892857142857
AATS5se,7.737670685714285
AATS6dv,4.278688524590164
AATS6pe,6.407888524590166
AATS6se,7.884080459016393
AATS7dv,4.784313725490196
AATS7pe,6.495050980392158
AATS7se,7.949184627450979
AATS8dv,5.1063829787234045
AATS8pe,6.567472340425532
AATS8se,8.01543089361702
AATSC0Z,7.252077562326871
AATSC0c,0.01973983376751401
AATSC0d,0.4792243767313022
AATSC0i,1.6108786443980927
AATSC0m,34.48355339612189
AATSC0p,0.218735442024133
AATSC0s,1.161838257925516
AATSC0v,48.08120275706094
AATSC1Z,0.4834487534626031
AATSC1c,-0.007248208629050515
AATSC1d,0.10893351800554023
AATSC1i,-0.30934858920269165
AATSC1m,2.2186987144044403
AATSC1p,-0.01600244125964854
AATSC1s,0.03123557248384116
AATSC1v,-1.2359974437116665
AATSC2Z,-0.45622429278939036
AATSC2c,-0.0019313254425348536
AATSC2d,-0.05338705615713922
AATSC2i,-0.017996212911038822
AATSC2m,-2.225145963107524
AATSC2p,-0.020051124580297924
AATSC2s,0.03705860544503203
AATSC2v,-3.962844029681155
AATSC3Z,0.04253091007364365
AATSC3c,-0.00033989708125504455
AATSC3d,-0.023511924869941216
AATSC3i,-0.021961087210913912
AATSC3m,0.13648180606040103
AATSC3p,-0.015468184664263255
AATSC3s,0.07588638905779643
AATSC3v,-2.006951668673706
AATSC4Z,0.04772257091763393
AATSC4c,0.0023055426911045137
AATSC4d,-0.005540166204986157
AATSC4i,0.10911810235675783
AATSC4m,0.21427538469090698
AATSC4p,0.00891746492618811
AATSC4s,-0.028741803709807515
AATSC4v,0.9751199458602205
AATSC5Z,-0.47914523149980204
AATSC5c,-0.002920704846876964
