DLiP-ID,T003HK
DLiP-Mol-ID,20294
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C10H8O3/c1-12-8-4-2-7-3-5-10(11)13-9(7)6-8/h2-6H,1H3"
Standard Inchi Key(RDKit),LIIALPBMIOVAHH-UHFFFAOYSA-N
Canonical SMILES(RDKit),COc1ccc2ccc(=O)oc2c1
SMILES(SDF),
MW(SDF),
MW(RDKit),176.171
MW Monoisotopic(RDKit),176.047344116
MolLogP(RDKit),1.8016
XLogP(SDF),
XLogP(CDK),2.565
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),3
HBA Lipinski(RDKit),3
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),0
HBD Lipinski(RDKit),0
PSA(SDF),
PSA(RDKit),39.44
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),1
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),13
QED Weighted(RDKit),0.621752806792976
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,CRM1/Rev
Common Target Pref Name,CRM1/Rev
RDKit Descriptors
Ipc,1243.8314881968856
qed,0.6217528067929762
Chi0,9.259148545064338
Chi1,6.292024997884274
TPSA,39.44
Chi0n,7.111496217339719
Chi0v,7.111496217339719
Chi1n,3.873462345627134
Chi1v,3.873462345627134
Chi2n,2.6581875439756124
Chi2v,2.6581875439756124
Chi3n,1.83025475077222
Chi3v,1.83025475077222
Chi4n,1.1679562658154667
Chi4v,1.1679562658154667
MolMR,49.03600000000002
MolWt,176.17099999999996
fr_SH,0
Kappa1,7.857386378147379
Kappa2,2.9356784233252684
Kappa3,1.4021561421113946
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,0
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,484.73899475620004
MolLogP,1.8016
NOCount,3
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,2.746434018430034
SMR_VSA1,9.154013890853395
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,7.109797541277533
SMR_VSA7,40.75195884545786
SMR_VSA8,0.0
SMR_VSA9,5.749511833283905
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,1
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,74.55789391918846
NHOHCount,0
PEOE_VSA1,9.154013890853395
PEOE_VSA2,0.0
PEOE_VSA3,4.794537184071822
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,0.0
PEOE_VSA7,18.19910120538483
PEOE_VSA8,17.518958351388015
PEOE_VSA9,7.109797541277533
RingCount,2
SMR_VSA10,10.969244356107037
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,176.047344116
