DLiP-ID,C003DX
ATSC5se,0.29867383203125003
ATSC6dv,12.484953703703702
ATSC6pe,0.7732664062500001
ATSC6se,0.5154175390624995
ATSC7dv,20.855709876543212
ATSC7pe,-0.1335234375000001
ATSC7se,-0.18737498437500008
ATSC8dv,0.0
ATSC8pe,0.0
ATSC8se,0.0
AXp-0dv,0.5726142165227279
AXp-1dv,0.2874264668154216
AXp-2dv,0.15297562109660656
AXp-3dv,0.07625015037800602
AXp-4dv,0.03874088558822114
AXp-5dv,0.021760911476754883
AXp-6dv,0.012244583680078896
AXp-7dv,0.005836827838808913
BertzCT,396.23994574764356
ECIndex,107
ETA_eta,4.908398627869365
GATS1dv,0.49513205547980293
GATS1pe,0.8839625176189515
GATS1se,0.9388033738391495
GATS2dv,0.7353859782621041
GATS2pe,0.5329989243417673
GATS2se,0.6391704772835103
GATS3dv,1.3220560629389804
GATS3pe,1.5174036560024893
GATS3se,1.5429911261874243
GATS4dv,1.4395393474088292
GATS4pe,1.1811039919254378
GATS4se,1.1450324738398723
GATS5dv,1.229542641029427
GATS5pe,0.9496062226017955
GATS5se,0.7447028913900443
GATS6dv,0.7646537723313155
GATS6pe,0.4081231115171102
GATS6se,0.2391555616029201
GATS7dv,0.036173040011811604
GATS7pe,1.554240742042021
GATS7se,1.738687768384582
LogEE_A,3.3523429773633833
LogEE_D,26.738173664531487
MATS1dv,0.23595707292218523
MATS1pe,-0.18987529296027333
MATS1se,-0.20931200030131783
MATS2dv,0.13436836307056296
MATS2pe,0.303427079560872
MATS2se,0.24383332224968543
MATS3dv,-0.3298601590348231
MATS3pe,-0.49098487205998986
MATS3se,-0.46992977428559746
MATS4dv,-0.45072457932342774
MATS4pe,-0.20224963428111473
MATS4se,-0.1630119122379154
MATS5dv,-0.3737729370388458
MATS5pe,0.0717335394561171
MATS5se,0.21859626057552192
MATS6dv,0.31852945518972386
MATS6pe,0.5564084041880404
MATS6se,0.4903973330378859
MATS7dv,1.3302327870466069
MATS7pe,-0.24019394280092776
MATS7se,-0.44569783549979863
MAXaaCH,1.7371296296296297
MAXaaaC,0.689814814814815
MAXaasC,0.6303703703703709
MAXsNH2,5.319769463340892
MDEC-22,1.6509636244473134
MDEC-23,6.447419590941252
MDEC-33,2.8039657955522017
MDEN-12,0.4999999999999999
MINaaCH,1.705108024691358
MINaaaC,0.6591666666666669
MINaasC,0.1687654320987657
MINsNH2,5.319769463340892
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.1827731092436975
SM1_Dzi,0.7552942693890363
SM1_Dzm,1.195450703340925
SM1_Dzp,-1.8847129465743477
SM1_Dzv,-0.9543551048072738
SddssSe,0
SpAD_Dt,140.3655670053188
SpAbs_A,13.899856008705225
SpAbs_D,53.476347329038
SpMAD_A,1.2636232735186568
SpMAD_D,4.861486120821637
SpMax_A,2.3862022299039913
SpMax_D,26.738173664519003
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,52.05
TpiPC10,7.354899514167472
VAdjMat,4.584962500721156
VE1_DzZ,3.273579349813124
VE1_Dzi,3.263942222139442
VE1_Dzm,3.273852516130921
VE1_Dzp,3.251778714439294
VE1_Dzv,3.2528538075219298
VE2_DzZ,0.297598122710284
VE2_Dzi,0.29672202019449473
VE2_Dzm,0.2976229560119019
VE2_Dzp,0.29561624676720855
VE2_Dzv,0.2957139825019936
VE3_DzZ,1.281194168462435
VE3_Dzi,1.2782459151990953
VE3_Dzm,1.2812776107413464
VE3_Dzp,1.2745123231842785
VE3_Dzv,1.2748428854685572
VR1_DzZ,42.66547192902219
VR1_Dzi,43.128683714993045
VR1_Dzm,42.649750865247825
VR1_Dzp,43.446464044350876
VR1_Dzv,43.49552540056601
VR2_DzZ,3.8786792662747445
VR2_Dzi,3.9207894286357314
VR2_Dzm,3.8772500786588933
VR2_Dzp,3.949678549486443
VR2_Dzv,3.954138672778728
VR3_DzZ,3.848700153000236
VR3_Dzi,3.8594984709859124
VR3_Dzm,3.84833161234741
VR3_Dzp,3.866839648327354
VR3_Dzv,3.8679682482532582
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.02282177322938192
Xch-6dv,0.06358473196833915
Xch-7dv,0.0848735602999706
Xpc-4dv,0.5083310050644524
Xpc-5dv,0.6294967715663103
Xpc-6dv,0.6856092938377404
Zagreb1,58.0
Zagreb2,67.0
fragCpx,34.04
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,1
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,10
nBondsD,0
nBondsM,10
nBondsO,12
nBondsS,7
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,4
naHRing,1
AATS0are,6.691168749999999
AATS1are,6.771058823529412
AATS2are,6.7982653846153855
AATS3are,6.6876428571428574
AATS4are,6.489004545454546
AATS5are,6.533230769230769
AATS6are,5.680210000000001
AATS7are,5.533000000000001
AATSC0dv,3.919560185185185
AATSC0pe,0.13897460937499997
AATSC0se,0.10510202734374999
AATSC1dv,0.9248479484386346
AATSC1pe,-0.026387844669117668
AATSC1se,-0.02199911557904411
AATSC2dv,0.5266648860398859
AATSC2pe,0.042168659855769224
AATSC2se,0.02562737650240384
AATSC3dv,-1.2929067460317458
AATSC3pe,-0.06823443080357143
AATSC3se,-0.049390571986607124
AATSC4dv,-1.766642115600449
AATSC4pe,-0.028107563920454524
AATSC4se,-0.017132882457386357
AATSC5dv,-1.4650255223171889
AATSC5pe,0.009969140625000022
AATSC5se,0.022974910156250004
AATSC6dv,1.2484953703703703
AATSC6pe,0.07732664062500001
AATSC6se,0.05154175390624995
AATSC7dv,5.213927469135803
AATSC7pe,-0.03338085937500002
AATSC7se,-0.04684374609375002
AETA_eta,0.4462180570790332
ATSC0are,2.149893749999999
ATSC1are,-0.5026183593749995
ATSC2are,1.3424851562499995
ATSC3are,-1.7521328124999989
ATSC4are,-0.6529039062499997
ATSC5are,-0.13676367187499963
ATSC6are,0.5611726562499993
ATSC7are,0.06581406249999966
ATSC8are,0.0
BCUTZ-1h,17.001101748084412
BCUTZ-1l,5.696110193219149
BCUTc-1h,0.4375229580883963
BCUTc-1l,-0.4942004343586128
BCUTd-1h,3.1957787333393535
BCUTd-1l,0.9929429295069664
BCUTi-1h,14.550786510912333
BCUTi-1l,10.957843133182656
BCUTm-1h,35.450516794493694
BCUTm-1l,11.709358615348753
BCUTp-1h,2.207745589197352
BCUTp-1l,0.7496047443089806
BCUTs-1h,4.005384357010162
BCUTs-1l,1.3043648388733684
BCUTv-1h,22.45585586979318
BCUTv-1l,14.702555390074227
BalabanJ,1.9708993906097838
Diameter,6
ETA_beta,16.5
GATS1are,0.9988318506164207
GATS2are,0.5309833066437318
GATS3are,1.5189994854396873
GATS4are,1.1868979783091818
GATS5are,1.0541576406168551
GATS6are,0.40972955058825566
GATS7are,0.6923016544422255
HybRatio,0.0
Lipinski,True
LogEE_Dt,70.1827835026594
MATS1are,-0.22003532664319414
MATS2are,0.38427234440700225
MATS3are,-0.4657061540831959
MATS4are,-0.22086635888190037
MATS5are,-0.07829434325801861
MATS6are,0.4176374995275926
MATS7are,0.1224508187904629
NsssssAs,0
RotRatio,0.0
SM1_Dzpe,0.7741273259687342
SM1_Dzse,0.7388049591049789
SMR_VSA1,4.417150937053347
SMR_VSA2,0.0
SMR_VSA3,4.9839785209472085
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,5.733667477162185
SMR_VSA7,23.221734519126155
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,32.950644048228384
SpAD_Dzi,34.71678853343114
SpAD_Dzm,32.89921157600928
SpAD_Dzp,50.04056164347652
SpAD_Dzv,44.448006985248654
SpAbs_Dt,140.3655670053188
SpDiam_A,4.632067212018819
SpDiam_D,39.26931245009236
SpMAD_Dt,12.76050609139262
SpMax_Dt,70.1827835026594
SsssssAs,0
VE1_Dzpe,3.2631749570593005
VE1_Dzse,3.2631301196254014
VE2_Dzpe,0.29665226882357276
VE2_Dzse,0.2966481926932183
VE3_Dzpe,1.2780108144455433
VE3_Dzse,1.2779970739190516
VMcGowan,108.64000000000006
VR1_Dzpe,43.1494532947352
VR1_Dzse,43.14980833025025
VR2_Dzpe,3.922677572248655
VR2_Dzse,3.9227098482045686
VR3_Dzpe,3.859979927374824
VR3_Dzse,3.8599881553829984
mZagreb1,3.6944444444444446
mZagreb2,2.361111111111111
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,1
n9FaRing,1
n9aHRing,0
nBondsKD,4
nBondsKS,13
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.13436835937499994
AATSC1are,-0.029565785845588208
AATSC2are,0.05163404447115383
AATSC3are,-0.06257617187499996
AATSC4are,-0.029677450284090898
AATSC5are,-0.010520282451923048
AATSC6are,0.05611726562499993
AATSC7are,0.016453515624999915
AETA_beta,1.5
BCUTdv-1h,6.022589059642479
BCUTdv-1l,0.7740092790672843
BCUTpe-1h,3.4923851454626202
BCUTpe-1l,2.2405405272560874
BCUTse-1h,3.704980604125101
BCUTse-1l,2.436482556677346
ETA_alpha,5.347619047619047
ETA_dBeta,1.5
ETA_eta_B,0.1601933669496054
ETA_eta_F,8.387315981203264
ETA_eta_L,1.939559414721778
ETA_eta_R,13.295714609072629
ETA_psi_1,0.5373205741626794
LabuteASA,67.7702018201499
LogEE_DzZ,16.5828472697766
LogEE_Dzi,17.42705754763158
LogEE_Dzm,16.558283554257557
LogEE_Dzp,24.50626820005772
LogEE_Dzv,21.963724829152095
PEOE_VSA1,10.150818414215532
PEOE_VSA2,0.0
PEOE_VSA3,0.0
PEOE_VSA4,4.9839785209472085
PEOE_VSA5,0.0
PEOE_VSA6,11.600939890232516
PEOE_VSA7,18.19910120538483
PEOE_VSA8,5.022633313741326
PEOE_VSA9,0.0
SM1_Dzare,0.7736575644518693
SpAD_Dzpe,34.688994110260886
SpAD_Dzse,34.897604426282015
SpAbs_DzZ,31.982920595210807
SpAbs_Dzi,34.09882049484011
SpAbs_Dzm,31.921115546003065
SpAbs_Dzp,50.89724934646486
SpAbs_Dzv,44.881804760161046
SpDiam_Dt,84.6793769598945
SpMAD_DzZ,2.9955130952934894
SpMAD_Dzi,3.1560716848573764
SpMAD_Dzm,2.9908374160008435
SpMAD_Dzp,4.549141967588775
SpMAD_Dzv,4.0407279077498774
SpMax_DzZ,16.582846852227256
SpMax_Dzi,17.427057382114576
SpMax_Dzm,16.558283124672
SpMax_Dzp,24.506268199945257
SpMax_Dzv,21.963724827676884
VE1_Dzare,3.261450264378238
VE2_Dzare,0.2964954785798398
VE3_Dzare,1.2774821426329261
VR1_Dzare,43.21533154785944
VR2_Dzare,3.928666504350858
VR3_Dzare,3.861505509034557
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,1
nAromAtom,9
nAromBond,10
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4861471861471861
AETA_dBeta,0.13636363636363635
AETA_eta_B,0.014563033359055037
AETA_eta_F,0.7624832710184785
AETA_eta_L,0.17632358315652527
AETA_eta_R,1.2087013280975116
BCUTare-1h,3.5464166800034382
BCUTare-1l,2.1904186719946703
ETA_beta_s,7.5
ETA_dPsi_A,0.17667942583732055
ETA_dPsi_B,0.0
ETA_eta_BR,0.3321933669496054
ETA_eta_FL,3.3144607807017117
ETA_eta_RL,5.2540201954234895
LogEE_Dzpe,17.41487243498225
LogEE_Dzse,17.515966451717645
PEOE_VSA10,5.516700717616262
PEOE_VSA11,5.583020141642242
PEOE_VSA12,0.0
PEOE_VSA13,6.014658705012475
SlogP_VSA1,5.733667477162185
SlogP_VSA2,4.9839785209472085
SlogP_VSA3,0.0
SlogP_VSA4,0.0
SlogP_VSA5,0.0
SlogP_VSA6,22.616252142438178
SlogP_VSA7,5.022633313741326
SlogP_VSA8,11.099720859258504
SlogP_VSA9,0.0
SpAD_Dzare,34.62783086850482
SpAbs_Dzpe,34.05561720719555
SpAbs_Dzse,34.293127641559764
SpDiam_DzZ,24.179885776930977
SpDiam_Dzi,25.226515176206863
SpDiam_Dzm,24.14923408535057
SpDiam_Dzp,36.4995397203143
SpDiam_Dzv,32.114286562711285
SpMAD_Dzpe,3.153544919114626
SpMAD_Dzse,3.172509493298365
SpMax_Dzpe,17.414872266582144
SpMax_Dzse,17.515966300332373
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,11
AETA_beta_s,0.6818181818181818
AETA_eta_BR,0.03019939699541867
AETA_eta_FL,0.30131461642742835
AETA_eta_RL,0.4776381995839536
DetourIndex,385
EState_VSA1,0.0
EState_VSA2,6.014658705012475
EState_VSA3,16.122354172999827
EState_VSA4,0.0
EState_VSA5,0.0
EState_VSA6,18.19910120538483
EState_VSA7,0.0
EState_VSA8,4.9839785209472085
EState_VSA9,21.751758304448046
ETA_beta_ns,9.0
ETA_shape_p,0.2083704363312556
ETA_shape_x,0.0
ETA_shape_y,0.37399821905609976
GhoseFilter,False
LogEE_Dzare,17.384248114594026
SlogP_VSA10,6.014658705012475
SlogP_VSA11,0.0
SpAbs_Dzare,33.99483831577148
SpDiam_Dzpe,25.26609272648929
SpDiam_Dzse,25.41451257702306
SpMAD_Dzare,3.1479846244095295
SpMax_Dzare,17.384247940111674
TopoPSA(NO),52.05
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,5.030895061728395
VSA_EState9,16.54143613000756
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.8181818181818182
EState_VSA10,0.0
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.013852813852813884
FilterItLogS,-2.710575944793493
SpDiam_Dzare,25.225548864029225
ETA_beta_ns_d,1.0
ETA_epsilon_1,0.7157738095238098
ETA_epsilon_2,0.9047619047619048
ETA_epsilon_3,0.44193548387096826
ETA_epsilon_4,0.6023809523809528
ETA_epsilon_5,0.8117216117216118
AETA_beta_ns_d,0.09090909090909091
ETA_dEpsilon_A,0.2738383256528415
ETA_dEpsilon_B,0.11339285714285696
ETA_dEpsilon_C,-0.16044546850998453
ETA_dEpsilon_D,0.09304029304029293
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.8181818181818182
MDEDescriptor,"0.0,0.0,0.0,0.0,1.6509636244473134,6.447419590941252,0.0,2.8039657955522017,0.0,0.0,0.0,0.0,0.0,0.0,0.4999999999999999,0.0,0.0,0.0,0.0"
APolDescriptor,20.835964999999998
BCUTDescriptor,"11.993876476617618,34.968853133731784,-0.3214037098169693,0.26237370966567286,5.180932700044224,8.655831041006579"
BPolDescriptor,8.462034999999998
TPSADescriptor,52.05
ALOGPDescriptor,"1.8151,3.2945880099999996,41.7016"
XLogPDescriptor,1.504
VAdjMaDescriptor,4.584962500721156
WeightDescriptor,168.0090405
ChiPathDescriptor,"7.8449349826912425,5.2540201954234895,5.014959792192941,3.812278496709086,3.290275667289601,2.4959453276391446,1.4380397969487002,0.8504358184144902,6.298756381750007,3.44911760178506,2.6005855586423117,1.6012531579381264,1.0847447964701922,0.6745882557794017,0.3183591756820513,0.13424704029260504"
ChiChainDescriptor,"0.0,0.0,0.09622504486493763,0.3003491900968691,0.43585794502772607,0.0,0.0,0.02282177322938192,0.06358473196833915,0.0848735602999706"
AtomCountDescriptor,16
BondCountDescriptor,12
SmallRingDescriptor,"2,2,1,1,0,0,1,1,0,0,0"
ChiClusterDescriptor,"0.9106836025229592,0.0,0.08333333333333333,0.0,0.36516215170975586,0.0,0.015214515486254614,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,0,6,0,0,0,0,0"
ZagrebIndexDescriptor,58.0
LargestChainDescriptor,7
MannholdLogPDescriptor,1.79
WeightedPathDescriptor,"22.28585753185279,2.025987048350254,11.147834987155003,3.0404436691310797,5.573698839238007"
FractionalPSADescriptor,0.3098047572029316
WienerNumbersDescriptor,"143.0,13.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"1.5820549308155338,2.520965865014589,3.183515173923455,0.5083310050644524,0.6294967715663103,0.6522760802132003"
FractionalCSP3Descriptor,0.0
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,10
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"7.638888888888889,2.8027681660899653,1.4512471655328798"
AromaticAtomsCountDescriptor,9
AromaticBondsCountDescriptor,10
FragmentComplexityDescriptor,179.04
HBondAcceptorCountDescriptor,2
HybridizationRatioDescriptor,0.0
AutocorrelationDescriptorMass,"20.207379545942686,15.114500393244558,23.36699259491192,18.2324529658631,13.224710006717192"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,0
AutocorrelationDescriptorCharge,"0.243769569349948,-0.18024410820353667,0.08760400659515298,-0.03952017999896103,0.00703493588486531"
EccentricConnectivityIndexDescriptor,107
AutocorrelationDescriptorPolarizability,"597.289825067383,687.0455249824221,939.4397412011721,704.5723019726564,395.26591000976566"
