DLiP-ID,P000E7
DLiP-Mol-ID,25431
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C9H6N2O3/c12-8-4-3-7(11(13)14)6-2-1-5-10-9(6)8/h1-5,12H"
Standard Inchi Key(RDKit),RJIWZDNTCBHXAL-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=[N+]([O-])c1ccc(O)c2ncccc12
SMILES(SDF),
MW(SDF),
MW(RDKit),190.158
MW Monoisotopic(RDKit),190.037842052
MolLogP(RDKit),1.8486
XLogP(SDF),
XLogP(CDK),1.611
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),76.26
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),1
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),14
QED Weighted(RDKit),0.549466858907461
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,BRD4-1/H4
Common Target Pref Name,Bromodomain/Histone
RDKit Descriptors
Ipc,1862.1353502942911
qed,0.5494668589074613
Chi0,10.129392033067417
Chi1,6.698377302757662
TPSA,76.26
Chi0n,7.04488871337573
Chi0v,7.04488871337573
Chi1n,3.910193058451648
Chi1v,3.910193058451648
Chi2n,2.7604932726252356
Chi2v,2.7604932726252356
Chi3n,1.9220545488963234
Chi3v,1.9220545488963234
Chi4n,1.3018953992113511
Chi4v,1.3018953992113511
MolMR,50.062200000000026
MolWt,190.158
fr_SH,0
Kappa1,8.429238558789956
Kappa2,2.951446071553371
Kappa3,1.1487515559686323
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,2
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,510.38326813716645
MolLogP,1.8485999999999996
NOCount,5
fr_Ar_N,1
fr_COO2,0
fr_urea,0
BalabanJ,2.8831748525258547
SMR_VSA1,10.029838443658377
SMR_VSA2,0.0
SMR_VSA3,4.9839785209472085
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,0.0
SMR_VSA7,40.57663011422509
SMR_VSA8,0.0
SMR_VSA9,5.749511833283905
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,1
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,1
fr_oxime,0
fr_quatN,0
LabuteASA,78.7799251068745
NHOHCount,1
PEOE_VSA1,5.106527394840706
PEOE_VSA2,15.09829678971278
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,0.0
PEOE_VSA7,18.19910120538483
PEOE_VSA8,12.263210640074686
PEOE_VSA9,10.309535263282466
RingCount,2
SMR_VSA10,16.59031120676462
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,1
ExactMolWt,190.037842052
NumHDonors,1
PEOE_VSA10,11.266212550900168
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,5.687386274683562
PEOE_VSA14,0.0
SlogP_VSA1,0.0
SlogP_VSA2,15.013816964605585
SlogP_VSA3,0.0
SlogP_VSA4,10.114318268765572
SlogP_VSA5,0.0
SlogP_VSA6,30.462311845459517
SlogP_VSA7,0.0
SlogP_VSA8,10.902924932081056
