DLiP-ID,C0026N
SRW09,0.0
SRW10,9.55385915186536
SaaCH,7.117007235367024
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,0.8601371228779251
SaasN,0
SdCH2,0
SddsN,0
SdsCH,1.3747839506172839
SdssC,0
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.593523006424792
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.9282345710955093
VE1_D,4.190585411699291
VE2_A,0.21823525394975052
VE2_D,0.2328103006499606
VE3_A,1.9559767713036476
VE3_D,2.020627105472751
VR1_A,92.69371350104566
VR1_D,85.43322127139092
VR2_A,5.149650750058092
VR2_D,4.746290070632829
VR3_A,5.1170873196516515
VR3_D,5.035521697914422
WPath,692
Xc-3d,1.093412988719178
Xc-4d,0.0
Xc-5d,0.23570226039551584
Xc-6d,0.0
Xp-0d,12.957819157813608
Xp-1d,8.664703797946448
Xp-2d,7.608312034423867
Xp-3d,6.048097235471393
Xp-4d,4.6210881424256085
Xp-5d,3.373822172316249
Xp-6d,1.921366259785764
Xp-7d,1.1210858942153519
ZMIC0,58.459993401730834
ZMIC1,34.67090187012115
ZMIC2,27.743917143331597
ZMIC3,24.35867593714391
ZMIC4,23.950544455341916
ZMIC5,23.950544455341916
nAcid,0
nAtom,27
nBase,0
nRing,2
piPC1,3.295836866004329
piPC2,3.871201010907891
piPC3,4.382026634673881
piPC4,4.865609522045998
piPC5,5.326661839557179
piPC6,5.27235832737794
piPC7,5.369474560864365
piPC8,5.6751472041612345
piPC9,6.030985695895189
AATS0Z,37.7037037037037
AATS0d,3.5925925925925926
AATS0i,164.55626058778302
AATS0m,153.68417055555562
AATS0p,1.6873416349496668
AATS0s,5.701842255302093
AATS0v,253.64625275368655
AATS1Z,31.5
AATS1d,4.107142857142857
AATS1i,152.63536628553575
AATS1m,122.61196771428571
AATS1p,1.8619876475714283
AATS1s,4.2368459729570835
AATS1v,285.28202221941456
AATS2Z,30.682926829268293
AATS2d,3.8780487804878048
AATS2i,155.22807016248777
AATS2m,118.96334660975607
AATS2p,1.7435946565853653
AATS2s,4.107096256147748
AATS2v,263.27708092204756
AATS3Z,27.62
AATS3d,3.14
AATS3i,161.50168687422897
AATS3m,105.52615037999998
AATS3p,1.4923434447539603
AATS3s,4.1474074074074085
AATS3v,220.11441495680762
AATS4Z,22.395833333333332
AATS4d,2.6041666666666665
AATS4i,166.15692275982965
AATS4m,82.65644264583334
AATS4p,1.2705886049394581
AATS4s,4.295781893004117
AATS4v,177.472996327259
AATS5Z,19.5
AATS5d,2.763157894736842
AATS5i,170.21257719057064
AATS5m,71.14070815789474
AATS5p,1.2405015605774476
AATS5s,3.515594541910332
AATS5v,174.07949980300364
AATS6Z,22.516129032258064
AATS6d,3.129032258064516
AATS6i,164.7099339247512
AATS6m,83.73801980645162
AATS6p,1.4385085061740646
AATS6s,3.646223284216116
AATS6v,205.03549044060202
AATS7Z,27.166666666666668
AATS7d,3.2666666666666666
AATS7i,160.04948939000147
AATS7m,105.35506816666667
AATS7p,1.5688234534748333
AATS7s,3.868175582990397
AATS7v,225.26747072073692
AATS8Z,31.06896551724138
AATS8d,2.9310344827586206
AATS8i,162.23093622471686
AATS8m,119.35954513793106
AATS8p,1.5841759069258274
AATS8s,4.267134951042997
AATS8v,229.17256359816426
AMID_C,1.2655855132452924
AMID_N,0.4485163069388805
AMID_O,0.19596264615994052
AMID_X,0.09831054599081682
AMID_h,0.7427894990896378
ATS0dv,275.60493827160496
ATS0pe,185.7067
ATS0se,222.99745300000004
ATS1dv,274.1111111111111
ATS1pe,195.3621
ATS1se,230.227718
ATS2dv,348.0
ATS2pe,283.107
ATS2se,335.0766
ATS3dv,338.33333333333337
ATS3pe,344.1416000000001
ATS3se,412.658294
ATS4dv,256.22222222222223
ATS4pe,321.5947
ATS4se,392.525088
ATS5dv,184.33333333333331
ATS5pe,249.43160000000003
ATS5se,306.25883
ATS6dv,192.11111111111111
ATS6pe,205.8586
ATS6se,250.496526
ATS7dv,208.44444444444446
ATS7pe,198.2822
ATS7se,239.87740000000002
ATS8dv,173.55555555555557
ATS8pe,202.8265
ATS8se,243.950242
ATSC0Z,332.96296296296305
ATSC0c,1.0804638251248375
ATSC0d,15.185185185185187
ATSC0i,45.17213555903398
ATSC0m,1555.0400286666668
ATSC0p,6.3050039551680745
ATSC0s,45.23250464303657
ATSC0v,1191.5122043360343
ATSC1Z,-14.406035665294933
ATSC1c,-0.5462310268192864
ATSC1d,3.141289437585733
ATSC1i,-0.019922432159020564
ATSC1m,-61.20584469135794
ATSC1p,0.7247575972027028
ATSC1s,-11.117087576775017
ATSC1v,89.24081862588604
ATSC2Z,-3.684499314128958
ATSC2c,-0.09830340779355229
ATSC2d,-5.725651577503429
ATSC2i,-9.814857192227013
ATSC2m,-21.028227012345504
ATSC2p,-1.401291472180221
ATSC2s,-4.01775633502956
ATSC2v,-199.71892146171456
ATSC3Z,0.1056241426611706
ATSC3c,-0.03781370278483413
ATSC3d,-6.565157750342935
ATSC3i,-3.7257614096759917
ATSC3m,-7.6740085679011685
ATSC3p,-1.9704915862390995
ATSC3s,-12.433613880834269
ATSC3v,-401.4517394186455
ATSC4Z,-49.37860082304525
ATSC4c,0.38293919791276704
ATSC4d,-1.106995884773663
ATSC4i,-19.212786721088975
ATSC4m,-238.0452202962964
ATSC4p,-2.2429166178695774
ATSC4s,14.100548006896975
ATSC4v,-404.69836292468494
ATSC5Z,-17.54046639231825
ATSC5c,-0.26909456260486075
ATSC5d,4.2949245541838135
ATSC5i,1.7645096192350107
ATSC5m,-70.82423582716072
ATSC5p,1.6836055834785235
ATSC5s,-7.418817945506233
ATSC5v,267.4477820078311
ATSC6Z,-36.661179698216735
ATSC6c,-0.16408024974121932
ATSC6d,2.935528120713306
ATSC6i,7.083825563730995
ATSC6m,-163.8032655432099
ATSC6p,1.260072092231507
ATSC6s,-4.3264949553300465
ATSC6v,167.09571964756398
ATSC7Z,85.18930041152264
ATSC7c,0.3373570228147607
ATSC7d,-2.5761316872427984
ATSC7i,0.4346872752049933
ATSC7m,402.8664153703703
ATSC7p,1.464017177184548
ATSC7s,9.709012069699805
ATSC7v,291.7514267964016
ATSC8Z,-30.478737997256523
ATSC8c,-0.1684909836092612
ATSC8d,-2.9396433470507546
ATSC8i,2.0037090259599974
ATSC8m,-145.67728493827147
ATSC8p,-0.3740785233932642
ATSC8s,-5.394000044742085
ATSC8v,-114.86494629704679
AXp-0d,0.719878842100756
AXp-1d,0.4560370419971815
AXp-2d,0.3043324813769547
AXp-3d,0.20160324118237977
AXp-4d,0.13591435713016495
AXp-5d,0.08878479400832234
AXp-6d,0.06197955676728271
AXp-7d,0.04003878193626257
GATS1Z,0.5842563165421896
GATS1c,1.3660871716174794
GATS1d,0.8255226480836235
GATS1i,1.1513293598832948
GATS1m,0.5821871536308156
GATS1p,0.7348392945268567
GATS1s,1.0671323050562789
GATS1v,0.7167343977613144
GATS2Z,0.656119265308337
GATS2c,0.8168817567279815
GATS2d,1.3363474122546102
GATS2i,1.2806682833682972
GATS2m,0.6592843418837807
GATS2p,0.9991022466578298
GATS2s,0.7308224960206784
GATS2v,0.9287494237767819
GATS3Z,0.8292814238042266
GATS3c,0.9687184363918011
GATS3d,1.1814146341463412
GATS3i,1.0685389757515806
GATS3m,0.8320856602318125
GATS3p,1.0680095923140869
GATS3s,1.1352304459020424
GATS3v,1.063343733509172
GATS4Z,1.1623540044493879
GATS4c,0.818530923197401
GATS4d,0.9274390243902436
GATS4i,1.1314336597313948
GATS4m,1.1642207983266264
GATS4p,1.1856995742966958
GATS4s,0.9038821389270483
GATS4v,1.1915537951381456
GATS5Z,0.9884140272817747
GATS5c,1.1721151358182922
GATS5d,0.7209242618741976
GATS5i,0.8968031901948507
GATS5m,0.9864444179373486
GATS5p,0.7463378037263272
GATS5s,1.053124227233789
GATS5v,0.8618784535162848
GATS6Z,1.025203631274893
GATS6c,1.117109152648597
GATS6d,0.8284815106215577
GATS6i,0.8333005916675885
GATS6m,1.0226527230749092
GATS6p,0.7785277805892051
GATS6s,0.9631665639597262
GATS6v,0.8597106260609136
GATS7Z,0.681957730812013
GATS7c,0.582916376696185
GATS7d,1.2556097560975608
GATS7i,0.9729586430166596
GATS7m,0.6813401475213386
GATS7p,0.7682168987447074
GATS7s,0.559937939940489
GATS7v,0.7798140334567604
GATS8Z,1.3395918837021974
GATS8c,1.1405951065331277
GATS8d,1.0922624053826744
GATS8i,0.9269492056910061
GATS8m,1.33417206074438
GATS8p,1.0864425375137177
GATS8s,1.1672302338921867
GATS8v,0.999779298591353
MATS1Z,-0.04172095979659941
MATS1c,-0.48749690976520826
MATS1d,0.19947735191637625
MATS1i,-0.00042528245536817077
MATS1m,-0.03795395654044472
MATS1p,0.11084424407533558
MATS1s,-0.23699878703041627
MATS1v,0.07222221158872431
MATS2Z,-0.00728722971323153
MATS2c,-0.059915370596246735
MATS2d,-0.24830458060678165
MATS2i,-0.14308472382882598
MATS2m,-0.008905144920855534
MATS2p,-0.14636020972444472
MATS2s,-0.05849420806083338
MATS2v,-0.11038260128073038
MATS3Z,0.00017130144605115316
MATS3c,-0.018898734996010774
MATS3d,-0.23346341463414627
MATS3i,-0.04453876568655327
MATS3m,-0.002664860421773051
MATS3p,-0.1687652322084465
MATS3s,-0.14843642970109397
MATS3v,-0.18194017526397943
MATS4Z,-0.08341907675194656
MATS4c,0.19936187942344447
MATS4d,-0.041006097560975625
MATS4i,-0.23924466702463032
MATS4m,-0.08610738884418079
MATS4p,-0.20010147598995526
MATS4s,0.1753508525887167
MATS4v,-0.19105371167556642
MATS5Z,-0.03743047830923248
MATS5c,-0.17695989788877972
MATS5d,0.20096277278562258
MATS5i,0.027754510682623804
MATS5m,-0.03236089259645953
MATS5p,0.18972963077858906
MATS5s,-0.11653711029121343
MATS5v,0.15948530491299776
MATS6Z,-0.09589866877175354
MATS6c,-0.1322659780828926
MATS6d,0.16837136113296616
MATS6i,0.1365838360120157
MATS6m,-0.09174513689795807
MATS6p,0.17406525874535164
MATS6s,-0.08330817785742897
MATS6v,0.12214308934386643
MATS7Z,0.23026696329254723
MATS7c,0.28101016755299885
MATS7d,-0.15268292682926826
MATS7i,0.008660616613381567
MATS7m,0.2331642704684708
MATS7p,0.20897932322248147
MATS7s,0.19318211387339201
MATS7v,0.22037229930270083
MATS8Z,-0.08522496260212496
MATS8c,-0.14518849416917293
MATS8d,-0.1802354920100925
MATS8i,0.04129807398956058
MATS8m,-0.0872199899242961
MATS8p,-0.05523866551314037
MATS8s,-0.1110263533113802
MATS8v,-0.08975420098391809
MAXaaN,3.9241956937095823
MAXdsN,3.859608843537415
MAXsCl,5.765605701851191
MAXsOH,9.510072891296435
MINaaN,3.818027063825224
MINdsN,3.859608843537415
MINsCl,5.765605701851191
MINsOH,9.121482934937571
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,6
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,22.68805076345607
SpAD_D,158.0766134288493
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,314
TMWC10,106.97229233293285
TSRW10,50.512039120175196
VE1_Dt,4.187183892244879
VE2_Dt,0.23262132734693772
VE3_Dt,2.019815070784776
VR1_Dt,85.59386985556468
VR2_Dt,4.755214991975816
VR3_Dt,5.037400331648561
Xc-3dv,0.4050934926668888
Xc-4dv,0.0
Xc-5dv,0.0498639096212888
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.15137471507731048
Xch-7d,0.32645418435263546
Xp-0dv,9.83406301166523
Xp-1dv,5.319619707145951
Xp-2dv,3.6668920725217524
Xp-3dv,2.318290053484794
Xp-4dv,1.3476328552518684
Xp-5dv,0.7879694022840685
Xp-6dv,0.32263839651368365
Xp-7dv,0.1465530172490702
Xpc-4d,2.3806470232397663
Xpc-5d,3.189130399006512
Xpc-6d,4.102487284931863
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,28
nFRing,0
nHBAcc,6
nHBDon,3
nHRing,1
nSpiro,0
naRing,2
piPC10,6.443733721413949
AATS0dv,10.207590306355739
AATS0pe,6.878025925925926
AATS0se,8.259164925925928
AATS1dv,9.78968253968254
AATS1pe,6.977217857142857
AATS1se,8.2224185
AATS2dv,8.487804878048781
AATS2pe,6.905048780487806
AATS2se,8.1726
AATS3dv,6.7666666666666675
AATS3pe,6.882832000000002
AATS3se,8.253165880000001
AATS4dv,5.337962962962963
AATS4pe,6.699889583333333
AATS4se,8.177605999999999
AATS5dv,4.8508771929824555
AATS5pe,6.563989473684211
AATS5se,8.059442894736842
AATS6dv,6.197132616487456
AATS6pe,6.6406
AATS6se,8.080533096774193
AATS7dv,6.948148148148149
AATS7pe,6.609406666666667
AATS7se,7.995913333333334
AATS8dv,5.9846743295019165
AATS8pe,6.994017241379311
AATS8se,8.412077310344827
AATSC0Z,12.331961591220853
AATSC0c,0.040017178708327314
AATSC0d,0.5624142661179699
AATSC0i,1.6730420577419993
AATSC0m,57.59407513580248
AATSC0p,0.23351866500622498
AATSC0s,1.675277949742095
AATSC0v,44.130081642075346
AATSC1Z,-0.5145012737605333
AATSC1c,-0.019508250957831656
AATSC1d,0.11218890848520476
AATSC1i,-0.0007115154342507345
AATSC1m,-2.185923024691355
AATSC1p,0.02588419990009653
AATSC1s,-0.3970388420276792
AATSC1v,3.187172093781644
AATSC2Z,-0.08986583692997459
AATSC2c,-0.0023976440925256655
AATSC2d,-0.1396500384756934
AATSC2i,-0.2393867607860247
AATSC2m,-0.5128835856669635
AATSC2p,-0.03417784078488344
AATSC2s,-0.09799405695194048
AATSC2v,-4.871193206383282
AATSC3Z,0.002112482853223412
AATSC3c,-0.0007562740556966826
AATSC3d,-0.13130315500685869
AATSC3i,-0.07451522819351983
AATSC3m,-0.15348017135802336
AATSC3p,-0.03940983172478199
AATSC3s,-0.24867227761668537
AATSC3v,-8.02903478837291
AATSC4Z,-1.0287208504801093
AATSC4c,0.00797789995651598
AATSC4d,-0.023062414266117978
AATSC4i,-0.400266390022687
AATSC4m,-4.959275422839508
AATSC4p,-0.04672742953894953
AATSC4s,0.29376141681035367
AATSC4v,-8.43121589426427
AATSC5Z,-0.46159122085048027
AATSC5c,-0.007081435858022652
