DLiP-ID,J1008M
NumSaturatedHeterocycles,0
Mordred Descriptors
MW,367.0846752920006
MZ,0.7348484848484848
Mi,1.1182337363044583
Mm,0.6954685477706041
Mp,0.7284247822536746
Mv,0.6417965000092519
SZ,32.33333333333333
Si,49.20228439739616
Sm,30.60061610190658
Sp,32.05069041916168
Sv,28.239046000407086
nB,0
nC,16
nF,0
nH,21
nI,0
nN,3
nO,1
nP,0
nS,3
nX,0
ABC,16.918192090138803
AMW,8.34283352936365
IC0,1.6924215985763678
IC1,3.413977073182752
IC2,4.163532754804255
IC3,4.390805482076981
IC4,4.618078209349708
IC5,4.618078209349708
MID,45.82256459795634
Mpe,0.9563279857397504
Mse,0.9971115010262863
NdO,1
NdS,0
NsF,0
NsI,0
NtN,0
SMR,103.63220000000003
SdO,12.584252488032252
SdS,0
Spe,42.07843137254902
SsF,0
SsI,0
Sse,43.8729060451566
StN,0
fMF,0.29545454545454547
nBr,0
nCl,0
AMID,1.9922854173024493
BIC0,0.2983594312037527
BIC1,0.6018549152021448
BIC2,0.7339951614695358
BIC3,0.7740613965579181
BIC4,0.8141276316463002
BIC5,0.8141276316463002
CIC0,3.7670100200609298
CIC1,2.0454545454545454
CIC2,1.2958988638330426
CIC3,1.068626136560316
CIC4,0.8413534092875894
CIC5,0.8413534092875894
GGI1,4.5
GGI2,2.88888888888889
GGI3,1.9722222222222223
GGI4,1.3222222222222224
GGI5,0.7186111111111111
GGI6,0.39356009070294784
GGI7,0.19968820861678002
GGI8,0.22322215923406397
GGI9,0.1665586419753087
JGI1,0.1875
JGI2,0.09027777777777782
JGI3,0.05634920634920635
JGI4,0.03888888888888889
JGI5,0.027638888888888886
JGI6,0.01788909503195217
JGI7,0.009984410430839
JGI8,0.013951384952128998
JGI9,0.01189704585537919
MIC0,21.04406183918995
MIC1,38.1320450660095
MIC2,41.7997790112658
MIC3,43.5292790112658
MIC4,43.75836992035671
MIC5,43.75836992035671
MPC2,32
MPC3,43
MPC4,53
MPC5,55
MPC6,53
MPC7,55
MPC8,54
MPC9,54
Mare,0.9657272727272729
NaaN,1
NaaO,0
NaaS,1
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,0
NssS,2
NtCH,0
NtsC,0
RNCG,0.22341959111443113
RPCG,0.15611117478744918
SIC0,0.3099995964412876
SIC1,0.6253356231312039
SIC2,0.7626311758518727
SIC3,0.8042605510595165
SIC4,0.8458899262671604
SIC5,0.8458899262671604
SaaN,4.34392247216201
SaaO,0
SaaS,1.376574719138752
Sare,42.492000000000004
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,0
SssS,3.0593068456849117
StCH,0
StsC,0
TIC0,74.46655033736018
TIC1,150.21499122004107
TIC2,183.19544121138722
TIC3,193.19544121138716
TIC4,203.19544121138716
TIC5,203.19544121138716
Vabc,320.26813311511717
WPol,35
apol,53.52465299999997
bpol,32.735347
nRot,7
ABCGG,14.99314607761972
ATS0Z,1576.0
ATS0d,133.0
ATS0i,7053.14128578203
ATS0m,6257.650228
ATS0p,83.46247500182898
ATS0s,143.6769547325103
ATS0v,10165.69406796815
ATS1Z,1415.0
ATS1d,161.0
ATS1i,6523.980811805296
ATS1m,5419.186318000003
ATS1p,93.44859850000003
ATS1s,118.27777777777777
ATS1v,12163.92186435473
ATS2Z,2032.0
ATS2d,251.0
ATS2i,11737.782854302366
ATS2m,7618.306909999998
ATS2p,134.591594267886
ATS2s,183.2688614540467
ATS2v,16657.780854748366
ATS3Z,2242.0
ATS3d,267.0
ATS3i,13334.35684660524
ATS3m,8492.186147000002
ATS3p,145.927099403886
ATS3s,217.95096021947884
ATS3v,18502.065835969486
ATS4Z,2452.0
ATS4d,260.0
ATS4i,14737.738103711587
ATS4m,9085.871105999999
ATS4p,156.559638078792
ATS4s,260.02194787379983
ATS4v,19723.278790577326
ATS5Z,1785.0
ATS5d,264.0
ATS5i,17800.685777088955
ATS5m,6194.839221000001
ATS5p,155.61615289837596
ATS5s,273.8333333333333
ATS5v,18363.332939725657
ATS6Z,1600.0
ATS6d,222.0
ATS6i,16299.804847947302
ATS6m,5576.644072000003
ATS6p,132.55900310862106
ATS6s,234.2777777777778
ATS6v,15355.49492244903
ATS7Z,1430.0
ATS7d,186.0
ATS7i,11765.099200763461
ATS7m,5117.309786000002
ATS7p,112.16752772728198
ATS7s,153.22222222222229
ATS7v,12891.2466756896
ATS8Z,1095.0
ATS8d,155.0
ATS8i,10361.021548085017
ATS8m,3784.7892529999995
ATS8p,92.77779918303695
ATS8s,144.12962962962965
ATS8v,10906.054126333931
C1SP1,0
C1SP2,3
C1SP3,4
C2SP1,0
C2SP2,6
C2SP3,0
C3SP2,1
C3SP3,0
C4SP3,0
FCSP3,0.375
GGI10,0.10611570247933885
JGI10,0.00757969303423849
JGT10,0.46195639120929977
Kier1,19.32638888888889
Kier2,9.474609375
Kier3,4.7593293672255275
MAXdO,12.584252488032252
MID_C,32.02723077569426
MID_N,6.193587738959803
MID_O,1.7863300433900058
MID_X,0.0
MID_h,13.79533382226208
MINdO,12.584252488032252
MPC10,60
MWC01,24.0
MWC02,4.727387818712341
MWC03,5.572154032177765
MWC04,6.437751649736401
MWC05,7.29776828253138
MWC06,8.16876982367527
MWC07,9.033483854613287
MWC08,9.906233778204154
MWC09,10.773336360964212
MWC10,11.647080413143575
NaaCH,4
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,5
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,4
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,1
NsssP,0
SLogP,4.685400000000004
SRW02,3.8918202981106265
SRW03,0.0
SRW04,5.176149732573829
SRW05,2.3978952727983707
SRW06,6.668228248417403
SRW07,4.727387818712341
SRW08,8.249313746260636
SRW09,6.823286122355687
SRW10,9.875036636362113
SaaCH,7.976825869236583
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,4.3907951426412835
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.09440817376333266
SdssS,0
SsCH3,8.175974509664083
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.9784783635676493
SssPH,0
SssSe,0
SsssB,0
SsssN,2.2698942848744434
SsssP,0
VE1_A,3.8877503609540995
VE1_D,4.720442154948041
VE2_A,0.1690326243893087
VE2_D,0.20523661543252353
VE3_A,2.190739799898368
VE3_D,2.384811595040933
VR1_A,230.32823799178928
VR1_D,124.9765347080829
VR2_A,10.014271217034317
VR2_D,5.4337623786122995
VR3_A,6.272414536191379
VR3_D,5.661035120280025
WPath,1305
Xc-3d,1.2176041834052254
Xc-4d,0.0
Xc-5d,0.273011864576283
Xc-6d,0.0
Xp-0d,16.819626477379405
Xp-1d,11.138090212835507
Xp-2d,9.06172440853
Xp-3d,8.0146822467062
Xp-4d,6.613362138158294
Xp-5d,4.515075354424615
Xp-6d,2.7249707720312073
Xp-7d,1.8984190437553068
ZMIC0,80.86306561268734
ZMIC1,42.19863881693418
ZMIC2,33.52660425107917
ZMIC3,30.248990814260054
ZMIC4,29.167668755236427
ZMIC5,29.167668755236427
nAcid,0
nAtom,44
nBase,0
nRing,2
piPC1,3.449987545831587
piPC2,3.984343667007772
piPC3,4.549921711757613
piPC4,5.073218780398023
piPC5,5.365099462737823
piPC6,5.443499376392535
piPC7,5.640798300450867
piPC8,5.84914464845038
piPC9,6.0063531596017325
AATS0Z,35.81818181818182
AATS0d,3.022727272727273
AATS0i,160.2986655859552
AATS0m,142.21932336363636
AATS0p,1.8968744318597495
AATS0s,3.2653853348297797
AATS0v,231.03850154473068
AATS1Z,31.444444444444443
AATS1d,3.577777777777778
AATS1i,144.97735137345103
AATS1m,120.42636262222229
AATS1p,2.076635522222223
AATS1s,2.628395061728395
AATS1v,270.3093747634384
AATS2Z,26.736842105263158
AATS2d,3.3026315789473686
AATS2i,154.44451124082062
AATS2m,100.24088039473682
AATS2p,1.7709420298406051
AATS2s,2.411432387553246
AATS2v,219.1813270361627
AATS3Z,26.376470588235293
AATS3d,3.1411764705882352
AATS3i,156.8747864306499
AATS3m,99.90807231764708
AATS3p,1.7167894047516
AATS3s,2.5641289437585746
AATS3v,217.6713627761116
AATS4Z,25.541666666666668
AATS4d,2.7083333333333335
AATS4i,153.5181052469957
AATS4m,94.64449068749998
AATS4p,1.6308295633207501
AATS4s,2.7085619570187482
AATS4v,205.45082073518049
AATS5Z,15.79646017699115
AATS5d,2.336283185840708
AATS5i,157.52819271760137
AATS5m,54.82158602654868
AATS5p,1.377134096445805
AATS5s,2.4233038348082596
AATS5v,162.50737114801467
AATS6Z,16.0
AATS6d,2.22
AATS6i,162.99804847947303
AATS6m,55.76644072000003
AATS6p,1.3255900310862105
AATS6s,2.342777777777778
AATS6v,153.55494922449031
AATS7Z,19.324324324324323
AATS7d,2.5135135135135136
AATS7i,158.98782703734406
AATS7m,69.15283494594597
AATS7p,1.5157774017200267
AATS7s,2.0705705705705713
AATS7v,174.20603615796756
AATS8Z,16.846153846153847
AATS8d,2.3846153846153846
AATS8i,159.40033150900027
AATS8m,58.22752696923076
AATS8p,1.4273507566621069
AATS8s,2.217378917378918
AATS8v,167.78544809744508
AMID_C,1.3924882945954025
AMID_N,0.2692864234330349
AMID_O,0.07766652362565242
AMID_X,0.0
AMID_h,0.599797122707047
ATS0dv,247.33333333333331
ATS0pe,265.20759999999996
ATS0se,331.9241709999999
ATS1dv,246.66666666666666
ATS1pe,286.43770000000006
ATS1se,346.27965999999975
ATS2dv,340.44444444444446
ATS2pe,468.1187
ATS2se,579.9310030000001
ATS3dv,318.77777777777777
ATS3pe,528.8036000000002
ATS3se,652.0826830000001
ATS4dv,281.1111111111111
ATS4pe,596.8413
ATS4se,737.003723
ATS5dv,221.33333333333331
ATS5pe,663.2270999999998
ATS5se,837.5630219999999
ATS6dv,183.0
ATS6pe,590.887
ATS6se,751.849892
ATS7dv,160.0
ATS7pe,436.6555999999999
ATS7se,551.9840279999999
ATS8dv,128.0
ATS8pe,386.4570000000001
ATS8se,487.20981800000015
ATSC0Z,720.6363636363637
ATSC0c,0.5553349071865303
ATSC0d,24.795454545454543
ATSC0i,76.95964443781784
ATSC0m,3187.4549567272725
ATSC0p,18.35137321159243
ATSC0s,43.33913206135428
ATSC0v,2489.9919498796426
ATSC1Z,63.21280991735541
ATSC1c,-0.2617230937732835
ATSC1d,16.050103305785125
ATSC1i,-11.717299637154136
ATSC1m,287.94022525619846
ATSC1p,0.45738372295992435
ATSC1s,-4.696306499336805
ATSC1v,11.443678179709398
ATSC2Z,110.03719008264463
ATSC2c,0.11284999188425464
ATSC2d,8.216942148760337
ATSC2i,-1.8056678812101248
ATSC2m,507.9821798347106
ATSC2p,2.110389232247302
ATSC2s,11.633424593862303
ATSC2v,575.4359661586268
ATSC3Z,292.17975206611567
ATSC3c,-0.35030738888029633
ATSC3d,-10.104855371900824
ATSC3i,23.314468726362282
ATSC3m,1291.9422328677686
ATSC3p,8.389598584455372
ATSC3s,-0.22050187622578246
ATSC3v,907.7554110099443
ATSC4Z,129.61157024793388
ATSC4c,0.2312934621790401
ATSC4d,-13.576446280991732
ATSC4i,-26.89118581379129
ATSC4m,478.3262756859512
ATSC4p,-6.5280927576016206
ATSC4s,-4.710962033352612
ATSC4v,-937.7722107497649
ATSC5Z,-127.54338842975207
ATSC5c,0.16152371765212073
ATSC5d,-2.2701446280991737
ATSC5i,-19.177652715033375
ATSC5m,-585.2130526859506
ATSC5p,-4.708408395675974
ATSC5s,4.0464153317688645
ATSC5v,-858.2387534408639
ATSC6Z,-49.40082644628099
ATSC6c,-0.2745247414642453
ATSC6d,3.7376033057851235
ATSC6i,21.594680456335556
ATSC6m,-186.97817928925664
ATSC6p,4.6862807598017655
ATSC6s,-20.075094378124685
ATSC6v,519.5931251275812
ATSC7Z,-50.25206611570246
ATSC7c,0.12425416860037591
ATSC7d,-2.1105371900826437
ATSC7i,5.398837562467558
ATSC7m,-193.68278867768603
ATSC7p,0.29813037541422854
ATSC7s,4.683195592286501
ATSC7v,97.64814220386893
ATSC8Z,-176.6219008264462
ATSC8c,-0.16887562689111352
ATSC8d,1.2112603305785132
ATSC8i,-1.5450851061381157
ATSC8m,-781.562974619835
ATSC8p,-3.195134450418025
ATSC8s,-2.365421895724926
ATSC8v,-382.44188019804244
AXp-0d,0.731288107712148
AXp-1d,0.4640870922014795
AXp-2d,0.2831788877665625
AXp-3d,0.1863879592257256
AXp-4d,0.12478041770109989
AXp-5d,0.08209227917135664
AXp-6d,0.051414542868513345
AXp-7d,0.03451670988646012
GATS1Z,0.7471945390577911
GATS1c,1.5986984790919798
GATS1d,0.5587941745595275
GATS1i,1.2512852274295274
GATS1m,0.7443433641638482
GATS1p,0.8805938373168275
GATS1s,0.7134291170375869
GATS1v,0.9475755437788193
GATS2Z,0.9770878011858205
GATS2c,1.1738296947807867
GATS2d,1.0496406001254284
GATS2i,1.1001476683420712
GATS2m,0.9649234445038197
GATS2p,0.9844365201597959
GATS2s,0.5271376976534158
GATS2v,0.8444804902182083
GATS3Z,0.6089797341921503
GATS3c,1.854742570645297
GATS3d,1.5097643823798998
GATS3i,0.8878387678261354
GATS3m,0.6156687212139338
GATS3p,0.6096658853552923
GATS3s,0.973959430075944
GATS3v,0.7298754235413133
GATS4Z,0.7999440204364828
GATS4c,0.949850609395275
GATS4d,1.2374159792239536
GATS4i,1.1848928200066562
GATS4m,0.8153036698620049
GATS4p,1.0686473787628803
GATS4s,1.2897270959609042
GATS4v,1.1109349771138661
GATS5Z,0.8939861635655443
GATS5c,0.7167757909975802
GATS5d,0.9591752309726402
GATS5i,0.9980125341534056
GATS5m,0.9055549511072025
GATS5p,0.9703441043975999
GATS5s,1.0418517191719434
GATS5v,1.1056337071130622
GATS6Z,0.985441528951684
GATS6c,1.1819120126420586
GATS6d,0.7977268560953256
GATS6i,0.799382544771391
GATS6m,0.9850320024094523
GATS6p,0.8320335542900366
GATS6s,1.8360033622367724
GATS6v,0.8681709785636951
GATS7Z,1.1175933092168742
GATS7c,0.83629001027198
GATS7d,1.0545742809720813
GATS7i,0.9765560831017188
GATS7m,1.106617424456232
GATS7p,1.0448255745676318
GATS7s,0.4691753648586241
GATS7v,0.9745841644565088
GATS8Z,1.1470310816974119
GATS8c,1.387539132864177
GATS8d,0.8270746668546853
GATS8i,1.01390193183411
GATS8m,1.1467090180766584
GATS8p,1.0920193141985615
GATS8s,0.8235852758797114
GATS8v,1.072956946852121
MATS1Z,0.0857687509636545
MATS1c,-0.46081566584614136
MATS1d,0.6329157755372238
MATS1i,-0.14886912854736403
MATS1m,0.08832801009144675
MATS1p,0.024369818817971407
MATS1s,-0.10595376312991593
MATS1v,0.004493739114578726
MATS2Z,0.08840206356688997
MATS2c,0.11764829651844916
MATS2d,0.19185681894929826
MATS2i,-0.013583569359051226
MATS2m,0.09226638500393378
MATS2p,0.0665783578300231
MATS2s,0.15540552461471863
MATS2v,0.13379446400156675
MATS3Z,0.20987837547028396
MATS3c,-0.32653374961917764
MATS3d,-0.21095594974928558
MATS3i,0.15681811230281714
MATS3m,0.20981319143112384
MATS3p,0.23664992160968212
MATS3s,-0.0026336971292308677
MATS3v,0.1887142320533024
MATS4Z,0.0824345065388335
MATS4c,0.1908929226793939
MATS4d,-0.2509547815459822
MATS4i,-0.16015051682417153
MATS4m,0.06877991354618511
MATS4p,-0.16304188680608875
MATS4s,-0.049820816182856636
MATS4v,-0.17261592483505198
MATS5Z,-0.06891535705793238
MATS5c,0.11325452466661383
MATS5d,-0.035649684060251624
MATS5i,-0.0970301338000293
MATS5m,-0.07148981625811475
MATS5p,-0.09990329007041528
MATS5s,0.03635502778857542
MATS5v,-0.1342098561936916
MATS6Z,-0.030162734956477855
MATS6c,-0.21750998304109082
MATS6d,0.06632447296058662
MATS6i,0.12346288071100475
MATS6m,-0.025810685956090894
MATS6p,0.11236017656761779
MATS6s,-0.20381214635009567
MATS6v,0.09181594947212035
MATS7Z,-0.04146280757861429
MATS7c,0.13303838107337493
MATS7d,-0.05061064731092227
MATS7i,0.041711726388382574
MATS7m,-0.03612999737320301
MATS7p,0.009659588285947965
MATS7s,0.06425146633441303
MATS7v,0.02331776917167593
MATS8Z,-0.1659081425701836
MATS8c,-0.2058502130752043
MATS8d,0.033067757174081676
MATS8i,-0.01359028841408052
MATS8m,-0.16598133017447345
MATS8p,-0.11785822338317606
MATS8s,-0.036946025259770726
MATS8v,-0.10396970733195307
MAXaaN,4.34392247216201
MAXaaS,1.376574719138752
MAXssS,1.5580099043239373
MINaaN,4.34392247216201
MINaaS,1.376574719138752
MINssS,1.5012969413609742
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,2
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,6
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,29.382071704266963
SpAD_D,235.18837488211813
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,1.9383834787613647
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,506
TMWC10,120.56396601375836
TSRW10,70.80911787559103
VE1_Dt,4.740367865228709
VE2_Dt,0.20610295066211778
VE3_Dt,2.38902386432873
VR1_Dt,123.25513626883098
VR2_Dt,5.358918968210043
VR3_Dt,5.647165608570362
Xc-3dv,0.8951340071425903
Xc-4dv,0.0
Xc-5dv,0.1780082185460651
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.09622504486493763
Xch-6d,0.27497165237684323
Xch-7d,0.4646400592050844
Xp-0dv,16.200524734770145
Xp-1dv,10.603703647560309
Xp-2dv,7.374979025442419
Xp-3dv,6.229033198947202
Xp-4dv,4.547169365013129
Xp-5dv,2.9077330871787788
Xp-6dv,1.7330327688065674
Xp-7dv,0.8448510052252954
Xpc-4d,3.313098654735218
Xpc-5d,5.650832680040942
Xpc-6d,7.733440394830343
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,1
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,45
nFRing,0
nHBAcc,6
nHBDon,1
nHRing,1
nSpiro,0
naRing,2
piPC10,6.337655033198116
AATS0dv,5.621212121212121
AATS0pe,6.027445454545454
AATS0se,7.543731159090907
AATS1dv,5.481481481481481
AATS1pe,6.365282222222223
AATS1se,7.69510355555555
AATS2dv,4.47953216374269
AATS2pe,6.159456578947368
AATS2se,7.630671092105265
AATS3dv,3.750326797385621
AATS3pe,6.221218823529414
AATS3se,7.671560976470589
AATS4dv,2.9282407407407405
AATS4pe,6.217096875
AATS4se,7.677122114583334
AATS5dv,1.958702064896755
AATS5pe,5.869266371681414
AATS5se,7.412062141592919
AATS6dv,1.83
AATS6pe,5.908869999999999
AATS6se,7.51849892
AATS7dv,2.1621621621621623
AATS7pe,5.900751351351349
AATS7se,7.45924362162162
AATS8dv,1.9692307692307693
AATS8pe,5.94549230769231
AATS8se,7.495535661538464
AATSC0Z,16.37809917355372
AATSC0c,0.012621247890602962
AATSC0d,0.5635330578512396
AATSC0i,1.7490828281322237
AATSC0m,72.442158107438
AATSC0p,0.417076663899828
AATSC0s,0.9849802741216881
AATSC0v,56.59072613362824
AATSC1Z,1.4047291092745646
AATSC1c,-0.005816068750517411
AATSC1d,0.35666896235078055
AATSC1i,-0.260384436381203
AATSC1m,6.398671672359966
AATSC1p,0.010164082732442764
AATSC1s,-0.104362366651929
AATSC1v,0.25430395954909774
AATSC2Z,1.447857764245324
AATSC2c,0.0014848683142665083
AATSC2d,0.1081176598521097
AATSC2i,-0.023758787910659537
AATSC2m,6.683976050456718
AATSC2p,0.027768279371675024
AATSC2s,0.1530713762350303
AATSC2v,7.571525870508247
AATSC3Z,3.437408847836655
AATSC3c,-0.004121263398591721
AATSC3d,-0.11888065143412734
AATSC3i,0.27428786736896804
AATSC3m,15.19932038667963
AATSC3p,0.09870115981712203
AATSC3s,-0.002594139720303323
AATSC3v,10.679475423646403
AATSC4Z,1.3501205234159779
AATSC4c,0.0024093068976983345
AATSC4d,-0.1414213154269972
AATSC4i,-0.28011651889365924
AATSC4m,4.982565371728659
AATSC4p,-0.06800096622501688
AATSC4s,-0.04907252118075637
AATSC4v,-9.768460528643384
