DLiP-ID,I000VC
AATSC4v,-1.7730276101438658
AATSC5Z,-1.0655917242930233
AATSC5c,2.2715644805314467e-05
AATSC5d,-0.038594479113959634
AATSC5i,0.17665290303122708
AATSC5m,-5.035444940026775
AATSC5p,0.009010585184345797
AATSC5s,-0.28744307640411554
AATSC5v,-2.164036384216662
AATSC6Z,-0.5904018238814477
AATSC6c,0.0004724621894512035
AATSC6d,-0.047375320604160734
AATSC6i,-0.03315385669391376
AATSC6m,-2.7782879833833953
AATSC6p,-0.017778737313597404
AATSC6s,0.027833190842595237
AATSC6v,-5.121493301679498
AATSC7Z,-0.4053762505437147
AATSC7c,-0.0009451274962936348
AATSC7d,-0.021959547629404098
AATSC7i,-0.16924183600537626
AATSC7m,-1.8735198102371196
AATSC7p,-0.01455955917952753
AATSC7s,0.005728638055193101
AATSC7v,-3.1792377958125684
AATSC8Z,-0.2988094382560787
AATSC8c,0.000252850222715999
AATSC8d,0.018042879386752884
AATSC8i,0.03706973884217084
AATSC8m,-1.5034036491897196
AATSC8p,-0.0008019118221247468
AATSC8s,-0.019112402017540362
AATSC8v,-0.9631975350751661
ATS0are,347.9946999999999
ATS1are,368.654
ATS2are,642.9920000000001
ATS3are,863.3799
ATS4are,941.0399999999998
ATS5are,948.9458999999999
ATS6are,894.6969999999999
ATS7are,915.1370000000002
ATS8are,834.8129000000001
ATSC0dv,233.9272727272728
ATSC0pe,7.935883636363633
ATSC0se,5.169133527272724
ATSC1dv,74.60396694214876
ATSC1pe,-0.012280925619827528
ATSC1se,-0.14583702876033214
ATSC2dv,73.9712396694215
ATSC2pe,0.5598703471074461
ATSC2se,0.32268400396693975
ATSC3dv,78.40198347107439
ATSC3pe,2.057624991735538
ATSC3se,1.0201127219834705
ATSC4dv,-40.45884297520661
ATSC4pe,-0.5624396033057719
ATSC4se,-0.9421911642975377
ATSC5dv,-110.53289256198346
ATSC5pe,-2.490816264462786
ATSC5se,-1.0958955728925894
ATSC6dv,-46.844628099173555
ATSC6pe,0.555594049586778
ATSC6se,0.6375543008264463
ATSC7dv,-49.94446280991738
ATSC7pe,-0.6341347768595151
ATSC7se,-0.3298760026446175
ATSC8dv,-25.99933884297522
ATSC8pe,-0.8385971239669502
ATSC8se,-0.314110595702472
AXp-0dv,0.5582636494590235
AXp-1dv,0.3076795477994469
AXp-2dv,0.16150228406306907
AXp-3dv,0.08607860212813602
AXp-4dv,0.047865010080627754
AXp-5dv,0.02658140779298933
AXp-6dv,0.014395389330728914
AXp-7dv,0.007837084058307452
BertzCT,1125.55976534912
ECIndex,779
ETA_eta,27.33718511220841
GATS1dv,0.4218817841195987
GATS1pe,0.5786846617669589
GATS1se,0.590721706684448
GATS2dv,0.6868650615850255
GATS2pe,0.6764175023482318
GATS2se,0.6490000659298119
GATS3dv,0.8295328605761432
GATS3pe,0.7757610774530861
GATS3se,0.7796361398075164
GATS4dv,1.1409471223127368
GATS4pe,1.1488446296668375
GATS4se,1.248733518536701
GATS5dv,1.3183061192765613
GATS5pe,1.377242564975667
GATS5se,1.439772631201209
GATS6dv,1.0292323525785683
GATS6pe,0.8772993451339918
GATS6se,0.8886939641392769
GATS7dv,1.013725997529187
GATS7pe,0.8788012517884967
GATS7se,0.8648885996670173
GATS8dv,1.030420589487628
GATS8pe,1.0499348593502262
GATS8se,1.0071264224564247
LogEE_A,4.366801862030817
LogEE_D,184.49136355756906
MATS1dv,0.302423656040781
MATS1pe,-0.0014674743056695156
MATS1se,-0.026753755429151267
MATS2dv,0.17050792025188743
MATS2pe,0.03804124244677325
MATS2se,0.03366062720779471
MATS3dv,0.13261543726312278
MATS3pe,0.10259325860914231
MATS3se,0.07808692160807815
MATS4dv,-0.06427374055230418
MATS4pe,-0.026337926187194813
MATS4se,-0.06773642168585083
MATS5dv,-0.17678932291088353
MATS5pe,-0.11743343285201772
MATS5se,-0.07932256995893483
MATS6dv,-0.07595801819283111
MATS6pe,0.026555652803079897
MATS6se,0.04678365153789747
MATS7dv,-0.07725482094790842
MATS7pe,-0.028913813910780965
MATS7se,-0.023091496213621773
MATS8dv,-0.044296054988206206
MATS8pe,-0.04211547280061312
MATS8se,-0.024218566781664206
MAXaaCH,1.8572121339636116
MAXaaNH,2.8524771337299435
MAXaaaC,0.4706357541047501
MAXaasC,0.6052997741385744
MAXdssC,-0.07298592934776149
MAXsCH3,2.019653319597403
MAXsssN,1.790129703115814
MDEC-12,2.313112116182122
MDEC-13,1.3432316642801272
MDEC-22,16.808736400408037
MDEC-23,26.118955749696923
MDEC-33,10.159387152274967
MDEN-23,0.31622776601683794
MDEN-33,0.33333333333333337
MDEO-11,0.5436901865014462
MINaaCH,1.2665411948628038
MINaaNH,2.8524771337299435
MINaaaC,0.12856438856255026
MINaasC,-0.5444105421915453
MINdssC,-0.7412644686228733
MINsCH3,2.019653319597403
MINsssN,1.4832454648526077
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.511904761904762
SM1_Dzi,1.5488545075243887
SM1_Dzm,1.543086245660115
SM1_Dzp,-6.799632915426464
SM1_Dzv,-2.701616984205071
SddssSe,0
SpAD_Dt,636.2674029325976
SpAbs_A,40.62396518867308
SpAbs_D,368.98272711513806
SpMAD_A,1.3104504899571963
SpMAD_D,11.902668616617358
SpMax_A,2.481175675050865
SpMax_D,184.49136355756906
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,73.48
TpiPC10,8.539666880601283
VAdjMat,6.087462841250339
VE1_DzZ,5.492945972618466
VE1_Dzi,5.490480100765818
VE1_Dzm,5.493069531594623
VE1_Dzp,5.501089575855083
VE1_Dzv,5.504507719092312
VE2_DzZ,0.17719180556833763
VE2_Dzi,0.1771122613150264
VE2_Dzm,0.17719579134176203
VE2_Dzp,0.17745450244693817
VE2_Dzv,0.17756476513201008
VE3_DzZ,2.834866830124798
VE3_Dzi,2.8344178132374256
VE3_Dzm,2.834889323990043
VE3_Dzp,2.8363482888103047
VE3_Dzv,2.8369694533424115
VR1_DzZ,200.90099778485765
VR1_Dzi,201.32593017188802
VR1_Dzm,200.87358253023672
VR1_Dzp,200.93761310986372
VR1_Dzv,200.10476797597784
VR2_DzZ,6.4806773478986335
VR2_Dzi,6.494384844254452
VR2_Dzm,6.479792984846346
VR2_Dzp,6.481858487414959
VR2_Dzv,6.454992515354124
VR3_DzZ,6.434214349874358
VR3_Dzi,6.436327249412318
VR3_Dzm,6.434077879047149
VR3_Dzp,6.434396588833556
VR3_Dzv,6.4302431807628135
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.03608439182435161
Xch-6dv,0.15387383037528485
Xch-7dv,0.1943838545202856
Xpc-4dv,1.9197854330929909
Xpc-5dv,2.7788637631469806
Xpc-6dv,3.639519726060728
Zagreb1,164.0
Zagreb2,197.0
fragCpx,226.07
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,1
n6FRing,0
n6HRing,1
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,16
nBondsD,3
nBondsM,19
nBondsO,34
nBondsS,39
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,7
naHRing,1
AATS0are,6.327176363636362
AATS1are,6.356103448275862
AATS2are,6.303843137254903
AATS3are,6.21136618705036
AATS4are,6.358378378378378
AATS5are,6.455414285714285
AATS6are,6.170324137931034
AATS7are,6.020638157894738
AATS8are,6.049368840579711
AATSC0dv,4.253223140495869
AATSC0pe,0.1442887933884297
AATSC0se,0.09398424595041316
AATSC1dv,1.286275292106013
AATSC1pe,-0.00021174009689357807
AATSC1se,-0.002514431530350554
AATSC2dv,0.7252082320531519
AATSC2pe,0.005488924971641628
AATSC2se,0.0031635686663425465
AATSC3dv,0.564043046554492
AATSC3pe,0.014803057494500272
AATSC3se,0.007338940445924248
AATSC4dv,-0.2733705606432879
AATSC4pe,-0.0038002675899038644
AATSC4se,-0.0063661565155239035
AATSC5dv,-0.7519244391971663
AATSC5pe,-0.016944328329678817
AATSC5se,-0.007455071924439384
AATSC6dv,-0.32306640068395553
AATSC6pe,0.0038316831005984694
AATSC6se,0.004396926212596181
AATSC7dv,-0.3285819921705091
AATSC7pe,-0.004171939321444179
AATSC7se,-0.002170236859504063
AATSC8dv,-0.1884010061085161
AATSC8pe,-0.006076790753383697
AATSC8se,-0.002276163736974435
AETA_eta,0.881844681038981
ATSC0are,8.680298181818179
ATSC1are,-0.11487262809916891
ATSC2are,0.5510724628099227
ATSC3are,1.943884595041323
ATSC4are,-0.8857241983470955
ATSC5are,-2.303626049586756
ATSC6are,0.9537357024793377
ATSC7are,-0.6706986115702569
ATSC8are,-0.8505663471074439
BCUTZ-1h,9.004071048326717
BCUTZ-1l,5.675330143297827
BCUTc-1h,0.4676926801457501
BCUTc-1l,-0.40810266707780535
BCUTd-1h,3.2861775144282195
BCUTd-1l,0.9762359024482601
BCUTi-1h,17.424773107991207
BCUTi-1l,10.936546188281076
BCUTm-1h,19.000142760588716
BCUTm-1l,11.687194606679519
BCUTp-1h,2.013377832012964
BCUTp-1l,0.5458494297207319
BCUTs-1h,8.001921856892693
BCUTs-1l,1.2351340792737489
BCUTv-1h,20.913463700811842
BCUTv-1l,13.304118996026407
BalabanJ,1.3805350310156173
Diameter,15
ETA_beta,39.0
GATS1are,0.5891754935596016
GATS2are,0.6774164144389528
GATS3are,0.7864197071311873
GATS4are,1.1736454617315537
GATS5are,1.3816552543042517
GATS6are,0.8545187142206719
GATS7are,0.8598771580466068
GATS8are,1.0424183575704924
HybRatio,0.2916666666666667
Lipinski,True
LogEE_Dt,318.1337014662988
MATS1are,-0.012549216415979196
MATS2are,0.03423233971886392
MATS3are,0.08861020130299786
MATS4are,-0.037919695384279264
MATS5are,-0.09929392802564707
MATS6are,0.04167619713105789
MATS7are,-0.027958371074854646
MATS8are,-0.03905324758337869
MAXssCH2,0.840151407568435
MAXsssCH,-0.17786005605946098
MINssCH2,0.2581336608717564
MINsssCH,-0.17786005605946098
NsssssAs,0
RotRatio,0.14705882352941177
SM1_Dzpe,1.6190119046886824
SM1_Dzse,1.4797733799930697
SMR_VSA1,18.774026599890284
SMR_VSA2,0.0
SMR_VSA3,14.783797982648164
SMR_VSA4,0.0
SMR_VSA5,25.807221274690605
SMR_VSA6,19.634269217737724
SMR_VSA7,71.67190394374585
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,307.89108572762166
SpAD_Dzi,298.7725913801851
SpAD_Dzm,307.7839765479457
SpAD_Dzp,405.30194229152835
SpAD_Dzv,369.8597012239684
SpAbs_Dt,636.2674029325977
SpDiam_A,4.904644821728963
SpDiam_D,275.9754794356137
SpMAD_Dt,20.5247549333096
SpMax_Dt,318.1337014662988
SsssssAs,0
VE1_Dzpe,5.492332875043373
VE1_Dzse,5.492980954900576
VE2_Dzpe,0.1771720282272056
VE2_Dzse,0.17719293402905084
VE3_Dzpe,2.8347552084565217
VE3_Dzse,2.8348731986874767
VMcGowan,311.89000000000095
VR1_Dzpe,200.96321667328644
VR1_Dzse,200.90476021488718
VR2_Dzpe,6.482684408815691
VR2_Dzse,6.4807987166092635
VR3_Dzpe,6.434524001177895
VR3_Dzse,6.434233077480694
mZagreb1,9.972222222222221
mZagreb2,6.916666666666665
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,1
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,1
n9FaRing,1
n9aHRing,0
nBondsKD,10
nBondsKS,48
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.15782360330578507
AATSC1are,-0.0019805625534339466
AATSC2are,0.00540267120401885
AATSC3are,0.013984781259290095
AATSC4are,-0.0059846229618046995
AATSC5are,-0.015670925507392897
AATSC6are,0.006577487603305778
AATSC7are,-0.004412490865593795
AATSC8are,-0.006163524254401768
AETA_beta,1.2580645161290323
BCUTdv-1h,7.004065087362701
BCUTdv-1l,0.9879370911771108
BCUTpe-1h,3.9886804812175556
BCUTpe-1l,2.22382206123787
BCUTse-1h,4.009965983037176
BCUTse-1l,2.419608465317425
ETA_alpha,14.485714285714288
ETA_dBeta,-1.0
ETA_eta_B,0.40697450932555235
ETA_eta_F,32.92673697664511
ETA_eta_L,7.288085701665211
ETA_eta_R,60.26392208885352
ETA_psi_1,0.5504885993485346
LabuteASA,179.1926813122116
LogEE_DzZ,153.94669172380986
LogEE_Dzi,149.33309083474055
LogEE_Dzm,153.89539274819248
LogEE_Dzp,201.3349131621332
LogEE_Dzv,184.40695700213806
PEOE_VSA1,14.783797982648164
PEOE_VSA2,14.383611552215466
PEOE_VSA3,4.39041504767482
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,37.61002709646307
PEOE_VSA7,30.686289896772447
PEOE_VSA8,48.339330042276806
PEOE_VSA9,5.563451491696996
SM1_Dzare,1.8043900169108715
SpAD_Dzpe,305.62781240612503
SpAD_Dzse,308.28453408567486
SpAbs_DzZ,306.57426545112395
SpAbs_Dzi,297.42358906717993
SpAbs_Dzm,306.4399982049514
SpAbs_Dzp,409.46945923969304
SpAbs_Dzv,371.5155309884811
SpDiam_Dt,440.14703006046875
SpMAD_DzZ,9.931970507342633
SpMAD_Dzi,9.637825528393067
SpMAD_Dzm,9.928515372514378
SpMAD_Dzp,13.074256202952528
SpMAD_Dzv,11.93095810399898
SpMax_DzZ,153.94669172380986
SpMax_Dzi,149.33309083474055
SpMax_Dzm,153.89539274819248
SpMax_Dzp,201.3349131621332
SpMax_Dzv,184.40695700213806
VE1_Dzare,5.49138103269521
VE2_Dzare,0.17714132363532933
VE3_Dzare,2.8345818896030734
VR1_Dzare,201.0440433255382
VR2_Dzare,6.485291720178652
VR3_Dzare,6.434926116569249
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,1
nAromAtom,15
nAromBond,16
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4672811059907835
AETA_dBeta,-0.03225806451612903
AETA_eta_B,0.013128209978243623
AETA_eta_F,1.0621528056982295
AETA_eta_L,0.2350995387633939
AETA_eta_R,1.9439974867372103
BCUTare-1h,4.107726086229055
BCUTare-1l,2.174146038924425
ETA_beta_s,20.0
ETA_dPsi_A,0.1635114006514654
ETA_dPsi_B,0.0
ETA_eta_BR,0.7509745093255523
ETA_eta_FL,7.7191533513823325
ETA_eta_RL,15.007239053047543
LogEE_Dzpe,152.80942183975063
LogEE_Dzse,154.14311492966712
PEOE_VSA10,5.817220841045895
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,17.59760440506795
SlogP_VSA1,0.0
SlogP_VSA2,58.0575124346018
SlogP_VSA3,4.794537184071822
SlogP_VSA4,5.817220841045895
SlogP_VSA5,40.48135779708028
SlogP_VSA6,54.727780119305955
SlogP_VSA7,0.0
SlogP_VSA8,10.902924932081056
SlogP_VSA9,0.0
SpAD_Dzare,302.54034954038923
SpAbs_Dzpe,304.2177052633318
SpAbs_Dzse,306.9956992063261
SpDiam_DzZ,235.01920491416138
SpDiam_Dzi,227.16114007087992
SpDiam_Dzm,234.97843620853527
SpDiam_Dzp,309.6620618658816
SpDiam_Dzv,284.31488180374504
SpMAD_Dzpe,9.858961690520163
SpMAD_Dzse,9.94466238986048
SpMax_Dzpe,152.80942183975063
SpMax_Dzse,154.14311492966712
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,31
AETA_beta_s,0.6451612903225806
AETA_eta_BR,0.02422498417179201
AETA_eta_FL,0.2490049468187849
AETA_eta_RL,0.48410448558217883
DetourIndex,4750
EState_VSA1,17.507645516762338
EState_VSA2,35.98820907648641
EState_VSA3,17.62490861522583
EState_VSA4,12.841643245852019
EState_VSA5,17.163120370925164
EState_VSA6,29.16537800469692
EState_VSA7,25.122838405075452
EState_VSA8,4.9839785209472085
EState_VSA9,0.0
ETA_beta_ns,19.0
ETA_shape_p,0.12327416173570016
ETA_shape_x,0.0
ETA_shape_y,0.3658777120315581
GhoseFilter,True
LogEE_Dzare,151.26082442165253
SlogP_VSA10,4.39041504767482
SlogP_VSA11,0.0
SpAbs_Dzare,300.9687840417896
SpDiam_Dzpe,233.15261914294615
SpDiam_Dzse,235.3207401836727
SpMAD_Dzare,9.759366114206104
SpMax_Dzare,151.26082442165253
TopoPSA(NO),73.48
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,14.268491262869315
VSA_EState9,63.39817540379736
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.6129032258064516
EState_VSA10,18.774026599890284
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.03271889400921653
FilterItLogS,-5.2143932244551445
SpDiam_Dzare,230.63074185642304
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.6093506493506491
ETA_epsilon_2,0.8488479262672807
ETA_epsilon_3,0.4425287356321833
ETA_epsilon_4,0.5465838509316762
ETA_epsilon_5,0.8316964285714282
AETA_beta_ns_d,0.016129032258064516
ETA_dEpsilon_A,0.16682191371846578
ETA_dEpsilon_B,0.06276679841897292
ETA_dEpsilon_C,-0.10405511529949285
ETA_dEpsilon_D,0.017151497695852447
PetitjeanIndex,0.4666666666666667
TopoShapeIndex,0.875
CDK Descriptors
FMFDescriptor,0.7741935483870968
MDEDescriptor,"0.0,2.313112116182122,1.3432316642801272,0.0,16.808736400408037,26.118955749696923,0.0,10.159387152274967,0.0,0.0,0.5436901865014462,0.0,0.0,0.0,0.0,0.0,0.0,0.31622776601683794,0.33333333333333337"
APolDescriptor,64.50603199999998
BCUTDescriptor,"11.850000000000005,18.99840827949037,-0.28312151102907196,0.27459321949082716,4.763716109906035,10.7575994121017"
BPolDescriptor,34.93396799999999
TPSADescriptor,73.48
ALOGPDescriptor,"2.0599999999999996,4.243599999999998,112.49849999999999"
XLogPDescriptor,4.38
VAdjMaDescriptor,6.08746284125034
WeightDescriptor,421.18017004
ChiPathDescriptor,"21.957454678884094,15.007239053047549,13.24800429927909,11.859217787266685,9.897219862641135,7.700958795270329,5.22177883509433,3.6884867573877127,17.30617313322973,10.461104625181195,7.752109635027315,5.767266342585113,4.212120887095243,2.844210633849859,1.6410743837030968,0.9953096754050464"
ChiChainDescriptor,"0.0,0.0,0.09622504486493763,0.4172973289590084,0.682267915556848,0.0,0.0,0.036084391824351615,0.15387383037528488,0.19438385452028556"
AtomCountDescriptor,55
BondCountDescriptor,34
SmallRingDescriptor,"4,3,3,2,0,0,1,3,0,0,0"
ChiClusterDescriptor,"1.8629958343388282,0.0,0.7082213196986864,0.0,0.8192334390813463,0.0,0.17608508613196863,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,3,11,3,4,3,0,0"
ZagrebIndexDescriptor,164.0
LargestChainDescriptor,16
MannholdLogPDescriptor,3.3299999999999996
WeightedPathDescriptor,"63.33935970210737,2.043205151680883,20.335715594449375,7.71921560578451,10.053917702652809"
FractionalPSADescriptor,0.17446215474252152
WienerNumbersDescriptor,"2766.0,53.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"5.377406165758138,8.954424248019219,12.789473114768299,1.91978543309299,2.778863763146981,3.315978965601209"
FractionalCSP3Descriptor,0.2916666666666667
KierHallSmartsDescriptor,"0,0,0,0,0,0,1,0,5,0,0,9,1,0,0,3,3,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,14
PetitjeanNumberDescriptor,0.4666666666666667
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"24.134948096885815,10.950520833333334,5.23947427043885"
AromaticAtomsCountDescriptor,15
AromaticBondsCountDescriptor,16
FragmentComplexityDescriptor,2434.07
HBondAcceptorCountDescriptor,5
HybridizationRatioDescriptor,0.2916666666666667
AutocorrelationDescriptorMass,"35.90539214949493,36.90751650836641,53.26068065751823,60.75154952809612,61.12248118540429"
PetitjeanShapeIndexDescriptor,"0.875,NaN"
RotatableBondsCountDescriptor,7
AutocorrelationDescriptorCharge,"0.6568454973336725,-0.3153800339591196,-0.0485440911115449,0.19527291401750696,-0.2784987758397636"
EccentricConnectivityIndexDescriptor,779
AutocorrelationDescriptorPolarizability,"2121.6718112415874,2519.658209008819,3561.074522067367,3722.537182564369,3479.1556642925675"
