DLiP-ID,C0040W
DLiP-Mol-ID,34718
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C23H20BrN3O3/c24-18-9-7-16(8-10-18)20-19(21(28)17-5-2-1-3-6-17)22(29)23(30)27(20)13-4-12-26-14-11-25-15-26/h1-3,5-11,14-15,20,29H,4,12-13H2"
Standard Inchi Key(RDKit),BZSVCJIWLCTBTP-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=C(C1=C(O)C(=O)N(CCCn2ccnc2)C1c1ccc(Br)cc1)c1ccccc1
SMILES(SDF),
MW(SDF),
MW(RDKit),466.335
MW Monoisotopic(RDKit),465.0688036
MolLogP(RDKit),4.3142
XLogP(SDF),
XLogP(CDK),4.662
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),75.43
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),7
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),30
QED Weighted(RDKit),0.526884917788413
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Tumour suppressor p53/oncoprotein Mdm2
Common Target Pref Name,P53/HDM2
RDKit Descriptors
Ipc,10515477.147840265
qed,0.5268849177884133
Chi0,21.087211190881014
Chi1,14.558550648063802
TPSA,75.43
Chi0n,16.110189278961567
Chi0v,17.696185818076273
Chi1n,9.610628513329754
Chi1v,10.403626782887109
Chi2n,7.064129445701809
Chi2v,7.979804974493499
Chi3n,5.144535260355239
Chi3v,5.673200773393475
Chi4n,3.6955235608982027
Chi4v,3.9598563174173207
MolMR,115.8673
MolWt,466.3350000000001
fr_SH,0
Kappa1,20.097816238840622
Kappa2,8.66864219386946
Kappa3,3.9318591358842667
fr_ArN,0
fr_COO,0
fr_C_O,2
fr_C_S,0
fr_NH0,3
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
