DLiP-ID,T001HK
AATSC4i,-0.1543579776252191
AATSC4m,-1.3210452351471054
AATSC4p,-0.021767830756961763
AATSC4s,-0.06791592694622996
AATSC4v,-3.099556057353685
AATSC5Z,0.699779614325069
AATSC5c,0.004910501262995162
AATSC5d,0.01859504132231405
AATSC5i,0.0775547146029124
AATSC5m,3.2930286075619835
AATSC5p,0.017194232325412354
AATSC5s,0.038439364652888774
AATSC5v,2.6073516695828984
AATSC6Z,-0.7890004944550398
AATSC6c,-0.005777634750423504
AATSC6d,-0.0003870876598149314
AATSC6i,-0.06300194261906526
AATSC6m,-3.2016865006625688
AATSC6p,0.0007685261908470561
AATSC6s,-0.13594821564518533
AATSC6v,2.4699248595280885
AATSC7Z,-0.22231404958677672
AATSC7c,0.0009756595276267521
AATSC7d,-0.016198347107438015
AATSC7i,0.1521873162686643
AATSC7m,-1.087235184462805
AATSC7p,0.0017183602809766945
AATSC7s,0.2247477581652666
AATSC7v,-0.7355201109322712
AATSC8Z,0.522809917355372
AATSC8c,0.0037793218227093026
AATSC8d,-0.04072314049586778
AATSC8i,-0.0922305086285589
AATSC8m,2.331999545581467
AATSC8p,-0.01927426051268303
AATSC8s,0.11277147173190942
AATSC8v,-1.7792874890087844
ATS0are,353.7180999999999
ATS1are,384.62899999999996
ATS2are,649.1813999999999
ATS3are,767.8795
ATS4are,786.9156999999999
ATS5are,749.9046000000003
ATS6are,744.2489999999998
ATS7are,728.1918999999999
ATS8are,718.2179
ATSC0dv,231.86666666666673
ATSC0pe,6.91109818181818
ATSC0se,4.696354799999999
ATSC1dv,59.83999999999998
ATSC1pe,-0.04442350413222558
ATSC1se,-0.32570244000000365
ATSC2dv,8.751111111111108
ATSC2pe,0.6935214545454655
ATSC2se,0.7191789599999884
ATSC3dv,-31.017777777777784
ATSC3pe,0.08801672727273091
ATSC3se,0.09699223999999829
ATSC4dv,-10.000000000000007
ATSC4pe,-0.5791485950413213
ATSC4se,-0.382847400000002
ATSC5dv,32.55555555555556
ATSC5pe,1.1560621487603278
ATSC5se,0.5762218000000022
ATSC6dv,8.119999999999994
ATSC6pe,-1.4541834049586753
ATSC6se,-1.5989551200000067
ATSC7dv,11.888888888888902
ATSC7pe,0.6632272727272862
ATSC7se,0.9039467999999798
ATSC8dv,20.231111111111108
ATSC8pe,1.9197782479338883
ATSC8se,1.2571588799999924
AXp-0dv,0.5575185003845845
AXp-1dv,0.3077046155671209
AXp-2dv,0.1638186366857049
AXp-3dv,0.09020581633964443
AXp-4dv,0.048768356999120105
AXp-5dv,0.027024411381955906
AXp-6dv,0.015346391869410113
AXp-7dv,0.008552968468778328
BertzCT,1393.5201681289675
ECIndex,1012
ETA_eta,27.126714553025852
GATS1dv,0.49714427734622463
GATS1pe,0.6986544489019462
GATS1se,0.7873684630933228
GATS2dv,0.9110512833917087
GATS2pe,0.8778568016029027
GATS2se,0.8825575839062552
GATS3dv,0.9956206426225765
GATS3pe,0.8926913673692503
GATS3se,0.8835229008951633
GATS4dv,1.0131339850488785
GATS4pe,1.0161982097832627
GATS4se,1.0051540194535555
GATS5dv,0.923591144335825
GATS5pe,0.8738054128484775
GATS5se,0.8679974040717706
GATS6dv,1.0294377847569336
GATS6pe,1.1434885354764945
GATS6se,1.212696068022799
GATS7dv,1.028255528255528
GATS7pe,1.1184094147384551
GATS7se,1.1261900980580237
GATS8dv,0.9700387127248826
GATS8pe,0.9053078489076556
GATS8se,0.9307349051408368
LogEE_A,4.464593871032484
LogEE_D,234.92146457645643
MATS1dv,0.24058245046344567
MATS1pe,-0.005992063786498782
MATS1se,-0.06465033660661057
MATS2dv,0.020967776286925206
MATS2pe,0.05574941736225496
MATS2se,0.08507531557595698
MATS3dv,-0.0608064544234757
MATS3pe,0.005788892337116463
MATS3se,0.009387574767174969
MATS4dv,-0.01897642323174239
MATS4pe,-0.03687190879281383
MATS4se,-0.03586885215742237
MATS5dv,0.06435291674653376
MATS5pe,0.07666825217094807
MATS5se,0.05623545698321908
MATS6dv,0.01646245263266538
MATS6pe,-0.09891199220825547
MATS6se,-0.1600487188980638
MATS7dv,0.02563733946712672
MATS7pe,0.047982770268849194
MATS7se,0.09623919385306877
MATS8dv,0.0428475588050056
MATS8pe,0.13641077321596223
MATS8se,0.13145403902253158
MAXaaCH,2.023577728023196
MAXaaaC,0.2513170760573016
MAXaasC,1.1553590558450977
MAXaasN,1.5103810521122027
MAXdssC,-0.13513664352589272
MAXssNH,2.917260785550829
MDEC-22,16.64215569369168
MDEC-23,23.77315794357728
MDEC-33,7.968782629354146
MDEN-22,1.4490370645106372
MDEN-23,1.208550158942707
MDEO-11,0.14285714285714285
MDEO-12,0.45150733834019824
MDEO-22,0.4999999999999999
MINaaCH,1.4616334857866589
MINaaaC,0.18046849213058014
MINaasC,0.397107602427768
MINaasN,1.5103810521122027
MINdssC,-0.13513664352589272
MINssNH,2.917260785550829
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.3392857142857144
SM1_Dzi,1.7318841755316519
SM1_Dzm,2.3349219112386512
SM1_Dzp,-6.4959482172312155
SM1_Dzv,-3.035022178277779
SddssSe,0
SpAD_Dt,939.7497190338283
SpAbs_A,45.37871374672514
SpAbs_D,469.84292915291303
SpMAD_A,1.3346680513742688
SpMAD_D,13.81890968096803
SpMax_A,2.4656898029532783
SpMax_D,234.92146457645643
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,133.53000000000003
TpiPC10,9.235295526318964
VAdjMat,6.247927513443585
VE1_DzZ,5.7168623255124835
VE1_Dzi,5.729588948152963
VE1_Dzm,5.716858466896546
VE1_Dzp,5.721023218542894
VE1_Dzv,5.731802276017439
VE2_DzZ,0.16814300957389658
VE2_Dzi,0.1685173220044989
VE2_Dzm,0.1681428960851925
VE2_Dzp,0.16826538878067335
VE2_Dzv,0.16858241988286585
VE3_DzZ,2.9671955420174267
VE3_Dzi,2.9694192229785172
VE3_Dzm,2.967194867063751
VE3_Dzp,2.9679231053765687
VE3_Dzv,2.969805446229901
VR1_DzZ,237.20048567220232
VR1_Dzi,235.62657880870248
VR1_Dzm,237.20197500709673
VR1_Dzp,237.6245510192763
VR1_Dzv,235.98440878362527
VR2_DzZ,6.976484872711833
VR2_Dzi,6.9301934943736025
VR2_Dzm,6.976528676679315
VR2_Dzp,6.988957382919891
VR2_Dzv,6.940717905400743
VR3_DzZ,6.692681146265522
VR3_Dzi,6.68602369031633
VR3_Dzm,6.692687425047855
VR3_Dzp,6.6944673429782195
VR3_Dzv,6.687541169989208
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.02946278254943948
Xch-6dv,0.11931863370986887
Xch-7dv,0.14369817123509301
Xpc-4dv,1.6703247094368985
Xpc-5dv,2.2638613457458603
Xpc-6dv,2.874887314290665
Zagreb1,180.0
Zagreb2,211.0
fragCpx,322.1
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,1
n5FRing,0
n5HRing,1
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,2
n6aRing,4
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,23
nBondsD,2
nBondsM,25
nBondsO,38
nBondsS,34
nBondsT,0
nFARing,1
nFHRing,2
nFaRing,1
nHetero,10
naHRing,2
AATS0are,6.43123818181818
AATS1are,6.519135593220338
AATS2are,6.557387878787878
AATS3are,6.346111570247934
AATS4are,6.295325599999999
AATS5are,6.249205000000003
AATS6are,6.361102564102563
AATS7are,6.619926363636363
AATS8are,6.412659821428571
AATSC0dv,4.215757575757577
AATSC0pe,0.12565633057851236
AATSC0se,0.08538826909090907
AATSC1dv,1.014237288135593
AATSC1pe,-0.0007529407480038234
AATSC1se,-0.0055203803389831125
AATSC2dv,0.08839506172839502
AATSC2pe,0.007005267217630965
AATSC2se,0.007264433939393822
AATSC3dv,-0.2563452708907255
AATSC3pe,0.0007274109691961233
AATSC3se,0.0008015887603305643
AATSC4dv,-0.08000000000000006
AATSC4pe,-0.004633188760330571
AATSC4se,-0.003062779200000016
AATSC5dv,0.2712962962962963
AATSC5pe,0.009633851239669398
AATSC5se,0.004801848333333352
AATSC6dv,0.06940170940170935
AATSC6pe,-0.012428917991099788
AATSC6se,-0.013666283076923134
AATSC7dv,0.1080808080808082
AATSC7pe,0.006029338842975329
AATSC7se,0.008217698181817999
AATSC8dv,0.18063492063492062
AATSC8pe,0.01714087721369543
AATSC8se,0.011224632857142789
AETA_eta,0.797844545677231
ATSC0are,7.513734545454545
ATSC1are,-0.22351342148759876
ATSC2are,0.8843087272727359
ATSC3are,-0.02732327272727101
ATSC4are,-0.6970076033057846
ATSC5are,1.2689355371900792
ATSC6are,-1.7440989421487567
ATSC7are,0.8842436363636492
ATSC8are,2.0443260165289283
BCUTZ-1h,16.002004795631663
BCUTZ-1l,5.693573527623905
BCUTc-1h,0.5026737356419793
BCUTc-1l,-0.4869106909950317
BCUTd-1h,3.2849991228434052
BCUTd-1l,0.9771702659289971
BCUTi-1h,14.561504807744399
BCUTi-1l,10.338105378019012
BCUTm-1h,32.06099953203537
BCUTm-1l,11.70523227599336
BCUTp-1h,2.9163721499307727
BCUTp-1l,0.748453503049287
BCUTs-1h,7.009366938659727
BCUTs-1l,0.6267561172203024
BCUTv-1h,24.434230811487936
BCUTv-1l,14.701767770352879
BalabanJ,1.1316923745886054
Diameter,17
ETA_beta,47.25
GATS1are,0.7392699239637114
GATS2are,0.8904711227003926
GATS3are,0.9034480196200039
GATS4are,1.0200941693683852
GATS5are,0.8670202494631646
GATS6are,1.1610061887227046
GATS7are,1.1368239834252614
GATS8are,0.9175572025193134
HybRatio,0.20833333333333334
Lipinski,True
LogEE_Dt,469.87485951691417
MATS1are,-0.027730547029958988
MATS2are,0.06538461310957995
MATS3are,-0.0016529289591419138
MATS4are,-0.040816366827874456
MATS5are,0.07740431220015496
MATS6are,-0.10911691997311183
MATS7are,0.058841820336770816
MATS8are,0.13361000329854839
MAXssCH2,0.7459154302354158
MINssCH2,0.11918396216511318
NsssssAs,0
RotRatio,0.21052631578947367
SM1_Dzpe,1.852432680538556
SM1_Dzse,1.7666502705957994
SMR_VSA1,14.268263091671919
SMR_VSA2,0.0
SMR_VSA3,24.835823814639312
SMR_VSA4,0.0
SMR_VSA5,18.12201451065929
SMR_VSA6,19.09055231875919
SMR_VSA7,82.40533075343687
SMR_VSA8,0.0
SMR_VSA9,11.49902366656781
SpAD_DzZ,337.12916236116274
SpAD_Dzi,371.8916220073888
SpAD_Dzm,337.1731783861403
SpAD_Dzp,470.7056688397423
SpAD_Dzv,444.0844610219541
SpAbs_Dt,939.7497190338288
SpDiam_A,4.926313238079185
SpDiam_D,343.0025884252467
SpMAD_Dt,27.63969761864201
SpMax_Dt,469.87485951691417
SsssssAs,0
VE1_Dzpe,5.730504725483651
VE1_Dzse,5.729852609318145
VE2_Dzpe,0.16854425663187209
VE2_Dzse,0.16852507674465134
VE3_Dzpe,2.969579043196173
VE3_Dzse,2.9694652393858454
VMcGowan,332.85000000000105
VR1_Dzpe,235.4661345901999
VR1_Dzse,235.56922426573817
VR2_Dzpe,6.925474546770586
VR2_Dzse,6.928506596051123
VR3_Dzpe,6.685342532573309
VR3_Dzse,6.68578024781165
mZagreb1,8.61111111111111
mZagreb2,7.472222222222223
n10ARing,0
n10FRing,1
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,1
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,2
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,1
n9FHRing,1
n9FaRing,0
n9aHRing,0
nBondsKD,12
nBondsKS,47
nFAHRing,1
nFaHRing,1
nG12Ring,0
AATSC0are,0.1366133553719008
AATSC1are,-0.003788363076060996
AATSC2are,0.008932411386593292
AATSC3are,-0.0002258121712997604
AATSC4are,-0.005576060826446277
AATSC5are,0.010574462809917327
AATSC6are,-0.01490682856537399
AATSC7are,0.008038578512396812
AATSC8are,0.01825291086186543
AETA_beta,1.3897058823529411
BCUTdv-1h,6.02384814289877
BCUTdv-1l,0.6562120337345951
BCUTpe-1h,3.493401485245134
BCUTpe-1l,2.242161080567478
BCUTse-1h,3.705974744065287
BCUTse-1l,2.4381637379939365
ETA_alpha,16.16666666666667
ETA_dBeta,0.75
ETA_eta_B,0.24437712897764285
ETA_eta_F,36.77239735667874
ETA_eta_L,7.324086570229053
ETA_eta_R,63.899111909704594
ETA_psi_1,0.5549199084668197
LabuteASA,198.72274787466657
LogEE_DzZ,168.48829255471802
LogEE_Dzi,185.89327050870503
LogEE_Dzm,168.509621219649
LogEE_Dzp,234.11111088263957
LogEE_Dzv,221.50663836186922
PEOE_VSA1,14.790514511606428
PEOE_VSA2,14.156174015934997
PEOE_VSA3,14.951935562841626
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,48.16008736016077
PEOE_VSA7,29.68045874324322
PEOE_VSA8,18.93844354913873
PEOE_VSA9,12.297610012659364
SM1_Dzare,2.0466057411377
SpAD_Dzpe,372.74864893273815
SpAD_Dzse,372.0963972705964
SpAbs_DzZ,335.2026917729275
SpAbs_Dzi,370.38680827193616
SpAbs_Dzm,335.25030151806146
SpAbs_Dzp,474.7181699825104
SpAbs_Dzv,446.0482989020162
SpDiam_Dt,683.1778517327065
SpMAD_DzZ,9.915563598857728
SpMAD_Dzi,10.937988882570258
SpMAD_Dzm,9.916858187827657
SpMAD_Dzp,13.84428437763948
SpMAD_Dzv,13.061307677116297
SpMax_DzZ,168.48829255471802
SpMax_Dzi,185.89327050870503
SpMax_Dzm,168.509621219649
SpMax_Dzp,234.11111088263957
SpMax_Dzv,221.50663836186922
VE1_Dzare,5.7307212350891525
VE2_Dzare,0.16855062456144565
VE3_Dzare,2.9696168244259074
VR1_Dzare,235.39809084292008
VR2_Dzare,6.923473260085885
VR3_Dzare,6.685053516147435
n10AHRing,0
n10FARing,0
n10FHRing,1
n10FaRing,1
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,1
n9FaHRing,0
nAromAtom,22
nAromBond,23
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4754901960784315
AETA_dBeta,0.022058823529411766
AETA_eta_B,0.007187562616989496
AETA_eta_F,1.0815410987258451
AETA_eta_L,0.2154143108890898
AETA_eta_R,1.8793856444030763
BCUTare-1h,3.5475067695758296
BCUTare-1l,2.1924294711678614
ETA_beta_s,23.25
ETA_dPsi_A,0.15908009153318026
ETA_dPsi_B,0.0
ETA_eta_BR,0.6743771289776428
ETA_eta_FL,9.3457498631664
ETA_eta_RL,16.669836433395453
LogEE_Dzpe,186.37292348744464
LogEE_Dzse,186.05612028577903
PEOE_VSA10,0.0
PEOE_VSA11,27.819338086772504
PEOE_VSA12,12.700122035451333
PEOE_VSA13,5.559266895052007
SlogP_VSA1,20.349781406658437
SlogP_VSA2,44.51676725874367
SlogP_VSA3,17.760115212910407
SlogP_VSA4,0.0
SlogP_VSA5,11.126902983393991
SlogP_VSA6,70.87559735681157
SlogP_VSA7,0.0
SlogP_VSA8,11.16387793838399
SlogP_VSA9,0.0
SpAD_Dzare,371.07413719112606
SpAbs_Dzpe,371.1141495087337
SpAbs_Dzse,370.53758820830615
SpDiam_DzZ,248.1622916335659
SpDiam_Dzi,281.6341685813343
SpDiam_Dzm,248.18668569108956
SpDiam_Dzp,342.1865138071244
SpDiam_Dzv,329.4375531260181
SpMAD_Dzpe,10.963195556845239
SpMAD_Dzse,10.944011684429306
SpMax_Dzpe,186.37292348744464
SpMax_Dzse,186.05612028577903
n10FAHRing,0
n10FaHRing,1
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,34
AETA_beta_s,0.6838235294117647
AETA_eta_BR,0.019834621440518906
AETA_eta_FL,0.2748749959754824
AETA_eta_RL,0.49028930686457217
DetourIndex,7752
EState_VSA1,0.0
EState_VSA2,41.72087688154669
EState_VSA3,23.200216554301093
EState_VSA4,17.54772460632
EState_VSA5,28.72267174040862
EState_VSA6,0.0
EState_VSA7,48.53093654769288
EState_VSA8,20.268724166847957
EState_VSA9,9.473725907600098
ETA_beta_ns,24.0
ETA_shape_p,0.04123711340206184
ETA_shape_x,0.0
ETA_shape_y,0.30309278350515456
GhoseFilter,True
LogEE_Dzare,185.53024828178675
SlogP_VSA10,0.0
SlogP_VSA11,11.49902366656781
SpAbs_Dzare,369.27321728241765
SpDiam_Dzpe,281.55751587004477
SpDiam_Dzse,280.31434142607475
SpMAD_Dzare,10.913945211503707
SpMax_Dzare,185.53024828178675
TopoPSA(NO),108.23000000000002
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,1.5103810521122027
VSA_EState9,76.13175757957502
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.7058823529411765
EState_VSA10,9.589074368143644
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.02450980392156849
FilterItLogS,-6.517561576010782
SpDiam_Dzare,280.89019846108636
ETA_beta_ns_d,1.0
ETA_epsilon_1,0.6442424242424235
ETA_epsilon_2,0.8568627450980388
ETA_epsilon_3,0.4446808510638289
ETA_epsilon_4,0.5743961352656993
ETA_epsilon_5,0.8409523809523806
AETA_beta_ns_d,0.029411764705882353
ETA_dEpsilon_A,0.19956157317859463
ETA_dEpsilon_B,0.06984628897672418
ETA_dEpsilon_C,-0.12971528420187045
ETA_dEpsilon_D,0.015910364145658273
PetitjeanIndex,0.47058823529411764
TopoShapeIndex,0.8888888888888888
CDK Descriptors
FMFDescriptor,0.9411764705882353
MDEDescriptor,"0.0,0.0,0.0,0.0,16.64215569369168,23.77315794357728,0.0,7.968782629354146,0.0,0.0,0.14285714285714285,0.45150733834019824,0.4999999999999999,0.0,0.0,0.0,1.4490370645106372,1.208550158942707,0.0"
APolDescriptor,67.85065299999997
BCUTDescriptor,"11.849999999999998,31.972072733955137,-0.3165228957092561,0.2622612225922122,5.337001019267887,12.293451559920735"
BPolDescriptor,37.585347
TPSADescriptor,133.53000000000003
ALOGPDescriptor,"3.156500000000002,9.963492250000012,119.15749999999998"
XLogPDescriptor,2.168
VAdjMaDescriptor,6.247927513443585
WeightDescriptor,475.13142531999995
ChiPathDescriptor,"23.329851878000298,16.669836433395457,14.710449252550372,12.597642930364554,10.543145849277167,8.497205939581137,5.833330802465443,4.401628312107094,18.955629013075875,11.692775391550594,8.518569107656651,6.2242013274354635,4.389152129920808,3.0537584861610183,1.856913416198625,1.205968554097745"
ChiChainDescriptor,"0.0,0.0,0.11785113019775793,0.4654643755225944,0.6631690720902524,0.0,0.0,0.029462782549439483,0.11931863370986887,0.14369817123509304"
AtomCountDescriptor,55
BondCountDescriptor,38
SmallRingDescriptor,"5,4,3,3,0,0,1,4,0,0,0"
ChiClusterDescriptor,"1.8282057084311267,0.0,0.3765509370849649,0.0,0.778798848781604,0.0,0.09471413683640391,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,5,11,2,3,1,0,0"
ZagrebIndexDescriptor,180.0
LargestChainDescriptor,18
MannholdLogPDescriptor,2.9999999999999996
WeightedPathDescriptor,"70.63595380275804,2.077528053022295,30.335490977744527,11.302485158847386,15.927647481853136"
FractionalPSADescriptor,0.281038030498757
WienerNumbersDescriptor,"3840.0,52.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"4.482169237443274,7.204994406291049,9.908745020432203,1.6703247094368978,2.263861345745861,2.6369896418805125"
FractionalCSP3Descriptor,0.20833333333333334
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,5,0,0,10,0,0,0,1,5,2,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,11
PetitjeanNumberDescriptor,0.47058823529411764
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"25.641274238227147,12.497041420118343,6.6675068262969965"
AromaticAtomsCountDescriptor,22
AromaticBondsCountDescriptor,23
FragmentComplexityDescriptor,2359.1
HBondAcceptorCountDescriptor,6
HybridizationRatioDescriptor,0.20833333333333334
AutocorrelationDescriptorMass,"45.02553068699619,45.160123536886246,64.15241977342424,67.79734991927478,61.46494086983631"
PetitjeanShapeIndexDescriptor,"0.8888888888888888,NaN"
RotatableBondsCountDescriptor,9
AutocorrelationDescriptorCharge,"0.9480330758241293,-0.6151048079563424,0.14055020609355176,-0.042469088564373945,-0.016409280640048714"
EccentricConnectivityIndexDescriptor,1012
AutocorrelationDescriptorPolarizability,"2397.7715302044116,2804.8909120511935,3854.8041898364672,3953.4247406955374,3550.6790459152407"
