DLiP-ID,T002RS
nF,0
nH,37
nI,0
nN,3
nO,4
nP,0
nS,1
nX,0
ABC,23.728650837975795
AMW,6.636036436235308
IC0,1.5353071497834878
IC1,2.9548223999466057
IC2,3.9449542460781193
IC3,4.851317894030194
IC4,5.300554385304357
IC5,5.440404017720929
MID,62.692350524516854
Mpe,0.9544982698961938
Mse,0.9972633991688447
NdO,3
NdS,0
NsF,0
NsI,0
NtN,0
SMR,122.80600000000007
SdO,36.57430797311393
SdS,0
Spe,64.90588235294118
SsF,0
SsI,0
Sse,67.81391114348143
StN,0
fMF,0.38235294117647056
nBr,0
nCl,0
AMID,2.0223338878876405
BIC0,0.24573062771294757
BIC1,0.4729284060336411
BIC2,0.6314020509344598
BIC3,0.7764683382756403
BIC4,0.8483700193222828
BIC5,0.8707533827841123
CIC0,4.552155691466851
CIC1,3.1326404413037334
CIC2,2.14250859517222
CIC3,1.2361449472201453
CIC4,0.7869084559459818
CIC5,0.6470588235294104
GGI1,6.0
GGI2,3.333333333333335
GGI3,1.75
GGI4,1.5644444444444447
GGI5,0.7777777777777777
GGI6,0.4073469387755102
GGI7,0.2899305555555556
GGI8,0.18846056941295036
GGI9,0.136875
JGI1,0.18181818181818182
JGI2,0.07575757575757577
JGI3,0.03977272727272727
JGI4,0.04011396011396011
JGI5,0.02102102102102102
JGI6,0.013140223831468071
JGI7,0.009997605363984672
JGI8,0.007538422776518014
JGI9,0.00622159090909091
MIC0,16.334795034830815
MIC1,29.22407779747754
MIC2,34.3269075409284
MIC3,37.327305278439
MIC4,38.54951841438313
MIC5,38.690486843859034
MPC2,44
MPC3,53
MPC4,63
MPC5,76
MPC6,67
MPC7,68
MPC8,65
MPC9,65
Mare,0.9679411764705881
NaaN,1
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,1
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.18208926273198517
RPCG,0.12184399655665995
SIC0,0.2522080528163261
SIC1,0.485394732913014
SIC2,0.648045721009747
SIC3,0.7969359354699164
SIC4,0.8707329348092818
SIC5,0.8937063206127912
SaaN,4.7208312271456165
SaaO,0
SaaS,0
Sare,65.82
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,9.446984522717148
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,104.40088618527717
TIC1,200.9279231963692
TIC2,268.2568887333121
TIC3,329.88961679405315
TIC4,360.4376982006963
TIC5,369.94747320502313
Vabc,434.5091205357032
WPol,44
apol,72.48934099999997
bpol,46.922659000000046
nRot,12
ABCGG,17.505597024723578
ATS0Z,1524.0
ATS0d,191.0
ATS0i,11241.078453807315
ATS0m,5995.972902000001
ATS0p,95.20819347941298
ATS0s,298.0216906721536
ATS0v,13083.270148468126
ATS1Z,1788.0
ATS1d,249.0
ATS1i,10250.483792012354
ATS1m,6715.328081
ATS1p,125.766299126
ATS1s,165.02932098765433
ATS1v,17287.381323419748
ATS2Z,2457.0
ATS2d,398.0
ATS2i,20660.696289308496
ATS2m,8858.172741000002
ATS2p,196.46187957273506
ATS2s,394.8302469135803
ATS2v,25617.746674228605
ATS3Z,2721.0
ATS3d,480.0
ATS3i,32097.44898085494
ATS3m,9449.8608
ATS3p,234.20207252324204
ATS3s,454.5077160493827
ATS3v,28903.29573882436
ATS4Z,2641.0
ATS4d,443.0
ATS4i,32493.934035336824
ATS4m,8991.555551000001
ATS4p,217.35578496754403
ATS4s,495.43518518518516
ATS4v,27084.055251798178
ATS5Z,2302.0
ATS5d,390.0
ATS5i,28995.117240993153
ATS5m,7823.330279999999
ATS5p,192.047431563601
ATS5s,608.023148148148
ATS5v,24501.905405112462
ATS6Z,1929.0
ATS6d,360.0
ATS6i,26080.940156211975
ATS6m,6418.214510000002
ATS6p,180.95602470511102
ATS6s,406.4675925925926
ATS6v,22770.18030558293
ATS7Z,1851.0
ATS7d,347.0
ATS7i,26911.410399413362
ATS7m,6109.576668
ATS7p,177.46818334390304
ATS7s,401.13425925925924
ATS7v,21997.88410773046
ATS8Z,1658.0
ATS8d,325.0
ATS8i,26510.110551960108
ATS8m,5381.265328
ATS8p,165.867046318148
ATS8s,374.3564814814815
ATS8v,20127.126940382215
C1SP1,0
C1SP2,2
C1SP3,1
C2SP1,0
C2SP2,3
C2SP3,16
C3SP2,1
C3SP3,0
C4SP3,0
FCSP3,0.7391304347826086
GGI10,0.11141720232629324
JGI10,0.005064418287558783
JGT10,0.4004457271520865
Kier1,25.619834710743802
Kier2,13.03202479338843
Kier3,8.37308650765397
MAXdO,12.514050633192376
MID_C,47.43825306460011
MID_N,6.124056570291359
MID_O,6.897621638934527
MID_X,0.0
MID_h,15.25409745991676
MINdO,11.54620670672918
MPC10,53
MWC01,33.0
MWC02,5.043425116919247
MWC03,5.855071922202427
MWC04,6.705639094860003
MWC05,7.538494999413465
MWC06,8.393216011596527
MWC07,9.234935418831563
MWC08,10.091915427761844
MWC09,10.938112279371822
MWC10,11.796516681268466
NaaCH,2
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,3
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,2
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,4.028100000000002
SRW02,4.204692619390966
SRW03,0.0
SRW04,5.493061443340548
SRW05,0.0
SRW06,6.974478911025045
SRW07,0.0
SRW08,8.546169299652755
SRW09,0.0
SRW10,10.1668897397139
SaaCH,4.311461613843033
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,3.4698585084313307
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-1.0773352886717296
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,5.8394749572321905
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.8799827466930843
VE1_D,5.501720107133089
VE2_A,0.12516073376429304
VE2_D,0.1774748421655835
VE3_A,2.4872328183878096
VE3_D,2.8364629015859255
VR1_A,855.5598552237662
VR1_D,191.92713505750228
VR2_A,27.598705007218268
VR2_D,6.191197905080719
VR3_A,7.883158167570248
VR3_D,6.388517906579827
WPath,3496
Xc-3d,2.2322718615146213
Xc-4d,0.2041241452319315
Xc-5d,0.598461712529338
Xc-6d,0.10206207261596575
Xp-0d,22.106237238868705
Xp-1d,14.954326925336497
Xp-2d,13.360547314783732
Xp-3d,10.277013097055061
Xp-4d,8.000217298364237
Xp-5d,6.539394487551
Xp-6d,3.7829105296954175
Xp-7d,2.6425635301331027
ZMIC0,103.97159635768661
ZMIC1,63.35022656540624
ZMIC2,45.370715810956604
ZMIC3,32.8555281578742
ZMIC4,27.733870526127326
ZMIC5,26.77739320018547
nAcid,1
nAtom,68
nBase,0
nRing,3
piPC1,3.6888794541139363
piPC2,4.1666652238017265
piPC3,4.468777561082536
piPC4,4.8313092462821
piPC5,5.249324056745928
piPC6,5.204006687076795
piPC7,5.285263788098974
piPC8,5.314744204233571
piPC9,5.362611717253434
AATS0Z,22.41176470588235
AATS0d,2.8088235294117645
AATS0i,165.3099772618723
AATS0m,88.17607208823532
AATS0p,1.4001204923443087
AATS0s,4.382671921649318
AATS0v,192.4010315951195
AATS1Z,25.542857142857144
AATS1d,3.557142857142857
AATS1i,146.43548274303362
AATS1m,95.93325829999999
AATS1p,1.7966614160857144
AATS1s,2.357561728395062
AATS1v,246.96259033456784
AATS2Z,18.33582089552239
AATS2d,2.970149253731343
AATS2i,154.1843006664813
AATS2m,66.1057667238806
AATS2p,1.4661334296472766
AATS2s,2.946494379952092
AATS2v,191.17721398678063
AATS3Z,13.812182741116752
AATS3d,2.436548223350254
AATS3i,162.9312131007865
AATS3m,47.96883654822335
AATS3p,1.188843007732193
AATS3s,2.3071457667481354
AATS3v,146.71723725291554
AATS4Z,13.474489795918368
AATS4d,2.260204081632653
AATS4i,165.78537773131032
AATS4m,45.8752834234694
AATS4p,1.1089580865691022
AATS4s,2.527730536659108
AATS4v,138.18395536631724
AATS5Z,13.154285714285715
AATS5d,2.2285714285714286
AATS5i,165.6863842342466
AATS5m,44.70474445714285
AATS5p,1.0974138946491485
AATS5s,3.4744179894179887
AATS5v,140.01088802921407
AATS6Z,12.05625
AATS6d,2.25
AATS6i,163.00587597632483
AATS6m,40.11384068750001
AATS6p,1.130975154406944
AATS6s,2.540422453703704
AATS6v,142.31362690989332
AATS7Z,11.286585365853659
AATS7d,2.1158536585365852
AATS7i,164.09396585008147
AATS7m,37.25351626829268
AATS7p,1.0821230691701405
AATS7s,2.4459406052393855
AATS7v,134.1334396812833
AATS8Z,10.3625
AATS8d,2.03125
AATS8i,165.68819094975066
AATS8m,33.632908300000004
AATS8p,1.036669039488425
AATS8s,2.3397280092592596
AATS8v,125.79454337738885
AMID_C,1.530266227890326
AMID_N,0.19755021194488256
AMID_O,0.22250392383659764
AMID_X,0.0
AMID_h,0.49206765999731483
ATS0dv,350.44444444444446
ATS0pe,410.3530999999999
ATS0se,514.7706569999998
ATS1dv,275.66666666666663
ATS1pe,443.2156
ATS1se,537.0154279999999
ATS2dv,474.6666666666667
ATS2pe,823.4409999999999
ATS2se,1015.0571299999999
ATS3dv,398.6666666666667
ATS3pe,1162.3852
ATS3se,1470.11628
ATS4dv,336.0
ATS4pe,1177.6374
ATS4se,1491.1063319999998
ATS5dv,392.3333333333333
ATS5pe,1067.2694000000001
ATS5se,1345.852002
ATS6dv,227.33333333333337
ATS6pe,957.3025
ATS6se,1208.620074
ATS7dv,213.33333333333331
ATS7pe,969.6414999999998
ATS7se,1230.729058
ATS8dv,181.33333333333331
ATS8pe,935.2425000000001
ATS8se,1193.5844180000001
ATSC0Z,648.4705882352941
ATSC0c,1.009519992141595
ATSC0d,34.98529411764706
ATSC0i,95.76475363720112
ATSC0m,2996.472256764707
ATSC0p,17.933126440967683
ATSC0s,125.99191453844917
ATSC0v,3442.3632075192127
ATSC1Z,130.86851211072664
ATSC1c,-0.6747435827419148
ATSC1d,6.691608996539794
ATSC1i,-6.328156982521416
ATSC1m,567.7426178892733
ATSC1p,-0.1092674359868965
ATSC1s,-15.69606882710116
ATSC1v,156.86295815145456
ATSC2Z,-8.750865051903114
ATSC2c,0.28558036511248985
ATSC2d,-4.956314878892731
ATSC2i,-27.044926915335637
ATSC2m,-66.2832367422145
ATSC2p,-4.266033269716371
ATSC2s,67.99342418899901
ATSC2v,-936.9095319348702
ATSC3Z,40.166089965397944
ATSC3c,0.1222050948553613
ATSC3d,-2.5897491349480957
ATSC3i,-18.171616153774057
ATSC3m,201.70989569636674
ATSC3p,-1.006051610734721
ATSC3s,2.136769292941695
ATSC3v,4.706260631129851
ATSC4Z,-99.35640138408303
ATSC4c,-0.4776299986288279
ATSC4d,-8.560553633217992
ATSC4i,-3.3834018000826265
ATSC4m,-459.2861569394463
ATSC4p,-2.599308694627889
ATSC4s,-51.96788190736232
ATSC4v,-208.07833788988452
ATSC5Z,-131.03460207612457
ATSC5c,0.3146273316763397
ATSC5d,-6.741565743944639
ATSC5i,15.366258529726881
ATSC5m,-583.9414566150517
ATSC5p,-0.11417861646226536
ATSC5s,63.10358297541665
ATSC5v,-73.16020042028649
ATSC6Z,-205.5778546712803
ATSC6c,-0.08073633523773682
ATSC6d,-9.053633217993081
ATSC6i,-5.447040503444716
ATSC6m,-955.121813064014
ATSC6p,-2.2779142297439203
ATSC6s,-41.77732337337016
ATSC6v,-752.2137431843826
ATSC7Z,-145.95847750865053
ATSC7c,0.04002430978279016
ATSC7d,-5.302768166089967
ATSC7i,-7.890847392581465
ATSC7m,-675.9004377560555
ATSC7p,-1.7053111190989916
ATSC7s,-35.66579968649286
ATSC7v,-535.1585800775865
ATSC8Z,-114.16608996539793
ATSC8c,0.0015198255702348808
ATSC8d,-0.12716262975778703
ATSC8i,-0.8252233262815037
ATSC8m,-524.1204560934257
ATSC8p,-0.1134348623076137
ATSC8s,-33.329406706703494
ATSC8v,-259.1848993609417
AXp-0d,0.7131044270602808
AXp-1d,0.45316142197989384
AXp-2d,0.3036488026087212
AXp-3d,0.1939059074916049
AXp-4d,0.1269875761645117
AXp-5d,0.08604466430988159
AXp-6d,0.056461351189483845
AXp-7d,0.03886122838431033
GATS1Z,0.9542342680904001
GATS1c,1.6730949696823263
GATS1d,1.1490542244640605
GATS1i,1.4582127427687444
GATS1m,0.9541867381345058
GATS1p,1.369001368003357
GATS1s,0.7156887629083634
GATS1v,1.1696605450284852
GATS2Z,1.0154662554426706
GATS2c,0.6916432505282843
GATS2d,1.2934005884825557
GATS2i,1.3532460022778294
GATS2m,1.0194744877425628
GATS2p,1.27301193358936
GATS2s,0.40066099180953707
GATS2v,1.2457687689509744
GATS3Z,1.0714863924027318
GATS3c,0.7827964677927081
GATS3d,1.1422493348098741
GATS3i,1.1035002318253542
GATS3m,1.0587767609722039
GATS3p,1.10692987363141
GATS3s,0.7855406762719549
GATS3v,1.0131630896943804
GATS4Z,1.2311424887444091
GATS4c,1.1981332932842685
GATS4d,1.1676188760497896
GATS4i,1.0177259747915908
GATS4m,1.2130358469951827
GATS4p,1.1193248088224774
GATS4s,1.3546404348585257
GATS4v,0.986597340100034
GATS5Z,1.1477379224549036
GATS5c,1.0267535217480428
GATS5d,1.1216957905482496
GATS5i,0.9048388213135504
GATS5m,1.1382480146703273
GATS5p,0.980582586977985
GATS5s,1.2907493941664645
GATS5v,0.9559399082282484
GATS6Z,1.0516041704462988
GATS6c,1.169074333125845
GATS6d,1.0772383354350568
GATS6i,0.9954499834870127
GATS6m,1.0596575515478583
GATS6p,0.988834440897494
GATS6s,1.3390370170533812
GATS6v,1.0718723867533586
GATS7Z,1.0032752818683848
GATS7c,1.1547264088538942
GATS7d,0.9400291165585049
GATS7i,0.9674359908359877
GATS7m,1.0107744678298216
GATS7p,0.9604412347883363
GATS7s,1.2431025844273411
GATS7v,1.0338059941085238
GATS8Z,0.9854147768505078
GATS8c,1.1112062866770862
GATS8d,0.8318673812526273
GATS8i,0.9075513019000796
GATS8m,0.991524532485284
GATS8p,0.9081077014400822
GATS8s,1.1880428424781284
GATS8v,0.9869959276636853
MATS1Z,0.19604499274310594
MATS1c,-0.6492840159342175
MATS1d,0.18580435957485145
MATS1i,-0.06419222379661087
MATS1m,0.1840569019086371
MATS1p,-0.0059189628531212245
MATS1s,-0.12102054146579598
MATS1v,0.04426643853683961
MATS2Z,-0.006848016809999349
MATS2c,0.14355473932059495
MATS2d,-0.07189148833386658
MATS2i,-0.14331255236621254
MATS2m,-0.011225289777215772
MATS2p,-0.12071808622782211
MATS2s,0.2738598411989411
MATS2v,-0.13811634609257017
MATS3Z,0.0213802096763499
MATS3c,0.04178467946998218
MATS3d,-0.025551409008178573
MATS3i,-0.06549837799967136
MATS3m,0.02323590703753782
MATS3p,-0.01936452893367471
MATS3s,0.005854066412349012
MATS3v,0.00047191303110228624
MATS4Z,-0.05315674891146588
MATS4c,-0.16414570108680304
MATS4d,-0.08489246896741041
MATS4i,-0.012257466687865995
MATS4m,-0.05317725753596762
MATS4p,-0.050286879906622964
MATS4s,-0.14310182824705808
MATS4v,-0.020971187351767014
MATS5Z,-0.07851752021563342
MATS5c,0.12110229880414744
MATS5d,-0.07487659881102506
MATS5i,0.06234954721769785
MATS5m,-0.07572336619728254
MATS5p,-0.002473999626172135
MATS5s,0.19461764252538952
MATS5v,-0.008258269647371044
MATS6Z,-0.13473330914368653
MATS6c,-0.03398936399788052
MATS6d,-0.10998318621269443
MATS6i,-0.02417373956533329
MATS6m,-0.13546822255263774
MATS6p,-0.053984649627492734
MATS6s,-0.14092461804970735
MATS6v,-0.09286958452119648
MATS7Z,-0.09332631243583844
MATS7c,0.016438946874630902
MATS7d,-0.06284665620931117
MATS7i,-0.034165124936559085
MATS7m,-0.09352711355432042
MATS7p,-0.039428719941376915
MATS7s,-0.11737466218184693
MATS7v,-0.064460083852596
MATS8Z,-0.07482311320754717
MATS8c,0.0006398346465428166
MATS8d,-0.0015447667087011541
MATS8i,-0.0036623068545481763
MATS8m,-0.0743378128520404
MATS8p,-0.002688310743775383
MATS8s,-0.11242783239099226
MATS8v,-0.03199940726411143
MAXaaN,4.7208312271456165
MAXsOH,9.446984522717148
MINaaN,4.7208312271456165
MINsOH,9.446984522717148
NddssS,1
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,15
NssNH2,0
NsssAs,0
NsssCH,2
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,10
SM1_Dt,0.0
SddssS,-3.5591730946291276
SdssSe,0
SdsssP,0
SpAD_A,39.62927975466284
SpAD_D,463.4753906245462
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,13.473010300157966
SssNH2,0
SsssAs,0
SsssCH,-1.4494207193403577
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,618
TMWC10,139.59732695222536
TSRW10,66.38529201312322
VE1_Dt,5.454289337542215
VE2_Dt,0.17594481734007145
VE3_Dt,2.827804445028493
VR1_Dt,196.26423532432776
VR2_Dt,6.331104365300895
VR3_Dt,6.410864002207433
Xc-3dv,1.2661592932582373
Xc-4dv,0.05892556509887896
Xc-5dv,0.24471880543816554
Xc-6dv,0.02946278254943948
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.25343678769327627
Xch-7d,0.31321973380314727
Xp-0dv,19.25991972833981
Xp-1dv,13.467862670248206
Xp-2dv,10.953181881271798
Xp-3dv,8.435303204657083
Xp-4dv,6.357349445046473
Xp-5dv,4.74554974134842
Xp-6dv,2.8023325950458555
Xp-7dv,1.83710783320545
Xpc-4d,4.353917856420916
Xpc-5d,5.955452268615663
Xpc-6d,8.91238557833778
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,2
nBonds,70
nFRing,1
nHBAcc,5
nHBDon,3
nHRing,2
nSpiro,0
naRing,1
piPC10,4.969379177580904
AATS0dv,5.15359477124183
AATS0pe,6.034604411764705
AATS0se,7.5701567205882325
AATS1dv,3.9380952380952374
AATS1pe,6.331651428571429
AATS1se,7.671648971428571
AATS2dv,3.5422885572139307
AATS2pe,6.145082089552238
AATS2se,7.575053208955223
AATS3dv,2.023688663282572
AATS3pe,5.9004324873096445
AATS3se,7.462519187817259
AATS4dv,1.7142857142857142
AATS4pe,6.008354081632653
AATS4se,7.607685367346938
AATS5dv,2.241904761904762
AATS5pe,6.098682285714286
AATS5se,7.690582868571429
AATS6dv,1.4208333333333336
AATS6pe,5.983140625
AATS6se,7.5538754625
AATS7dv,1.3008130081300813
AATS7pe,5.9124481707317065
AATS7se,7.504445475609756
AATS8dv,1.1333333333333333
AATS8pe,5.845265625000001
AATS8se,7.4599026125000005
AATSC0Z,9.536332179930795
AATSC0c,0.014845882237376396
AATSC0d,0.5144896193771626
AATSC0i,1.4083052005470753
AATSC0m,44.06576848183392
AATSC0p,0.26372244766128944
AATSC0s,1.8528222726242525
AATSC0v,50.62298834587077
AATSC1Z,1.8695501730103805
AATSC1c,-0.009639194039170212
AATSC1d,0.09559441423628277
AATSC1i,-0.09040224260744881
AATSC1m,8.110608826989619
AATSC1p,-0.0015609633712413786
AATSC1s,-0.2242295546728737
AATSC1v,2.240899402163637
AATSC2Z,-0.06530496307390384
AATSC2c,0.0021311967545708196
AATSC2d,-0.03698742446934874
AATSC2i,-0.20182781280101222
AATSC2m,-0.4946510204642873
AATSC2p,-0.03183606917698784
AATSC2s,0.5074136133507389
AATSC2v,-6.991862178618434
AATSC3Z,0.20388878155024337
AATSC3c,0.0006203304307378746
AATSC3d,-0.013145934695167998
AATSC3i,-0.09224170636433532
AATSC3m,1.023908099981557
AATSC3p,-0.005106860968196554
AATSC3s,0.010846544634221801
AATSC3v,0.02388964787375559
AATSC4Z,-0.5069204152249134
AATSC4c,-0.002436887748106265
AATSC4d,-0.04367629404703057
AATSC4i,-0.017262254082054215
AATSC4m,-2.3432967190788077
