DLiP-ID,T001G1
DLiP-Mol-ID,17133
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C18H18N4O3/c1-11-9-12(6-8-16(23)24)5-7-15(11)22-17(25)13-3-2-4-14(10-13)21-18(19)20/h2-10H,1H3,(H,22,25)(H,23,24)(H4,19,20,21)/b8-6+"
Standard Inchi Key(RDKit),FCTUEQVODTYVHM-SOFGYWHQSA-N
Canonical SMILES(RDKit),Cc1cc(/C=C/C(=O)O)ccc1NC(=O)c1cccc(NC(=N)N)c1
SMILES(SDF),
MW(SDF),
MW(RDKit),338.367
MW Monoisotopic(RDKit),338.137890436
MolLogP(RDKit),2.65049
XLogP(SDF),
XLogP(CDK),2.467
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),3
HBA Lipinski(RDKit),7
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),5
HBD Lipinski(RDKit),6
PSA(SDF),
PSA(RDKit),128.3
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,1
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),5
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),25
QED Weighted(RDKit),0.325125550481922
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,288343.83546517836
qed,0.3251255504819224
Chi0,18.39697674656903
Chi1,11.846244348298507
TPSA,128.3
Chi0n,13.537212868323945
Chi0v,13.537212868323945
Chi1n,7.390614902090118
Chi1v,7.390614902090118
Chi2n,5.319533611150292
Chi2v,5.319533611150292
Chi3n,3.320789144167725
Chi3v,3.320789144167725
Chi4n,2.1864736411541217
Chi4v,2.1864736411541217
MolMR,97.78080000000003
MolWt,338.367
fr_SH,0
Kappa1,17.73932330578097
Kappa2,7.780190170400416
Kappa3,5.207347653783654
fr_ArN,0
fr_COO,1
fr_C_O,2
fr_C_S,0
fr_NH0,0
fr_NH1,3
fr_NH2,1
fr_N_O,0
fr_azo,0
BertzCT,859.1497245725477
MolLogP,2.6504899999999996
NOCount,7
fr_Ar_N,0
fr_COO2,1
fr_urea,0
BalabanJ,2.149022172660763
