DLiP-ID,T0067I
DLiP-Mol-ID,23602
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C26H31N3O4S/c1-32-22-12-19(13-23(15-22)33-2)18(14-25(30)31)11-21-16-34-24(28-21)7-3-6-20-9-8-17-5-4-10-27-26(17)29-20/h8-9,12-13,15-16,18H,3-7,10-11,14H2,1-2H3,(H,27,29)(H,30,31)"
Standard Inchi Key(RDKit),UBSZHEXPLSECRR-UHFFFAOYSA-N
Canonical SMILES(RDKit),COc1cc(OC)cc(C(CC(=O)O)Cc2csc(CCCc3ccc4c(n3)NCCC4)n2)c1
SMILES(SDF),
MW(SDF),
MW(RDKit),481.618
MW Monoisotopic(RDKit),481.203527472
MolLogP(RDKit),4.8897
XLogP(SDF),
XLogP(CDK),3.412
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),7
HBA Lipinski(RDKit),7
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),93.57
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),11
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),34
QED Weighted(RDKit),0.402690274259569
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,63044387.910253204
qed,0.4026902742595686
Chi0,23.915638315627202
Chi1,16.533539738551728
TPSA,93.57000000000001
Chi0n,19.672940082175085
Chi0v,20.48943666310281
Chi1n,11.644631014769692
Chi1v,12.524283826024588
Chi2n,8.57169366821552
Chi2v,9.514347509436421
Chi3n,6.096418996511619
Chi3v,7.053833208870059
Chi4n,4.322543927323048
Chi4v,5.175697197133971
MolMR,133.43049999999997
MolWt,481.61800000000034
fr_SH,0
Kappa1,24.009144276702227
Kappa2,11.332843287879733
Kappa3,6.256078723152992
fr_ArN,0
fr_COO,1
fr_C_O,1
fr_C_S,0
fr_NH0,2
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1108.7335612698103
MolLogP,4.889700000000003
NOCount,7
fr_Ar_N,2
fr_COO2,1
fr_urea,0
BalabanJ,1.3833196466084061
SMR_VSA1,19.374790486512623
SMR_VSA2,0.0
SMR_VSA3,9.967957041894417
SMR_VSA4,0.0
SMR_VSA5,50.86365740664347
SMR_VSA6,26.081140092473973
SMR_VSA7,63.23428078271764
SMR_VSA8,0.0
SMR_VSA9,11.49902366656781
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,2
