DLiP-ID,T0065M
DLiP-Mol-ID,23514
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C23H25ClN2O5/c24-19-9-5-4-8-18(19)21(27)26-20(22(28)29)14-15-10-12-17(13-11-15)31-23(30)25-16-6-2-1-3-7-16/h4-5,8-13,16,20H,1-3,6-7,14H2,(H,25,30)(H,26,27)(H,28,29)/t20-/m0/s1"
Standard Inchi Key(RDKit),TYGFNSSTUPFGIG-FQEVSTJZSA-N
Canonical SMILES(RDKit),O=C(NC1CCCCC1)Oc1ccc(C[C@H](NC(=O)c2ccccc2Cl)C(=O)O)cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),444.915
MW Monoisotopic(RDKit),444.14519958
MolLogP(RDKit),4.1868
XLogP(SDF),
XLogP(CDK),4.655
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),7
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),3
HBD Lipinski(RDKit),3
PSA(SDF),
PSA(RDKit),104.73
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),7
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),31
QED Weighted(RDKit),0.593588566823972
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,8410243.344553826
qed,0.5935885668239721
Chi0,22.216967702877945
Chi1,14.918723993369941
TPSA,104.73
Chi0n,16.974314609380183
Chi0v,17.730243555398637
Chi1n,10.276250900419097
Chi1v,10.654215373428324
Chi2n,7.560997196933151
Chi2v,7.968197323673757
Chi3n,5.222777831959362
Chi3v,5.552366052999407
Chi4n,3.5608010364623452
Chi4v,3.7823558086592235
MolMR,116.52070000000005
MolWt,444.9150000000002
fr_SH,0
Kappa1,22.621322564969617
Kappa2,10.815381872360069
Kappa3,6.718826301614002
fr_ArN,0
fr_COO,1
fr_C_O,3
fr_C_S,0
fr_NH0,0
fr_NH1,2
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,925.8190037893794
MolLogP,4.1868000000000025
NOCount,7
fr_Ar_N,0
fr_COO2,1
fr_urea,0
BalabanJ,1.5589265423924776
SMR_VSA1,24.227001900856216
SMR_VSA2,0.0
SMR_VSA3,10.633577208012662
SMR_VSA4,0.0
SMR_VSA5,50.60861139585198
SMR_VSA6,0.0
SMR_VSA7,64.6804728448282
SMR_VSA8,0.0
SMR_VSA9,5.749511833283905
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,2
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,1
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,185.29236530632642
NHOHCount,3
PEOE_VSA1,20.476967556653413
PEOE_VSA2,4.794537184071822
PEOE_VSA3,9.589074368143644
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,55.12887303285699
