DLiP-ID,I000D9
DLiP-Mol-ID,28234
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C22H30FN5O2/c1-4-17(27-21(29)12(2)24-3)22(30)28-8-7-18-20(28)16(11-25-18)15-10-26-19-9-13(23)5-6-14(15)19/h5-6,9-10,12,16-18,20,24-26H,4,7-8,11H2,1-3H3,(H,27,29)/t12-,16+,17-,18+,20+/m0/s1"
Standard Inchi Key(RDKit),GJYMSNRRAFJBPY-RSOJTVFVSA-N
Canonical SMILES(RDKit),CC[C@H](NC(=O)[C@H](C)NC)C(=O)N1CC[C@H]2NC[C@H](c3c[nH]c4cc(F)ccc34)[C@H]21
SMILES(SDF),
MW(SDF),
MW(RDKit),415.513
MW Monoisotopic(RDKit),415.23835342
MolLogP(RDKit),1.466
XLogP(SDF),
XLogP(CDK),1.353
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),7
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),4
HBD Lipinski(RDKit),4
PSA(SDF),
PSA(RDKit),89.26
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),6
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),30
QED Weighted(RDKit),0.575292433444781
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,XIAP_Smac
Common Target Pref Name,XIAP/SMAC
RDKit Descriptors
Ipc,8876287.336512826
qed,0.575292433444781
Chi0,21.413484604514082
Chi1,14.439090705625684
TPSA,89.25999999999999
Chi0n,17.666254196889735
Chi0v,17.666254196889735
Chi1n,10.72212090798125
Chi1v,10.72212090798125
Chi2n,8.345842155127484
Chi2v,8.345842155127484
Chi3n,6.672825367619561
Chi3v,6.672825367619561
Chi4n,4.879834413465956
