DLiP-ID,P0009L
ATS8p,23.640546520188
ATS8s,75.0
ATS8v,2775.310530798567
C1SP1,0
C1SP2,3
C1SP3,2
C2SP1,0
C2SP2,2
C2SP3,0
C3SP2,1
C3SP3,0
C4SP3,0
FCSP3,0.3333333333333333
GGI10,0.0
JGI10,0.0
JGT10,0.5099552060960791
Kier1,12.071428571428571
Kier2,5.777777777777778
Kier3,3.5918367346938775
MAXdO,11.385046296296297
MID_C,17.94639684576374
MID_N,5.767761012202933
MID_O,3.5193098808346663
MID_X,0.0
MID_h,9.287070893037598
MINdO,11.019101395187704
MPC10,3
MWC01,14.0
MWC02,4.174387269895637
MWC03,4.962844630259907
MWC04,5.783825182329737
MWC05,6.602587892189336
MWC06,7.430707082545968
MWC07,8.259199362666282
MWC08,9.090993614343617
MWC09,9.923241159022965
MWC10,10.756902380358612
NaaCH,3
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,1
NaasN,1
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,1
NsNH2,1
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,-0.9261999999999992
SRW02,3.367295829986474
SRW03,0.0
SRW04,4.61512051684126
SRW05,0.0
SRW06,6.066108090103747
SRW07,0.0
SRW08,7.611347717403621
SRW09,0.0
SRW10,9.20522732258936
SaaCH,4.346951058201058
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,0.45884259259259275
SaasN,1.35849111866969
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.21662037037036974
SdssS,0
SsCH3,1.5992511495338877
SsNH2,5.2389731880406485
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.6159873393801965
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.3031129333510116
VE1_D,3.6772467682760106
VE2_A,0.23593663809650084
VE2_D,0.26266048344828646
VE3_A,1.5313375735900823
VE3_D,1.6386365479955316
VR1_A,82.62460288296488
VR1_D,57.51785563578938
VR2_A,5.901757348783206
VR2_D,4.108418259699241
VR3_A,4.750779728523902
VR3_D,4.388567669015526
WPath,327
Xc-3d,0.8737734478532142
Xc-4d,0.0
Xc-5d,0.2845177968644246
Xc-6d,0.0
Xp-0d,10.55204176387779
Xp-1d,6.647065707741407
Xp-2d,5.64721236273721
Xp-3d,4.456495445866917
Xp-4d,2.867813803435224
Xp-5d,2.2930180845200083
Xp-6d,1.3234988046429415
Xp-7d,0.6569044897203727
ZMIC0,46.97611577816149
ZMIC1,26.979135528167596
ZMIC2,21.812198622248967
ZMIC3,19.455640286832296
ZMIC4,19.455640286832296
ZMIC5,19.455640286832296
nAcid,0
nAtom,27
nBase,1
nRing,1
piPC1,2.995732273553991
piPC2,3.5409593240373143
piPC3,4.029806041084529
piPC4,4.395991175024254
piPC5,4.927706481180336
piPC6,5.038169394289575
piPC7,4.73674654377681
piPC8,3.9866665484239117
piPC9,3.803880846808443
AATS0Z,22.666666666666668
AATS0d,2.8518518518518516
AATS0i,168.50746078371247
AATS0m,89.33740999999999
AATS0p,1.325795398631
AATS0s,6.151234567901235
AATS0v,199.20240247925273
AATS1Z,23.88888888888889
AATS1d,3.4074074074074074
AATS1i,154.57598589251484
AATS1m,89.73219311111104
AATS1p,1.6211088888888883
AATS1s,3.5596707818930042
AATS1v,240.03286629063004
AATS2Z,19.6
AATS2d,3.022222222222222
AATS2i,163.18239487696874
AATS2m,72.1896092
AATS2p,1.371993596868756
AATS2s,3.4907407407407414
AATS2v,196.7752615565914
AATS3Z,16.767857142857142
AATS3d,2.5714285714285716
AATS3i,163.0109493356882
AATS3m,60.50265832142857
AATS3p,1.2145511718810535
AATS3s,3.6626984126984135
AATS3v,170.4261191849071
AATS4Z,14.24074074074074
AATS4d,2.240740740740741
AATS4i,168.68373136874146
AATS4m,48.75144816666667
AATS4p,1.073966734860926
AATS4s,3.77366255144033
AATS4v,147.60418178558305
AATS5Z,15.0
AATS5d,2.261904761904762
AATS5i,163.79415773493432
AATS5m,52.59547178571428
AATS5p,1.1258778423045717
AATS5s,3.7936507936507953
AATS5v,153.00335620809054
AATS6Z,13.205128205128204
AATS6d,2.0
AATS6i,170.22555910875488
AATS6m,44.46983292307692
AATS6p,1.0199303768921029
AATS6s,4.410256410256411
AATS6v,134.9891167806373
AATS7Z,10.303030303030303
AATS7d,1.8484848484848484
AATS7i,168.65314436833916
AATS7m,33.223435787878785
AATS7p,1.000725262716394
AATS7s,2.5858585858585856
AATS7v,122.12219755217622
AATS8Z,8.10344827586207
AATS8d,1.5517241379310345
AATS8i,173.82988548942376
AATS8m,24.979581206896555
AATS8p,0.8151912593168276
AATS8s,2.586206896551724
AATS8v,95.70036313098507
AMID_C,1.2818854889831244
AMID_N,0.41198292944306664
AMID_O,0.25137927720247616
AMID_X,0.0
AMID_h,0.6633622066455427
ATS0dv,206.0
ATS0pe,172.83450000000002
ATS0se,212.51301600000005
ATS1dv,183.0
ATS1pe,179.23500000000004
ATS1se,213.94807200000002
ATS2dv,245.0
ATS2pe,291.2157000000001
ATS2se,354.19856800000014
ATS3dv,221.0
ATS3pe,352.41509999999994
ATS3se,434.863768
ATS4dv,171.0
ATS4pe,346.93420000000003
ATS4se,430.73905999999994
ATS5dv,132.0
ATS5pe,263.06910000000005
ATS5se,326.31325999999996
ATS6dv,104.0
ATS6pe,247.98470000000003
ATS6se,308.98332000000005
ATS7dv,46.0
ATS7pe,195.19060000000005
ATS7se,246.78686000000002
ATS8dv,27.0
ATS8pe,168.046
ATS8se,216.03446800000003
ATSC0Z,211.4074074074074
ATSC0c,0.6954085160940245
ATSC0d,14.74074074074074
ATSC0i,39.56510360401915
ATSC0m,1000.5682446666664
ATSC0p,5.496769091500667
ATSC0s,67.85185185185183
ATSC0v,1248.9771249394253
ATSC1Z,-2.111111111111094
ATSC1c,-0.44368925428836126
ATSC1d,5.444444444444444
ATSC1i,-9.72524376517786
ATSC1m,-8.634030666666796
ATSC1p,-0.37295688999999754
ATSC1s,-6.888888888888889
ATSC1v,-21.22951144740872
ATSC2Z,16.6172839506173
ATSC2c,0.0758803931482013
ATSC2d,-1.679012345679014
ATSC2i,8.279440223415456
ATSC2m,78.61157377777766
ATSC2p,0.8256349806093353
ATSC2s,4.4907407407407405
ATSC2v,169.41002629081413
ATSC3Z,21.117969821673537
ATSC3c,0.13637155216598285
ATSC3d,-1.7215363511659822
ATSC3i,-6.73928778980977
ATSC3m,98.00662261728385
ATSC3p,-1.2086009296527889
ATSC3s,-0.2884087791495207
ATSC3v,-45.53231345168986
ATSC4Z,-86.1111111111111
ATSC4c,-0.08417102871329504
ATSC4d,-3.5185185185185195
ATSC4i,8.816823370077978
ATSC4m,-399.805125
ATSC4p,0.3257780551594435
ATSC4s,-39.098765432098766
ATSC4v,-172.57853495621228
ATSC5Z,-17.967078189300413
ATSC5c,-0.11409729423906681
ATSC5d,-5.559670781893005
ATSC5i,-17.735574814404114
ATSC5m,-90.3896155925926
ATSC5p,-2.0748327094271475
ATSC5s,1.548353909465022
ATSC5v,-352.813444190819
ATSC6Z,-54.218106995884774
ATSC6c,0.09058339242809789
ATSC6d,-2.1440329218106995
ATSC6i,-1.3157586912449375
ATSC6m,-258.54366451851854
ATSC6p,-0.20925247493118587
ATSC6s,12.20164609053498
ATSC6v,-250.37592417028625
ATSC7Z,-25.49794238683128
ATSC7c,0.04618890195495344
ATSC7d,-2.6090534979423867
ATSC7i,-2.510607423545316
ATSC7m,-125.27046159259247
ATSC7p,-1.3168071489393705
ATSC7s,-1.5596707818930038
ATSC7v,-278.31856241970905
ATSC8Z,14.303155006858699
ATSC8c,-0.13386060776754385
ATSC8d,-0.49931412894375743
ATSC8i,-6.9658553523726665
ATSC8m,67.99115272839518
ATSC8p,-0.2615931831769025
ATSC8s,-2.6032235939643336
ATSC8v,26.19194320518455
AXp-0d,0.7537172688484136
AXp-1d,0.4747904076958148
AXp-2d,0.3137340201520672
AXp-3d,0.21221406885080557
AXp-4d,0.13035517288341927
AXp-5d,0.08819300325076955
AXp-6d,0.06015903657467916
AXp-7d,0.041056530607523296
GATS1Z,0.8472319551506658
GATS1c,1.7401260010464434
GATS1d,0.8492462311557789
GATS1i,1.6151164584379711
GATS1m,0.8533235553296321
GATS1p,1.233623296075907
GATS1s,0.6565835759340127
GATS1v,1.068002563528864
GATS2Z,0.8581639803784163
GATS2c,1.0421026247789087
GATS2d,1.313065326633166
GATS2i,1.054780073810412
GATS2m,0.8619344341991946
GATS2p,0.9404297606326321
GATS2s,0.5938227802037847
GATS2v,0.9078327281734742
GATS3Z,0.8850548102913205
GATS3c,0.9145760197051199
GATS3d,1.1496320890165113
GATS3i,1.1144545276237914
GATS3m,0.8879087822664196
GATS3p,1.1370508367984251
GATS3s,0.9084553376481599
GATS3v,1.0181210005339076
GATS4Z,1.2207428170988088
GATS4c,1.1092414014161451
GATS4d,1.1105527638190955
GATS4i,0.8012202203154927
GATS4m,1.2109887563755746
GATS4p,0.8931126487997708
GATS4s,1.6669850800582249
GATS4v,0.9848795604570513
GATS5Z,1.0043798177995795
GATS5c,1.0545958777101359
GATS5d,1.2178750897343864
GATS5i,1.2559574013946873
GATS5m,1.0081475676881153
GATS5p,1.2497748705992258
GATS5s,1.0133441203992515
GATS5v,1.1664832060098393
GATS6Z,1.1888577435178698
GATS6c,0.8574313641811655
GATS6d,0.8592964824120604
GATS6i,0.9136123694434194
GATS6m,1.1854259343684004
GATS6p,0.9203446387560009
GATS6s,1.1144923580786026
GATS6v,1.0465738880264441
GATS7Z,1.0211505383194242
GATS7c,0.7009480534985207
GATS7d,0.908634079488351
GATS7i,0.9589905425132731
GATS7m,1.0297390630269527
GATS7p,1.1421796969625098
GATS7s,0.6062301508535134
GATS7v,1.1658650575077827
GATS8Z,0.9266305004470435
GATS8c,0.9019215948727465
GATS8d,0.7906775255588288
GATS8i,0.8930808200080254
GATS8m,0.9273361319129714
GATS8p,0.9020215523160929
GATS8s,0.8478580033127542
GATS8v,0.9254633531075669
MATS1Z,-0.009985984583041264
MATS1c,-0.6380267770956821
MATS1d,0.36934673366834164
MATS1i,-0.24580357131151145
MATS1m,-0.008629127211151073
MATS1p,-0.06785020141680664
MATS1s,-0.10152838427947601
MATS1v,-0.016997518227916574
MATS2Z,0.04716187806587251
MATS2c,0.06546977040868596
MATS2d,-0.06834170854271364
MATS2i,0.12555670733905627
MATS2m,0.04714015712379519
MATS2p,0.09012221181558816
MATS2s,0.03971069868995634
MATS2v,0.08138340866684668
MATS3Z,0.048162353588947875
MATS3c,0.09454956083026049
MATS3d,-0.05630832735104097
MATS3i,-0.08212538762963782
MATS3m,0.04722635692217189
MATS3p,-0.10601105770830581
MATS3s,-0.002049380068621341
MATS3v,-0.01757684689460314
MATS4Z,-0.20366152768044848
MATS4c,-0.06051912420203557
MATS4d,-0.11934673366834173
MATS4i,0.1114217146796797
MATS4m,-0.19978903344728513
MATS4p,0.029633594729599894
MATS4s,-0.28811863173216895
MATS4v,-0.06908794865421665
MATS5Z,-0.054635098608469324
MATS5c,-0.10547506808550498
MATS5d,-0.24246231155778897
MATS5i,-0.2881691165585305
MATS5m,-0.05807460943672838
MATS5p,-0.2426554591043837
MATS5s,0.01466975982532753
MATS5v,-0.18159551377299887
MATS6Z,-0.17755107541372434
MATS6c,0.09017948144428455
MATS6d,-0.10069578662543487
MATS6i,-0.023023062754650263
MATS6m,-0.1788901143901682
MATS6p,-0.02635495426818675
MATS6s,0.12449613705072222
MATS6v,-0.13878330900587424
MATS7Z,-0.09868127667707208
MATS7c,0.05434348143101531
MATS7d,-0.1448149840109639
MATS7i,-0.05191780532399291
MATS7m,-0.10243580543019155
MATS7p,-0.19600380685081567
MATS7s,-0.018807066296149266
MATS7v,-0.18232134351167678
MATS8Z,0.06299084164995283
MATS8c,-0.17921673207947747
MATS8d,-0.03153699532143469
MATS8i,-0.1639184772489473
MATS8m,0.06326615705631605
MATS8p,-0.044308259986558136
MATS8s,-0.03572033579280228
MATS8v,0.019524458701086985
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,2
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,5
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,17.335026462481274
SpAD_D,97.297600197241
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0.8325180303602921
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,173
TMWC10,94.98468857361206
TSRW10,44.86509947692446
VE1_Dt,3.7003946374923506
VE2_Dt,0.26431390267802507
VE3_Dt,1.6449117093654648
VR1_Dt,56.14971016018881
VR2_Dt,4.010693582870629
VR3_Dt,4.364493755907905
Xc-3dv,0.3161684421843698
Xc-4dv,0.0
Xc-5dv,0.04743937640850352
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.06804138174397717
Xch-7d,0.17536647355387364
Xp-0dv,7.987324815559283
Xp-1dv,4.2984279916358705
Xp-2dv,2.9114933549513617
Xp-3dv,1.777913342322895
Xp-4dv,1.0159940965828471
Xp-5dv,0.6274960204376849
Xp-6dv,0.28961856765671423
Xp-7dv,0.12506729421471327
Xpc-4d,2.106081256206106
Xpc-5d,2.3061964431794815
Xpc-6d,3.282342791823389
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,1
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,27
nFRing,0
nHBAcc,4
nHBDon,2
nHRing,1
nSpiro,0
naRing,1
piPC10,3.056356895370426
AATS0dv,7.62962962962963
AATS0pe,6.4012777777777785
AATS0se,7.870852444444446
AATS1dv,6.777777777777778
AATS1pe,6.6383333333333345
AATS1se,7.924002666666667
AATS2dv,5.444444444444445
AATS2pe,6.471460000000002
AATS2se,7.871079288888892
AATS3dv,3.9464285714285716
AATS3pe,6.293126785714285
AATS3se,7.7654244285714285
AATS4dv,3.1666666666666665
AATS4pe,6.424707407407408
AATS4se,7.976649259259258
AATS5dv,3.142857142857143
AATS5pe,6.263550000000001
AATS5se,7.769363333333333
AATS6dv,2.6666666666666665
AATS6pe,6.358582051282052
AATS6se,7.922649230769232
AATS7dv,1.393939393939394
AATS7pe,5.9148666666666685
AATS7se,7.478389696969698
AATS8dv,0.9310344827586207
AATS8pe,5.794689655172413
AATS8se,7.4494644137931045
AATSC0Z,7.829903978052125
AATSC0c,0.025755870966445354
AATSC0d,0.5459533607681756
AATSC0i,1.4653742075562648
AATSC0m,37.058083135802455
AATSC0p,0.20358404042595063
AATSC0s,2.5130315500685865
AATSC0v,46.25841203479353
AATSC1Z,-0.078189300411522
AATSC1c,-0.01643293534401338
AATSC1d,0.2016460905349794
AATSC1i,-0.3601942135251059
AATSC1m,-0.3197789135802517
AATSC1p,-0.013813218148148057
AATSC1s,-0.2551440329218107
AATSC1v,-0.7862782017558785
AATSC2Z,0.36927297668038445
AATSC2c,0.0016862309588489177
AATSC2d,-0.03731138545953364
AATSC2i,0.18398756052034346
AATSC2m,1.7469238617283926
AATSC2p,0.018347444013540784
AATSC2s,0.09979423868312756
AATSC2v,3.7646672509069807
AATSC3Z,0.377106603958456
AATSC3c,0.002435206288678265
AATSC3d,-0.030741720556535398
AATSC3i,-0.1203444248180316
AATSC3m,1.750118261022926
AATSC3p,-0.021582159458085514
AATSC3s,-0.005150156770527155
AATSC3v,-0.8130770259230332
AATSC4Z,-1.5946502057613168
AATSC4c,-0.0015587227539499082
AATSC4d,-0.06515775034293554
AATSC4i,0.1632745068532959
AATSC4m,-7.40379861111111
AATSC4p,0.006032926947397103
AATSC4s,-0.7240512117055327
AATSC4v,-3.195898795485413
AATSC5Z,-0.4277875759357241
AATSC5c,-0.002716602243787305
AATSC5d,-0.13237311385459535
AATSC5i,-0.42227559081914556
AATSC5m,-2.1521337045855384
AATSC5p,-0.04940077879588446
AATSC5s,0.03686556927297672
AATSC5v,-8.400320099781405
AATSC6Z,-1.3902078716893531
