DLiP-ID,J000DG
Xc-3d,0.8707908118985981
Xc-4d,0.0
Xc-5d,0.16666666666666666
Xc-6d,0.0
Xp-0d,12.372032720186704
Xp-1d,8.864504642955708
Xp-2d,7.605581269469086
Xp-3d,6.53249593132981
Xp-4d,5.520481946036017
Xp-5d,4.403570219459976
Xp-6d,2.9761433795813605
Xp-7d,2.1879329173592335
ZMIC0,58.17050410016281
ZMIC1,38.932047669564156
ZMIC2,22.81796707227147
ZMIC3,20.366729296672176
ZMIC4,20.366729296672176
ZMIC5,20.366729296672176
nAcid,0
nAtom,32
nBase,0
nRing,3
piPC1,3.367295829986474
piPC2,4.00277736869661
piPC3,4.655150118293112
piPC4,5.294246592177555
piPC5,5.852382061349887
piPC6,6.192586135220944
piPC7,6.635197833863352
piPC8,7.083083035025325
piPC9,7.317518428927847
AATS0Z,22.375
AATS0d,3.375
AATS0i,159.33418378474957
AATS0m,88.3295878125
AATS0p,1.5975401458714376
AATS0s,2.8940972222222223
AATS0v,234.09203349002163
AATS1Z,25.235294117647058
AATS1d,3.9705882352941178
AATS1i,144.61825250384118
AATS1m,96.18974023529411
AATS1p,1.8737941276470587
AATS1s,3.0939542483660136
AATS1v,274.1924488747195
AATS2Z,21.732142857142858
AATS2d,3.6785714285714284
AATS2i,152.31462470067495
AATS2m,81.3109238392857
AATS2p,1.6314407625249285
AATS2s,2.990079365079365
AATS2v,234.80563979530137
AATS3Z,17.47761194029851
AATS3d,3.1791044776119404
AATS3i,157.6629372357685
AATS3m,63.59537792537312
AATS3p,1.4344541179602834
AATS3s,2.737147595356551
AATS3v,199.33385406423955
AATS4Z,16.433333333333334
AATS4d,3.05
AATS4i,155.28916243885408
AATS4m,58.33300193333333
AATS4p,1.4618023779374165
AATS4s,2.649074074074074
AATS4v,196.73200247516564
AATS5Z,13.931034482758621
AATS5d,2.7413793103448274
AATS5i,158.09201112101104
AATS5m,48.700068
AATS5p,1.341851646781707
AATS5s,2.3275862068965516
AATS5v,174.27357854035824
AATS6Z,13.596153846153847
AATS6d,2.6346153846153846
AATS6i,158.28261551277959
AATS6m,47.90991073076923
AATS6p,1.2999013748660961
AATS6s,2.3482905982905984
AATS6v,167.86244114072073
AATS7Z,13.44186046511628
AATS7d,2.558139534883721
AATS7i,157.65620704138468
AATS7m,46.956965279069756
AATS7p,1.2729085475462791
AATS7s,2.3294573643410854
AATS7v,163.8058848572065
AATS8Z,13.0
AATS8d,2.5
AATS8i,160.75779335479388
AATS8m,44.93943082352941
AATS8p,1.1867304940821177
AATS8s,2.3529411764705883
AATS8v,152.93928060558997
AMID_C,1.7205780975379672
AMID_N,0.2405062492023245
AMID_O,0.10921543257909769
AMID_X,0.0
AMID_h,0.3497216817814222
ATS0dv,236.0
ATS0pe,195.6143
ATS0se,240.921224
ATS1dv,261.0
ATS1pe,219.37649999999996
ATS1se,261.59494399999994
ATS2dv,356.0
ATS2pe,358.2941
ATS2se,432.96056400000003
ATS3dv,302.0
ATS3pe,415.8505
ATS3se,511.843124
ATS4dv,232.0
ATS4pe,368.423
ATS4se,452.67732
ATS5dv,184.0
ATS5pe,342.598
ATS5se,427.18802400000004
ATS6dv,168.0
ATS6pe,303.8351
ATS6se,381.024424
ATS7dv,134.0
ATS7pe,252.77960000000002
ATS7se,316.925692
ATS8dv,86.0
ATS8pe,200.914
ATS8se,251.9588
ATSC0Z,219.875
ATSC0c,0.5068522584635947
ATSC0d,16.875
ATSC0i,49.34893198766396
ATSC0m,1052.1054318749998
ATSC0p,7.440178544185874
ATSC0s,12.38888888888889
ATSC0v,1641.2710010105932
ATSC1Z,18.8203125
ATSC1c,-0.2132884764209817
ATSC1d,7.3828125
ATSC1i,-12.461474585142314
ATSC1m,87.20300788281247
ATSC1p,-0.789950004893742
ATSC1s,-1.1527777777777792
ATSC1v,-47.254320411839444
ATSC2Z,10.15625
ATSC2c,-0.005907976644401097
ATSC2d,2.65625
ATSC2i,-4.601460500443209
ATSC2m,48.05153515624994
ATSC2p,-0.3156932573862187
ATSC2s,1.458333333333331
ATSC2v,-12.56916382574056
ATSC3Z,-7.05078125
ATSC3c,-0.007001333695287187
ATSC3d,-2.89453125
ATSC3i,6.4366709321754305
ATSC3m,-22.903461988281265
ATSC3p,1.9924904968999488
ATSC3s,-1.4652777777777795
ATSC3v,299.1264115519799
ATSC4Z,-95.828125
ATSC4c,-0.05809968373924211
ATSC4d,-5.578125
ATSC4i,-10.489267032779972
ATSC4m,-456.49210032812493
ATSC4p,-2.080334472031953
ATSC4s,-5.458333333333335
ATSC4v,-576.8524266186874
ATSC5Z,-29.2109375
ATSC5c,-0.06825287643203022
ATSC5d,-1.5234375
ATSC5i,-1.7835109967651244
ATSC5m,-140.41153221093748
ATSC5p,-0.8700084083907111
ATSC5s,-1.9583333333333321
ATSC5v,-196.02192828505633
ATSC6Z,28.765625
ATSC6c,0.09815900452080178
ATSC6d,-0.109375
ATSC6i,3.8028973380684956
ATSC6m,132.767479015625
ATSC6p,0.1270392726063907
ATSC6s,4.680555555555556
ATSC6v,71.3211928023081
ATSC7Z,8.29296875
ATSC7c,0.0351192242361789
ATSC7d,-2.11328125
ATSC7i,-4.798990386168306
ATSC7m,34.090951355468775
ATSC7p,-0.7642016341383319
ATSC7s,-0.2430555555555548
ATSC7v,-131.8079963593057
ATSC8Z,0.5078125
ATSC8c,0.005502758774352063
ATSC8d,-2.1171875
ATSC8i,-10.006206642285381
ATSC8m,-1.7536296171874852
ATSC8p,-1.374194777905492
ATSC8s,0.8333333333333336
ATSC8v,-179.9268084309978
AXp-0d,0.6873351511214836
AXp-1d,0.4432252321477854
AXp-2d,0.2816881951655217
AXp-3d,0.18145822031471692
AXp-4d,0.11745706268161737
AXp-5d,0.07592362447344786
AXp-6d,0.04878923573084198
AXp-7d,0.03265571518446617
GATS1Z,0.7526335150319365
GATS1c,1.3933858188579342
GATS1d,0.6213507625272332
GATS1i,1.3047993741302049
GATS1m,0.7568329414631314
GATS1p,1.055200657076994
GATS1s,0.8994988129781062
GATS1v,0.9290389050099833
GATS2Z,0.8975473077235443
GATS2c,1.3176344137823681
GATS2d,1.0333333333333334
GATS2i,1.1079542704623817
GATS2m,0.8948361178964434
GATS2p,0.9581794036932136
GATS2s,0.9538557014734145
GATS2v,0.9018434617806776
GATS3Z,1.0027067618134455
GATS3c,1.3337389801553938
GATS3d,1.1378662244333888
GATS3i,0.9338332071470732
GATS3m,0.9936014077537986
GATS3p,0.8221090071486479
GATS3s,1.2391908172143766
GATS3v,0.8442650955952116
GATS4Z,1.1596361569073337
GATS4c,0.9963800704539049
GATS4d,1.1175308641975308
GATS4i,1.1338613769596784
GATS4m,1.1589466028469302
GATS4p,1.094859398122288
GATS4s,1.232006726457399
GATS4v,1.1224532453610094
GATS5Z,1.017309991962518
GATS5c,0.7351624075682808
GATS5d,1.029374201787995
GATS5i,0.9976647130308828
GATS5m,1.0212175967797192
GATS5p,1.0356610992918318
GATS5s,0.8820163909076851
GATS5v,1.0525911285382643
GATS6Z,0.8852494861590939
GATS6c,0.5790033213005179
GATS6d,0.9715099715099716
GATS6i,0.8734464938490613
GATS6m,0.8913993611506833
GATS6p,0.9891678951349462
GATS6s,0.5740988271817868
GATS6v,0.987779271157794
GATS7Z,0.9508573846133507
GATS7c,0.7737366797044413
GATS7d,0.9612403100775195
GATS7i,0.9636091177153581
GATS7m,0.9562237719735712
GATS7p,1.0813848491919098
GATS7s,0.9577380331629994
GATS7v,1.0698338207851157
GATS8Z,0.9993646122462628
GATS8c,0.9153956256090832
GATS8d,1.05359477124183
GATS8i,1.124949977733711
GATS8m,1.0030055291148132
GATS8p,1.1418091901388898
GATS8s,0.974116328145608
GATS8v,1.0892394066089186
MATS1Z,0.08056047888171756
MATS1c,-0.39605642887642406
MATS1d,0.4117647058823529
MATS1i,-0.2376636372049767
MATS1m,0.07800874009133964
MATS1p,-0.09992802634125568
MATS1s,-0.08757583750989197
MATS1v,-0.027097691044243095
MATS2Z,0.026394867213514174
MATS2c,-0.006660691745119191
MATS2d,0.08994708994708994
MATS2i,-0.05328192312065741
MATS2m,0.026098163983766937
MATS2p,-0.024246212104521308
MATS2s,0.06726457399103128
MATS2v,-0.004376108104372855
MATS3Z,-0.015315689884856558
MATS3c,-0.006597426597288437
MATS3d,-0.08192371475953565
MATS3i,0.062295793832940365
MATS3m,-0.010397215515066156
MATS3p,0.12790516337734645
MATS3s,-0.0564888561675926
MATS3v,0.0870461646662268
MATS4Z,-0.232442675762744
MATS4c,-0.0611351680432299
MATS4d,-0.1762962962962963
MATS4i,-0.11336163773948378
MATS4m,-0.2314049962411552
MATS4p,-0.14912434047487605
MATS4s,-0.23497757847533637
MATS4v,-0.18744901197945493
MATS5Z,-0.07329791613573544
MATS5c,-0.07429533711642726
MATS5d,-0.04980842911877395
MATS5i,-0.01993976419645183
MATS5m,-0.07363181409166905
MATS5p,-0.06451520434105927
MATS5s,-0.08721199938147513
MATS5v,-0.06589407193087532
MATS6Z,0.08050903048060523
MATS6c,0.11917780819735468
MATS6d,-0.003988603988603988
MATS6i,0.04742239439588
MATS6m,0.07765672672558019
MATS6p,0.010507545410011329
MATS6s,0.2324939634356675
MATS6v,0.026741449019933725
MATS7Z,0.028068273464045376
MATS7c,0.05156381609130093
MATS7d,-0.09319552110249785
MATS7i,-0.07236917880254534
MATS7m,0.024113562711898184
MATS7p,-0.07643743889607967
MATS7s,-0.01460006257169669
MATS7v,-0.05976445794073812
MATS8Z,0.002173694946995285
MATS8c,0.010218100038544292
MATS8d,-0.11808278867102397
MATS8i,-0.19083708344320166
MATS8m,-0.001568735303345157
MATS8p,-0.17383450992322902
MATS8s,0.06330783434450014
MATS8v,-0.10317788982990692
MAXaaN,4.580764282564878
MAXssO,5.430029289493575
MINaaN,4.580764282564878
MINssO,5.430029289493575
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,1
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,6
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,23.9936046278629
SpAD_D,150.40676797707997
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0.6882055758228196
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,545
TMWC10,110.12243296809753
TSRW10,64.98373984243517
VE1_Dt,4.208843347258276
VE2_Dt,0.23382463040323756
VE3_Dt,2.0249745354800543
VR1_Dt,88.68665447933024
VR2_Dt,4.927036359962791
VR3_Dt,5.072896086069594
Xc-3dv,0.34819506368305636
Xc-4dv,0.0
Xc-5dv,0.040761583118584285
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.09622504486493763
Xch-6d,0.35830498571017655
Xch-7d,0.5263616252901894
Xp-0dv,10.205934685356961
Xp-1dv,6.035841707993096
Xp-2dv,4.049640374297807
Xp-3dv,2.8250746363676837
Xp-4dv,1.962334654205847
Xp-5dv,1.2852929692621284
Xp-6dv,0.6907711744577318
Xp-7dv,0.42288983748768644
Xpc-4d,2.2321264437250643
Xpc-5d,3.505795864469294
Xpc-6d,4.903432899528377
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,34
nFRing,1
nHBAcc,3
nHBDon,0
nHRing,2
nSpiro,0
naRing,3
piPC10,7.620666789536302
AATS0dv,7.375
AATS0pe,6.112946875
AATS0se,7.52878825
AATS1dv,7.676470588235294
AATS1pe,6.452249999999999
AATS1se,7.693968941176469
AATS2dv,6.357142857142857
AATS2pe,6.398108928571429
AATS2se,7.731438642857143
AATS3dv,4.507462686567164
AATS3pe,6.206723880597015
AATS3se,7.639449611940298
AATS4dv,3.8666666666666667
AATS4pe,6.140383333333333
AATS4se,7.544622
AATS5dv,3.1724137931034484
AATS5pe,5.906862068965517
AATS5se,7.365310758620691
AATS6dv,3.230769230769231
AATS6pe,5.842982692307692
AATS6se,7.327392769230769
AATS7dv,3.116279069767442
AATS7pe,5.87859534883721
AATS7se,7.370364930232559
AATS8dv,2.5294117647058822
AATS8pe,5.9092352941176465
AATS8se,7.41055294117647
AATSC0Z,6.87109375
AATSC0c,0.015839133076987335
AATSC0d,0.52734375
AATSC0i,1.5421541246144987
AATSC0m,32.878294746093744
AATSC0p,0.23250557950580855
AATSC0s,0.3871527777777778
AATSC0v,51.28971878158104
AATSC1Z,0.5535386029411765
AATSC1c,-0.00627319048297005
AATSC1d,0.21714154411764705
AATSC1i,-0.36651395838653866
AATSC1m,2.5647943494944845
AATSC1p,-0.023233823673345352
AATSC1s,-0.03390522875816998
AATSC1v,-1.3898329532893954
AATSC2Z,0.18136160714285715
AATSC2c,-0.00010549958293573388
AATSC2d,0.04743303571428571
AATSC2i,-0.08216893750791444
AATSC2m,0.8580631277901775
AATSC2p,-0.005637379596182476
AATSC2s,0.026041666666666626
AATSC2v,-0.22444935403108143
AATSC3Z,-0.10523554104477612
AATSC3c,-0.00010449751784010727
AATSC3d,-0.04320195895522388
AATSC3i,0.09606971540560344
AATSC3m,-0.34184271624300394
AATSC3p,0.029738664132835057
AATSC3s,-0.021869817578772828
AATSC3v,4.464573306745969
AATSC4Z,-1.5971354166666667
AATSC4c,-0.0009683280623207018
AATSC4d,-0.09296875
AATSC4i,-0.17482111721299953
AATSC4m,-7.608201672135416
AATSC4p,-0.034672241200532555
AATSC4s,-0.09097222222222225
AATSC4v,-9.614207110311458
AATSC5Z,-0.5036368534482759
AATSC5c,-0.001176773731586728
AATSC5d,-0.02626616379310345
AATSC5i,-0.030750189599398695
AATSC5m,-2.420888486395474
AATSC5p,-0.01500014497225364
AATSC5s,-0.033764367816091934
AATSC5v,-3.3796884187078677
AATSC6Z,0.5531850961538461
AATSC6c,0.0018876731638615728
AATSC6d,-0.0021033653846153845
AATSC6i,0.07313264111670184
AATSC6m,2.553220750300481
