DLiP-ID,C002HW
AATSC5v,1.365093084072345
AATSC6Z,0.15756495435639842
AATSC6c,-0.010031356647943428
AATSC6d,-0.019607843137254895
AATSC6i,0.11189452329211634
AATSC6m,0.4551150959866038
AATSC6p,0.019959905174179178
AATSC6s,-0.8877026418687581
AATSC6v,3.4077628598369554
AATSC7Z,0.48301193755739197
AATSC7c,0.011242622850506714
AATSC7d,0.03535353535353536
AATSC7i,0.526680041940759
AATSC7m,2.186806325987145
AATSC7p,0.0292316341911173
AATSC7s,1.486567020120144
AATSC7v,1.0599334535277058
AATSC8Z,-0.4083038173947261
AATSC8c,-0.006762386418835009
AATSC8d,-0.031746031746031744
AATSC8i,0.238349283982018
AATSC8m,-2.0492197003804273
AATSC8p,0.03931787691004925
AATSC8s,-0.455491507633296
AATSC8v,-0.5774891860111234
ATS0are,215.14830000000003
ATS1are,221.6368
ATS2are,356.80590000000007
ATS3are,447.09999999999997
ATS4are,430.7588
ATS5are,389.5039
ATS6are,329.95380000000006
ATS7are,285.41589999999997
ATS8are,255.47700000000003
ATSC0dv,134.43097643097641
ATSC0pe,4.6856242424242405
ATSC0se,3.2712199999999987
ATSC1dv,-10.706662585450465
ATSC1pe,-0.5828764921946739
ATSC1se,-0.022652000000000175
ATSC2dv,26.58432812978268
ATSC2pe,2.9259088154269977
ATSC2se,2.2449179999999997
ATSC3dv,-44.439444954596475
ATSC3pe,-2.1728756657483927
ATSC3se,-1.5538939999999994
ATSC4dv,-0.4065911641669189
ATSC4pe,-0.6469984389348034
ATSC4se,-0.856501
ATSC5dv,-3.1981430466278935
ATSC5pe,-0.7040372819100097
ATSC5se,-0.7599419999999995
ATSC6dv,-54.04652586470768
ATSC6pe,-2.3363707988980713
ATSC6se,-1.4177949999999995
ATSC7dv,29.081930415263752
ATSC7pe,3.0148282828282835
ATSC7se,2.547252
ATSC8dv,-31.625956535047447
ATSC8pe,-1.07623994490358
ATSC8se,-0.5808139999999999
AXp-0dv,0.561149621733972
AXp-1dv,0.3455073414134834
AXp-2dv,0.19239357218987968
AXp-3dv,0.10509670746406027
AXp-4dv,0.0559272452382145
AXp-5dv,0.031046154716588958
AXp-6dv,0.016884299837181798
AXp-7dv,0.008887560520538434
BertzCT,714.6510569789732
ECIndex,364
ETA_eta,11.087772686685595
GATS1dv,0.7506828809768662
GATS1pe,0.7400960011491896
GATS1se,0.6275979064475676
GATS2dv,0.7114272515264352
GATS2pe,0.4053564797089801
GATS2se,0.396371950480815
GATS3dv,1.090640542145827
GATS3pe,1.1396901936031292
GATS3se,1.1472228360410752
GATS4dv,1.0081709987005374
GATS4pe,1.0600834988438108
GATS4se,1.1008034059607912
GATS5dv,1.1135448036494635
GATS5pe,1.2918040716480128
GATS5se,1.3510058290593703
GATS6dv,1.3501919727967329
GATS6pe,1.4738312870496448
GATS6se,1.453750264786982
GATS7dv,0.8319390873115264
GATS7pe,0.5393052638114256
GATS7se,0.4611881805564896
GATS8dv,1.07370063188327
GATS8pe,0.9799619209238313
GATS8se,0.9219473381272345
LogEE_A,3.9049212180477557
LogEE_D,92.6975801978741
MATS1dv,-0.07730183191846093
MATS1pe,-0.1207380354641831
MATS1se,-0.006720967928137677
MATS2dv,0.12084996131732598
MATS2pe,0.38160451941837453
MATS2se,0.41938308439460925
MATS3dv,-0.1558422367093409
MATS3pe,-0.21861669182112894
MATS3se,-0.22393786678102623
MATS4dv,-0.0014677889389488098
MATS4pe,-0.06701018269861117
MATS4se,-0.12706418310563755
MATS5dv,-0.013306396494531829
MATS5pe,-0.08404079031621321
MATS5se,-0.12993693639826903
MATS6dv,-0.2601430293101061
MATS6pe,-0.3226399007363213
MATS6se,-0.2804448385329884
MATS7dv,0.1622501628011822
MATS7pe,0.48256562949472825
MATS7se,0.5840142209940025
MATS8dv,-0.18484553566956013
MATS8pe,-0.18047053195405072
MATS8se,-0.13950570647735624
MAXaaCH,1.8320091960108194
MAXaasC,0.6320379424918117
MAXdssC,-0.4696579743008311
MAXsNH2,5.023916353591227
MAXssNH,2.617852654950869
MDEC-22,9.394742430475603
MDEC-23,10.665724400198842
MDEC-33,1.9827032282500943
MDEN-12,0.33806170189140655
MDEN-22,0.4999999999999999
MDEO-11,0.6506976368304991
MINaaCH,1.2915740740740742
MINaasC,-0.060174897119340987
MINdssC,-0.4696579743008311
MINsNH2,5.023916353591227
MINssNH,2.532842970521542
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.8035714285714288
SM1_Dzi,1.1082508187380549
SM1_Dzm,1.8006559751755822
SM1_Dzp,-4.377290316528427
SM1_Dzv,-1.9973784437328954
SddssSe,0
SpAD_Dt,286.601420635545
SpAbs_A,24.44434151557754
SpAbs_D,185.39516039574823
SpMAD_A,1.222217075778877
SpMAD_D,9.269758019787412
SpMax_A,2.342139067904053
SpMax_D,92.6975801978741
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,109.66999999999999
TpiPC10,7.523177376600335
VAdjMat,5.392317422778761
VE1_DzZ,4.426392528131794
VE1_Dzi,4.414498744167619
VE1_Dzm,4.426403444509959
VE1_Dzp,4.434483501902513
VE1_Dzv,4.428268458174446
VE2_DzZ,0.2213196264065897
VE2_Dzi,0.22072493720838096
VE2_Dzm,0.22132017222549796
VE2_Dzp,0.22172417509512563
VE2_Dzv,0.2214134229087223
VE3_DzZ,2.180732105136561
VE3_Dzi,2.1780414734404423
VE3_Dzm,2.1807345713355333
VE3_Dzp,2.1825583299910734
VE3_Dzv,2.1811558209792383
VR1_DzZ,98.15554350893855
VR1_Dzi,99.85262721313998
VR1_Dzm,98.1544018349638
VR1_Dzp,98.12747758917946
VR1_Dzv,98.69714340970667
VR2_DzZ,4.9077771754469275
VR2_Dzi,4.992631360656999
VR2_Dzm,4.907720091748191
VR2_Dzp,4.9063738794589735
VR2_Dzv,4.9348571704853335
VR3_DzZ,5.27970057965629
VR3_Dzi,5.296842551674423
VR3_Dzm,5.27968894831512
VR3_Dzp,5.279414605660238
VR3_Dzv,5.285203184429654
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.05985279273275698
Xch-7dv,0.06394708723836708
Xpc-4dv,1.275984066814629
Xpc-5dv,1.30515957520265
Xpc-6dv,1.4345316445370317
Zagreb1,100.0
Zagreb2,111.0
fragCpx,61.07
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,12
nBondsD,3
nBondsM,15
nBondsO,21
nBondsS,19
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,7
naHRing,0
AATS0are,6.519645454545455
AATS1are,6.518729411764705
AATS2are,6.607516666666668
AATS3are,6.387142857142857
AATS4are,6.334688235294117
AATS5are,6.601761016949152
AATS6are,6.469682352941177
AATS7are,6.486724999999999
AATS8are,6.082785714285715
AATSC0dv,4.073665952453831
AATSC0pe,0.14198861340679517
AATSC0se,0.09912787878787875
AATSC1dv,-0.3149018407485431
AATSC1pe,-0.01714342624101982
AATSC1se,-0.0006662352941176523
AATSC2dv,0.4923023727737533
AATSC2pe,0.05418349658198144
AATSC2se,0.04157255555555555
AATSC3dv,-0.6348492136370925
AATSC3pe,-0.031041080939262753
AATSC3se,-0.022198485714285707
AATSC4dv,-0.005979281825984101
AATSC4pe,-0.009514682925511815
AATSC4se,-0.01259560294117647
AATSC5dv,-0.05420581434962531
AATSC5pe,-0.011932835286610334
AATSC5se,-0.012880372881355923
AATSC6dv,-1.059735801268778
AATSC6pe,-0.0458111921352563
AATSC6se,-0.027799901960784305
AATSC7dv,0.6609529639832671
AATSC7pe,0.06851882460973371
AATSC7se,0.05789209090909091
AATSC8dv,-0.7529989651201773
AATSC8pe,-0.02562476059294238
AATSC8se,-0.013828904761904761
AETA_eta,0.5543886343342798
ATSC0are,5.131254545454544
ATSC1are,-0.9113198347107438
ATSC2are,3.61720165289256
ATSC3are,-2.321570247933883
ATSC4are,-1.0174396694214873
ATSC5are,-0.7597157024793395
ATSC6are,-2.7709933884297517
ATSC7are,3.7029454545454534
ATSC8are,-1.0981239669421474
BCUTZ-1h,16.013354622699556
BCUTZ-1l,5.699509122306061
BCUTc-1h,0.4513050831551848
BCUTc-1l,-0.3678275330664421
BCUTd-1h,4.042869575956426
BCUTd-1l,0.9684235829866124
BCUTi-1h,14.544787375664681
BCUTi-1l,10.319287207573538
BCUTm-1h,32.0666599352147
BCUTm-1l,11.71118594432136
BCUTp-1h,2.955636944642261
BCUTp-1l,0.7508498748067653
BCUTs-1h,7.014577686262269
BCUTs-1l,0.3002112422650012
BCUTv-1h,24.442066212097018
BCUTv-1l,14.70105666420994
BalabanJ,1.738090432071557
Diameter,11
ETA_beta,29.75
GATS1are,0.8056646871859838
GATS2are,0.37339796399250214
GATS3are,1.1387023147677107
GATS4are,1.0854724209797022
GATS5are,1.3065242457158974
GATS6are,1.5103748173873315
GATS7are,0.4861260226986842
GATS8are,0.9504999410285728
HybRatio,0.0
Lipinski,True
LogEE_Dt,143.3007103177725
MATS1are,-0.17237817814825915
MATS2are,0.43079369803828454
MATS3are,-0.21329180530013922
MATS4are,-0.09622549071715895
MATS5are,-0.0828112751240608
MATS6are,-0.34942638414097693
MATS7are,0.5412339353480807
MATS8are,-0.16814829213179416
MAXddssS,-3.791707548345579
MINddssS,-3.791707548345579
NsssssAs,0
RotRatio,0.14285714285714285
SM1_Dzpe,1.2713433292533662
SM1_Dzse,1.237629484152691
SMR_VSA1,13.212334168400758
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,5.138973737607942
SMR_VSA5,4.895483475517775
SMR_VSA6,10.633577208012662
SMR_VSA7,54.59730361615449
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,127.95472911024183
SpAD_Dzi,135.48740001158276
SpAD_Dzm,127.97827178325464
SpAD_Dzp,190.1632626327581
SpAD_Dzv,177.1011642396257
SpAbs_Dt,286.601420635545
SpDiam_A,4.684278135808106
SpDiam_D,142.22607612629028
SpMAD_Dt,14.330071031777251
SpMax_Dt,143.3007103177725
SsssssAs,0
VE1_Dzpe,4.418125996711224
VE1_Dzse,4.419727002522815
VE2_Dzpe,0.22090629983556118
VE2_Dzse,0.22098635012614073
VE3_Dzpe,2.1788628040989777
VE3_Dzse,2.1792251106069593
VMcGowan,206.10999999999976
VR1_Dzpe,99.41815506194911
VR1_Dzse,99.25491914738144
VR2_Dzpe,4.970907753097455
VR2_Dzse,4.962745957369072
VR3_Dzpe,5.2924819240431145
VR3_Dzse,5.290838662096828
mZagreb1,7.256944444444445
mZagreb2,4.333333333333333
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,9
nBondsKS,25
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.15549256198347103
AATSC1are,-0.026803524550315996
AATSC2are,0.06698521579430666
AATSC3are,-0.03316528925619833
AATSC4are,-0.014962348079727754
AATSC5are,-0.012876537330158297
AATSC6are,-0.054333203694701016
AATSC7are,0.0841578512396694
AATSC8are,-0.026145808736717797
AETA_beta,1.4875
BCUTdv-1h,6.022493801878799
BCUTdv-1l,0.6420987932780474
BCUTpe-1h,3.537204487603359
BCUTpe-1l,2.241533659787229
BCUTse-1h,3.768589796887351
BCUTse-1l,2.4406243767630422
ETA_alpha,9.533333333333335
ETA_dBeta,5.25
ETA_eta_B,0.46570525395002704
ETA_eta_F,20.973011041088895
ETA_eta_L,3.4935565992640862
ETA_eta_R,32.06078372777449
ETA_psi_1,0.5365853658536588
LabuteASA,116.21535249664528
LogEE_DzZ,63.697864335105535
LogEE_Dzi,67.79911254672828
LogEE_Dzm,63.70917171344147
LogEE_Dzp,93.80012741100056
LogEE_Dzv,88.05123750887962
PEOE_VSA1,10.633577208012662
PEOE_VSA2,0.0
PEOE_VSA3,18.3513079060087
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,24.26546827384644
PEOE_VSA7,30.33183534230805
PEOE_VSA8,11.374772549367124
PEOE_VSA9,4.895483475517775
SM1_Dzare,1.3895559505374213
SpAD_Dzpe,138.00487534527667
SpAD_Dzse,138.48399056760707
SpAbs_DzZ,126.5118719673847
SpAbs_Dzi,134.48997427471846
SpAbs_Dzm,126.5377470031142
SpAbs_Dzp,191.97754513852956
SpAbs_Dzv,178.09985346149213
SpDiam_Dt,211.3289571020327
SpMAD_DzZ,6.397736455512091
SpMAD_Dzi,6.774370000579138
SpMAD_Dzm,6.398913589162732
SpMAD_Dzp,9.508163131637904
SpMAD_Dzv,8.855058211981284
SpMax_DzZ,63.697864335105535
SpMax_Dzi,67.79911254672828
SpMax_Dzm,63.70917171344147
SpMax_Dzp,93.80012741100056
SpMax_Dzv,88.05123750887962
VE1_Dzare,4.416864371047907
VE2_Dzare,0.22084321855239536
VE3_Dzare,2.178577206578352
VR1_Dzare,99.52764428439912
VR2_Dzare,4.976382214219956
VR3_Dzare,5.29358261814034
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,12
nAromBond,12
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.47666666666666674
AETA_dBeta,0.2625
AETA_eta_B,0.023285262697501353
AETA_eta_F,1.0486505520544447
AETA_eta_L,0.1746778299632043
AETA_eta_R,1.6030391863887246
BCUTare-1h,3.581104331910276
BCUTare-1l,2.1877434458376315
ETA_beta_s,12.25
ETA_dPsi_A,0.17741463414634118
ETA_dPsi_B,0.0
ETA_eta_BR,0.637705253950027
ETA_eta_FL,5.9549517091589825
ETA_eta_RL,9.448508308423069
LogEE_Dzpe,69.066004839101
LogEE_Dzse,69.30387675801117
PEOE_VSA10,0.0
PEOE_VSA11,0.0
PEOE_VSA12,10.023291153407584
PEOE_VSA13,0.0
SlogP_VSA1,15.772550945620605
SlogP_VSA2,14.448911496667009
SlogP_VSA3,10.023291153407584
SlogP_VSA4,0.0
SlogP_VSA5,0.0
SlogP_VSA6,59.49278709167226
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,136.65065348760288
SpAbs_Dzpe,136.86066634894857
SpAbs_Dzse,137.3701240318697
SpDiam_DzZ,101.84338845725128
SpDiam_Dzi,104.90285769377985
SpDiam_Dzm,101.8653408210867
SpDiam_Dzp,153.22525824280225
SpDiam_Dzv,141.53510952520605
SpMAD_Dzpe,6.9002437672638335
SpMAD_Dzse,6.9241995283803535
SpMax_Dzpe,69.066004839101
SpMax_Dzse,69.30387675801117
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,20
AETA_beta_s,0.6125
AETA_eta_BR,0.031885262697501346
AETA_eta_FL,0.2977475854579491
AETA_eta_RL,0.47242541542115346
DetourIndex,1388
EState_VSA1,16.054405665745655
EState_VSA2,4.895483475517775
EState_VSA3,11.374772549367124
EState_VSA4,0.0
EState_VSA5,18.19910120538483
EState_VSA6,30.33183534230805
EState_VSA7,6.06636706846161
EState_VSA8,10.633577208012662
EState_VSA9,5.138973737607942
ETA_beta_ns,17.5
ETA_shape_p,0.14685314685314682
ETA_shape_x,0.0874125874125874
ETA_shape_y,0.20979020979020976
GhoseFilter,True
LogEE_Dzare,68.39480454132831
SlogP_VSA10,16.169309733438947
SlogP_VSA11,0.0
SpAbs_Dzare,135.40005313211918
SpDiam_Dzpe,107.83562469536179
SpDiam_Dzse,108.57684088523158
SpMAD_Dzare,6.832532674380144
SpMax_Dzare,68.39480454132831
TopoPSA(NO),101.28999999999999
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,22.422695981234043
VSA_EState9,36.952344900444885
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.875
EState_VSA10,13.212334168400758
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.02333333333333325
FilterItLogS,-3.163677624839548
SpDiam_Dzare,106.50144276790851
ETA_beta_ns_d,1.0
ETA_epsilon_1,0.6565656565656567
ETA_epsilon_2,0.8883333333333331
ETA_epsilon_3,0.43793103448275894
ETA_epsilon_4,0.5614814814814818
ETA_epsilon_5,0.7902777777777777
AETA_beta_ns_d,0.05
ETA_dEpsilon_A,0.21863462208289774
ETA_dEpsilon_B,0.09508417508417488
ETA_dEpsilon_C,-0.12355044699872286
ETA_dEpsilon_D,0.09805555555555534
PetitjeanIndex,0.45454545454545453
TopoShapeIndex,0.8333333333333334
CDK Descriptors
FMFDescriptor,0.75
MDEDescriptor,"0.0,0.0,0.0,0.0,9.394742430475603,10.665724400198842,0.0,1.9827032282500943,0.0,0.0,0.6506976368304991,0.0,0.0,0.0,0.33806170189140655,0.0,0.4999999999999999,0.0,0.0"
APolDescriptor,40.15430899999999
BCUTDescriptor,"11.850000000000001,31.972072007343904,-0.2609673585922014,0.2807936470957371,5.0321337639904336,11.195886489777209"
BPolDescriptor,22.305690999999996
TPSADescriptor,109.66999999999999
ALOGPDescriptor,"1.9794999999999994,3.9184202499999974,70.03959999999998"
XLogPDescriptor,0.9410000000000001
VAdjMaDescriptor,5.392317422778761
WeightDescriptor,291.06776238000003
ChiPathDescriptor,"14.587575669810532,9.448508308423069,9.176192233873428,6.203703687229032,4.948777518808465,3.8133398439945934,2.1002910103192813,1.5714429125611136,10.610237624649955,6.095190402814556,4.407615068805893,2.679418307621398,1.7053638151078274,1.0699608279445834,0.45973501153922963,0.2555051244993997"
ChiChainDescriptor,"0.0,0.0,0.0,0.1853954059492991,0.17276101541424888,0.0,0.0,0.0,0.05985279273275698,0.04692612029310362"
AtomCountDescriptor,33
BondCountDescriptor,21
SmallRingDescriptor,"2,2,2,2,0,0,0,2,0,0,0"
ChiClusterDescriptor,"2.207286396140521,0.2886751345948129,0.4330127018922194,0.14433756729740646,0.5738314302292786,0.029444385555732224,0.06508220419427128,0.009814795185244073"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,0,12,0,0,0,0,0"
ZagrebIndexDescriptor,100.0
LargestChainDescriptor,12
MannholdLogPDescriptor,2.1199999999999997
WeightedPathDescriptor,"39.8943110956325,1.994715554781625,19.049125276658145,7.3100268207472645,8.47814014102229"
FractionalPSADescriptor,0.3767851138966796
WienerNumbersDescriptor,"900.0,26.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"2.9630524050519345,3.9218264764341324,4.876401450881633,0.7978779850519118,0.8520952802648706,0.8419668924887814"
FractionalCSP3Descriptor,0.0
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,3,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,3
LargestPiSystemDescriptor,20
PetitjeanNumberDescriptor,0.45454545454545453
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"16.3718820861678,7.319857312722949,5.37890625"
AromaticAtomsCountDescriptor,12
AromaticBondsCountDescriptor,12
FragmentComplexityDescriptor,776.07
HBondAcceptorCountDescriptor,6
HybridizationRatioDescriptor,0.0
AutocorrelationDescriptorMass,"29.531101048902286,30.892859088733985,37.182959754357206,32.66157773734492,30.76943175807921"
PetitjeanShapeIndexDescriptor,"0.8333333333333334,NaN"
RotatableBondsCountDescriptor,5
AutocorrelationDescriptorCharge,"0.37151135959603176,-0.2447654177308873,0.12193296054619848,-0.03338919103961219,-0.042822828716880305"
EccentricConnectivityIndexDescriptor,364
AutocorrelationDescriptorPolarizability,"1332.6884532368056,1495.419338600895,1993.2416376152444,1781.3931871900843,1473.6152052016096"
