DLiP-ID,P000EW
AATSC5v,-7.1214040369761715
AATSC6Z,0.7019056964313382
AATSC6c,0.005065502988413344
AATSC6d,0.005732582760935784
AATSC6i,-0.3228343298883241
AATSC6m,3.132463596188606
AATSC6p,-0.032377254599869384
AATSC6s,0.13591500398813308
AATSC6v,-3.9258513677729545
AATSC7Z,0.8925576212538857
AATSC7c,-0.0016916646893550547
AATSC7d,0.0526068852266729
AATSC7i,-0.06876510877460194
AATSC7m,4.251703311594626
AATSC7p,0.009209174716873271
AATSC7s,-0.016740627789833127
AATSC7v,4.625166959948904
AATSC8Z,-0.19369473279507862
AATSC8c,-0.003274846532571069
AATSC8d,-0.11088043060361401
AATSC8i,0.012272772983917614
AATSC8m,-1.0242776858131504
AATSC8p,-0.01986889132987374
AATSC8s,0.015263360246059213
AATSC8v,-3.2418645408906133
ATS0are,217.45960000000002
ATS1are,237.97480000000002
ATS2are,387.0348
ATS3are,414.5408
ATS4are,442.46299999999997
ATS5are,437.346
ATS6are,398.84400000000005
ATS7are,359.66300000000007
ATS8are,283.5570000000001
ATSC0dv,154.94117647058823
ATSC0pe,4.220023529411764
ATSC0se,2.7217590588235288
ATSC1dv,75.5916955017301
ATSC1pe,0.6268456747404831
ATSC1se,0.23184052595155713
ATSC2dv,33.77854671280278
ATSC2pe,-0.10503494809688815
ATSC2se,-0.5479510726643596
ATSC3dv,-53.18685121107265
ATSC3pe,-0.34844290657439647
ATSC3se,-0.03488298961937679
ATSC4dv,-122.26297577854669
ATSC4pe,-2.754541868512111
ATSC4se,-1.4821952664359852
ATSC5dv,-47.43598615916956
ATSC5pe,-1.4789608996539774
ATSC5se,-0.6961408581314876
ATSC6dv,48.32179930795847
ATSC6pe,1.8546771626297596
ATSC6se,1.1309357370242206
ATSC7dv,21.660899653979232
ATSC7pe,0.3529826989619378
ATSC7se,0.01874845674740458
ATSC8dv,-4.598615916955021
ATSC8pe,0.24156885813148776
ATSC8se,0.2121555986159169
AXp-0dv,0.5746051154437845
AXp-1dv,0.27915892428986494
AXp-2dv,0.13888877938966976
AXp-3dv,0.07204706149742518
AXp-4dv,0.03719380925326329
AXp-5dv,0.019772052960890126
AXp-6dv,0.010035196402573662
AXp-7dv,0.005205583270575675
BertzCT,766.9549337540752
ECIndex,341
ETA_eta,12.73634525529526
GATS1dv,0.3904707668944571
GATS1pe,0.6607674453074325
GATS1se,0.7802460176561709
GATS2dv,0.900669858306629
GATS2pe,1.1019112791705006
GATS2se,1.2926961379342787
GATS3dv,1.1714123006833712
GATS3pe,1.0618236928092524
GATS3se,1.0779754875346326
GATS4dv,1.3087715823181802
GATS4pe,1.2482709093875426
GATS4se,1.221233550223808
GATS5dv,1.0634203856395776
GATS5pe,1.1126947171260129
GATS5se,1.1031642518248796
GATS6dv,0.7279604256621222
GATS6pe,0.547711277319376
GATS6se,0.4978103796716746
GATS7dv,0.9169144048492336
GATS7pe,0.9407889949534615
GATS7se,0.9359116208120427
GATS8dv,1.0696532523411795
GATS8pe,1.08057454377171
GATS8se,1.0617731416372362
LogEE_A,3.937666875558035
LogEE_D,84.02093328346854
MATS1dv,0.46076942546190836
MATS1pe,0.14028853415307885
MATS1se,0.08044815576977307
MATS2dv,0.12563221497239493
MATS2pe,-0.014343193523844156
MATS2se,-0.11601629972794965
MATS3dv,-0.18824552379552745
MATS3pe,-0.04527974609528541
MATS3se,-0.0070283155087368316
MATS4dv,-0.38882836486084965
MATS4pe,-0.32163576256711096
MATS4se,-0.2683400962481707
MATS5dv,-0.14660934475493817
MATS5pe,-0.1678272151994659
MATS5se,-0.12248080033274839
MATS6dv,0.15826335293917654
MATS6pe,0.22302706349934873
MATS6se,0.21085910804066418
MATS7dv,0.08056317001917555
MATS7pe,0.048202043734145425
MATS7se,0.003969563499286615
MATS8dv,-0.022424702606934972
MATS8pe,0.04325063392144143
MATS8se,0.05889402320782857
MAXaaCH,1.939692932728647
MAXaaaC,0.7284506225329639
MAXaasC,0.9422685185185187
MAXaasN,1.7143270502645502
MAXsCH3,1.8664531893004115
MDEC-11,0.3914867641168864
MDEC-12,2.9776517451291102
MDEC-13,4.094411646730342
MDEC-22,3.7691691356845607
MDEC-23,11.626516976019289
MDEC-33,4.697603470226241
MDEN-22,1.4422495703074083
MDEN-23,1.8898815748423097
MDEO-22,0.33333333333333337
MINaaCH,1.8601795162509447
MINaaaC,0.7284506225329639
MINaasC,0.6734953703703707
MINaasN,1.7143270502645502
MINsCH3,1.6132852523725538
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.0714285714285716
SM1_Dzi,1.247266713587194
SM1_Dzm,1.0685318721261376
SM1_Dzp,-4.237315801405576
SM1_Dzv,-2.0752874690897665
SddssSe,0
SpAD_Dt,337.7894100115606
SpAbs_A,26.595702116801256
SpAbs_D,168.0418665669371
SpMAD_A,1.3297851058400627
SpMAD_D,8.402093328346858
SpMax_A,2.442895543425411
SpMax_D,84.02093328346854
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,61.540000000000006
TpiPC10,9.007800004418723
VAdjMat,5.459431618637297
VE1_DzZ,4.403874830417357
VE1_Dzi,4.397784901985859
VE1_Dzm,4.403836564628203
VE1_Dzp,4.339619451838636
VE1_Dzv,4.37117162065562
VE2_DzZ,0.22019374152086785
VE2_Dzi,0.21988924509929295
VE2_Dzm,0.22019182823141015
VE2_Dzp,0.21698097259193178
VE2_Dzv,0.21855858103278097
VE3_DzZ,2.1756319772220483
VE3_Dzi,2.1742481633531936
VE3_Dzm,2.1756232880660487
VE3_Dzp,2.1609338409196517
VE3_Dzv,2.1681782591467957
VR1_DzZ,106.24834293432647
VR1_Dzi,106.7945032294347
VR1_Dzm,106.25129095525715
VR1_Dzp,110.9168136331813
VR1_Dzv,108.64501185404147
VR2_DzZ,5.3124171467163235
VR2_Dzi,5.339725161471735
VR2_Dzm,5.312564547762857
VR2_Dzp,5.545840681659065
VR2_Dzv,5.432250592702074
VR3_DzZ,5.358926392330632
VR3_Dzi,5.364053637872335
VR3_Dzm,5.358954138457785
VR3_Dzp,5.401927674183591
VR3_Dzv,5.381232975983364
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.022360679774997897
Xch-6dv,0.08599355214525703
Xch-7dv,0.09692721933699643
Xpc-4dv,1.015191148138419
Xpc-5dv,1.2718386967400752
Xpc-6dv,1.4631680513345147
Zagreb1,106.0
Zagreb2,127.0
fragCpx,104.06
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,1
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,16
nBondsD,0
nBondsM,16
nBondsO,22
nBondsS,20
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,6
naHRing,2
AATS0are,6.395870588235295
AATS1are,6.6104111111111115
AATS2are,6.5599118644067795
AATS3are,6.686141935483871
AATS4are,6.412507246376811
AATS5are,6.159802816901409
AATS6are,5.952895522388061
AATS7are,6.095983050847459
AATS8are,6.301266666666669
AATSC0dv,4.557093425605537
AATSC0pe,0.12411833910034599
AATSC0se,0.08005173702422143
AATSC1dv,2.099769319492503
AATSC1pe,0.01741237985390231
AATSC1se,0.006440014609765476
AATSC2dv,0.5725177408949623
AATSC2pe,-0.0017802533575743756
AATSC2se,-0.009287306316345077
AATSC3dv,-0.8578524388882686
AATSC3pe,-0.005620046880232201
AATSC3se,-0.0005626288648286579
AATSC4dv,-1.7719271851963287
AATSC4pe,-0.03992089664510305
AATSC4se,-0.02148109081791283
AATSC5dv,-0.6681124811150642
AATSC5pe,-0.02083043520639405
AATSC5se,-0.009804800818753347
AATSC6dv,0.72122088519341
AATSC6pe,0.02768174869596656
AATSC6se,0.016879637866033144
AATSC7dv,0.36713389244032596
AATSC7pe,0.005982757609524369
AATSC7se,0.00031777045334584035
AATSC8dv,-0.10219146482122268
AATSC8pe,0.0053681968473663945
AATSC8se,0.004714568858131487
AETA_eta,0.636817262764763
ATSC0are,4.559411764705881
ATSC1are,0.6383993079584748
ATSC2are,-0.3574027681660941
ATSC3are,-0.3345979238754369
ATSC4are,-2.8748650519031154
ATSC5are,-1.398901038062282
ATSC6are,2.0400062283737057
ATSC7are,0.22207958477508824
ATSC8are,0.2803432525951555
BCUTZ-1h,8.012694169815655
BCUTZ-1l,5.689364986850223
BCUTc-1h,0.4202303989106167
BCUTc-1l,-0.5283421068114711
BCUTd-1h,3.2414002619823674
BCUTd-1l,0.9871954839173281
BCUTi-1h,14.701433773770407
BCUTi-1l,10.950535758704047
BCUTm-1h,16.00576065367504
BCUTm-1l,11.701394444163723
BCUTp-1h,1.9907264621303884
BCUTp-1l,0.7741149993230815
BCUTs-1h,3.515289467290806
BCUTs-1l,1.4496622994671224
BCUTv-1h,20.895329464756728
BCUTv-1l,14.705490591488045
BalabanJ,1.5934610437744878
Diameter,10
ETA_beta,28.25
GATS1are,0.6920620457575366
GATS2are,1.1582833379618593
GATS3are,1.0883630207964838
GATS4are,1.2512488430665325
GATS5are,1.0890813725080453
GATS6are,0.5161560376417486
GATS7are,0.9465906640805232
GATS8are,1.0808170558637593
HybRatio,0.21428571428571427
Lipinski,True
LogEE_Dt,168.8947050057803
MATS1are,0.13223913760231604
MATS2are,-0.0451726950486438
MATS3are,-0.04024404759427558
MATS4are,-0.31069801185073853
MATS5are,-0.1469260304440498
MATS6are,0.22705276353364176
MATS7are,0.028068986177836222
MATS8are,0.046456629252139496
NsssssAs,0
RotRatio,0.13636363636363635
SM1_Dzpe,1.1621787025703796
SM1_Dzse,1.0580415728862167
SMR_VSA1,9.473725907600098
SMR_VSA2,0.0
SMR_VSA3,19.811443318518734
SMR_VSA4,0.0
SMR_VSA5,6.923737199690624
SMR_VSA6,14.219595082555067
SMR_VSA7,36.156239840307975
SMR_VSA8,0.0
SMR_VSA9,22.756403153113265
SpAD_DzZ,115.48274778987891
SpAD_Dzi,113.94333324874935
SpAD_Dzm,115.51833355522365
SpAD_Dzp,180.66391379515284
SpAD_Dzv,152.52808706879287
SpAbs_Dt,337.7894100115607
SpDiam_A,4.831991489588955
SpDiam_D,126.41401233309251
SpMAD_Dt,16.88947050057803
SpMax_Dt,168.8947050057803
SsssssAs,0
VE1_Dzpe,4.4041512329803885
VE1_Dzse,4.40381905535543
VE2_Dzpe,0.22020756164901942
VE2_Dzse,0.2201909527677715
VE3_Dzpe,2.1756947387445806
VE3_Dzse,2.175619312144753
VMcGowan,197.0999999999997
VR1_Dzpe,106.23856339035733
VR1_Dzse,106.25109604148744
VR2_Dzpe,5.311928169517866
VR2_Dzse,5.312554802074372
VR3_Dzpe,5.358834343892023
VR3_Dzse,5.358952303995853
mZagreb1,6.277777777777778
mZagreb2,4.527777777777777
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,1
n9FaRing,1
n9aHRing,0
nBondsKD,7
nBondsKS,29
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.1341003460207612
AATSC1are,0.017733314109957633
AATSC2are,-0.006057674036713459
AATSC3are,-0.005396740707668337
AATSC4are,-0.0416647108971466
AATSC5are,-0.019702831522003972
AATSC6are,0.03044785415483143
AATSC7are,0.0037640607588998007
AATSC8are,0.0062298500576701225
AETA_beta,1.4125
BCUTdv-1h,6.009010395607586
BCUTdv-1l,0.9953939094248874
BCUTpe-1h,3.4685026167238315
BCUTpe-1l,2.2373412878289383
BCUTse-1h,3.681895242204744
BCUTse-1l,2.4332036485505895
ETA_alpha,9.266666666666667
ETA_dBeta,1.75
ETA_eta_B,0.19033691191068414
ETA_eta_F,18.805138404437038
ETA_eta_L,3.795569684943393
ETA_eta_R,31.541483659732297
ETA_psi_1,0.5408560311284049
LabuteASA,115.52442560262593
LogEE_DzZ,57.79494532351089
LogEE_Dzi,57.02035525501462
LogEE_Dzm,57.81259337121813
LogEE_Dzp,89.69635952736559
LogEE_Dzv,75.95275041403296
PEOE_VSA1,9.473725907600098
PEOE_VSA2,0.0
PEOE_VSA3,0.0
PEOE_VSA4,9.61407970191666
PEOE_VSA5,10.197363616602075
PEOE_VSA6,0.0
PEOE_VSA7,37.255572541998674
PEOE_VSA8,5.563451491696996
PEOE_VSA9,19.91352307740353
SM1_Dzare,1.314099581200558
SpAD_Dzpe,114.42783448215896
SpAD_Dzse,115.63994920906308
SpAbs_DzZ,114.56336704503383
SpAbs_Dzi,112.94551987787963
SpAbs_Dzm,114.60121109179663
SpAbs_Dzp,183.6300348561368
SpAbs_Dzv,153.9807882971557
SpDiam_Dt,234.98857881858322
SpMAD_DzZ,5.774137389493946
SpMAD_Dzi,5.697166662437468
SpMAD_Dzm,5.775916677761183
SpMAD_Dzp,9.033195689757642
SpMAD_Dzv,7.626404353439644
SpMax_DzZ,57.79494532351089
SpMax_Dzi,57.02035525501462
SpMax_Dzm,57.81259337121813
SpMax_Dzp,89.69635952736559
SpMax_Dzv,75.95275041403296
VE1_Dzare,4.405409289286972
VE2_Dzare,0.2202704644643486
VE3_Dzare,2.175980350339383
VR1_Dzare,106.1502068931684
VR2_Dzare,5.30751034465842
VR3_Dzare,5.358002317771545
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,1
nAromAtom,15
nAromBond,16
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4633333333333334
AETA_dBeta,0.0875
AETA_eta_B,0.009516845595534206
AETA_eta_F,0.9402569202218519
AETA_eta_L,0.18977848424716964
AETA_eta_R,1.5770741829866148
BCUTare-1h,3.5252584694061957
BCUTare-1l,2.1877842803817704
ETA_beta_s,13.25
ETA_dPsi_A,0.1731439688715951
ETA_dPsi_B,0.0
ETA_eta_BR,0.44833691191068414
ETA_eta_FL,5.928306965519019
ETA_eta_RL,9.723876650462412
LogEE_Dzpe,57.272026176208
LogEE_Dzse,57.87287668317586
PEOE_VSA10,0.0
PEOE_VSA11,22.970605385335464
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,9.473725907600098
SlogP_VSA2,34.0310384010738
SlogP_VSA3,0.0
SlogP_VSA4,6.923737199690624
SlogP_VSA5,5.824404497999927
SlogP_VSA6,30.33183534230805
SlogP_VSA7,0.0
SlogP_VSA8,16.904556707313183
SlogP_VSA9,0.0
SpAD_Dzare,112.62614001627558
SpAbs_Dzpe,113.44614134798408
SpAbs_Dzse,114.73010755084016
SpDiam_DzZ,87.24617107971059
SpDiam_Dzi,85.71275707709898
SpDiam_Dzm,87.26972833614923
SpDiam_Dzp,129.12208663880958
SpDiam_Dzv,111.58684444232287
SpMAD_Dzpe,5.7213917241079475
SpMAD_Dzse,5.781997460453153
SpMax_Dzpe,57.272026176208
SpMax_Dzse,57.87287668317586
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,20
AETA_beta_s,0.6625
AETA_eta_BR,0.022416845595534206
AETA_eta_FL,0.29641534827595095
AETA_eta_RL,0.4861938325231206
DetourIndex,1661
EState_VSA1,0.0
EState_VSA2,0.0
EState_VSA3,11.49902366656781
EState_VSA4,22.728961205313112
EState_VSA5,0.0
EState_VSA6,18.734992976170687
EState_VSA7,37.255572541998674
EState_VSA8,15.296045424903113
EState_VSA9,9.473725907600098
ETA_beta_ns,15.0
ETA_shape_p,0.1618705035971223
ETA_shape_x,0.0
ETA_shape_y,0.3669064748201438
GhoseFilter,True
LogEE_Dzare,56.378774987197815
SlogP_VSA10,0.0
SlogP_VSA11,11.49902366656781
SpAbs_Dzare,111.53780452849489
SpDiam_Dzpe,86.48536035771862
SpDiam_Dzse,87.35868098475555
SpMAD_Dzare,5.631307000813779
SpMax_Dzare,56.378774987197815
TopoPSA(NO),61.540000000000006
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,1.7143270502645502
VSA_EState9,42.28567294973544
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.75
EState_VSA10,0.0
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.036666666666666625
FilterItLogS,-3.7444516250465054
SpDiam_Dzare,85.24581369607759
ETA_beta_ns_d,1.0
ETA_epsilon_1,0.6274509803921571
ETA_epsilon_2,0.8566666666666665
ETA_epsilon_3,0.44285714285714317
ETA_epsilon_4,0.5650793650793654
ETA_epsilon_5,0.8566666666666665
AETA_beta_ns_d,0.05
ETA_dEpsilon_A,0.1845938375350139
ETA_dEpsilon_B,0.06237161531279167
ETA_dEpsilon_C,-0.12222222222222223
ETA_dEpsilon_D,0.0
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.75
MDEDescriptor,"0.3914867641168864,2.9776517451291102,4.094411646730342,0.0,3.7691691356845607,11.626516976019289,0.0,4.697603470226241,0.0,0.0,0.0,0.0,0.33333333333333337,0.0,0.0,0.0,1.4422495703074083,1.8898815748423097,0.0"
APolDescriptor,39.979102000000005
BCUTDescriptor,"11.996195867555963,15.998265454194195,-0.3749845162731102,0.15731938732165748,4.900317096802349,9.93027126860176"
BPolDescriptor,22.436897999999996
TPSADescriptor,61.540000000000006
ALOGPDescriptor,"2.5258999999999996,6.380170809999998,74.93690000000001"
XLogPDescriptor,3.7719999999999994
VAdjMaDescriptor,5.459431618637297
WeightDescriptor,270.1116758
ChiPathDescriptor,"14.11251969619286,9.723876650462412,8.461488680930477,7.708198442097492,6.305282553509109,4.940729189407719,3.4031792125401217,2.4705761099809673,11.49210230887569,6.14149633437703,4.3055521610797625,3.0980236443892832,2.0456595089294796,1.324727548379638,0.7225341409853037,0.42165224491662967"
ChiChainDescriptor,"0.0,0.0,0.09622504486493763,0.3683905718408463,0.5337802159139756,0.0,0.0,0.022360679774997897,0.08599355214525703,0.09692721933699644"
AtomCountDescriptor,34
BondCountDescriptor,22
SmallRingDescriptor,"3,3,2,2,0,0,1,2,0,0,0"
ChiClusterDescriptor,"1.2051183572168036,0.0,0.3309330932755814,0.0,0.4734692128868441,0.0,0.0706760872968416,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,2,8,1,1,0,0,0"
ZagrebIndexDescriptor,106.0
LargestChainDescriptor,11
MannholdLogPDescriptor,2.34
WeightedPathDescriptor,"40.98031981648042,2.049015990824021,18.337313479361978,5.597955774795453,12.73935770456651"
FractionalPSADescriptor,0.2278316915317883
WienerNumbersDescriptor,"813.0,32.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"3.340890750597587,5.21432453819282,6.52687551188183,1.0151911481384188,1.2718386967400743,1.3055173509812934"
FractionalCSP3Descriptor,0.21428571428571427
KierHallSmartsDescriptor,"0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,0
LargestPiSystemDescriptor,17
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"14.917355371900827,6.40582726326743,2.9789075175770687"
AromaticAtomsCountDescriptor,15
AromaticBondsCountDescriptor,16
FragmentComplexityDescriptor,916.06
HBondAcceptorCountDescriptor,3
HybridizationRatioDescriptor,0.21428571428571427
AutocorrelationDescriptorMass,"22.988859276187814,24.87923817698545,34.87632977606813,36.31843494524818,28.823733417925947"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,3
AutocorrelationDescriptorCharge,"0.45259225598155367,-0.2058048227647579,-0.12188332797050183,0.20037933313853828,-0.1673797113179589"
EccentricConnectivityIndexDescriptor,341
AutocorrelationDescriptorPolarizability,"1212.1046930036352,1429.1905291917958,2023.1960089015552,1983.6349549685422,1573.2258478147312"
